Saved path: pet_store, bike_shop, salon, hardware_store, gym, burger_joint, tech_shop, toy_store, clothing_store, grocery_store, dentist, bank, music_store, pharmacy, bakery : 47755
Saved path: bakery, salon, pharmacy, music_store, florist, bank, pizzeria, craft_shop, dentist, burger_joint, tech_shop, toy_store, gym, hardware_store, pet_store : 45979
Saved path: music_store, gelateria, pet_store, bakery, salon, jewelry_store, hardware_store, gym, toy_store, noodle_house, clothing_store, grocery_store, cafe, pizzeria, craft_shop : 46231
Saved path: hardware_store, burger_joint, toy_store, clothing_store, grocery_store, cafe, dentist, bank, florist, gelateria, barber_shop, jewelry_store, salon, bakery, pet_store : 47773
Saved path: tech_shop, grocery_store, dentist, cafe, burger_joint, gym, craft_shop, bank, pharmacy, bike_shop, pet_store, bakery, barber_shop, toy_store, noodle_house : 49801
Saved path: party_store, bakery, bike_shop, hardware_store, gym, toy_store, tech_shop, clothing_store, grocery_store, dentist, cafe, bookstore, pizzeria, craft_shop, gelateria : 38603
Saved path: burger_joint, dentist, cafe, bookstore, pizzeria, florist, gelateria, pharmacy, party_store, salon, bike_shop, pet_store, bakery, gym, toy_store : 45626
Saved path: pizzeria, bank, florist, music_store, gelateria, pharmacy, bike_shop, pet_store, bakery, barber_shop, toy_store, noodle_house, tech_shop, clothing_store, grocery_store : 45248
Saved path: dentist, grocery_store, clothing_store, noodle_house, toy_store, barber_shop, jewelry_store, pet_store, bakery, party_store, pharmacy, bank, craft_shop, gym, bookstore : 49274
Saved path: hardware_store, toy_store, noodle_house, tech_shop, burger_joint, gym, pizzeria, bank, gelateria, party_store, bakery, pet_store, bike_shop, salon, jewelry_store : 42335
Saved path: party_store, pharmacy, gelateria, music_store, bank, bookstore, cafe, grocery_store, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, bike_shop, bakery : 35580
Saved path: craft_shop, florist, music_store, party_store, bakery, pet_store, bike_shop, salon, jewelry_store, barber_shop, toy_store, tech_shop, bookstore, grocery_store, dentist : 49792
Saved path: music_store, gelateria, pharmacy, barber_shop, pet_store, bakery, salon, hardware_store, toy_store, noodle_house, grocery_store, cafe, bookstore, craft_shop, florist : 46548
Saved path: cafe, dentist, clothing_store, noodle_house, toy_store, gym, hardware_store, bakery, pet_store, bike_shop, pharmacy, gelateria, music_store, pizzeria, bookstore : 49869
Saved path: craft_shop, bank, florist, music_store, party_store, salon, pet_store, bakery, jewelry_store, toy_store, clothing_store, dentist, cafe, bookstore, pizzeria : 46642
Saved path: gym, hardware_store, pet_store, bakery, barber_shop, jewelry_store, party_store, gelateria, music_store, bank, craft_shop, bookstore, cafe, noodle_house, toy_store : 47209
Saved path: craft_shop, dentist, clothing_store, toy_store, noodle_house, burger_joint, gym, hardware_store, jewelry_store, bakery, salon, pharmacy, florist, bank, pizzeria : 36464
Saved path: bike_shop, salon, pharmacy, florist, bank, gym, hardware_store, cafe, clothing_store, tech_shop, noodle_house, toy_store, barber_shop, bakery, pet_store : 45661
Saved path: pet_store, bike_shop, jewelry_store, barber_shop, toy_store, clothing_store, grocery_store, tech_shop, bookstore, burger_joint, hardware_store, gym, craft_shop, music_store, bakery : 50020
Saved path: bakery, party_store, music_store, bank, pizzeria, craft_shop, dentist, clothing_store, noodle_house, toy_store, gym, hardware_store, jewelry_store, barber_shop, pet_store : 51585
Saved path: hardware_store, bike_shop, pet_store, bakery, gelateria, florist, pizzeria, dentist, grocery_store, clothing_store, toy_store, noodle_house, tech_shop, burger_joint, gym : 46992
Saved path: florist, bank, pizzeria, bookstore, cafe, burger_joint, tech_shop, toy_store, bakery, pet_store, bike_shop, jewelry_store, party_store, pharmacy, music_store : 41898
Saved path: gym, burger_joint, cafe, grocery_store, tech_shop, toy_store, barber_shop, bakery, pet_store, bike_shop, party_store, pharmacy, music_store, bank, craft_shop : 46689
Saved path: tech_shop, grocery_store, clothing_store, toy_store, gym, hardware_store, pet_store, bakery, jewelry_store, party_store, gelateria, music_store, pizzeria, bookstore, burger_joint : 45868
Saved path: pizzeria, craft_shop, bank, music_store, party_store, salon, bakery, jewelry_store, gym, toy_store, noodle_house, tech_shop, clothing_store, grocery_store, bookstore : 34189
Saved path: gelateria, music_store, florist, craft_shop, pizzeria, cafe, grocery_store, toy_store, noodle_house, burger_joint, pet_store, bike_shop, jewelry_store, party_store, pharmacy : 44896
Saved path: pizzeria, bookstore, burger_joint, dentist, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, barber_shop, bakery, bike_shop, gym, bank, craft_shop : 35741
Saved path: noodle_house, tech_shop, bookstore, cafe, burger_joint, gym, bank, florist, music_store, pharmacy, party_store, bakery, pet_store, barber_shop, toy_store : 44473
Saved path: bank, pizzeria, cafe, burger_joint, toy_store, gym, hardware_store, jewelry_store, bakery, bike_shop, salon, party_store, pharmacy, music_store, florist : 35712
Saved path: jewelry_store, salon, bike_shop, bakery, party_store, pharmacy, gelateria, pizzeria, craft_shop, gym, hardware_store, burger_joint, grocery_store, toy_store, barber_shop : 37386
Saved path: bank, craft_shop, pizzeria, bookstore, dentist, grocery_store, clothing_store, toy_store, tech_shop, burger_joint, bakery, pet_store, bike_shop, party_store, pharmacy : 44467
Saved path: pizzeria, craft_shop, dentist, grocery_store, clothing_store, toy_store, noodle_house, burger_joint, hardware_store, bakery, barber_shop, party_store, music_store, florist, bank : 38938
Saved path: bike_shop, jewelry_store, party_store, pharmacy, gelateria, music_store, craft_shop, bookstore, cafe, grocery_store, clothing_store, toy_store, tech_shop, burger_joint, pet_store : 45066
Saved path: hardware_store, barber_shop, bakery, pharmacy, music_store, florist, craft_shop, pizzeria, bookstore, burger_joint, cafe, dentist, grocery_store, clothing_store, toy_store : 40378
Saved path: hardware_store, toy_store, noodle_house, clothing_store, cafe, craft_shop, bank, gelateria, pharmacy, party_store, barber_shop, jewelry_store, salon, bakery, pet_store : 43950
Saved path: grocery_store, clothing_store, noodle_house, toy_store, barber_shop, jewelry_store, pharmacy, party_store, salon, bakery, gym, craft_shop, pizzeria, bookstore, burger_joint : 33551
Saved path: noodle_house, toy_store, gym, bike_shop, bakery, jewelry_store, pharmacy, gelateria, craft_shop, pizzeria, bookstore, cafe, dentist, grocery_store, tech_shop : 40344
Saved path: cafe, grocery_store, clothing_store, toy_store, barber_shop, jewelry_store, bike_shop, pet_store, bakery, party_store, burger_joint, pizzeria, bank, craft_shop, dentist : 46226
Saved path: tech_shop, noodle_house, toy_store, barber_shop, bakery, bike_shop, party_store, gelateria, music_store, pizzeria, gym, burger_joint, cafe, dentist, clothing_store : 44641
Saved path: pet_store, bike_shop, salon, hardware_store, toy_store, clothing_store, dentist, cafe, burger_joint, bookstore, pizzeria, florist, gelateria, party_store, bakery : 44870
Saved path: gym, toy_store, grocery_store, dentist, cafe, bookstore, bank, florist, music_store, gelateria, pharmacy, party_store, salon, bakery, pet_store : 46725
Saved path: cafe, bookstore, burger_joint, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, bakery, bike_shop, salon, pharmacy, gelateria, dentist, grocery_store : 39568
Saved path: burger_joint, hardware_store, salon, bike_shop, bakery, barber_shop, party_store, pharmacy, gelateria, craft_shop, pizzeria, cafe, grocery_store, toy_store, tech_shop : 36971
Saved path: toy_store, burger_joint, bakery, bike_shop, jewelry_store, party_store, pharmacy, music_store, gelateria, bank, pizzeria, craft_shop, dentist, cafe, grocery_store : 39587
Saved path: noodle_house, burger_joint, bookstore, pizzeria, bank, florist, party_store, bakery, pet_store, bike_shop, hardware_store, gym, toy_store, clothing_store, tech_shop : 41768
Saved path: tech_shop, burger_joint, hardware_store, barber_shop, bakery, pet_store, bike_shop, gelateria, music_store, florist, craft_shop, bookstore, cafe, grocery_store, toy_store : 48911
Saved path: jewelry_store, barber_shop, toy_store, noodle_house, tech_shop, clothing_store, cafe, pizzeria, bank, gelateria, pharmacy, bakery, pet_store, bike_shop, salon : 42604
Saved path: barber_shop, toy_store, noodle_house, tech_shop, clothing_store, bookstore, dentist, craft_shop, music_store, pharmacy, party_store, salon, bike_shop, pet_store, bakery : 50300
Saved path: pharmacy, music_store, craft_shop, gym, hardware_store, burger_joint, noodle_house, tech_shop, clothing_store, toy_store, barber_shop, jewelry_store, pet_store, bakery, party_store : 46294
Saved path: pet_store, bakery, salon, party_store, pharmacy, florist, bank, craft_shop, dentist, cafe, grocery_store, clothing_store, toy_store, gym, hardware_store : 42440
Saved path: hardware_store, toy_store, clothing_store, grocery_store, burger_joint, pizzeria, bank, music_store, pharmacy, salon, bike_shop, pet_store, bakery, barber_shop, jewelry_store : 46962
Saved path: barber_shop, bakery, bike_shop, party_store, pharmacy, music_store, bank, pizzeria, bookstore, grocery_store, toy_store, noodle_house, burger_joint, gym, hardware_store : 40778
Saved path: gelateria, music_store, pharmacy, barber_shop, bakery, bike_shop, salon, hardware_store, toy_store, noodle_house, clothing_store, bookstore, pizzeria, craft_shop, bank : 38498
Saved path: craft_shop, dentist, bookstore, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, pet_store, bakery, party_store, gelateria, florist, bank, pizzeria : 45114
Saved path: toy_store, clothing_store, grocery_store, tech_shop, hardware_store, bike_shop, pet_store, bakery, pharmacy, gelateria, music_store, florist, bank, craft_shop, gym : 43517
Saved path: noodle_house, toy_store, gym, hardware_store, pet_store, bakery, salon, pharmacy, music_store, florist, craft_shop, dentist, cafe, grocery_store, clothing_store : 45988
Saved path: pharmacy, florist, bank, craft_shop, pizzeria, bookstore, grocery_store, clothing_store, toy_store, gym, hardware_store, pet_store, bakery, barber_shop, party_store : 44397
Saved path: bookstore, dentist, craft_shop, bank, gelateria, pharmacy, party_store, jewelry_store, salon, pet_store, bakery, toy_store, noodle_house, tech_shop, burger_joint : 44144
Saved path: party_store, pharmacy, gelateria, music_store, florist, bank, craft_shop, burger_joint, tech_shop, grocery_store, toy_store, jewelry_store, bakery, bike_shop, salon : 35559
Saved path: florist, bank, craft_shop, bookstore, cafe, noodle_house, toy_store, gym, hardware_store, bakery, pet_store, bike_shop, salon, party_store, music_store : 42622
