Saved path: pet_store, bike_shop, salon, hardware_store, gym, burger_joint, tech_shop, toy_store, clothing_store, grocery_store, dentist, bank, music_store, pharmacy, bakery : 47755
Saved path: gelateria, pharmacy, party_store, bakery, bike_shop, jewelry_store, toy_store, clothing_store, tech_shop, cafe, burger_joint, gym, pizzeria, bank, florist : 34858
Saved path: hardware_store, gym, bank, florist, pharmacy, party_store, bike_shop, pet_store, bakery, barber_shop, toy_store, tech_shop, grocery_store, bookstore, burger_joint : 46615
Saved path: cafe, bookstore, bank, florist, pharmacy, party_store, salon, bike_shop, bakery, jewelry_store, hardware_store, toy_store, noodle_house, clothing_store, dentist : 37290
Saved path: noodle_house, toy_store, grocery_store, dentist, bookstore, pizzeria, craft_shop, bank, gelateria, pharmacy, bakery, pet_store, hardware_store, burger_joint, tech_shop : 44346
Saved path: craft_shop, pizzeria, gym, cafe, grocery_store, tech_shop, toy_store, barber_shop, bakery, bike_shop, salon, party_store, music_store, florist, bank : 38290
Saved path: gelateria, music_store, bank, gym, toy_store, noodle_house, grocery_store, cafe, burger_joint, hardware_store, bakery, pet_store, bike_shop, salon, party_store : 43845
Saved path: gelateria, pharmacy, bike_shop, bakery, barber_shop, jewelry_store, hardware_store, gym, toy_store, tech_shop, grocery_store, cafe, bookstore, pizzeria, florist : 37881
Saved path: jewelry_store, salon, bike_shop, bakery, gym, burger_joint, tech_shop, toy_store, clothing_store, grocery_store, dentist, cafe, bookstore, florist, pharmacy : 40009
Saved path: bakery, bike_shop, pharmacy, gelateria, florist, craft_shop, dentist, bookstore, tech_shop, grocery_store, clothing_store, toy_store, hardware_store, jewelry_store, barber_shop : 41446
Saved path: cafe, bookstore, pizzeria, craft_shop, bank, gelateria, music_store, party_store, salon, bakery, toy_store, tech_shop, clothing_store, grocery_store, dentist : 34900
Saved path: bike_shop, party_store, pharmacy, florist, bank, dentist, bookstore, burger_joint, tech_shop, noodle_house, toy_store, hardware_store, jewelry_store, barber_shop, bakery : 39329
Saved path: bank, florist, gelateria, pharmacy, salon, bike_shop, pet_store, bakery, barber_shop, toy_store, noodle_house, clothing_store, cafe, dentist, gym : 49979
Saved path: bookstore, burger_joint, tech_shop, toy_store, gym, hardware_store, bike_shop, bakery, party_store, pharmacy, music_store, pizzeria, craft_shop, dentist, cafe : 39577
Saved path: pet_store, party_store, pharmacy, gelateria, music_store, craft_shop, pizzeria, gym, burger_joint, cafe, grocery_store, clothing_store, tech_shop, noodle_house, toy_store : 42921
Saved path: noodle_house, toy_store, clothing_store, cafe, bookstore, pizzeria, gelateria, party_store, salon, bakery, barber_shop, hardware_store, gym, burger_joint, tech_shop : 36399
Saved path: salon, jewelry_store, hardware_store, gym, florist, bank, pizzeria, bookstore, burger_joint, tech_shop, noodle_house, toy_store, bakery, pet_store, bike_shop : 38153
Saved path: clothing_store, grocery_store, cafe, dentist, craft_shop, florist, pharmacy, bakery, pet_store, gym, burger_joint, bookstore, tech_shop, noodle_house, toy_store : 45028
Saved path: bike_shop, pharmacy, florist, craft_shop, gym, hardware_store, burger_joint, bookstore, cafe, grocery_store, tech_shop, toy_store, barber_shop, bakery, pet_store : 47167
Saved path: grocery_store, clothing_store, toy_store, noodle_house, tech_shop, burger_joint, gym, hardware_store, jewelry_store, salon, bike_shop, gelateria, florist, dentist, cafe : 40059
Saved path: tech_shop, clothing_store, toy_store, gym, hardware_store, salon, bakery, pet_store, gelateria, florist, bank, craft_shop, pizzeria, bookstore, cafe : 40909
Saved path: party_store, pharmacy, gelateria, music_store, dentist, bookstore, burger_joint, tech_shop, toy_store, gym, hardware_store, salon, pet_store, bakery, barber_shop : 53070
Saved path: burger_joint, tech_shop, toy_store, clothing_store, dentist, cafe, bookstore, pizzeria, bank, gelateria, music_store, party_store, bakery, bike_shop, jewelry_store : 40769
Saved path: burger_joint, cafe, dentist, craft_shop, florist, bank, gym, bakery, pet_store, bike_shop, salon, barber_shop, toy_store, clothing_store, grocery_store : 44821
Saved path: toy_store, gym, bakery, pet_store, salon, jewelry_store, party_store, pharmacy, gelateria, music_store, florist, bookstore, dentist, clothing_store, noodle_house : 50387
Saved path: burger_joint, tech_shop, clothing_store, grocery_store, dentist, pizzeria, bank, music_store, pharmacy, salon, bike_shop, bakery, barber_shop, toy_store, noodle_house : 41314
Saved path: bank, florist, music_store, pharmacy, party_store, jewelry_store, salon, bakery, pet_store, gym, toy_store, noodle_house, clothing_store, cafe, dentist : 47898
Saved path: florist, pizzeria, bookstore, cafe, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, gym, hardware_store, jewelry_store, pet_store, pharmacy, gelateria : 42829
Saved path: bank, pizzeria, bookstore, cafe, grocery_store, clothing_store, toy_store, gym, hardware_store, jewelry_store, barber_shop, bakery, pet_store, pharmacy, gelateria : 44599
Saved path: bookstore, pizzeria, craft_shop, gelateria, pharmacy, barber_shop, bakery, bike_shop, hardware_store, toy_store, tech_shop, clothing_store, grocery_store, dentist, cafe : 41721
Saved path: party_store, gelateria, florist, bank, pizzeria, craft_shop, dentist, cafe, burger_joint, tech_shop, noodle_house, toy_store, jewelry_store, bike_shop, bakery : 35656
Saved path: pharmacy, gelateria, florist, bank, craft_shop, pizzeria, bookstore, cafe, burger_joint, toy_store, hardware_store, salon, pet_store, bakery, barber_shop : 42646
Saved path: cafe, dentist, pizzeria, bank, gelateria, pharmacy, salon, bakery, pet_store, hardware_store, burger_joint, tech_shop, noodle_house, toy_store, grocery_store : 43514
Saved path: bike_shop, bakery, party_store, pharmacy, music_store, bank, craft_shop, dentist, cafe, clothing_store, noodle_house, toy_store, barber_shop, jewelry_store, salon : 38691
Saved path: party_store, pharmacy, gelateria, craft_shop, pizzeria, bookstore, cafe, dentist, clothing_store, tech_shop, toy_store, gym, hardware_store, pet_store, jewelry_store : 48734
Saved path: gelateria, pharmacy, party_store, barber_shop, bakery, pet_store, bike_shop, hardware_store, gym, burger_joint, tech_shop, toy_store, clothing_store, dentist, florist : 51623
Saved path: bakery, burger_joint, tech_shop, toy_store, clothing_store, grocery_store, cafe, bookstore, craft_shop, bank, florist, music_store, salon, bike_shop, pet_store : 41554
Saved path: music_store, gelateria, bike_shop, pet_store, bakery, barber_shop, toy_store, grocery_store, dentist, cafe, bookstore, pizzeria, gym, bank, florist : 53451
Saved path: noodle_house, toy_store, hardware_store, pet_store, bakery, salon, jewelry_store, barber_shop, party_store, florist, bank, pizzeria, craft_shop, dentist, grocery_store : 46790
Saved path: tech_shop, grocery_store, clothing_store, toy_store, barber_shop, jewelry_store, pet_store, bakery, party_store, music_store, florist, dentist, cafe, burger_joint, noodle_house : 48143
Saved path: hardware_store, gym, burger_joint, tech_shop, noodle_house, toy_store, grocery_store, bookstore, pizzeria, bank, florist, pharmacy, jewelry_store, bakery, pet_store : 42879
Saved path: craft_shop, pizzeria, gym, burger_joint, bookstore, dentist, clothing_store, noodle_house, toy_store, barber_shop, jewelry_store, bakery, salon, music_store, florist : 42760
Saved path: bakery, barber_shop, party_store, music_store, craft_shop, dentist, clothing_store, toy_store, noodle_house, tech_shop, bookstore, burger_joint, gym, hardware_store, pet_store : 53722
Saved path: bookstore, cafe, grocery_store, clothing_store, noodle_house, toy_store, gym, hardware_store, bike_shop, pet_store, bakery, pharmacy, gelateria, bank, pizzeria : 41672
Saved path: bank, florist, music_store, salon, bike_shop, pet_store, bakery, hardware_store, burger_joint, cafe, tech_shop, noodle_house, toy_store, gym, craft_shop : 42197
Saved path: bakery, jewelry_store, hardware_store, gym, burger_joint, bookstore, tech_shop, noodle_house, toy_store, grocery_store, dentist, craft_shop, florist, party_store, pet_store : 48078
Saved path: burger_joint, cafe, grocery_store, tech_shop, noodle_house, toy_store, barber_shop, bakery, bike_shop, salon, party_store, music_store, craft_shop, pizzeria, gym : 38515
Saved path: toy_store, noodle_house, burger_joint, bakery, bike_shop, salon, jewelry_store, hardware_store, craft_shop, bank, pizzeria, bookstore, cafe, grocery_store, clothing_store : 28939
Saved path: music_store, florist, pizzeria, gym, hardware_store, burger_joint, cafe, dentist, grocery_store, noodle_house, toy_store, barber_shop, bakery, pet_store, salon : 53043
Saved path: toy_store, barber_shop, jewelry_store, salon, bike_shop, bakery, party_store, gelateria, craft_shop, gym, hardware_store, burger_joint, cafe, bookstore, noodle_house : 37380
Saved path: pet_store, bike_shop, party_store, pharmacy, florist, bank, craft_shop, dentist, grocery_store, cafe, bookstore, hardware_store, jewelry_store, barber_shop, bakery : 47096
Saved path: cafe, burger_joint, tech_shop, toy_store, gym, hardware_store, jewelry_store, pet_store, bakery, party_store, gelateria, music_store, florist, craft_shop, dentist : 48031
Saved path: party_store, music_store, florist, craft_shop, gym, hardware_store, burger_joint, cafe, clothing_store, noodle_house, toy_store, barber_shop, bakery, pet_store, bike_shop : 48554
Saved path: music_store, florist, bank, craft_shop, pizzeria, bookstore, noodle_house, toy_store, gym, hardware_store, salon, bike_shop, pet_store, bakery, barber_shop : 47707
Saved path: grocery_store, clothing_store, toy_store, noodle_house, tech_shop, burger_joint, pet_store, bike_shop, party_store, gelateria, music_store, florist, pizzeria, craft_shop, dentist : 46150
Saved path: cafe, dentist, craft_shop, bank, music_store, pharmacy, bakery, bike_shop, jewelry_store, hardware_store, gym, toy_store, noodle_house, tech_shop, burger_joint : 40106
Saved path: party_store, gelateria, florist, bank, pizzeria, bookstore, cafe, dentist, noodle_house, toy_store, gym, hardware_store, salon, bakery, barber_shop : 39886
Saved path: cafe, burger_joint, gym, pizzeria, florist, party_store, bakery, pet_store, bike_shop, salon, jewelry_store, barber_shop, toy_store, tech_shop, grocery_store : 44415
Saved path: gelateria, bank, craft_shop, bookstore, burger_joint, tech_shop, grocery_store, clothing_store, toy_store, gym, hardware_store, pet_store, bakery, salon, party_store : 41553
Saved path: gelateria, florist, bank, pizzeria, cafe, clothing_store, toy_store, noodle_house, tech_shop, burger_joint, jewelry_store, salon, bike_shop, pet_store, bakery : 42071
Saved path: pizzeria, craft_shop, florist, music_store, gelateria, party_store, bakery, pet_store, bike_shop, hardware_store, toy_store, tech_shop, clothing_store, dentist, bookstore : 47905
Saved path: bakery, barber_shop, jewelry_store, hardware_store, gym, burger_joint, bookstore, clothing_store, grocery_store, dentist, bank, florist, music_store, gelateria, pharmacy : 41332
Saved path: bookstore, pizzeria, craft_shop, florist, pharmacy, party_store, salon, bike_shop, pet_store, burger_joint, noodle_house, toy_store, grocery_store, dentist, cafe : 44297
Saved path: barber_shop, bakery, party_store, pharmacy, gelateria, bank, gym, burger_joint, cafe, dentist, grocery_store, clothing_store, tech_shop, noodle_house, toy_store : 37683
Saved path: bike_shop, salon, jewelry_store, barber_shop, toy_store, noodle_house, grocery_store, cafe, dentist, gym, pizzeria, bank, pharmacy, bakery, pet_store : 50103
Saved path: music_store, gelateria, bank, gym, burger_joint, cafe, grocery_store, tech_shop, noodle_house, toy_store, barber_shop, pet_store, bakery, salon, party_store : 45701
Saved path: gelateria, pharmacy, bakery, jewelry_store, hardware_store, gym, burger_joint, noodle_house, toy_store, clothing_store, dentist, bookstore, pizzeria, florist, music_store : 40692
Saved path: bike_shop, salon, jewelry_store, barber_shop, toy_store, noodle_house, tech_shop, dentist, cafe, bookstore, pizzeria, gelateria, music_store, bakery, pet_store : 49539
Saved path: party_store, pharmacy, music_store, florist, pizzeria, dentist, cafe, grocery_store, toy_store, tech_shop, burger_joint, hardware_store, bike_shop, pet_store, bakery : 46593
Saved path: party_store, pharmacy, gelateria, music_store, bank, craft_shop, dentist, grocery_store, tech_shop, toy_store, hardware_store, salon, bike_shop, bakery, barber_shop : 41153
Saved path: toy_store, burger_joint, hardware_store, jewelry_store, salon, bike_shop, pet_store, bakery, pharmacy, florist, bank, pizzeria, craft_shop, dentist, clothing_store : 45781
Saved path: barber_shop, toy_store, clothing_store, grocery_store, tech_shop, burger_joint, cafe, dentist, pizzeria, bank, gelateria, music_store, pharmacy, salon, bakery : 38900
Saved path: clothing_store, grocery_store, tech_shop, burger_joint, pizzeria, bank, florist, music_store, gelateria, pharmacy, party_store, bike_shop, pet_store, bakery, toy_store : 41550
Saved path: clothing_store, cafe, dentist, craft_shop, pizzeria, bank, florist, music_store, salon, bakery, pet_store, hardware_store, burger_joint, noodle_house, toy_store : 45032
Saved path: cafe, bookstore, pizzeria, gym, bank, florist, gelateria, party_store, salon, bike_shop, pet_store, bakery, barber_shop, toy_store, noodle_house : 44669
Saved path: tech_shop, burger_joint, hardware_store, bakery, barber_shop, gelateria, music_store, florist, bank, pizzeria, dentist, cafe, grocery_store, toy_store, noodle_house : 40614
Saved path: cafe, clothing_store, noodle_house, toy_store, gym, hardware_store, pet_store, bakery, barber_shop, party_store, pharmacy, music_store, pizzeria, craft_shop, dentist : 52137
Saved path: grocery_store, toy_store, noodle_house, tech_shop, burger_joint, hardware_store, salon, bike_shop, pet_store, bakery, music_store, gelateria, bank, bookstore, cafe : 42805
Saved path: grocery_store, clothing_store, noodle_house, toy_store, barber_shop, jewelry_store, bike_shop, pet_store, bakery, party_store, music_store, bank, pizzeria, gym, cafe : 47286
Saved path: pharmacy, florist, dentist, grocery_store, clothing_store, toy_store, noodle_house, burger_joint, gym, hardware_store, barber_shop, pet_store, bakery, salon, party_store : 49309
Saved path: burger_joint, tech_shop, noodle_house, toy_store, gym, hardware_store, jewelry_store, barber_shop, bakery, bike_shop, music_store, florist, dentist, cafe, bookstore : 44610
Saved path: grocery_store, clothing_store, toy_store, barber_shop, bakery, pet_store, bike_shop, salon, pharmacy, gelateria, florist, craft_shop, pizzeria, gym, burger_joint : 45065
Saved path: craft_shop, pizzeria, bank, florist, gelateria, party_store, salon, bike_shop, bakery, barber_shop, toy_store, clothing_store, tech_shop, cafe, dentist : 37801
Saved path: party_store, barber_shop, bakery, bike_shop, hardware_store, gym, toy_store, clothing_store, tech_shop, burger_joint, bookstore, pizzeria, craft_shop, florist, gelateria : 38847
Saved path: pizzeria, craft_shop, dentist, clothing_store, toy_store, burger_joint, hardware_store, jewelry_store, barber_shop, pet_store, bakery, salon, party_store, pharmacy, bank : 47391
Saved path: grocery_store, clothing_store, toy_store, hardware_store, pet_store, bakery, salon, jewelry_store, barber_shop, party_store, gelateria, music_store, florist, bank, burger_joint : 46324
Saved path: music_store, pharmacy, party_store, barber_shop, bakery, bike_shop, hardware_store, burger_joint, tech_shop, noodle_house, toy_store, clothing_store, cafe, dentist, craft_shop : 42330
Saved path: burger_joint, noodle_house, clothing_store, grocery_store, craft_shop, bank, florist, music_store, gelateria, pharmacy, party_store, bike_shop, pet_store, bakery, jewelry_store : 43751
Saved path: party_store, music_store, florist, craft_shop, pizzeria, bookstore, burger_joint, tech_shop, clothing_store, toy_store, barber_shop, jewelry_store, salon, bakery, pet_store : 43496
Saved path: toy_store, clothing_store, tech_shop, cafe, dentist, craft_shop, gym, music_store, gelateria, pharmacy, pet_store, bakery, salon, jewelry_store, barber_shop : 51308
Saved path: hardware_store, toy_store, clothing_store, tech_shop, bookstore, cafe, dentist, craft_shop, bank, music_store, party_store, salon, bakery, barber_shop, jewelry_store : 39919
Saved path: clothing_store, toy_store, burger_joint, hardware_store, pet_store, bakery, salon, jewelry_store, barber_shop, pharmacy, gelateria, florist, pizzeria, craft_shop, dentist : 48145
Saved path: toy_store, noodle_house, tech_shop, grocery_store, bookstore, pizzeria, craft_shop, florist, pharmacy, bike_shop, bakery, barber_shop, jewelry_store, hardware_store, gym : 37881
Saved path: bank, florist, music_store, party_store, jewelry_store, salon, bakery, pet_store, hardware_store, toy_store, clothing_store, tech_shop, cafe, gym, craft_shop : 45107
Saved path: dentist, bank, florist, music_store, pharmacy, party_store, bakery, pet_store, bike_shop, jewelry_store, barber_shop, toy_store, noodle_house, burger_joint, grocery_store : 48881
Saved path: pet_store, bakery, barber_shop, toy_store, noodle_house, tech_shop, grocery_store, dentist, cafe, bookstore, pizzeria, gym, craft_shop, gelateria, party_store : 50298
Saved path: noodle_house, toy_store, barber_shop, bakery, bike_shop, salon, pharmacy, gelateria, music_store, bank, craft_shop, pizzeria, bookstore, clothing_store, tech_shop : 36313
Saved path: bank, florist, gelateria, pharmacy, party_store, bakery, pet_store, hardware_store, gym, burger_joint, noodle_house, toy_store, clothing_store, grocery_store, dentist : 43773
Saved path: jewelry_store, salon, bakery, party_store, music_store, florist, bank, bookstore, cafe, dentist, grocery_store, clothing_store, tech_shop, toy_store, gym : 38988
Saved path: barber_shop, jewelry_store, salon, bike_shop, pet_store, bakery, gelateria, music_store, florist, dentist, bookstore, burger_joint, tech_shop, clothing_store, toy_store : 51082
Saved path: music_store, salon, pet_store, bakery, barber_shop, jewelry_store, hardware_store, toy_store, grocery_store, dentist, cafe, bookstore, pizzeria, craft_shop, florist : 50488
Saved path: dentist, grocery_store, bookstore, burger_joint, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, bakery, bike_shop, salon, pharmacy, music_store, florist : 41457
Saved path: grocery_store, cafe, dentist, pizzeria, bank, florist, pharmacy, party_store, salon, bakery, pet_store, barber_shop, hardware_store, toy_store, tech_shop : 47140
Saved path: pharmacy, gelateria, pizzeria, bookstore, cafe, burger_joint, tech_shop, noodle_house, toy_store, gym, hardware_store, pet_store, bakery, salon, party_store : 39548
Saved path: hardware_store, pet_store, salon, party_store, pharmacy, gelateria, music_store, florist, pizzeria, dentist, cafe, burger_joint, tech_shop, toy_store, gym : 46732
Saved path: florist, bank, pizzeria, dentist, grocery_store, clothing_store, tech_shop, toy_store, barber_shop, bakery, bike_shop, party_store, pharmacy, gelateria, music_store : 39938
Saved path: dentist, cafe, clothing_store, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, salon, bike_shop, bakery, burger_joint, bookstore, pizzeria, bank : 33938
