Saved path: toy_store, hardware_store, bike_shop, bakery, barber_shop, pharmacy, music_store, bank, pizzeria, bookstore, cafe, dentist, grocery_store, tech_shop, noodle_house : 42890
Saved path: bakery, bike_shop, salon, pharmacy, gelateria, bank, craft_shop, pizzeria, bookstore, cafe, noodle_house, toy_store, gym, hardware_store, barber_shop : 37191
Saved path: gym, hardware_store, jewelry_store, barber_shop, bakery, party_store, pharmacy, gelateria, florist, dentist, grocery_store, clothing_store, toy_store, tech_shop, burger_joint : 38932
Saved path: bike_shop, bakery, party_store, pharmacy, florist, pizzeria, grocery_store, clothing_store, toy_store, noodle_house, tech_shop, burger_joint, hardware_store, jewelry_store, salon : 32866
Saved path: party_store, pharmacy, music_store, craft_shop, pizzeria, bookstore, cafe, clothing_store, tech_shop, noodle_house, toy_store, hardware_store, bike_shop, pet_store, bakery : 41800
Saved path: barber_shop, bakery, bike_shop, salon, party_store, pharmacy, music_store, florist, pizzeria, bookstore, burger_joint, noodle_house, tech_shop, clothing_store, toy_store : 35721
Saved path: toy_store, gym, bakery, pet_store, bike_shop, party_store, pharmacy, music_store, florist, pizzeria, bookstore, cafe, grocery_store, tech_shop, noodle_house : 42668
Saved path: clothing_store, grocery_store, dentist, bookstore, pizzeria, craft_shop, bank, music_store, party_store, jewelry_store, pet_store, bakery, toy_store, noodle_house, tech_shop : 47341
Saved path: bakery, barber_shop, toy_store, noodle_house, clothing_store, grocery_store, dentist, cafe, burger_joint, hardware_store, pharmacy, party_store, salon, bike_shop, pet_store : 46063
Saved path: hardware_store, toy_store, clothing_store, grocery_store, tech_shop, pizzeria, bank, gelateria, pharmacy, party_store, barber_shop, jewelry_store, salon, bakery, pet_store : 43360
Saved path: bank, florist, pharmacy, party_store, barber_shop, bakery, pet_store, hardware_store, gym, toy_store, tech_shop, bookstore, dentist, craft_shop, pizzeria : 49304
Saved path: noodle_house, tech_shop, grocery_store, cafe, bookstore, pizzeria, craft_shop, florist, gym, hardware_store, jewelry_store, salon, bike_shop, bakery, toy_store : 30763
Saved path: pet_store, bike_shop, salon, jewelry_store, party_store, pharmacy, music_store, bank, gym, cafe, grocery_store, clothing_store, tech_shop, toy_store, bakery : 45146
Saved path: bank, pizzeria, bookstore, cafe, dentist, grocery_store, toy_store, tech_shop, burger_joint, gym, hardware_store, bakery, party_store, pharmacy, gelateria : 35463
Saved path: tech_shop, burger_joint, gym, hardware_store, bike_shop, bakery, pharmacy, florist, bank, bookstore, cafe, grocery_store, clothing_store, toy_store, noodle_house : 32749
Saved path: bakery, salon, jewelry_store, barber_shop, toy_store, burger_joint, bookstore, cafe, dentist, florist, music_store, gelateria, pharmacy, party_store, pet_store : 47551
Saved path: grocery_store, clothing_store, tech_shop, toy_store, bakery, pet_store, bike_shop, salon, pharmacy, gelateria, bank, craft_shop, pizzeria, bookstore, dentist : 44415
Saved path: bookstore, craft_shop, bank, florist, music_store, gelateria, pharmacy, party_store, salon, bakery, barber_shop, jewelry_store, hardware_store, toy_store, burger_joint : 33850
Saved path: toy_store, noodle_house, tech_shop, clothing_store, grocery_store, bookstore, pizzeria, craft_shop, florist, gelateria, party_store, salon, bike_shop, hardware_store, gym : 33231
Saved path: party_store, pharmacy, music_store, craft_shop, pizzeria, gym, burger_joint, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, salon, bakery, pet_store : 43879
Saved path: barber_shop, jewelry_store, pharmacy, gelateria, music_store, florist, bank, craft_shop, pizzeria, bookstore, tech_shop, toy_store, hardware_store, pet_store, bakery : 43696
Saved path: music_store, gelateria, pharmacy, party_store, bakery, pet_store, barber_shop, toy_store, clothing_store, grocery_store, tech_shop, noodle_house, gym, pizzeria, bank : 45898
Saved path: bike_shop, bakery, party_store, music_store, pizzeria, bookstore, cafe, dentist, grocery_store, clothing_store, noodle_house, toy_store, gym, hardware_store, salon : 39817
Saved path: jewelry_store, barber_shop, toy_store, clothing_store, tech_shop, bookstore, dentist, craft_shop, gym, florist, music_store, gelateria, pharmacy, bakery, pet_store : 52279
Saved path: burger_joint, tech_shop, noodle_house, toy_store, grocery_store, cafe, bookstore, pizzeria, bank, florist, pharmacy, salon, bakery, barber_shop, hardware_store : 33007
Saved path: burger_joint, noodle_house, toy_store, clothing_store, cafe, bookstore, pizzeria, craft_shop, music_store, pharmacy, party_store, salon, bike_shop, jewelry_store, gym : 37464
Saved path: bakery, salon, jewelry_store, hardware_store, toy_store, noodle_house, tech_shop, clothing_store, grocery_store, cafe, dentist, pizzeria, florist, music_store, pharmacy : 36587
Saved path: pizzeria, bank, music_store, gelateria, party_store, bike_shop, bakery, barber_shop, toy_store, noodle_house, burger_joint, clothing_store, grocery_store, dentist, craft_shop : 41998
Saved path: bakery, pet_store, bike_shop, jewelry_store, barber_shop, toy_store, bookstore, burger_joint, hardware_store, gym, craft_shop, bank, florist, music_store, gelateria : 48448
Saved path: gelateria, party_store, salon, bike_shop, bakery, hardware_store, burger_joint, noodle_house, toy_store, clothing_store, grocery_store, dentist, bookstore, pizzeria, craft_shop : 36601
Saved path: bookstore, dentist, craft_shop, bank, florist, music_store, pharmacy, salon, bike_shop, pet_store, bakery, toy_store, noodle_house, clothing_store, grocery_store : 46069
Saved path: gym, pizzeria, craft_shop, florist, music_store, gelateria, party_store, bakery, barber_shop, toy_store, clothing_store, grocery_store, cafe, bookstore, burger_joint : 36521
Saved path: bank, florist, music_store, gelateria, pharmacy, party_store, salon, bike_shop, pet_store, bakery, gym, burger_joint, toy_store, grocery_store, dentist : 47289
Saved path: pharmacy, gelateria, florist, pizzeria, bookstore, dentist, cafe, burger_joint, tech_shop, noodle_house, toy_store, gym, bike_shop, salon, jewelry_store : 39639
Saved path: bookstore, pizzeria, florist, gelateria, pharmacy, salon, bike_shop, jewelry_store, hardware_store, toy_store, tech_shop, clothing_store, grocery_store, dentist, cafe : 38148
Saved path: dentist, grocery_store, tech_shop, noodle_house, toy_store, gym, bakery, pet_store, bike_shop, pharmacy, gelateria, craft_shop, pizzeria, bookstore, cafe : 46886
Saved path: bank, pharmacy, party_store, bakery, pet_store, barber_shop, toy_store, tech_shop, clothing_store, grocery_store, cafe, dentist, craft_shop, gym, pizzeria : 48348
Saved path: cafe, dentist, grocery_store, clothing_store, toy_store, tech_shop, burger_joint, hardware_store, bike_shop, pet_store, bakery, pharmacy, music_store, bank, bookstore : 47405
Saved path: bakery, pharmacy, toy_store, clothing_store, tech_shop, noodle_house, burger_joint, bookstore, craft_shop, gym, hardware_store, jewelry_store, salon, bike_shop, pet_store : 44877
Saved path: noodle_house, toy_store, barber_shop, party_store, salon, bike_shop, pet_store, bakery, gym, pizzeria, florist, bank, dentist, burger_joint, tech_shop : 48276
Saved path: jewelry_store, pharmacy, music_store, florist, pizzeria, bookstore, dentist, cafe, burger_joint, tech_shop, toy_store, gym, bike_shop, pet_store, bakery : 50643
Saved path: tech_shop, burger_joint, cafe, dentist, florist, music_store, pharmacy, party_store, bike_shop, pet_store, bakery, barber_shop, hardware_store, gym, toy_store : 52203
Saved path: bookstore, dentist, grocery_store, tech_shop, toy_store, gym, hardware_store, barber_shop, bakery, salon, party_store, gelateria, music_store, florist, pizzeria : 43219
Saved path: toy_store, tech_shop, clothing_store, grocery_store, cafe, dentist, craft_shop, bank, pizzeria, gym, hardware_store, bike_shop, pet_store, bakery, barber_shop : 43131
Saved path: pet_store, bakery, party_store, pharmacy, bank, gym, hardware_store, burger_joint, bookstore, clothing_store, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store : 45076
Saved path: noodle_house, cafe, bookstore, bank, florist, music_store, gelateria, pharmacy, bike_shop, bakery, barber_shop, jewelry_store, hardware_store, gym, toy_store : 39281
Saved path: noodle_house, tech_shop, clothing_store, cafe, pizzeria, craft_shop, bank, florist, music_store, gelateria, party_store, bakery, bike_shop, gym, toy_store : 35045
Saved path: cafe, burger_joint, hardware_store, jewelry_store, bakery, party_store, music_store, gelateria, bank, craft_shop, gym, toy_store, tech_shop, clothing_store, grocery_store : 34630
Saved path: jewelry_store, barber_shop, toy_store, grocery_store, noodle_house, hardware_store, gym, craft_shop, florist, music_store, gelateria, pharmacy, bakery, pet_store, bike_shop : 49068
Saved path: bike_shop, salon, jewelry_store, party_store, pharmacy, gelateria, pizzeria, craft_shop, dentist, grocery_store, clothing_store, tech_shop, toy_store, gym, pet_store : 47894
Saved path: dentist, bookstore, pizzeria, gym, bakery, pet_store, bike_shop, salon, party_store, jewelry_store, barber_shop, toy_store, noodle_house, tech_shop, burger_joint : 44820
Saved path: bookstore, pizzeria, gym, florist, music_store, gelateria, pharmacy, party_store, bakery, barber_shop, toy_store, clothing_store, tech_shop, noodle_house, burger_joint : 36962
Saved path: cafe, grocery_store, clothing_store, noodle_house, toy_store, hardware_store, jewelry_store, barber_shop, bakery, pet_store, bike_shop, pharmacy, bank, craft_shop, pizzeria : 44587
Saved path: bike_shop, party_store, pharmacy, florist, craft_shop, gym, bookstore, cafe, grocery_store, tech_shop, noodle_house, toy_store, barber_shop, bakery, pet_store : 45596
Saved path: music_store, gelateria, bike_shop, pet_store, bakery, jewelry_store, hardware_store, toy_store, noodle_house, tech_shop, clothing_store, bookstore, craft_shop, bank, florist : 45119
Saved path: hardware_store, bike_shop, bakery, barber_shop, gelateria, music_store, florist, pizzeria, bookstore, cafe, grocery_store, toy_store, noodle_house, burger_joint, gym : 41530
Saved path: gelateria, pet_store, bike_shop, salon, jewelry_store, hardware_store, gym, burger_joint, noodle_house, toy_store, grocery_store, dentist, bookstore, pizzeria, craft_shop : 51293
Saved path: pizzeria, gelateria, pharmacy, bakery, pet_store, bike_shop, salon, jewelry_store, hardware_store, gym, toy_store, noodle_house, tech_shop, grocery_store, cafe : 44380
Saved path: party_store, music_store, florist, craft_shop, pizzeria, bookstore, cafe, dentist, grocery_store, clothing_store, tech_shop, toy_store, hardware_store, barber_shop, bakery : 40217
Saved path: jewelry_store, bakery, gelateria, music_store, florist, craft_shop, pizzeria, bookstore, burger_joint, cafe, dentist, grocery_store, clothing_store, toy_store, hardware_store : 38130
Saved path: florist, pizzeria, bookstore, grocery_store, clothing_store, toy_store, noodle_house, burger_joint, gym, hardware_store, jewelry_store, bike_shop, bakery, pharmacy, gelateria : 35887
Saved path: music_store, gelateria, bank, craft_shop, dentist, cafe, bookstore, tech_shop, clothing_store, toy_store, gym, jewelry_store, salon, bakery, pet_store : 50231
Saved path: pizzeria, craft_shop, florist, music_store, pharmacy, pet_store, bakery, salon, jewelry_store, barber_shop, toy_store, tech_shop, grocery_store, cafe, burger_joint : 44271
Saved path: bakery, jewelry_store, hardware_store, toy_store, clothing_store, dentist, cafe, burger_joint, gym, pizzeria, bank, music_store, pharmacy, salon, pet_store : 50074
Saved path: craft_shop, pizzeria, bookstore, dentist, grocery_store, noodle_house, toy_store, gym, bakery, pet_store, bike_shop, salon, jewelry_store, party_store, florist : 48888
Saved path: burger_joint, bookstore, pizzeria, bank, gelateria, music_store, bakery, pet_store, bike_shop, salon, hardware_store, toy_store, clothing_store, tech_shop, noodle_house : 42526
Saved path: pharmacy, bank, pizzeria, dentist, cafe, grocery_store, tech_shop, toy_store, hardware_store, jewelry_store, barber_shop, bakery, pet_store, bike_shop, salon : 48529
Saved path: gelateria, pharmacy, party_store, bakery, pet_store, jewelry_store, gym, burger_joint, tech_shop, toy_store, grocery_store, cafe, dentist, pizzeria, florist : 47328
Saved path: jewelry_store, bakery, bike_shop, salon, party_store, florist, craft_shop, dentist, cafe, bookstore, grocery_store, clothing_store, toy_store, gym, hardware_store : 39462
Saved path: toy_store, noodle_house, burger_joint, bookstore, cafe, dentist, bank, florist, music_store, gelateria, bakery, pet_store, bike_shop, salon, hardware_store : 45895
Saved path: dentist, craft_shop, music_store, gelateria, pharmacy, bakery, pet_store, jewelry_store, hardware_store, gym, toy_store, noodle_house, clothing_store, grocery_store, bookstore : 51141
Saved path: bakery, hardware_store, toy_store, clothing_store, tech_shop, cafe, dentist, pizzeria, bank, florist, music_store, gelateria, pharmacy, salon, bike_shop : 37196
Saved path: pizzeria, gym, burger_joint, cafe, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, salon, bakery, pharmacy, music_store : 35474
Saved path: bakery, barber_shop, toy_store, noodle_house, burger_joint, bookstore, dentist, craft_shop, gym, gelateria, pharmacy, party_store, salon, bike_shop, pet_store : 50381
Saved path: pharmacy, gelateria, florist, bank, bookstore, cafe, dentist, clothing_store, toy_store, gym, hardware_store, jewelry_store, bike_shop, bakery, party_store : 39778
Saved path: party_store, pharmacy, gelateria, florist, craft_shop, bookstore, cafe, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, gym, jewelry_store, bike_shop : 35141
Saved path: toy_store, tech_shop, grocery_store, dentist, bookstore, pizzeria, bank, gelateria, party_store, salon, bike_shop, bakery, barber_shop, hardware_store, gym : 43436
Saved path: clothing_store, grocery_store, tech_shop, bookstore, cafe, dentist, craft_shop, florist, party_store, salon, bike_shop, pet_store, bakery, barber_shop, toy_store : 47480
Saved path: salon, pet_store, bakery, pharmacy, gelateria, florist, gym, hardware_store, burger_joint, cafe, bookstore, tech_shop, toy_store, barber_shop, jewelry_store : 44532
Saved path: florist, bank, craft_shop, dentist, bookstore, burger_joint, tech_shop, grocery_store, clothing_store, toy_store, barber_shop, jewelry_store, bike_shop, bakery, music_store : 41587
Saved path: salon, jewelry_store, barber_shop, toy_store, noodle_house, tech_shop, clothing_store, grocery_store, bookstore, bank, florist, craft_shop, hardware_store, pet_store, bakery : 40379
Saved path: craft_shop, bookstore, cafe, grocery_store, clothing_store, toy_store, hardware_store, jewelry_store, bakery, bike_shop, salon, party_store, pharmacy, gelateria, music_store : 34780
Saved path: pizzeria, bookstore, dentist, grocery_store, clothing_store, noodle_house, toy_store, gym, hardware_store, jewelry_store, bakery, party_store, gelateria, music_store, florist : 39934
Saved path: noodle_house, toy_store, barber_shop, jewelry_store, bakery, bike_shop, salon, party_store, gelateria, craft_shop, pizzeria, bookstore, dentist, grocery_store, clothing_store : 39090
Saved path: tech_shop, noodle_house, toy_store, hardware_store, jewelry_store, salon, bakery, pet_store, pharmacy, gelateria, florist, craft_shop, dentist, cafe, grocery_store : 44171
Saved path: bank, florist, gelateria, pharmacy, party_store, salon, bike_shop, pet_store, bakery, barber_shop, toy_store, grocery_store, cafe, burger_joint, bookstore : 42563
Saved path: pharmacy, gelateria, music_store, florist, craft_shop, bookstore, grocery_store, clothing_store, toy_store, noodle_house, burger_joint, gym, bakery, salon, party_store : 32619
Saved path: clothing_store, grocery_store, cafe, bookstore, gym, craft_shop, bank, florist, gelateria, pharmacy, party_store, bike_shop, bakery, barber_shop, noodle_house : 36413
Saved path: dentist, grocery_store, tech_shop, toy_store, barber_shop, bakery, pet_store, bike_shop, salon, music_store, gelateria, pharmacy, hardware_store, bookstore, cafe : 52564
Saved path: clothing_store, tech_shop, noodle_house, toy_store, barber_shop, bakery, pharmacy, gelateria, music_store, florist, bank, gym, burger_joint, cafe, dentist : 40325
Saved path: party_store, bike_shop, bakery, barber_shop, toy_store, clothing_store, grocery_store, bookstore, burger_joint, hardware_store, gym, craft_shop, florist, music_store, pharmacy : 39855
Saved path: bookstore, tech_shop, toy_store, hardware_store, barber_shop, bakery, pet_store, bike_shop, salon, party_store, gelateria, craft_shop, dentist, grocery_store, cafe : 50413
Saved path: jewelry_store, salon, pet_store, gym, burger_joint, noodle_house, toy_store, clothing_store, grocery_store, cafe, dentist, craft_shop, pizzeria, music_store, gelateria : 50335
Saved path: bank, craft_shop, pizzeria, bookstore, burger_joint, clothing_store, toy_store, gym, hardware_store, jewelry_store, salon, bike_shop, pet_store, bakery, gelateria : 45073
Saved path: burger_joint, noodle_house, toy_store, clothing_store, dentist, cafe, bookstore, pizzeria, bank, florist, gelateria, pharmacy, bike_shop, bakery, jewelry_store : 37957
Saved path: party_store, salon, bakery, barber_shop, toy_store, tech_shop, clothing_store, grocery_store, dentist, cafe, burger_joint, bookstore, pizzeria, bank, music_store : 38877
Saved path: tech_shop, burger_joint, hardware_store, pet_store, salon, jewelry_store, party_store, pharmacy, florist, pizzeria, craft_shop, dentist, clothing_store, toy_store, noodle_house : 44965
Saved path: bakery, salon, jewelry_store, hardware_store, toy_store, noodle_house, tech_shop, clothing_store, grocery_store, cafe, burger_joint, gym, pizzeria, gelateria, pet_store : 43859
Saved path: gelateria, music_store, florist, bank, craft_shop, dentist, bookstore, tech_shop, noodle_house, toy_store, hardware_store, jewelry_store, bakery, pet_store, party_store : 46340
Saved path: tech_shop, noodle_house, toy_store, grocery_store, cafe, dentist, bank, music_store, pharmacy, bike_shop, pet_store, bakery, jewelry_store, hardware_store, burger_joint : 48627
Saved path: music_store, pharmacy, party_store, bakery, pet_store, bike_shop, salon, jewelry_store, barber_shop, toy_store, clothing_store, dentist, bookstore, gym, florist : 52382
Saved path: tech_shop, noodle_house, toy_store, hardware_store, pet_store, bakery, salon, party_store, pharmacy, gelateria, music_store, florist, craft_shop, bookstore, grocery_store : 40790
Saved path: toy_store, noodle_house, grocery_store, dentist, bookstore, burger_joint, hardware_store, gym, florist, music_store, gelateria, bakery, pet_store, jewelry_store, barber_shop : 53846
Saved path: gelateria, music_store, pharmacy, bakery, bike_shop, jewelry_store, barber_shop, clothing_store, grocery_store, cafe, bookstore, burger_joint, gym, craft_shop, bank : 38306
Saved path: toy_store, barber_shop, jewelry_store, pet_store, bakery, party_store, gelateria, music_store, florist, gym, bookstore, cafe, dentist, clothing_store, tech_shop : 52239
Saved path: pet_store, bakery, pharmacy, gelateria, florist, bank, craft_shop, bookstore, cafe, burger_joint, tech_shop, toy_store, gym, jewelry_store, bike_shop : 43199
Saved path: dentist, cafe, tech_shop, noodle_house, toy_store, gym, hardware_store, pet_store, bakery, salon, party_store, pharmacy, gelateria, pizzeria, craft_shop : 43532
Saved path: toy_store, noodle_house, tech_shop, grocery_store, cafe, dentist, craft_shop, pizzeria, florist, music_store, gelateria, pharmacy, pet_store, bakery, barber_shop : 47697
Saved path: party_store, gelateria, bank, craft_shop, gym, burger_joint, cafe, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, salon, bakery, pet_store : 42165
Saved path: burger_joint, bookstore, cafe, grocery_store, dentist, craft_shop, bank, gym, hardware_store, jewelry_store, bike_shop, bakery, toy_store, noodle_house, tech_shop : 34215
Saved path: barber_shop, toy_store, clothing_store, grocery_store, burger_joint, cafe, dentist, bank, gym, hardware_store, party_store, salon, bakery, pet_store, jewelry_store : 45866
Saved path: bike_shop, pharmacy, florist, bank, craft_shop, pizzeria, bookstore, burger_joint, cafe, dentist, grocery_store, clothing_store, toy_store, bakery, pet_store : 43822
Saved path: party_store, pharmacy, gelateria, florist, craft_shop, pizzeria, bookstore, dentist, grocery_store, toy_store, gym, jewelry_store, bakery, pet_store, bike_shop : 48783
Saved path: pharmacy, party_store, jewelry_store, bike_shop, pet_store, burger_joint, tech_shop, noodle_house, toy_store, clothing_store, grocery_store, cafe, bookstore, craft_shop, florist : 41871
Saved path: hardware_store, pet_store, bakery, salon, jewelry_store, pharmacy, music_store, florist, craft_shop, pizzeria, grocery_store, tech_shop, noodle_house, toy_store, gym : 45432
Saved path: pharmacy, gelateria, florist, bank, gym, hardware_store, burger_joint, bookstore, grocery_store, clothing_store, noodle_house, toy_store, barber_shop, bakery, pet_store : 45694
Saved path: music_store, pharmacy, salon, bike_shop, bakery, jewelry_store, barber_shop, toy_store, clothing_store, tech_shop, noodle_house, burger_joint, dentist, craft_shop, pizzeria : 41136
Saved path: toy_store, clothing_store, cafe, pizzeria, craft_shop, florist, music_store, gelateria, pharmacy, salon, bike_shop, bakery, burger_joint, tech_shop, noodle_house : 33211
Saved path: clothing_store, grocery_store, bookstore, craft_shop, bank, florist, pharmacy, bike_shop, pet_store, bakery, jewelry_store, hardware_store, burger_joint, noodle_house, toy_store : 42345
Saved path: burger_joint, gym, pizzeria, pharmacy, party_store, bike_shop, pet_store, bakery, jewelry_store, barber_shop, toy_store, clothing_store, grocery_store, tech_shop, noodle_house : 44883
Saved path: grocery_store, dentist, bookstore, pizzeria, bank, pharmacy, salon, bakery, pet_store, barber_shop, jewelry_store, hardware_store, burger_joint, tech_shop, toy_store : 49126
Saved path: pet_store, bakery, barber_shop, toy_store, noodle_house, grocery_store, cafe, burger_joint, gym, pizzeria, bank, florist, party_store, salon, bike_shop : 44618
Saved path: grocery_store, clothing_store, tech_shop, toy_store, gym, hardware_store, jewelry_store, bakery, bike_shop, salon, pharmacy, music_store, florist, pizzeria, cafe : 37139
Saved path: pharmacy, party_store, salon, bike_shop, bakery, burger_joint, bookstore, tech_shop, noodle_house, toy_store, clothing_store, grocery_store, cafe, dentist, craft_shop : 35015
Saved path: pharmacy, gelateria, music_store, florist, bank, bookstore, cafe, dentist, clothing_store, toy_store, barber_shop, jewelry_store, bike_shop, pet_store, bakery : 49572
Saved path: grocery_store, clothing_store, tech_shop, noodle_house, toy_store, barber_shop, bakery, bike_shop, salon, music_store, florist, craft_shop, gym, burger_joint, cafe : 37961
Saved path: pet_store, bakery, salon, jewelry_store, barber_shop, toy_store, noodle_house, tech_shop, clothing_store, dentist, craft_shop, pizzeria, bank, florist, party_store : 44651
Saved path: pizzeria, craft_shop, hardware_store, party_store, jewelry_store, salon, bike_shop, pet_store, bakery, burger_joint, tech_shop, noodle_house, toy_store, grocery_store, cafe : 40634
Saved path: grocery_store, clothing_store, tech_shop, noodle_house, toy_store, bakery, bike_shop, salon, party_store, pharmacy, music_store, bank, bookstore, cafe, dentist : 36656
Saved path: salon, bakery, barber_shop, hardware_store, gym, toy_store, noodle_house, tech_shop, clothing_store, cafe, bookstore, craft_shop, music_store, pharmacy, party_store : 38036
Saved path: tech_shop, toy_store, gym, jewelry_store, bakery, bike_shop, salon, party_store, pharmacy, music_store, pizzeria, craft_shop, dentist, cafe, grocery_store : 40667
Saved path: pet_store, bakery, barber_shop, jewelry_store, hardware_store, gym, toy_store, tech_shop, grocery_store, cafe, bookstore, craft_shop, music_store, party_store, bike_shop : 49621
Saved path: gelateria, music_store, pharmacy, party_store, pet_store, jewelry_store, hardware_store, gym, toy_store, noodle_house, tech_shop, burger_joint, dentist, craft_shop, pizzeria : 49160
Saved path: burger_joint, hardware_store, jewelry_store, bakery, pharmacy, gelateria, music_store, bank, dentist, cafe, grocery_store, clothing_store, toy_store, noodle_house, tech_shop : 36690
Saved path: bakery, salon, music_store, florist, bank, pizzeria, craft_shop, dentist, cafe, grocery_store, tech_shop, toy_store, gym, hardware_store, pet_store : 46664
