Saved path: hardware_store, jewelry_store, bike_shop, barber_shop, salon, noodle_house, clothing_store, bookstore, burger_joint, cafe, pizzeria, craft_shop, pet_store, gelateria, music_store : 64563
Saved path: clothing_store, noodle_house, salon, barber_shop, bike_shop, party_store, jewelry_store, gelateria, pet_store, craft_shop, gym, hardware_store, bookstore, dentist, grocery_store : 61882
Saved path: dentist, cafe, bookstore, gym, florist, music_store, bank, bakery, party_store, jewelry_store, barber_shop, toy_store, clothing_store, grocery_store, tech_shop : 66100
Saved path: gym, music_store, gelateria, pharmacy, bakery, jewelry_store, barber_shop, toy_store, noodle_house, clothing_store, tech_shop, pizzeria, cafe, bookstore, hardware_store : 61433
Saved path: salon, barber_shop, party_store, bakery, gelateria, florist, gym, burger_joint, bookstore, cafe, dentist, tech_shop, clothing_store, noodle_house, toy_store : 53743
Saved path: music_store, pharmacy, bakery, jewelry_store, bike_shop, barber_shop, salon, noodle_house, grocery_store, tech_shop, dentist, burger_joint, gym, gelateria, bank : 65424
Saved path: tech_shop, clothing_store, noodle_house, toy_store, hardware_store, salon, barber_shop, bakery, party_store, music_store, florist, craft_shop, pizzeria, dentist, bookstore : 57976
Saved path: clothing_store, tech_shop, dentist, cafe, bookstore, gym, pet_store, florist, bank, music_store, pharmacy, party_store, bike_shop, hardware_store, salon : 67470
Saved path: grocery_store, toy_store, barber_shop, jewelry_store, party_store, bakery, hardware_store, gym, florist, music_store, bank, pet_store, craft_shop, pizzeria, cafe : 68803
Saved path: bank, music_store, florist, pet_store, craft_shop, pizzeria, gym, burger_joint, grocery_store, noodle_house, toy_store, salon, barber_shop, pharmacy, gelateria : 59696
Saved path: clothing_store, toy_store, salon, barber_shop, bike_shop, jewelry_store, bakery, pharmacy, music_store, florist, craft_shop, pizzeria, gym, burger_joint, cafe : 58632
Saved path: grocery_store, pizzeria, craft_shop, pet_store, bank, gelateria, pharmacy, bakery, jewelry_store, barber_shop, salon, hardware_store, burger_joint, bookstore, cafe : 66358
Saved path: craft_shop, music_store, bank, pharmacy, jewelry_store, bike_shop, gym, toy_store, salon, noodle_house, clothing_store, tech_shop, cafe, dentist, pizzeria : 67042
Saved path: pharmacy, bakery, party_store, bike_shop, barber_shop, salon, grocery_store, pizzeria, dentist, burger_joint, gym, pet_store, florist, gelateria, bank : 69445
Saved path: music_store, gelateria, florist, gym, burger_joint, bookstore, cafe, grocery_store, clothing_store, salon, barber_shop, bike_shop, jewelry_store, bakery, pharmacy : 52700
Saved path: bakery, pharmacy, music_store, bank, gelateria, pet_store, craft_shop, pizzeria, tech_shop, clothing_store, toy_store, burger_joint, hardware_store, barber_shop, jewelry_store : 66872
Saved path: gelateria, hardware_store, burger_joint, bookstore, cafe, tech_shop, clothing_store, noodle_house, barber_shop, bike_shop, party_store, bakery, pharmacy, music_store, bank : 57336
Saved path: gym, burger_joint, bookstore, tech_shop, clothing_store, toy_store, salon, barber_shop, bakery, party_store, jewelry_store, bike_shop, music_store, bank, pet_store : 65417
Saved path: bank, pet_store, gym, bike_shop, jewelry_store, bakery, barber_shop, burger_joint, bookstore, cafe, grocery_store, tech_shop, pizzeria, craft_shop, florist : 70370
Saved path: bookstore, cafe, dentist, craft_shop, pet_store, florist, pharmacy, jewelry_store, bike_shop, hardware_store, toy_store, clothing_store, grocery_store, tech_shop, burger_joint : 52350
Saved path: florist, gelateria, bank, barber_shop, bike_shop, party_store, hardware_store, toy_store, clothing_store, grocery_store, tech_shop, cafe, bookstore, dentist, craft_shop : 63717
Saved path: pharmacy, music_store, pet_store, craft_shop, pizzeria, dentist, bookstore, tech_shop, grocery_store, clothing_store, toy_store, salon, hardware_store, gym, party_store : 60029
Saved path: barber_shop, toy_store, noodle_house, clothing_store, tech_shop, pizzeria, cafe, bookstore, burger_joint, gym, craft_shop, florist, gelateria, party_store, bakery : 55010
Saved path: barber_shop, bike_shop, jewelry_store, party_store, bakery, pharmacy, music_store, bank, gelateria, florist, pizzeria, cafe, bookstore, toy_store, noodle_house : 65605
Saved path: bookstore, burger_joint, gym, pet_store, bank, music_store, pharmacy, bakery, party_store, bike_shop, barber_shop, salon, clothing_store, tech_shop, dentist : 65674
Saved path: dentist, pizzeria, pet_store, florist, gelateria, bank, music_store, bakery, bike_shop, jewelry_store, barber_shop, salon, clothing_store, tech_shop, bookstore : 70848
Saved path: cafe, grocery_store, toy_store, barber_shop, bike_shop, jewelry_store, party_store, bakery, pharmacy, music_store, pet_store, craft_shop, hardware_store, burger_joint, bookstore : 58488
Saved path: pizzeria, dentist, hardware_store, gym, florist, music_store, gelateria, pharmacy, bakery, jewelry_store, barber_shop, toy_store, noodle_house, grocery_store, tech_shop : 61118
Saved path: pet_store, florist, gelateria, bank, music_store, bakery, party_store, hardware_store, gym, toy_store, burger_joint, bookstore, tech_shop, dentist, craft_shop : 60992
Saved path: barber_shop, bike_shop, jewelry_store, bakery, pharmacy, music_store, pizzeria, dentist, cafe, bookstore, burger_joint, toy_store, clothing_store, noodle_house, salon : 58236
Saved path: music_store, gelateria, pharmacy, bakery, jewelry_store, barber_shop, hardware_store, gym, toy_store, noodle_house, grocery_store, tech_shop, pizzeria, pet_store, florist : 63142
Saved path: hardware_store, gym, bookstore, noodle_house, clothing_store, grocery_store, tech_shop, cafe, dentist, craft_shop, pet_store, gelateria, music_store, jewelry_store, bike_shop : 57603
Saved path: craft_shop, pizzeria, dentist, tech_shop, grocery_store, cafe, burger_joint, hardware_store, toy_store, barber_shop, jewelry_store, pharmacy, gelateria, music_store, florist : 59019
Saved path: burger_joint, hardware_store, gym, craft_shop, pet_store, florist, bank, music_store, pharmacy, bakery, barber_shop, clothing_store, dentist, cafe, bookstore : 58850
Saved path: barber_shop, salon, toy_store, noodle_house, clothing_store, tech_shop, cafe, bookstore, burger_joint, hardware_store, gym, pet_store, bank, gelateria, bakery : 53762
Saved path: gelateria, pet_store, craft_shop, pizzeria, dentist, tech_shop, grocery_store, bookstore, burger_joint, toy_store, hardware_store, bakery, party_store, jewelry_store, bike_shop : 56854
Saved path: cafe, bookstore, gym, craft_shop, florist, bank, gelateria, pharmacy, bakery, party_store, jewelry_store, hardware_store, toy_store, noodle_house, tech_shop : 57307
Saved path: gelateria, jewelry_store, party_store, barber_shop, salon, toy_store, noodle_house, clothing_store, cafe, burger_joint, gym, craft_shop, pet_store, florist, bank : 64648
Saved path: craft_shop, pizzeria, dentist, tech_shop, clothing_store, salon, barber_shop, bakery, party_store, jewelry_store, hardware_store, bookstore, florist, bank, pet_store : 73014
Saved path: florist, craft_shop, pizzeria, dentist, cafe, clothing_store, noodle_house, salon, barber_shop, bike_shop, jewelry_store, hardware_store, pharmacy, music_store, bank : 67290
Saved path: hardware_store, craft_shop, pet_store, bank, music_store, bike_shop, jewelry_store, party_store, bakery, barber_shop, salon, toy_store, grocery_store, cafe, burger_joint : 64920
Saved path: bookstore, dentist, pizzeria, craft_shop, florist, gelateria, gym, toy_store, salon, noodle_house, clothing_store, grocery_store, tech_shop, cafe, burger_joint : 44766
Saved path: bank, music_store, pharmacy, jewelry_store, barber_shop, salon, toy_store, clothing_store, grocery_store, cafe, dentist, pizzeria, craft_shop, gym, florist : 65958
Saved path: craft_shop, music_store, bank, gelateria, pharmacy, bakery, party_store, bike_shop, burger_joint, salon, clothing_store, grocery_store, tech_shop, dentist, pizzeria : 61967
Saved path: bakery, hardware_store, salon, toy_store, clothing_store, grocery_store, tech_shop, pizzeria, dentist, bookstore, burger_joint, gym, pet_store, gelateria, pharmacy : 50187
Saved path: toy_store, hardware_store, bookstore, clothing_store, grocery_store, tech_shop, pizzeria, florist, music_store, gelateria, pharmacy, bakery, jewelry_store, barber_shop, salon : 59859
Saved path: florist, gelateria, music_store, pharmacy, bike_shop, jewelry_store, barber_shop, salon, clothing_store, grocery_store, tech_shop, cafe, dentist, craft_shop, pet_store : 58292
Saved path: florist, bank, gelateria, bike_shop, jewelry_store, party_store, bakery, hardware_store, toy_store, salon, noodle_house, bookstore, pizzeria, craft_shop, pet_store : 69873
Saved path: clothing_store, grocery_store, pizzeria, craft_shop, music_store, bank, gelateria, pharmacy, party_store, bakery, gym, burger_joint, toy_store, salon, noodle_house : 60733
Saved path: cafe, burger_joint, hardware_store, gym, craft_shop, florist, bank, gelateria, pharmacy, barber_shop, salon, clothing_store, tech_shop, pizzeria, dentist : 56456
Saved path: bookstore, burger_joint, cafe, tech_shop, clothing_store, toy_store, salon, barber_shop, bakery, party_store, jewelry_store, gelateria, bank, pet_store, craft_shop : 62203
Saved path: burger_joint, noodle_house, grocery_store, cafe, dentist, pizzeria, florist, bank, gelateria, pharmacy, bakery, bike_shop, jewelry_store, hardware_store, gym : 62230
Saved path: gym, craft_shop, pet_store, florist, music_store, bank, gelateria, party_store, jewelry_store, bike_shop, barber_shop, toy_store, tech_shop, cafe, hardware_store : 67618
Saved path: bookstore, noodle_house, clothing_store, grocery_store, dentist, pizzeria, craft_shop, florist, bank, pharmacy, bakery, party_store, jewelry_store, bike_shop, gym : 63974
Saved path: noodle_house, clothing_store, grocery_store, cafe, pizzeria, music_store, gelateria, pharmacy, bakery, party_store, bike_shop, hardware_store, burger_joint, toy_store, salon : 54114
