Saved path: music_store, gelateria, pharmacy, bakery, jewelry_store, barber_shop, toy_store, clothing_store, grocery_store, tech_shop, burger_joint, bookstore, cafe, dentist, bank : 38948
Saved path: hardware_store, burger_joint, tech_shop, toy_store, clothing_store, dentist, cafe, bookstore, pizzeria, craft_shop, bank, gelateria, music_store, pharmacy, bakery : 36020
Saved path: hardware_store, jewelry_store, salon, bike_shop, gelateria, music_store, florist, bookstore, cafe, grocery_store, clothing_store, toy_store, noodle_house, burger_joint, gym : 38510
Saved path: party_store, salon, pet_store, bakery, barber_shop, toy_store, noodle_house, tech_shop, burger_joint, cafe, bookstore, pizzeria, gym, craft_shop, music_store : 46479
Saved path: hardware_store, toy_store, tech_shop, clothing_store, grocery_store, cafe, dentist, craft_shop, bank, florist, party_store, salon, bike_shop, bakery, barber_shop : 38678
Saved path: clothing_store, toy_store, noodle_house, tech_shop, burger_joint, gym, hardware_store, pet_store, bakery, pharmacy, music_store, florist, pizzeria, craft_shop, dentist : 46957
Saved path: party_store, pharmacy, gelateria, florist, pizzeria, dentist, cafe, grocery_store, toy_store, noodle_house, tech_shop, burger_joint, hardware_store, salon, bike_shop : 35589
Saved path: music_store, salon, bike_shop, pet_store, bakery, barber_shop, toy_store, tech_shop, burger_joint, dentist, bookstore, pizzeria, gym, florist, gelateria : 53976
Saved path: gelateria, bakery, bike_shop, salon, hardware_store, toy_store, clothing_store, dentist, cafe, bookstore, pizzeria, craft_shop, bank, florist, music_store : 37578
Saved path: cafe, dentist, pizzeria, florist, gelateria, pharmacy, salon, bike_shop, jewelry_store, hardware_store, gym, burger_joint, tech_shop, toy_store, grocery_store : 40780
Saved path: florist, bank, pizzeria, dentist, grocery_store, clothing_store, toy_store, noodle_house, burger_joint, bakery, salon, jewelry_store, party_store, pharmacy, music_store : 35623
Saved path: toy_store, noodle_house, tech_shop, grocery_store, cafe, bookstore, hardware_store, party_store, pharmacy, music_store, bike_shop, pet_store, bakery, jewelry_store, barber_shop : 46460
Saved path: florist, gelateria, party_store, salon, bakery, barber_shop, toy_store, clothing_store, grocery_store, tech_shop, bookstore, burger_joint, hardware_store, gym, craft_shop : 35972
Saved path: florist, craft_shop, cafe, grocery_store, clothing_store, toy_store, tech_shop, burger_joint, hardware_store, salon, bike_shop, bakery, party_store, pharmacy, gelateria : 31214
Saved path: burger_joint, tech_shop, toy_store, barber_shop, bakery, pet_store, bike_shop, salon, music_store, florist, bank, craft_shop, dentist, grocery_store, cafe : 49048
Saved path: gym, craft_shop, bank, florist, music_store, pharmacy, salon, bike_shop, bakery, jewelry_store, barber_shop, toy_store, noodle_house, grocery_store, burger_joint : 37593
Saved path: gym, hardware_store, bakery, pet_store, bike_shop, party_store, pharmacy, gelateria, dentist, cafe, bookstore, burger_joint, tech_shop, clothing_store, toy_store : 47831
Saved path: grocery_store, clothing_store, toy_store, noodle_house, tech_shop, burger_joint, pet_store, bakery, jewelry_store, party_store, pharmacy, music_store, bank, bookstore, cafe : 42039
Saved path: pharmacy, gelateria, florist, craft_shop, bookstore, cafe, grocery_store, clothing_store, noodle_house, gym, hardware_store, jewelry_store, bakery, pet_store, party_store : 42211
Saved path: music_store, gelateria, pharmacy, barber_shop, bakery, bike_shop, hardware_store, burger_joint, noodle_house, toy_store, grocery_store, cafe, bookstore, pizzeria, florist : 38892
Saved path: pet_store, party_store, pharmacy, music_store, florist, gym, craft_shop, dentist, cafe, clothing_store, noodle_house, toy_store, barber_shop, jewelry_store, bakery : 49946
Saved path: music_store, gelateria, pharmacy, salon, bike_shop, pet_store, bakery, barber_shop, hardware_store, toy_store, noodle_house, pizzeria, craft_shop, bank, florist : 45822
Saved path: toy_store, noodle_house, tech_shop, bookstore, cafe, grocery_store, dentist, craft_shop, bank, gelateria, music_store, party_store, salon, bakery, jewelry_store : 37253
Saved path: party_store, pharmacy, gelateria, florist, pizzeria, craft_shop, dentist, burger_joint, tech_shop, toy_store, gym, bakery, pet_store, bike_shop, salon : 44634
Saved path: dentist, pizzeria, gelateria, pharmacy, party_store, bakery, pet_store, bike_shop, jewelry_store, gym, burger_joint, noodle_house, toy_store, clothing_store, grocery_store : 48530
Saved path: pet_store, bakery, salon, jewelry_store, barber_shop, pharmacy, gelateria, florist, bank, craft_shop, pizzeria, grocery_store, tech_shop, toy_store, hardware_store : 43703
Saved path: cafe, grocery_store, tech_shop, noodle_house, toy_store, barber_shop, bakery, pet_store, party_store, burger_joint, bookstore, pizzeria, bank, craft_shop, dentist : 45162
Saved path: barber_shop, party_store, pharmacy, music_store, pizzeria, bookstore, burger_joint, tech_shop, clothing_store, toy_store, hardware_store, pet_store, bakery, salon, jewelry_store : 45453
Saved path: gym, hardware_store, pharmacy, gelateria, party_store, salon, bike_shop, pet_store, bakery, jewelry_store, barber_shop, toy_store, grocery_store, dentist, burger_joint : 50553
Saved path: bike_shop, bakery, party_store, hardware_store, gym, pizzeria, bookstore, burger_joint, cafe, clothing_store, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store : 32505
Saved path: pharmacy, gelateria, florist, bank, craft_shop, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, hardware_store, jewelry_store, barber_shop, bakery, salon : 33508
Saved path: hardware_store, bakery, party_store, pharmacy, music_store, craft_shop, pizzeria, bookstore, cafe, dentist, grocery_store, clothing_store, tech_shop, toy_store, gym : 37100
Saved path: pet_store, bakery, jewelry_store, barber_shop, toy_store, burger_joint, bookstore, grocery_store, dentist, craft_shop, bank, florist, gelateria, pharmacy, party_store : 46370
Saved path: dentist, craft_shop, bank, gelateria, music_store, party_store, salon, bike_shop, bakery, gym, burger_joint, toy_store, clothing_store, grocery_store, cafe : 38544
Saved path: craft_shop, florist, gelateria, pharmacy, party_store, salon, bakery, pet_store, hardware_store, toy_store, noodle_house, tech_shop, clothing_store, grocery_store, dentist : 41233
Saved path: grocery_store, cafe, dentist, music_store, gelateria, pharmacy, party_store, bike_shop, salon, jewelry_store, hardware_store, gym, toy_store, noodle_house, clothing_store : 41572
Saved path: clothing_store, grocery_store, cafe, dentist, craft_shop, pizzeria, bank, music_store, gelateria, party_store, jewelry_store, bakery, pet_store, toy_store, tech_shop : 46528
Saved path: clothing_store, grocery_store, cafe, dentist, craft_shop, bank, pizzeria, hardware_store, party_store, salon, bike_shop, bakery, barber_shop, toy_store, noodle_house : 37928
Saved path: bakery, salon, pharmacy, gelateria, florist, bank, gym, pizzeria, craft_shop, dentist, clothing_store, tech_shop, toy_store, barber_shop, pet_store : 49082
Saved path: bookstore, burger_joint, dentist, clothing_store, noodle_house, toy_store, barber_shop, bakery, bike_shop, salon, party_store, music_store, florist, bank, pizzeria : 41614
Saved path: bakery, pet_store, bike_shop, music_store, bank, craft_shop, dentist, cafe, grocery_store, tech_shop, noodle_house, toy_store, hardware_store, jewelry_store, barber_shop : 50452
Saved path: gelateria, pharmacy, party_store, bakery, barber_shop, jewelry_store, hardware_store, bookstore, noodle_house, clothing_store, grocery_store, dentist, craft_shop, florist, music_store : 39771
Saved path: gym, hardware_store, burger_joint, cafe, dentist, clothing_store, toy_store, barber_shop, bakery, bike_shop, salon, party_store, gelateria, bank, craft_shop : 42015
Saved path: pet_store, hardware_store, gym, toy_store, noodle_house, tech_shop, burger_joint, cafe, dentist, bank, florist, music_store, gelateria, barber_shop, bakery : 51233
Saved path: pharmacy, jewelry_store, salon, bakery, pet_store, hardware_store, toy_store, clothing_store, grocery_store, cafe, bookstore, burger_joint, gym, craft_shop, music_store : 45653
Saved path: bakery, pet_store, bike_shop, salon, music_store, florist, craft_shop, dentist, grocery_store, bookstore, burger_joint, noodle_house, toy_store, hardware_store, barber_shop : 52892
Saved path: craft_shop, gym, toy_store, clothing_store, grocery_store, cafe, bookstore, burger_joint, hardware_store, jewelry_store, salon, bakery, party_store, music_store, florist : 34885
Saved path: bank, craft_shop, gym, hardware_store, burger_joint, cafe, bookstore, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, bike_shop, bakery, pharmacy : 36625
Saved path: party_store, pharmacy, gelateria, florist, pizzeria, gym, toy_store, noodle_house, grocery_store, cafe, burger_joint, hardware_store, jewelry_store, bike_shop, salon : 35564
Saved path: pharmacy, gelateria, music_store, craft_shop, bookstore, burger_joint, tech_shop, toy_store, barber_shop, jewelry_store, salon, bike_shop, pet_store, bakery, party_store : 43871
Saved path: bank, florist, music_store, bike_shop, pet_store, bakery, jewelry_store, hardware_store, toy_store, noodle_house, tech_shop, burger_joint, cafe, bookstore, pizzeria : 42946
Saved path: dentist, bank, florist, music_store, gelateria, pharmacy, salon, bike_shop, bakery, jewelry_store, hardware_store, gym, burger_joint, toy_store, clothing_store : 41593
Saved path: burger_joint, noodle_house, tech_shop, clothing_store, toy_store, bakery, pet_store, bike_shop, jewelry_store, party_store, pharmacy, music_store, florist, craft_shop, bookstore : 44234
Saved path: bakery, pharmacy, florist, bank, gym, craft_shop, dentist, cafe, bookstore, burger_joint, noodle_house, barber_shop, jewelry_store, bike_shop, pet_store : 48942
Saved path: toy_store, barber_shop, jewelry_store, bakery, bike_shop, pharmacy, gelateria, bank, pizzeria, gym, burger_joint, cafe, dentist, clothing_store, noodle_house : 41674
Saved path: tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, bike_shop, pet_store, bakery, party_store, gelateria, music_store, florist, bank, gym, burger_joint : 44547
Saved path: gelateria, bank, craft_shop, pizzeria, bookstore, cafe, clothing_store, tech_shop, noodle_house, toy_store, gym, jewelry_store, bakery, pet_store, bike_shop : 44457
Saved path: barber_shop, toy_store, noodle_house, dentist, bookstore, pizzeria, gym, bank, florist, music_store, pharmacy, salon, bike_shop, pet_store, bakery : 52665
Saved path: florist, music_store, pharmacy, party_store, salon, bike_shop, bakery, barber_shop, toy_store, clothing_store, tech_shop, burger_joint, bookstore, cafe, dentist : 41030
Saved path: noodle_house, tech_shop, grocery_store, cafe, bookstore, craft_shop, bank, music_store, salon, bike_shop, pet_store, bakery, barber_shop, hardware_store, toy_store : 47185
Saved path: bakery, pet_store, bike_shop, gym, burger_joint, noodle_house, toy_store, grocery_store, cafe, bookstore, craft_shop, bank, florist, pharmacy, jewelry_store : 44137
Saved path: pharmacy, florist, bank, craft_shop, dentist, bookstore, burger_joint, clothing_store, toy_store, barber_shop, jewelry_store, salon, bike_shop, pet_store, bakery : 47615
Saved path: burger_joint, tech_shop, noodle_house, toy_store, gym, hardware_store, salon, bike_shop, pet_store, bakery, barber_shop, gelateria, music_store, dentist, bookstore : 54662
Saved path: clothing_store, tech_shop, noodle_house, toy_store, barber_shop, bakery, pet_store, bike_shop, music_store, gelateria, bank, gym, pizzeria, bookstore, cafe : 49127
Saved path: pharmacy, gelateria, music_store, bank, bookstore, cafe, grocery_store, clothing_store, toy_store, noodle_house, tech_shop, burger_joint, pet_store, bakery, salon : 40568
Saved path: bakery, salon, jewelry_store, hardware_store, toy_store, noodle_house, clothing_store, grocery_store, dentist, pizzeria, bank, florist, pharmacy, party_store, pet_store : 43835
Saved path: burger_joint, noodle_house, toy_store, clothing_store, dentist, cafe, bookstore, bank, gelateria, music_store, pharmacy, bike_shop, bakery, jewelry_store, hardware_store : 41446
Saved path: gym, hardware_store, bike_shop, pet_store, bakery, jewelry_store, barber_shop, toy_store, noodle_house, clothing_store, grocery_store, cafe, dentist, craft_shop, pizzeria : 40817
