Saved path: toy_store, tech_shop, grocery_store, bookstore, pizzeria, bank, music_store, gelateria, pharmacy, party_store, bakery, bike_shop, jewelry_store, hardware_store, gym : 37524
Saved path: clothing_store, dentist, bookstore, pizzeria, craft_shop, bank, music_store, gelateria, party_store, bike_shop, pet_store, bakery, gym, toy_store, noodle_house : 49575
Saved path: toy_store, burger_joint, cafe, bookstore, pizzeria, craft_shop, bank, music_store, gelateria, pharmacy, salon, bakery, pet_store, barber_shop, hardware_store : 45289
Saved path: toy_store, gym, music_store, gelateria, pharmacy, party_store, bakery, pet_store, bike_shop, jewelry_store, burger_joint, cafe, grocery_store, clothing_store, noodle_house : 45800
Saved path: craft_shop, florist, music_store, pharmacy, party_store, bike_shop, pet_store, hardware_store, gym, toy_store, clothing_store, grocery_store, burger_joint, bookstore, pizzeria : 44397
Saved path: gym, craft_shop, gelateria, pharmacy, party_store, bakery, pet_store, bike_shop, salon, jewelry_store, hardware_store, tech_shop, grocery_store, clothing_store, toy_store : 43630
Saved path: bookstore, burger_joint, hardware_store, jewelry_store, bike_shop, salon, pharmacy, gelateria, music_store, craft_shop, dentist, clothing_store, toy_store, noodle_house, tech_shop : 41443
Saved path: florist, bank, craft_shop, dentist, grocery_store, cafe, bookstore, burger_joint, bakery, pet_store, bike_shop, jewelry_store, barber_shop, pharmacy, music_store : 49047
Saved path: gym, hardware_store, bakery, bike_shop, party_store, pharmacy, music_store, gelateria, bank, pizzeria, bookstore, burger_joint, tech_shop, clothing_store, toy_store : 35182
Saved path: salon, pharmacy, music_store, craft_shop, dentist, bookstore, burger_joint, clothing_store, toy_store, gym, hardware_store, jewelry_store, bakery, pet_store, bike_shop : 52405
Saved path: craft_shop, music_store, pharmacy, party_store, bike_shop, pet_store, bakery, jewelry_store, hardware_store, toy_store, grocery_store, dentist, burger_joint, bookstore, pizzeria : 50069
Saved path: pizzeria, bank, florist, music_store, gelateria, pharmacy, party_store, salon, bakery, pet_store, barber_shop, toy_store, clothing_store, tech_shop, burger_joint : 43697
Saved path: party_store, barber_shop, pet_store, bakery, salon, hardware_store, toy_store, tech_shop, bookstore, cafe, grocery_store, dentist, craft_shop, bank, gelateria : 49022
Saved path: bike_shop, salon, pharmacy, music_store, florist, gym, craft_shop, dentist, cafe, burger_joint, noodle_house, toy_store, barber_shop, bakery, pet_store : 50765
Saved path: noodle_house, toy_store, hardware_store, pet_store, bakery, salon, jewelry_store, pharmacy, gelateria, music_store, pizzeria, bookstore, cafe, dentist, burger_joint : 48045
Saved path: pizzeria, craft_shop, dentist, bookstore, burger_joint, tech_shop, toy_store, gym, hardware_store, barber_shop, pet_store, bakery, salon, party_store, gelateria : 51351
Saved path: toy_store, noodle_house, tech_shop, burger_joint, bookstore, pizzeria, craft_shop, florist, music_store, gelateria, pharmacy, party_store, salon, bike_shop, bakery : 30680
Saved path: music_store, florist, pizzeria, dentist, grocery_store, burger_joint, tech_shop, toy_store, barber_shop, jewelry_store, bakery, pet_store, bike_shop, salon, party_store : 49973
Saved path: florist, gelateria, bakery, salon, barber_shop, toy_store, noodle_house, tech_shop, clothing_store, grocery_store, cafe, dentist, craft_shop, gym, pizzeria : 39070
Saved path: burger_joint, hardware_store, gym, bank, florist, music_store, party_store, salon, bakery, jewelry_store, barber_shop, toy_store, grocery_store, dentist, cafe : 40493
Saved path: salon, party_store, gelateria, music_store, florist, gym, burger_joint, bookstore, cafe, dentist, grocery_store, clothing_store, toy_store, hardware_store, pet_store : 48652
Saved path: cafe, burger_joint, gym, pizzeria, craft_shop, bank, gelateria, party_store, salon, bakery, pet_store, jewelry_store, hardware_store, toy_store, tech_shop : 42394
Saved path: music_store, pharmacy, bike_shop, pet_store, bakery, barber_shop, toy_store, tech_shop, burger_joint, dentist, cafe, bookstore, pizzeria, gym, bank : 53223
Saved path: pharmacy, party_store, salon, bike_shop, bakery, gym, toy_store, clothing_store, grocery_store, bookstore, cafe, dentist, craft_shop, bank, florist : 35860
Saved path: pharmacy, party_store, pet_store, salon, jewelry_store, burger_joint, tech_shop, toy_store, grocery_store, cafe, bookstore, pizzeria, florist, music_store, gelateria : 43122
Saved path: gelateria, florist, craft_shop, pizzeria, burger_joint, cafe, clothing_store, noodle_house, toy_store, barber_shop, bakery, pet_store, bike_shop, salon, party_store : 44020
Saved path: clothing_store, grocery_store, dentist, craft_shop, pizzeria, florist, music_store, party_store, salon, bakery, pet_store, hardware_store, gym, burger_joint, toy_store : 46916
Saved path: grocery_store, clothing_store, tech_shop, noodle_house, toy_store, gym, hardware_store, pet_store, bakery, party_store, music_store, florist, pizzeria, bookstore, dentist : 47516
Saved path: noodle_house, toy_store, gym, hardware_store, jewelry_store, barber_shop, bakery, pet_store, bike_shop, gelateria, bank, pizzeria, bookstore, dentist, grocery_store : 52937
Saved path: bakery, jewelry_store, barber_shop, toy_store, clothing_store, tech_shop, burger_joint, bookstore, pizzeria, craft_shop, bank, florist, music_store, party_store, pet_store : 42964
Saved path: noodle_house, burger_joint, bookstore, cafe, clothing_store, grocery_store, dentist, craft_shop, florist, music_store, pharmacy, bike_shop, bakery, barber_shop, toy_store : 42012
Saved path: bookstore, noodle_house, toy_store, clothing_store, grocery_store, dentist, craft_shop, music_store, gelateria, pharmacy, party_store, jewelry_store, bike_shop, bakery, burger_joint : 40617
Saved path: jewelry_store, hardware_store, gym, toy_store, tech_shop, cafe, dentist, bank, florist, pharmacy, party_store, salon, bike_shop, pet_store, bakery : 45798
Saved path: pet_store, bakery, jewelry_store, barber_shop, toy_store, noodle_house, burger_joint, bookstore, dentist, craft_shop, gym, gelateria, music_store, party_store, bike_shop : 53025
Saved path: toy_store, tech_shop, burger_joint, bakery, pet_store, bike_shop, salon, party_store, gelateria, music_store, florist, bank, craft_shop, cafe, grocery_store : 42307
Saved path: dentist, clothing_store, toy_store, barber_shop, jewelry_store, pet_store, bakery, party_store, pharmacy, gelateria, pizzeria, craft_shop, gym, burger_joint, bookstore : 50202
Saved path: noodle_house, toy_store, clothing_store, grocery_store, cafe, pizzeria, craft_shop, music_store, pharmacy, party_store, bakery, bike_shop, salon, hardware_store, burger_joint : 32935
Saved path: noodle_house, toy_store, barber_shop, jewelry_store, salon, bakery, pet_store, party_store, pharmacy, pizzeria, dentist, clothing_store, grocery_store, cafe, burger_joint : 46697
Saved path: noodle_house, toy_store, hardware_store, jewelry_store, barber_shop, pet_store, bakery, party_store, gelateria, bank, bookstore, cafe, dentist, grocery_store, clothing_store : 48420
Saved path: salon, pet_store, bakery, barber_shop, party_store, pharmacy, music_store, craft_shop, bookstore, cafe, grocery_store, clothing_store, toy_store, gym, hardware_store : 47574
Saved path: toy_store, clothing_store, grocery_store, cafe, bookstore, pizzeria, craft_shop, party_store, salon, bike_shop, pet_store, bakery, jewelry_store, burger_joint, tech_shop : 39586
Saved path: gelateria, music_store, florist, bookstore, dentist, grocery_store, clothing_store, toy_store, gym, hardware_store, pet_store, bakery, barber_shop, party_store, pharmacy : 52796
Saved path: barber_shop, toy_store, noodle_house, clothing_store, cafe, burger_joint, gym, bank, gelateria, pharmacy, party_store, salon, bike_shop, pet_store, bakery : 44494
Saved path: pizzeria, florist, music_store, gelateria, pharmacy, party_store, bike_shop, salon, hardware_store, gym, toy_store, tech_shop, clothing_store, grocery_store, dentist : 39310
Saved path: noodle_house, tech_shop, burger_joint, cafe, dentist, pizzeria, music_store, party_store, bike_shop, pet_store, bakery, barber_shop, jewelry_store, hardware_store, toy_store : 50690
Saved path: toy_store, clothing_store, tech_shop, cafe, gym, craft_shop, bank, music_store, pharmacy, bakery, pet_store, bike_shop, salon, jewelry_store, barber_shop : 46990
Saved path: tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, bike_shop, pet_store, bakery, pharmacy, bank, craft_shop, gym, hardware_store, burger_joint, grocery_store : 45866
Saved path: pet_store, bakery, salon, pharmacy, music_store, craft_shop, pizzeria, bookstore, dentist, grocery_store, tech_shop, noodle_house, toy_store, hardware_store, barber_shop : 51350
Saved path: cafe, grocery_store, toy_store, noodle_house, tech_shop, burger_joint, bakery, pet_store, salon, jewelry_store, party_store, music_store, florist, bank, dentist : 46389
Saved path: pizzeria, craft_shop, dentist, cafe, tech_shop, noodle_house, toy_store, hardware_store, salon, bakery, pet_store, barber_shop, party_store, pharmacy, florist : 45897
Saved path: craft_shop, dentist, cafe, bookstore, tech_shop, noodle_house, toy_store, hardware_store, salon, bakery, barber_shop, pharmacy, music_store, florist, pizzeria : 39276
Saved path: dentist, craft_shop, pizzeria, gelateria, party_store, bike_shop, bakery, barber_shop, jewelry_store, hardware_store, burger_joint, tech_shop, toy_store, grocery_store, cafe : 41161
Saved path: gym, hardware_store, salon, bakery, party_store, gelateria, florist, craft_shop, dentist, grocery_store, cafe, bookstore, tech_shop, noodle_house, toy_store : 35339
Saved path: toy_store, clothing_store, cafe, burger_joint, bookstore, pizzeria, bank, music_store, gelateria, pharmacy, party_store, salon, bakery, pet_store, gym : 42360
Saved path: craft_shop, dentist, clothing_store, noodle_house, toy_store, barber_shop, bakery, salon, party_store, gelateria, music_store, florist, bank, pizzeria, gym : 40835
Saved path: burger_joint, hardware_store, pet_store, bakery, salon, jewelry_store, party_store, pharmacy, gelateria, florist, bookstore, cafe, clothing_store, toy_store, noodle_house : 41156
Saved path: pizzeria, bookstore, dentist, grocery_store, noodle_house, toy_store, barber_shop, jewelry_store, bike_shop, pet_store, bakery, pharmacy, hardware_store, gym, craft_shop : 50876
Saved path: clothing_store, grocery_store, dentist, bookstore, gym, craft_shop, bank, florist, gelateria, party_store, bakery, jewelry_store, barber_shop, toy_store, tech_shop : 39383
Saved path: cafe, bookstore, burger_joint, gym, hardware_store, party_store, gelateria, music_store, salon, bakery, barber_shop, toy_store, tech_shop, clothing_store, grocery_store : 38015
Saved path: hardware_store, gym, bank, craft_shop, pizzeria, bookstore, cafe, grocery_store, tech_shop, toy_store, barber_shop, jewelry_store, salon, bakery, party_store : 30630
Saved path: tech_shop, burger_joint, bookstore, cafe, grocery_store, dentist, bank, gelateria, music_store, pharmacy, bakery, bike_shop, gym, toy_store, noodle_house : 40755
Saved path: craft_shop, pizzeria, burger_joint, grocery_store, clothing_store, noodle_house, toy_store, barber_shop, bakery, pet_store, bike_shop, gelateria, music_store, florist, bank : 46664
Saved path: clothing_store, grocery_store, cafe, pizzeria, music_store, gelateria, pharmacy, barber_shop, bakery, bike_shop, salon, hardware_store, toy_store, noodle_house, tech_shop : 38458
Saved path: dentist, clothing_store, tech_shop, toy_store, barber_shop, jewelry_store, bakery, bike_shop, salon, pharmacy, florist, bank, gym, burger_joint, bookstore : 41623
Saved path: florist, bank, craft_shop, pizzeria, bookstore, clothing_store, tech_shop, noodle_house, toy_store, gym, hardware_store, salon, bike_shop, bakery, music_store : 34950
Saved path: tech_shop, burger_joint, gym, bakery, pet_store, bike_shop, salon, pharmacy, florist, bank, pizzeria, bookstore, dentist, clothing_store, toy_store : 46552
Saved path: salon, pharmacy, florist, pizzeria, bookstore, cafe, dentist, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, hardware_store, pet_store, bakery : 42766
Saved path: bookstore, pizzeria, craft_shop, bank, music_store, jewelry_store, salon, bike_shop, pet_store, bakery, toy_store, clothing_store, grocery_store, cafe, burger_joint : 43667
Saved path: noodle_house, toy_store, barber_shop, bakery, bike_shop, salon, pharmacy, party_store, hardware_store, burger_joint, bookstore, pizzeria, dentist, grocery_store, clothing_store : 40456
Saved path: party_store, pharmacy, florist, bank, pizzeria, bookstore, dentist, grocery_store, toy_store, tech_shop, burger_joint, hardware_store, salon, bakery, barber_shop : 38360
Saved path: jewelry_store, barber_shop, bakery, bike_shop, salon, party_store, music_store, bank, pizzeria, grocery_store, clothing_store, toy_store, noodle_house, burger_joint, hardware_store : 38139
Saved path: dentist, grocery_store, clothing_store, toy_store, noodle_house, tech_shop, burger_joint, hardware_store, jewelry_store, bakery, party_store, music_store, florist, pizzeria, craft_shop : 36308
Saved path: grocery_store, clothing_store, toy_store, bookstore, burger_joint, hardware_store, pet_store, bakery, salon, party_store, pharmacy, music_store, bank, craft_shop, dentist : 45659
Saved path: hardware_store, toy_store, burger_joint, cafe, dentist, craft_shop, pizzeria, bank, florist, gelateria, pharmacy, bike_shop, bakery, barber_shop, jewelry_store : 38929
Saved path: bank, craft_shop, pizzeria, bookstore, burger_joint, cafe, clothing_store, toy_store, hardware_store, barber_shop, bakery, bike_shop, salon, party_store, music_store : 38216
Saved path: burger_joint, gym, hardware_store, salon, bike_shop, bakery, gelateria, craft_shop, pizzeria, bookstore, cafe, dentist, grocery_store, toy_store, tech_shop : 39407
Saved path: dentist, craft_shop, gym, pizzeria, music_store, pharmacy, salon, bakery, pet_store, barber_shop, toy_store, noodle_house, burger_joint, bookstore, cafe : 51803
Saved path: salon, bike_shop, bakery, barber_shop, toy_store, noodle_house, tech_shop, clothing_store, dentist, bookstore, pizzeria, craft_shop, florist, gym, hardware_store : 38027
Saved path: bookstore, bank, florist, music_store, pharmacy, party_store, bakery, pet_store, bike_shop, gym, burger_joint, noodle_house, toy_store, clothing_store, dentist : 49027
Saved path: burger_joint, noodle_house, toy_store, barber_shop, bakery, bike_shop, salon, party_store, gelateria, music_store, bank, craft_shop, dentist, grocery_store, cafe : 40335
