Saved path: toy_store, tech_shop, grocery_store, bookstore, pizzeria, bank, music_store, gelateria, pharmacy, party_store, bakery, bike_shop, jewelry_store, hardware_store, gym : 37524
Saved path: party_store, pharmacy, music_store, florist, bank, pizzeria, bookstore, dentist, cafe, tech_shop, toy_store, hardware_store, pet_store, bakery, barber_shop : 49169
Saved path: bookstore, florist, gelateria, party_store, jewelry_store, salon, bakery, pet_store, hardware_store, gym, toy_store, clothing_store, grocery_store, dentist, cafe : 47685
Saved path: pharmacy, gelateria, music_store, florist, bank, pizzeria, bookstore, cafe, dentist, clothing_store, noodle_house, toy_store, bakery, bike_shop, party_store : 37085
Saved path: pet_store, bakery, hardware_store, gym, toy_store, tech_shop, clothing_store, dentist, bookstore, pizzeria, craft_shop, florist, pharmacy, salon, bike_shop : 47146
Saved path: gelateria, pharmacy, party_store, bakery, pet_store, bike_shop, jewelry_store, burger_joint, tech_shop, toy_store, clothing_store, dentist, bookstore, pizzeria, bank : 47425
Saved path: bank, florist, music_store, gelateria, pharmacy, bakery, pet_store, hardware_store, gym, toy_store, burger_joint, dentist, cafe, bookstore, pizzeria : 47192
Saved path: barber_shop, toy_store, noodle_house, clothing_store, grocery_store, dentist, cafe, bookstore, florist, bank, gym, hardware_store, party_store, bike_shop, bakery : 41368
Saved path: toy_store, noodle_house, tech_shop, clothing_store, grocery_store, cafe, pizzeria, craft_shop, gym, bike_shop, pet_store, bakery, pharmacy, jewelry_store, hardware_store : 44352
Saved path: pet_store, bakery, salon, jewelry_store, party_store, pharmacy, gelateria, florist, bank, craft_shop, dentist, cafe, bookstore, grocery_store, toy_store : 44640
Saved path: bank, gym, jewelry_store, party_store, bike_shop, pet_store, bakery, burger_joint, tech_shop, noodle_house, toy_store, clothing_store, grocery_store, cafe, bookstore : 41429
Saved path: bike_shop, jewelry_store, toy_store, clothing_store, cafe, burger_joint, craft_shop, bank, florist, music_store, gelateria, pharmacy, party_store, bakery, pet_store : 44420
Saved path: bakery, bike_shop, salon, party_store, pharmacy, music_store, gym, toy_store, clothing_store, grocery_store, dentist, cafe, burger_joint, hardware_store, jewelry_store : 41243
Saved path: bakery, salon, party_store, pharmacy, gelateria, music_store, dentist, cafe, clothing_store, tech_shop, noodle_house, toy_store, hardware_store, jewelry_store, barber_shop : 39417
Saved path: toy_store, tech_shop, grocery_store, cafe, dentist, craft_shop, pizzeria, music_store, gelateria, party_store, bakery, bike_shop, salon, hardware_store, gym : 39511
Saved path: jewelry_store, bakery, pet_store, bike_shop, gelateria, music_store, bank, pizzeria, bookstore, dentist, grocery_store, clothing_store, toy_store, noodle_house, burger_joint : 49899
Saved path: gelateria, music_store, florist, craft_shop, bookstore, burger_joint, cafe, clothing_store, toy_store, hardware_store, barber_shop, bakery, bike_shop, salon, party_store : 38968
Saved path: hardware_store, gym, craft_shop, florist, pharmacy, party_store, salon, bike_shop, bakery, barber_shop, toy_store, clothing_store, dentist, cafe, burger_joint : 41261
Saved path: jewelry_store, barber_shop, bakery, pet_store, bike_shop, party_store, pharmacy, music_store, florist, pizzeria, bookstore, cafe, noodle_house, toy_store, hardware_store : 45188
Saved path: salon, party_store, pharmacy, music_store, bank, bookstore, cafe, dentist, grocery_store, toy_store, hardware_store, jewelry_store, bakery, pet_store, bike_shop : 48327
Saved path: bookstore, burger_joint, tech_shop, toy_store, hardware_store, bakery, pet_store, bike_shop, pharmacy, music_store, florist, pizzeria, craft_shop, dentist, cafe : 46236
Saved path: salon, bike_shop, bakery, gelateria, florist, bank, craft_shop, dentist, grocery_store, toy_store, noodle_house, tech_shop, bookstore, burger_joint, hardware_store : 36063
Saved path: gelateria, bank, pizzeria, bookstore, dentist, clothing_store, noodle_house, toy_store, gym, hardware_store, barber_shop, pet_store, bakery, salon, party_store : 51592
Saved path: pizzeria, craft_shop, dentist, bookstore, burger_joint, toy_store, gym, hardware_store, jewelry_store, pet_store, bakery, party_store, music_store, florist, bank : 49336
Saved path: noodle_house, tech_shop, burger_joint, gym, jewelry_store, salon, bike_shop, gelateria, florist, craft_shop, pizzeria, bookstore, cafe, grocery_store, toy_store : 35945
Saved path: tech_shop, clothing_store, dentist, cafe, burger_joint, hardware_store, gym, pizzeria, music_store, party_store, bakery, jewelry_store, barber_shop, toy_store, noodle_house : 42114
Saved path: grocery_store, clothing_store, toy_store, burger_joint, hardware_store, salon, bike_shop, bakery, party_store, gelateria, music_store, bank, craft_shop, dentist, cafe : 36753
Saved path: clothing_store, grocery_store, dentist, bookstore, pizzeria, bank, florist, gelateria, pharmacy, salon, bike_shop, pet_store, bakery, gym, toy_store : 45474
Saved path: gym, hardware_store, pet_store, bike_shop, salon, pharmacy, gelateria, florist, craft_shop, dentist, cafe, grocery_store, tech_shop, noodle_house, toy_store : 45444
Saved path: noodle_house, toy_store, gym, hardware_store, pet_store, bakery, salon, jewelry_store, pharmacy, gelateria, pizzeria, bookstore, dentist, clothing_store, tech_shop : 48915
Saved path: music_store, bank, gym, hardware_store, burger_joint, bookstore, clothing_store, toy_store, barber_shop, jewelry_store, salon, bike_shop, pet_store, bakery, party_store : 48413
Saved path: bike_shop, bakery, toy_store, noodle_house, clothing_store, grocery_store, bookstore, cafe, dentist, craft_shop, bank, florist, gelateria, party_store, salon : 34881
Saved path: toy_store, noodle_house, burger_joint, bookstore, cafe, dentist, craft_shop, bank, gelateria, pharmacy, bike_shop, pet_store, bakery, barber_shop, hardware_store : 49010
Saved path: pizzeria, bank, florist, party_store, salon, bike_shop, pet_store, bakery, barber_shop, hardware_store, burger_joint, noodle_house, toy_store, clothing_store, grocery_store : 44794
Saved path: jewelry_store, bike_shop, bakery, music_store, gelateria, pizzeria, gym, burger_joint, bookstore, cafe, dentist, clothing_store, tech_shop, toy_store, barber_shop : 45943
Saved path: bakery, bike_shop, party_store, pharmacy, music_store, florist, bank, craft_shop, dentist, grocery_store, cafe, bookstore, tech_shop, toy_store, gym : 39039
Saved path: dentist, grocery_store, clothing_store, toy_store, gym, hardware_store, pet_store, pharmacy, gelateria, music_store, craft_shop, pizzeria, bookstore, burger_joint, cafe : 48781
Saved path: pharmacy, music_store, bank, craft_shop, dentist, cafe, bookstore, burger_joint, toy_store, hardware_store, salon, bike_shop, pet_store, bakery, barber_shop : 50697
Saved path: clothing_store, grocery_store, dentist, craft_shop, pizzeria, bank, gelateria, music_store, bakery, pet_store, jewelry_store, hardware_store, gym, burger_joint, toy_store : 49894
Saved path: cafe, bookstore, pizzeria, craft_shop, bank, music_store, party_store, salon, bike_shop, bakery, hardware_store, gym, toy_store, noodle_house, tech_shop : 33324
Saved path: gelateria, pharmacy, party_store, bakery, pet_store, bike_shop, jewelry_store, barber_shop, toy_store, clothing_store, dentist, bookstore, pizzeria, bank, florist : 46931
Saved path: gym, bakery, party_store, pharmacy, florist, bank, pizzeria, bookstore, cafe, dentist, clothing_store, toy_store, noodle_house, tech_shop, burger_joint : 34064
Saved path: clothing_store, tech_shop, noodle_house, toy_store, barber_shop, bakery, bike_shop, pharmacy, music_store, bank, gym, hardware_store, burger_joint, bookstore, dentist : 46088
Saved path: bakery, salon, jewelry_store, party_store, pharmacy, music_store, florist, bank, craft_shop, gym, burger_joint, cafe, grocery_store, tech_shop, toy_store : 33192
Saved path: burger_joint, jewelry_store, bike_shop, salon, party_store, music_store, florist, craft_shop, pizzeria, bookstore, dentist, grocery_store, clothing_store, toy_store, tech_shop : 40549
Saved path: gelateria, pizzeria, bookstore, burger_joint, tech_shop, grocery_store, toy_store, hardware_store, barber_shop, bakery, pet_store, bike_shop, salon, party_store, pharmacy : 45510
Saved path: dentist, grocery_store, clothing_store, toy_store, gym, pet_store, salon, pharmacy, gelateria, florist, craft_shop, pizzeria, bookstore, burger_joint, cafe : 45824
Saved path: party_store, barber_shop, pet_store, bakery, salon, hardware_store, toy_store, noodle_house, bookstore, cafe, grocery_store, dentist, craft_shop, florist, gelateria : 49225
Saved path: barber_shop, gelateria, music_store, craft_shop, dentist, grocery_store, clothing_store, toy_store, tech_shop, burger_joint, hardware_store, pet_store, bakery, salon, jewelry_store : 50235
Saved path: bakery, barber_shop, toy_store, noodle_house, tech_shop, clothing_store, dentist, bookstore, pizzeria, gym, craft_shop, music_store, gelateria, pharmacy, bike_shop : 45936
Saved path: dentist, craft_shop, bank, florist, pharmacy, party_store, bike_shop, pet_store, bakery, hardware_store, gym, toy_store, tech_shop, burger_joint, cafe : 43803
Saved path: tech_shop, burger_joint, hardware_store, jewelry_store, pet_store, bike_shop, party_store, pharmacy, gelateria, craft_shop, pizzeria, grocery_store, clothing_store, toy_store, noodle_house : 43473
Saved path: florist, pizzeria, craft_shop, dentist, cafe, grocery_store, toy_store, noodle_house, tech_shop, burger_joint, hardware_store, pet_store, bike_shop, party_store, music_store : 46795
Saved path: pharmacy, gelateria, music_store, florist, bank, gym, pizzeria, bookstore, tech_shop, toy_store, barber_shop, jewelry_store, bike_shop, bakery, party_store : 37140
Saved path: bike_shop, bakery, barber_shop, hardware_store, toy_store, noodle_house, tech_shop, clothing_store, grocery_store, cafe, pizzeria, music_store, gelateria, pharmacy, party_store : 38459
Saved path: cafe, dentist, craft_shop, bank, gelateria, pharmacy, salon, bike_shop, bakery, gym, toy_store, clothing_store, tech_shop, burger_joint, bookstore : 37684
Saved path: barber_shop, jewelry_store, hardware_store, toy_store, clothing_store, cafe, dentist, bank, music_store, pharmacy, party_store, salon, bike_shop, pet_store, bakery : 49592
Saved path: toy_store, tech_shop, dentist, craft_shop, pizzeria, florist, music_store, gelateria, pharmacy, party_store, bike_shop, pet_store, bakery, jewelry_store, barber_shop : 47974
Saved path: jewelry_store, toy_store, noodle_house, tech_shop, cafe, bookstore, craft_shop, bank, florist, gelateria, pharmacy, party_store, bakery, pet_store, bike_shop : 40004
Saved path: toy_store, tech_shop, clothing_store, grocery_store, cafe, dentist, pizzeria, bank, florist, pharmacy, salon, bike_shop, pet_store, bakery, gym : 44935
Saved path: toy_store, clothing_store, grocery_store, dentist, bookstore, pizzeria, craft_shop, florist, pharmacy, bakery, pet_store, bike_shop, salon, jewelry_store, gym : 48028
Saved path: bookstore, tech_shop, noodle_house, toy_store, gym, hardware_store, barber_shop, bakery, pet_store, bike_shop, pharmacy, gelateria, bank, dentist, cafe : 51259
Saved path: pet_store, bakery, jewelry_store, barber_shop, toy_store, clothing_store, tech_shop, noodle_house, burger_joint, cafe, dentist, craft_shop, bank, florist, gym : 43464
Saved path: salon, jewelry_store, gym, toy_store, noodle_house, tech_shop, clothing_store, cafe, pizzeria, florist, music_store, gelateria, party_store, pet_store, bike_shop : 46547
Saved path: bookstore, cafe, dentist, florist, music_store, gelateria, pharmacy, pet_store, bike_shop, salon, jewelry_store, toy_store, clothing_store, tech_shop, burger_joint : 49744
Saved path: pet_store, bike_shop, pharmacy, gelateria, florist, bank, pizzeria, bookstore, burger_joint, dentist, grocery_store, tech_shop, toy_store, barber_shop, bakery : 48776
Saved path: salon, jewelry_store, hardware_store, toy_store, noodle_house, grocery_store, cafe, gym, craft_shop, florist, gelateria, pharmacy, party_store, pet_store, bike_shop : 44488
Saved path: tech_shop, toy_store, gym, hardware_store, bike_shop, pet_store, bakery, music_store, florist, bank, pizzeria, bookstore, cafe, dentist, grocery_store : 48867
Saved path: party_store, gym, pizzeria, craft_shop, dentist, cafe, bookstore, burger_joint, tech_shop, noodle_house, toy_store, barber_shop, bakery, salon, pharmacy : 37324
Saved path: hardware_store, pet_store, bike_shop, party_store, florist, craft_shop, pizzeria, bookstore, cafe, dentist, grocery_store, clothing_store, toy_store, tech_shop, burger_joint : 45313
Saved path: party_store, pharmacy, gelateria, florist, bank, pizzeria, craft_shop, dentist, cafe, clothing_store, tech_shop, noodle_house, toy_store, bakery, bike_shop : 33956
Saved path: noodle_house, toy_store, hardware_store, bakery, bike_shop, salon, party_store, pharmacy, gelateria, music_store, florist, bank, gym, cafe, grocery_store : 34524
Saved path: bakery, bike_shop, party_store, gelateria, music_store, florist, bank, bookstore, burger_joint, cafe, grocery_store, clothing_store, noodle_house, toy_store, barber_shop : 36813
Saved path: music_store, pharmacy, salon, pet_store, bakery, jewelry_store, barber_shop, toy_store, tech_shop, bookstore, cafe, burger_joint, hardware_store, gym, florist : 46421
Saved path: toy_store, tech_shop, clothing_store, dentist, craft_shop, florist, bank, pizzeria, gym, bakery, pet_store, bike_shop, salon, jewelry_store, barber_shop : 44359
Saved path: grocery_store, clothing_store, toy_store, gym, bakery, salon, party_store, gelateria, music_store, bank, craft_shop, dentist, cafe, burger_joint, bookstore : 37586
Saved path: barber_shop, toy_store, noodle_house, burger_joint, bookstore, dentist, craft_shop, pizzeria, florist, music_store, pharmacy, pet_store, bakery, salon, jewelry_store : 47924
Saved path: barber_shop, jewelry_store, hardware_store, toy_store, tech_shop, grocery_store, craft_shop, bank, music_store, pharmacy, party_store, salon, bike_shop, pet_store, bakery : 46983
Saved path: gelateria, pizzeria, craft_shop, gym, hardware_store, burger_joint, grocery_store, tech_shop, noodle_house, toy_store, barber_shop, salon, bike_shop, pet_store, bakery : 47544
Saved path: florist, music_store, gelateria, pharmacy, bakery, pet_store, bike_shop, jewelry_store, hardware_store, toy_store, tech_shop, grocery_store, cafe, dentist, bank : 48002
Saved path: clothing_store, toy_store, hardware_store, jewelry_store, bike_shop, bakery, party_store, gelateria, music_store, florist, bank, craft_shop, dentist, burger_joint, bookstore : 41222
Saved path: pharmacy, gelateria, music_store, florist, craft_shop, dentist, cafe, bookstore, burger_joint, noodle_house, barber_shop, bakery, pet_store, bike_shop, party_store : 48458
Saved path: tech_shop, noodle_house, toy_store, gym, bakery, bike_shop, salon, jewelry_store, gelateria, music_store, bank, craft_shop, pizzeria, bookstore, grocery_store : 37431
Saved path: gym, burger_joint, tech_shop, toy_store, clothing_store, grocery_store, cafe, bookstore, bank, gelateria, pharmacy, party_store, salon, bakery, jewelry_store : 32350
Saved path: toy_store, gym, bakery, pet_store, bike_shop, salon, pharmacy, gelateria, music_store, craft_shop, dentist, cafe, bookstore, clothing_store, noodle_house : 49272
Saved path: music_store, bank, bookstore, grocery_store, clothing_store, noodle_house, burger_joint, gym, hardware_store, jewelry_store, bakery, pet_store, party_store, pharmacy, gelateria : 44760
Saved path: noodle_house, toy_store, hardware_store, salon, bike_shop, bakery, barber_shop, pharmacy, music_store, florist, bank, craft_shop, cafe, grocery_store, clothing_store : 37932
