Saved path: bookstore, pizzeria, gym, craft_shop, gelateria, pharmacy, pet_store, bakery, salon, jewelry_store, barber_shop, toy_store, clothing_store, tech_shop, burger_joint : 45487
Saved path: noodle_house, toy_store, barber_shop, jewelry_store, bakery, bike_shop, salon, party_store, music_store, florist, bank, pizzeria, cafe, grocery_store, tech_shop : 34825
Saved path: barber_shop, jewelry_store, bakery, party_store, pharmacy, music_store, bank, craft_shop, gym, pizzeria, bookstore, clothing_store, tech_shop, noodle_house, toy_store : 36048
Saved path: grocery_store, clothing_store, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, salon, bakery, pharmacy, gelateria, music_store, bank, gym, dentist : 40237
Saved path: party_store, pharmacy, gelateria, music_store, burger_joint, cafe, grocery_store, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, bakery, bike_shop, salon : 35718
Saved path: burger_joint, hardware_store, pet_store, bike_shop, salon, party_store, pharmacy, music_store, craft_shop, gym, toy_store, clothing_store, grocery_store, cafe, bookstore : 44288
Saved path: florist, music_store, gelateria, pet_store, bakery, salon, jewelry_store, barber_shop, toy_store, noodle_house, burger_joint, dentist, craft_shop, pizzeria, gym : 51052
Saved path: craft_shop, florist, pharmacy, party_store, barber_shop, bakery, pet_store, bike_shop, salon, hardware_store, burger_joint, toy_store, clothing_store, grocery_store, dentist : 47858
Saved path: bike_shop, bakery, gelateria, florist, bank, craft_shop, bookstore, burger_joint, cafe, grocery_store, clothing_store, toy_store, barber_shop, jewelry_store, salon : 33817
Saved path: jewelry_store, salon, bike_shop, pet_store, bakery, toy_store, noodle_house, clothing_store, grocery_store, cafe, bookstore, pizzeria, bank, craft_shop, hardware_store : 37479
Saved path: craft_shop, bank, florist, music_store, party_store, salon, bike_shop, pet_store, bakery, hardware_store, burger_joint, noodle_house, toy_store, gym, pizzeria : 41650
Saved path: pharmacy, florist, bank, pizzeria, gym, hardware_store, cafe, grocery_store, noodle_house, toy_store, barber_shop, bakery, pet_store, bike_shop, party_store : 46216
Saved path: salon, hardware_store, gym, toy_store, noodle_house, clothing_store, bookstore, craft_shop, bank, gelateria, pharmacy, party_store, barber_shop, bakery, pet_store : 46401
Saved path: barber_shop, jewelry_store, salon, bike_shop, pet_store, bakery, pharmacy, gelateria, dentist, grocery_store, clothing_store, tech_shop, burger_joint, noodle_house, toy_store : 47799
Saved path: hardware_store, barber_shop, bakery, pet_store, bike_shop, salon, party_store, gelateria, music_store, bank, dentist, bookstore, burger_joint, tech_shop, toy_store : 51822
Saved path: pizzeria, craft_shop, music_store, gelateria, barber_shop, jewelry_store, bakery, salon, hardware_store, burger_joint, tech_shop, toy_store, clothing_store, grocery_store, cafe : 36754
Saved path: florist, pizzeria, craft_shop, dentist, grocery_store, clothing_store, toy_store, tech_shop, burger_joint, gym, jewelry_store, party_store, pharmacy, gelateria, music_store : 37207
Saved path: bank, florist, gelateria, pharmacy, salon, bike_shop, bakery, jewelry_store, barber_shop, toy_store, clothing_store, grocery_store, burger_joint, hardware_store, gym : 35910
Saved path: toy_store, barber_shop, jewelry_store, salon, bike_shop, pet_store, bakery, pharmacy, music_store, craft_shop, gym, pizzeria, bookstore, dentist, grocery_store : 53251
Saved path: pizzeria, gelateria, music_store, salon, pet_store, bakery, barber_shop, toy_store, tech_shop, grocery_store, dentist, cafe, bookstore, burger_joint, gym : 53480
Saved path: craft_shop, bank, music_store, party_store, bike_shop, pet_store, bakery, barber_shop, hardware_store, toy_store, tech_shop, clothing_store, dentist, bookstore, pizzeria : 52909
Saved path: florist, bank, gym, bookstore, cafe, grocery_store, noodle_house, toy_store, barber_shop, jewelry_store, salon, pet_store, bakery, party_store, gelateria : 44408
Saved path: burger_joint, cafe, grocery_store, clothing_store, tech_shop, toy_store, barber_shop, jewelry_store, salon, bike_shop, pet_store, bakery, hardware_store, gym, florist : 42204
Saved path: clothing_store, tech_shop, noodle_house, toy_store, gym, hardware_store, barber_shop, bakery, salon, pharmacy, gelateria, bank, craft_shop, dentist, cafe : 39413
Saved path: grocery_store, cafe, pizzeria, craft_shop, bank, florist, music_store, salon, bike_shop, pet_store, bakery, gym, toy_store, noodle_house, tech_shop : 43219
Saved path: florist, music_store, gelateria, pharmacy, party_store, bakery, jewelry_store, hardware_store, gym, toy_store, noodle_house, bookstore, cafe, dentist, bank : 38211
Saved path: pharmacy, gelateria, music_store, bank, bookstore, burger_joint, dentist, clothing_store, toy_store, hardware_store, jewelry_store, barber_shop, bakery, salon, party_store : 41112
Saved path: pharmacy, party_store, salon, pet_store, bakery, gym, burger_joint, tech_shop, noodle_house, toy_store, clothing_store, grocery_store, bookstore, craft_shop, bank : 40361
Saved path: gym, burger_joint, bookstore, cafe, clothing_store, toy_store, barber_shop, jewelry_store, salon, bike_shop, pet_store, bakery, party_store, music_store, florist : 46982
Saved path: bakery, pet_store, bike_shop, salon, pharmacy, gelateria, music_store, florist, craft_shop, dentist, grocery_store, bookstore, burger_joint, noodle_house, toy_store : 47042
Saved path: craft_shop, bank, music_store, pharmacy, party_store, salon, bike_shop, bakery, barber_shop, toy_store, noodle_house, tech_shop, bookstore, cafe, dentist : 38703
Saved path: toy_store, noodle_house, tech_shop, grocery_store, cafe, burger_joint, gym, bank, florist, music_store, gelateria, pharmacy, bakery, bike_shop, jewelry_store : 36455
Saved path: bike_shop, party_store, gelateria, music_store, florist, bank, craft_shop, dentist, grocery_store, clothing_store, toy_store, burger_joint, hardware_store, bakery, pet_store : 45499
Saved path: barber_shop, jewelry_store, salon, bike_shop, bakery, gelateria, florist, bank, pizzeria, gym, hardware_store, burger_joint, tech_shop, clothing_store, toy_store : 36714
Saved path: craft_shop, dentist, grocery_store, clothing_store, noodle_house, toy_store, gym, bakery, salon, jewelry_store, party_store, music_store, florist, bank, pizzeria : 37503
Saved path: pharmacy, party_store, barber_shop, bakery, pet_store, bike_shop, salon, hardware_store, toy_store, noodle_house, tech_shop, burger_joint, cafe, dentist, florist : 47123
Saved path: clothing_store, toy_store, tech_shop, burger_joint, hardware_store, salon, bike_shop, pet_store, bakery, gelateria, music_store, craft_shop, bookstore, cafe, grocery_store : 43155
Saved path: bike_shop, salon, jewelry_store, toy_store, clothing_store, dentist, cafe, burger_joint, bookstore, florist, gelateria, pharmacy, party_store, bakery, pet_store : 46779
Saved path: bank, pizzeria, gym, hardware_store, burger_joint, tech_shop, grocery_store, clothing_store, toy_store, barber_shop, jewelry_store, bakery, salon, party_store, gelateria : 34411
Saved path: cafe, bookstore, pizzeria, bank, florist, gelateria, pharmacy, party_store, salon, bakery, barber_shop, toy_store, clothing_store, grocery_store, dentist : 34772
Saved path: music_store, gelateria, bakery, pet_store, bike_shop, salon, jewelry_store, barber_shop, toy_store, noodle_house, cafe, gym, craft_shop, bank, florist : 46176
Saved path: craft_shop, bank, pharmacy, party_store, bakery, pet_store, hardware_store, burger_joint, cafe, clothing_store, tech_shop, noodle_house, toy_store, gym, pizzeria : 40369
Saved path: florist, music_store, party_store, bike_shop, salon, jewelry_store, hardware_store, gym, toy_store, noodle_house, burger_joint, dentist, cafe, bookstore, pizzeria : 42003
Saved path: clothing_store, toy_store, gym, jewelry_store, bakery, music_store, florist, bank, craft_shop, pizzeria, bookstore, burger_joint, cafe, dentist, grocery_store : 39169
Saved path: pizzeria, bookstore, cafe, clothing_store, noodle_house, toy_store, gym, pet_store, bakery, salon, party_store, music_store, florist, bank, craft_shop : 41875
Saved path: party_store, gelateria, florist, bank, gym, pizzeria, dentist, cafe, grocery_store, noodle_house, toy_store, barber_shop, pet_store, bakery, salon : 49467
Saved path: cafe, bookstore, toy_store, barber_shop, jewelry_store, salon, bakery, pet_store, party_store, hardware_store, gym, florist, bank, craft_shop, dentist : 47351
Saved path: pet_store, bakery, salon, toy_store, noodle_house, tech_shop, clothing_store, grocery_store, cafe, dentist, craft_shop, florist, bank, gym, hardware_store : 39553
Saved path: hardware_store, gym, toy_store, bookstore, cafe, dentist, craft_shop, florist, music_store, gelateria, pharmacy, jewelry_store, salon, bakery, pet_store : 49308
Saved path: cafe, dentist, craft_shop, pizzeria, bank, music_store, bakery, jewelry_store, hardware_store, gym, burger_joint, tech_shop, toy_store, clothing_store, grocery_store : 39297
Saved path: bike_shop, pet_store, bakery, party_store, music_store, florist, bank, pizzeria, dentist, cafe, clothing_store, toy_store, burger_joint, hardware_store, salon : 46221
Saved path: pizzeria, craft_shop, gym, pet_store, bakery, salon, jewelry_store, party_store, hardware_store, toy_store, noodle_house, tech_shop, clothing_store, cafe, bookstore : 38439
Saved path: pet_store, bakery, party_store, music_store, florist, bank, pizzeria, dentist, clothing_store, toy_store, noodle_house, tech_shop, burger_joint, gym, hardware_store : 46957
Saved path: jewelry_store, pharmacy, gelateria, florist, bank, craft_shop, pizzeria, bookstore, cafe, grocery_store, toy_store, noodle_house, burger_joint, bakery, pet_store : 40330
Saved path: bike_shop, bakery, hardware_store, gym, toy_store, noodle_house, tech_shop, clothing_store, dentist, craft_shop, bank, gelateria, barber_shop, jewelry_store, salon : 41720
Saved path: cafe, dentist, craft_shop, bank, florist, music_store, gelateria, pharmacy, party_store, bakery, pet_store, hardware_store, toy_store, clothing_store, tech_shop : 43647
Saved path: bank, gym, pizzeria, dentist, cafe, grocery_store, clothing_store, tech_shop, toy_store, barber_shop, jewelry_store, bakery, bike_shop, salon, music_store : 43616
Saved path: gelateria, music_store, florist, craft_shop, dentist, cafe, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, salon, bakery : 36908
Saved path: pizzeria, gym, party_store, bike_shop, pet_store, bakery, jewelry_store, barber_shop, toy_store, noodle_house, burger_joint, cafe, dentist, craft_shop, bank : 45277
Saved path: gelateria, pharmacy, party_store, bakery, jewelry_store, hardware_store, burger_joint, tech_shop, toy_store, clothing_store, grocery_store, dentist, cafe, bookstore, bank : 35580
Saved path: florist, music_store, gelateria, pharmacy, party_store, bakery, barber_shop, toy_store, tech_shop, burger_joint, bookstore, cafe, grocery_store, dentist, bank : 38616
Saved path: party_store, pharmacy, music_store, florist, pizzeria, bookstore, burger_joint, dentist, grocery_store, toy_store, gym, bakery, pet_store, bike_shop, salon : 48551
Saved path: hardware_store, gym, burger_joint, tech_shop, toy_store, clothing_store, grocery_store, dentist, bank, gelateria, party_store, jewelry_store, salon, bakery, pet_store : 47230
Saved path: bank, florist, music_store, gelateria, bakery, barber_shop, jewelry_store, hardware_store, gym, toy_store, noodle_house, clothing_store, cafe, dentist, pizzeria : 42122
Saved path: bookstore, pizzeria, craft_shop, bank, florist, gelateria, party_store, salon, bakery, barber_shop, jewelry_store, hardware_store, toy_store, grocery_store, dentist : 37833
Saved path: bookstore, cafe, clothing_store, noodle_house, toy_store, barber_shop, jewelry_store, bakery, pet_store, bike_shop, party_store, pharmacy, gelateria, florist, craft_shop : 42833
Saved path: party_store, pharmacy, gelateria, florist, bank, gym, bookstore, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, barber_shop, bakery, bike_shop : 36870
Saved path: clothing_store, grocery_store, cafe, dentist, craft_shop, pizzeria, bank, pharmacy, barber_shop, salon, bakery, pet_store, hardware_store, burger_joint, toy_store : 47944
Saved path: craft_shop, pizzeria, bank, florist, gelateria, pharmacy, party_store, salon, bike_shop, bakery, burger_joint, tech_shop, toy_store, clothing_store, dentist : 34006
Saved path: gym, pizzeria, bookstore, cafe, dentist, grocery_store, clothing_store, toy_store, barber_shop, bakery, pharmacy, gelateria, music_store, bank, craft_shop : 41314
Saved path: bakery, party_store, florist, bank, craft_shop, cafe, burger_joint, tech_shop, clothing_store, toy_store, barber_shop, jewelry_store, salon, bike_shop, pet_store : 42913
Saved path: toy_store, grocery_store, dentist, bookstore, pizzeria, craft_shop, florist, pharmacy, party_store, salon, bike_shop, bakery, burger_joint, tech_shop, noodle_house : 35370
Saved path: tech_shop, clothing_store, toy_store, barber_shop, bakery, pet_store, party_store, gelateria, music_store, bank, dentist, cafe, bookstore, burger_joint, noodle_house : 49844
Saved path: tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, bakery, bike_shop, salon, pharmacy, music_store, florist, bank, bookstore, cafe, burger_joint : 34139
Saved path: clothing_store, cafe, bookstore, pizzeria, florist, music_store, gelateria, pharmacy, party_store, bike_shop, pet_store, bakery, barber_shop, toy_store, noodle_house : 44923
Saved path: barber_shop, jewelry_store, hardware_store, burger_joint, tech_shop, toy_store, clothing_store, dentist, bookstore, pizzeria, florist, music_store, salon, bike_shop, bakery : 43861
Saved path: bakery, salon, party_store, pharmacy, music_store, florist, craft_shop, pizzeria, bookstore, dentist, grocery_store, clothing_store, noodle_house, toy_store, barber_shop : 38119
Saved path: pet_store, bakery, salon, jewelry_store, barber_shop, gelateria, florist, bank, pizzeria, craft_shop, dentist, tech_shop, toy_store, gym, hardware_store : 49087
Saved path: hardware_store, bookstore, pizzeria, bank, florist, craft_shop, dentist, grocery_store, noodle_house, toy_store, barber_shop, bakery, pet_store, bike_shop, party_store : 49854
Saved path: bike_shop, party_store, pharmacy, music_store, florist, bank, gym, noodle_house, clothing_store, cafe, burger_joint, hardware_store, jewelry_store, bakery, pet_store : 45047
Saved path: burger_joint, tech_shop, noodle_house, toy_store, gym, hardware_store, jewelry_store, bakery, pharmacy, gelateria, music_store, pizzeria, craft_shop, dentist, bookstore : 39896
Saved path: clothing_store, grocery_store, cafe, burger_joint, hardware_store, gym, craft_shop, florist, music_store, pharmacy, party_store, bakery, pet_store, barber_shop, toy_store : 45726
Saved path: gelateria, music_store, pharmacy, bike_shop, pet_store, bakery, barber_shop, noodle_house, clothing_store, grocery_store, cafe, bookstore, burger_joint, gym, bank : 47957
Saved path: toy_store, noodle_house, tech_shop, bookstore, bank, music_store, gelateria, pharmacy, party_store, salon, bike_shop, pet_store, bakery, barber_shop, hardware_store : 45270
Saved path: barber_shop, noodle_house, grocery_store, cafe, bookstore, burger_joint, hardware_store, gym, craft_shop, florist, gelateria, pharmacy, party_store, bakery, jewelry_store : 34749
Saved path: bakery, pet_store, bike_shop, jewelry_store, barber_shop, toy_store, clothing_store, grocery_store, tech_shop, bookstore, pizzeria, gym, bank, florist, pharmacy : 45367
Saved path: dentist, cafe, bookstore, pizzeria, craft_shop, gelateria, party_store, bakery, pet_store, barber_shop, jewelry_store, hardware_store, gym, toy_store, clothing_store : 50706
Saved path: tech_shop, burger_joint, jewelry_store, bike_shop, pet_store, bakery, pharmacy, music_store, gelateria, bank, dentist, cafe, clothing_store, toy_store, noodle_house : 48534
Saved path: salon, bakery, jewelry_store, hardware_store, gym, toy_store, noodle_house, tech_shop, bookstore, pizzeria, craft_shop, bank, music_store, pharmacy, party_store : 32549
