Saved path: bookstore, pizzeria, gym, craft_shop, gelateria, pharmacy, pet_store, bakery, salon, jewelry_store, barber_shop, toy_store, clothing_store, tech_shop, burger_joint : 45487
Saved path: pet_store, bakery, party_store, pharmacy, florist, pizzeria, bookstore, burger_joint, tech_shop, grocery_store, clothing_store, toy_store, hardware_store, jewelry_store, bike_shop : 41756
Saved path: music_store, pharmacy, pet_store, bakery, jewelry_store, hardware_store, burger_joint, tech_shop, toy_store, clothing_store, dentist, bookstore, pizzeria, craft_shop, florist : 48789
Saved path: bakery, party_store, gym, bank, dentist, cafe, bookstore, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, salon, bike_shop, pet_store : 45468
Saved path: toy_store, clothing_store, tech_shop, cafe, bookstore, pizzeria, gym, craft_shop, music_store, pharmacy, party_store, salon, pet_store, bakery, barber_shop : 47287
Saved path: gym, hardware_store, jewelry_store, bike_shop, salon, pharmacy, toy_store, tech_shop, clothing_store, grocery_store, dentist, cafe, bookstore, pizzeria, craft_shop : 40387
Saved path: pizzeria, bank, pharmacy, salon, bike_shop, bakery, jewelry_store, barber_shop, toy_store, noodle_house, tech_shop, clothing_store, dentist, cafe, bookstore : 38106
Saved path: bike_shop, salon, pharmacy, gym, craft_shop, pizzeria, bookstore, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, barber_shop, bakery, pet_store : 44843
Saved path: pet_store, hardware_store, gym, toy_store, noodle_house, tech_shop, cafe, pizzeria, craft_shop, music_store, gelateria, pharmacy, party_store, salon, bakery : 41984
Saved path: barber_shop, jewelry_store, pet_store, bakery, salon, party_store, pharmacy, gelateria, bank, craft_shop, cafe, grocery_store, clothing_store, noodle_house, toy_store : 41442
Saved path: bakery, party_store, pharmacy, gelateria, florist, craft_shop, dentist, grocery_store, clothing_store, toy_store, noodle_house, tech_shop, burger_joint, gym, pet_store : 43298
Saved path: party_store, salon, bike_shop, gym, burger_joint, tech_shop, noodle_house, toy_store, grocery_store, dentist, bookstore, pizzeria, craft_shop, florist, gelateria : 38744
Saved path: cafe, clothing_store, toy_store, noodle_house, tech_shop, burger_joint, pet_store, bike_shop, pharmacy, party_store, jewelry_store, hardware_store, gym, craft_shop, bookstore : 45158
Saved path: gym, hardware_store, pet_store, bakery, party_store, gelateria, florist, bank, pizzeria, craft_shop, dentist, grocery_store, tech_shop, noodle_house, toy_store : 43893
Saved path: bookstore, cafe, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, barber_shop, bakery, pet_store, pharmacy, gelateria, music_store, bank, craft_shop : 43877
Saved path: bakery, party_store, gelateria, florist, bank, craft_shop, bookstore, grocery_store, clothing_store, noodle_house, toy_store, gym, hardware_store, jewelry_store, barber_shop : 35289
Saved path: jewelry_store, salon, bike_shop, party_store, gelateria, music_store, craft_shop, dentist, cafe, bookstore, tech_shop, grocery_store, clothing_store, toy_store, hardware_store : 41069
Saved path: clothing_store, toy_store, hardware_store, salon, bike_shop, pet_store, bakery, barber_shop, pharmacy, gelateria, florist, craft_shop, pizzeria, bookstore, burger_joint : 45436
Saved path: barber_shop, toy_store, noodle_house, tech_shop, clothing_store, dentist, cafe, burger_joint, gym, hardware_store, pharmacy, gelateria, music_store, bakery, jewelry_store : 41735
Saved path: pet_store, bike_shop, salon, pharmacy, gelateria, music_store, florist, gym, burger_joint, bookstore, tech_shop, noodle_house, toy_store, barber_shop, bakery : 46478
Saved path: burger_joint, dentist, craft_shop, pizzeria, bank, florist, music_store, pharmacy, bakery, jewelry_store, barber_shop, toy_store, clothing_store, tech_shop, noodle_house : 37744
Saved path: pet_store, bike_shop, salon, jewelry_store, hardware_store, gym, toy_store, noodle_house, clothing_store, grocery_store, bookstore, pizzeria, florist, music_store, party_store : 46316
Saved path: bakery, pet_store, bike_shop, pharmacy, bank, pizzeria, craft_shop, dentist, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, hardware_store, jewelry_store : 45550
Saved path: bakery, party_store, pharmacy, gelateria, craft_shop, cafe, grocery_store, clothing_store, toy_store, tech_shop, burger_joint, hardware_store, salon, bike_shop, pet_store : 40513
Saved path: bakery, pet_store, bike_shop, hardware_store, gym, toy_store, clothing_store, cafe, dentist, pizzeria, bank, florist, gelateria, party_store, barber_shop : 51266
Saved path: florist, bank, craft_shop, gym, bookstore, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, salon, bakery, pharmacy, gelateria, music_store : 34718
Saved path: clothing_store, dentist, pizzeria, bank, florist, music_store, pharmacy, bakery, pet_store, bike_shop, salon, jewelry_store, hardware_store, toy_store, noodle_house : 47868
Saved path: jewelry_store, bike_shop, party_store, music_store, craft_shop, pizzeria, bookstore, cafe, clothing_store, toy_store, noodle_house, tech_shop, burger_joint, gym, hardware_store : 38682
Saved path: bakery, party_store, pharmacy, gelateria, florist, bank, bookstore, cafe, grocery_store, tech_shop, toy_store, hardware_store, salon, bike_shop, pet_store : 38785
Saved path: florist, gelateria, barber_shop, bakery, bike_shop, salon, hardware_store, gym, toy_store, tech_shop, burger_joint, dentist, cafe, bookstore, pizzeria : 43302
Saved path: grocery_store, dentist, bookstore, pizzeria, craft_shop, bank, gelateria, music_store, salon, bike_shop, bakery, jewelry_store, gym, toy_store, noodle_house : 42987
Saved path: dentist, craft_shop, bank, florist, pharmacy, party_store, jewelry_store, barber_shop, bakery, pet_store, hardware_store, gym, bookstore, clothing_store, grocery_store : 48548
Saved path: craft_shop, dentist, cafe, grocery_store, tech_shop, noodle_house, toy_store, gym, hardware_store, pet_store, bike_shop, party_store, gelateria, music_store, florist : 48087
Saved path: bike_shop, bakery, barber_shop, gelateria, music_store, craft_shop, dentist, clothing_store, toy_store, noodle_house, tech_shop, bookstore, burger_joint, hardware_store, salon : 44462
Saved path: bakery, salon, jewelry_store, barber_shop, toy_store, noodle_house, clothing_store, bookstore, pizzeria, craft_shop, bank, florist, gelateria, pharmacy, pet_store : 41254
Saved path: music_store, gelateria, pharmacy, party_store, salon, bike_shop, bakery, jewelry_store, barber_shop, toy_store, noodle_house, bookstore, dentist, craft_shop, bank : 39458
Saved path: pet_store, bakery, jewelry_store, barber_shop, toy_store, clothing_store, noodle_house, burger_joint, bookstore, pizzeria, craft_shop, bank, gelateria, pharmacy, party_store : 41436
Saved path: bookstore, pizzeria, craft_shop, music_store, pharmacy, party_store, salon, bike_shop, bakery, jewelry_store, gym, toy_store, noodle_house, grocery_store, cafe : 36679
Saved path: dentist, cafe, bookstore, pizzeria, bank, music_store, party_store, salon, bike_shop, bakery, jewelry_store, barber_shop, toy_store, noodle_house, tech_shop : 39488
Saved path: pet_store, bakery, salon, party_store, pharmacy, music_store, florist, pizzeria, bookstore, cafe, dentist, grocery_store, noodle_house, toy_store, hardware_store : 45040
Saved path: bike_shop, salon, jewelry_store, gym, craft_shop, dentist, cafe, bookstore, burger_joint, noodle_house, clothing_store, toy_store, pharmacy, bakery, pet_store : 49148
Saved path: craft_shop, pizzeria, cafe, tech_shop, clothing_store, toy_store, gym, hardware_store, jewelry_store, bakery, pet_store, bike_shop, party_store, florist, bank : 44301
Saved path: toy_store, grocery_store, cafe, dentist, bank, florist, gym, bakery, pet_store, bike_shop, salon, jewelry_store, hardware_store, burger_joint, noodle_house : 44132
Saved path: pharmacy, music_store, bank, pizzeria, dentist, burger_joint, noodle_house, toy_store, gym, hardware_store, jewelry_store, barber_shop, bakery, pet_store, salon : 51567
Saved path: toy_store, noodle_house, clothing_store, cafe, hardware_store, gym, craft_shop, gelateria, party_store, bakery, pet_store, bike_shop, salon, jewelry_store, barber_shop : 46644
Saved path: hardware_store, gym, toy_store, noodle_house, grocery_store, cafe, bookstore, pizzeria, florist, music_store, party_store, salon, bike_shop, pet_store, bakery : 43515
Saved path: music_store, gelateria, pharmacy, party_store, bike_shop, bakery, barber_shop, jewelry_store, hardware_store, gym, toy_store, dentist, pizzeria, bank, florist : 43823
Saved path: bakery, bike_shop, party_store, pharmacy, music_store, bank, pizzeria, bookstore, cafe, tech_shop, noodle_house, toy_store, gym, hardware_store, barber_shop : 38529
Saved path: craft_shop, pizzeria, music_store, pharmacy, bike_shop, pet_store, bakery, barber_shop, hardware_store, toy_store, noodle_house, tech_shop, clothing_store, grocery_store, dentist : 51195
Saved path: toy_store, noodle_house, tech_shop, clothing_store, cafe, dentist, craft_shop, pizzeria, bank, florist, gelateria, pharmacy, salon, bike_shop, bakery : 33955
Saved path: bakery, party_store, gelateria, music_store, florist, pizzeria, dentist, cafe, burger_joint, noodle_house, clothing_store, toy_store, barber_shop, jewelry_store, bike_shop : 41564
Saved path: toy_store, noodle_house, tech_shop, burger_joint, bookstore, dentist, craft_shop, pizzeria, bank, gelateria, pharmacy, pet_store, bakery, jewelry_store, barber_shop : 45874
Saved path: florist, craft_shop, dentist, cafe, grocery_store, clothing_store, toy_store, noodle_house, tech_shop, bookstore, burger_joint, gym, pet_store, jewelry_store, gelateria : 48539
Saved path: bakery, pet_store, bike_shop, party_store, gelateria, music_store, florist, dentist, cafe, grocery_store, clothing_store, tech_shop, toy_store, gym, jewelry_store : 50165
Saved path: barber_shop, jewelry_store, pet_store, bakery, gelateria, music_store, florist, gym, pizzeria, craft_shop, dentist, cafe, bookstore, noodle_house, toy_store : 51635
Saved path: bank, florist, party_store, pet_store, bakery, salon, jewelry_store, barber_shop, toy_store, noodle_house, tech_shop, clothing_store, grocery_store, dentist, pizzeria : 44651
Saved path: salon, bike_shop, pet_store, hardware_store, burger_joint, tech_shop, toy_store, clothing_store, dentist, bookstore, pizzeria, craft_shop, florist, music_store, party_store : 47956
Saved path: music_store, gelateria, party_store, bakery, pet_store, bike_shop, jewelry_store, toy_store, grocery_store, cafe, dentist, craft_shop, pizzeria, bank, florist : 47423
Saved path: party_store, pharmacy, gelateria, florist, bank, craft_shop, dentist, clothing_store, toy_store, tech_shop, bookstore, burger_joint, hardware_store, pet_store, bakery : 43236
Saved path: pharmacy, party_store, bakery, pet_store, barber_shop, jewelry_store, hardware_store, toy_store, clothing_store, dentist, burger_joint, bookstore, pizzeria, craft_shop, florist : 48502
Saved path: hardware_store, gym, craft_shop, pizzeria, bookstore, burger_joint, cafe, dentist, grocery_store, toy_store, jewelry_store, bike_shop, salon, party_store, pharmacy : 40548
Saved path: florist, bank, craft_shop, bookstore, cafe, tech_shop, noodle_house, toy_store, gym, pet_store, bakery, salon, jewelry_store, party_store, music_store : 43140
Saved path: pizzeria, florist, music_store, pharmacy, party_store, salon, bike_shop, bakery, burger_joint, tech_shop, noodle_house, toy_store, grocery_store, dentist, bookstore : 37461
Saved path: music_store, craft_shop, pizzeria, bookstore, cafe, dentist, grocery_store, noodle_house, toy_store, gym, bakery, bike_shop, salon, party_store, gelateria : 40230
Saved path: tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, bakery, bike_shop, salon, party_store, pharmacy, gym, burger_joint, bookstore, cafe, clothing_store : 34831
Saved path: barber_shop, jewelry_store, salon, bakery, party_store, gelateria, music_store, florist, gym, pizzeria, craft_shop, dentist, clothing_store, tech_shop, toy_store : 40957
Saved path: craft_shop, dentist, cafe, bookstore, burger_joint, tech_shop, clothing_store, toy_store, gym, hardware_store, pet_store, bike_shop, party_store, pharmacy, music_store : 49720
Saved path: party_store, bakery, pet_store, bike_shop, jewelry_store, burger_joint, noodle_house, toy_store, clothing_store, dentist, cafe, bookstore, pizzeria, craft_shop, gelateria : 47808
Saved path: burger_joint, gym, bike_shop, pet_store, bakery, jewelry_store, party_store, pharmacy, music_store, bank, craft_shop, bookstore, grocery_store, toy_store, noodle_house : 46781
Saved path: bookstore, cafe, dentist, grocery_store, clothing_store, toy_store, barber_shop, jewelry_store, bakery, party_store, pharmacy, music_store, florist, craft_shop, gym : 40244
Saved path: bakery, pet_store, bike_shop, jewelry_store, barber_shop, toy_store, noodle_house, burger_joint, cafe, clothing_store, grocery_store, dentist, bank, florist, party_store : 47163
Saved path: craft_shop, florist, music_store, party_store, bakery, pet_store, salon, jewelry_store, barber_shop, toy_store, noodle_house, grocery_store, cafe, bookstore, pizzeria : 43286
Saved path: tech_shop, burger_joint, noodle_house, toy_store, barber_shop, jewelry_store, bike_shop, bakery, party_store, pharmacy, florist, pizzeria, dentist, grocery_store, clothing_store : 38671
Saved path: bike_shop, bakery, party_store, barber_shop, toy_store, noodle_house, burger_joint, clothing_store, grocery_store, dentist, craft_shop, florist, bank, pizzeria, gym : 41339
Saved path: bike_shop, pet_store, bakery, pharmacy, gelateria, bank, craft_shop, pizzeria, bookstore, burger_joint, dentist, clothing_store, toy_store, barber_shop, jewelry_store : 48671
Saved path: pharmacy, party_store, salon, bakery, barber_shop, hardware_store, gym, toy_store, noodle_house, cafe, bookstore, pizzeria, bank, florist, gelateria : 33780
Saved path: jewelry_store, barber_shop, bakery, party_store, pharmacy, music_store, florist, bank, bookstore, burger_joint, noodle_house, tech_shop, clothing_store, toy_store, hardware_store : 34838
Saved path: bike_shop, salon, party_store, toy_store, noodle_house, tech_shop, burger_joint, dentist, cafe, bookstore, pizzeria, bank, gym, bakery, pet_store : 42918
