Saved path: tech_shop, toy_store, barber_shop, jewelry_store, salon, bakery, pet_store, gelateria, music_store, party_store, hardware_store, gym, bookstore, dentist, grocery_store : 53812
Saved path: noodle_house, toy_store, grocery_store, bookstore, pizzeria, bank, florist, gelateria, pharmacy, party_store, bike_shop, pet_store, bakery, burger_joint, tech_shop : 39316
Saved path: gym, burger_joint, tech_shop, toy_store, clothing_store, grocery_store, cafe, bookstore, bank, florist, gelateria, pharmacy, salon, bike_shop, bakery : 32453
Saved path: salon, bakery, pet_store, hardware_store, burger_joint, bookstore, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, barber_shop, music_store, pharmacy, party_store : 45593
Saved path: party_store, bakery, bike_shop, jewelry_store, hardware_store, gym, toy_store, noodle_house, clothing_store, grocery_store, dentist, bookstore, pizzeria, bank, florist : 39930
Saved path: party_store, pharmacy, music_store, florist, bank, craft_shop, pizzeria, bookstore, noodle_house, toy_store, barber_shop, jewelry_store, bakery, pet_store, bike_shop : 42561
Saved path: music_store, florist, bank, pizzeria, dentist, grocery_store, clothing_store, tech_shop, toy_store, hardware_store, salon, bike_shop, pet_store, bakery, barber_shop : 50991
Saved path: jewelry_store, gym, toy_store, clothing_store, tech_shop, burger_joint, bookstore, pizzeria, craft_shop, bank, gelateria, party_store, salon, bakery, pet_store : 42907
Saved path: cafe, bookstore, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, pet_store, bakery, gelateria, florist, gym, pizzeria, craft_shop, dentist : 48992
Saved path: cafe, bookstore, craft_shop, florist, gelateria, pharmacy, party_store, barber_shop, bakery, pet_store, hardware_store, toy_store, tech_shop, clothing_store, grocery_store : 43540
Saved path: salon, bike_shop, pet_store, bakery, gym, craft_shop, bank, cafe, clothing_store, toy_store, noodle_house, tech_shop, burger_joint, hardware_store, party_store : 40070
Saved path: pharmacy, music_store, florist, bank, craft_shop, pizzeria, gym, hardware_store, noodle_house, grocery_store, toy_store, barber_shop, bakery, salon, party_store : 37080
Saved path: tech_shop, clothing_store, dentist, cafe, bookstore, bank, gelateria, pharmacy, bakery, barber_shop, jewelry_store, hardware_store, gym, toy_store, noodle_house : 40615
Saved path: burger_joint, tech_shop, noodle_house, toy_store, gym, bike_shop, pet_store, bakery, pharmacy, gelateria, music_store, florist, pizzeria, bookstore, cafe : 42735
Saved path: bakery, pet_store, hardware_store, gym, toy_store, noodle_house, burger_joint, bookstore, cafe, grocery_store, dentist, craft_shop, gelateria, pharmacy, barber_shop : 51719
Saved path: bookstore, dentist, clothing_store, noodle_house, toy_store, barber_shop, bakery, pet_store, bike_shop, pharmacy, gelateria, music_store, florist, gym, pizzeria : 54357
Saved path: hardware_store, gym, burger_joint, tech_shop, toy_store, clothing_store, dentist, cafe, bookstore, pizzeria, music_store, pet_store, bakery, salon, jewelry_store : 51407
Saved path: clothing_store, grocery_store, cafe, burger_joint, gym, pizzeria, florist, party_store, jewelry_store, bike_shop, pet_store, hardware_store, toy_store, noodle_house, tech_shop : 44497
Saved path: music_store, bank, dentist, cafe, burger_joint, tech_shop, toy_store, gym, jewelry_store, salon, pet_store, bakery, party_store, pharmacy, gelateria : 47718
Saved path: noodle_house, toy_store, gym, hardware_store, salon, bike_shop, pet_store, bakery, barber_shop, gelateria, pizzeria, craft_shop, dentist, cafe, bookstore : 52183
Saved path: burger_joint, noodle_house, tech_shop, grocery_store, clothing_store, toy_store, barber_shop, bakery, bike_shop, pharmacy, music_store, florist, pizzeria, dentist, cafe : 41691
Saved path: music_store, gelateria, party_store, salon, bike_shop, pet_store, bakery, barber_shop, toy_store, gym, burger_joint, bookstore, dentist, craft_shop, pizzeria : 53743
Saved path: bank, pizzeria, bookstore, grocery_store, tech_shop, noodle_house, toy_store, hardware_store, jewelry_store, bike_shop, bakery, party_store, pharmacy, gelateria, music_store : 35088
Saved path: bike_shop, salon, party_store, pharmacy, music_store, pizzeria, craft_shop, dentist, grocery_store, clothing_store, toy_store, noodle_house, tech_shop, burger_joint, gym : 38718
Saved path: bank, gelateria, party_store, salon, bike_shop, bakery, barber_shop, toy_store, clothing_store, dentist, cafe, burger_joint, hardware_store, gym, craft_shop : 42015
Saved path: gym, hardware_store, jewelry_store, barber_shop, bakery, salon, gelateria, florist, bookstore, cafe, dentist, grocery_store, tech_shop, noodle_house, toy_store : 40778
Saved path: pharmacy, gelateria, florist, bank, craft_shop, pizzeria, bookstore, clothing_store, tech_shop, noodle_house, toy_store, gym, hardware_store, bakery, barber_shop : 35426
Saved path: bank, bookstore, burger_joint, cafe, dentist, grocery_store, toy_store, hardware_store, jewelry_store, barber_shop, bakery, salon, party_store, pharmacy, florist : 37714
Saved path: burger_joint, hardware_store, gym, craft_shop, music_store, salon, pet_store, bakery, barber_shop, toy_store, noodle_house, tech_shop, grocery_store, cafe, bookstore : 48622
Saved path: bakery, barber_shop, music_store, florist, bank, pizzeria, dentist, cafe, burger_joint, tech_shop, noodle_house, toy_store, gym, hardware_store, bike_shop : 44030
Saved path: grocery_store, clothing_store, toy_store, gym, hardware_store, pet_store, bakery, salon, jewelry_store, party_store, pharmacy, music_store, craft_shop, dentist, cafe : 47840
Saved path: toy_store, tech_shop, grocery_store, cafe, bookstore, pizzeria, bank, florist, music_store, gelateria, pharmacy, party_store, bakery, bike_shop, jewelry_store : 34039
Saved path: bookstore, burger_joint, tech_shop, grocery_store, clothing_store, toy_store, gym, hardware_store, pet_store, jewelry_store, pharmacy, gelateria, florist, craft_shop, pizzeria : 43778
Saved path: pharmacy, gelateria, music_store, bank, craft_shop, dentist, grocery_store, clothing_store, noodle_house, bookstore, burger_joint, gym, bakery, bike_shop, jewelry_store : 42110
Saved path: bakery, jewelry_store, hardware_store, toy_store, clothing_store, grocery_store, burger_joint, bookstore, pizzeria, craft_shop, florist, gelateria, pharmacy, party_store, pet_store : 40702
Saved path: toy_store, noodle_house, burger_joint, dentist, bookstore, pizzeria, bank, florist, music_store, pharmacy, jewelry_store, bakery, pet_store, hardware_store, gym : 49398
Saved path: gym, hardware_store, bakery, bike_shop, party_store, pharmacy, gelateria, music_store, pizzeria, bookstore, cafe, dentist, grocery_store, clothing_store, toy_store : 39666
Saved path: gelateria, bank, pizzeria, bookstore, dentist, clothing_store, toy_store, noodle_house, tech_shop, burger_joint, gym, bakery, pet_store, jewelry_store, music_store : 50985
Saved path: salon, bakery, pet_store, jewelry_store, barber_shop, toy_store, tech_shop, burger_joint, cafe, dentist, bookstore, pizzeria, florist, gelateria, pharmacy : 46063
Saved path: barber_shop, jewelry_store, salon, bike_shop, bakery, party_store, music_store, florist, bank, gym, hardware_store, burger_joint, bookstore, clothing_store, toy_store : 39114
Saved path: barber_shop, party_store, pharmacy, bike_shop, pet_store, bakery, gym, craft_shop, dentist, cafe, bookstore, burger_joint, tech_shop, noodle_house, toy_store : 48559
Saved path: burger_joint, bookstore, pizzeria, florist, music_store, gelateria, pharmacy, salon, bike_shop, pet_store, bakery, toy_store, clothing_store, tech_shop, noodle_house : 41678
Saved path: bike_shop, party_store, pharmacy, music_store, florist, pizzeria, craft_shop, dentist, grocery_store, clothing_store, toy_store, tech_shop, burger_joint, bakery, pet_store : 45194
Saved path: burger_joint, gym, pizzeria, bank, florist, gelateria, bike_shop, bakery, jewelry_store, barber_shop, toy_store, noodle_house, grocery_store, dentist, bookstore : 43134
Saved path: toy_store, hardware_store, jewelry_store, bakery, pharmacy, gelateria, music_store, florist, bank, gym, cafe, grocery_store, clothing_store, tech_shop, noodle_house : 34257
Saved path: grocery_store, cafe, burger_joint, pizzeria, craft_shop, gelateria, bike_shop, pet_store, bakery, jewelry_store, barber_shop, toy_store, noodle_house, tech_shop, clothing_store : 44346
Saved path: bike_shop, jewelry_store, hardware_store, gym, burger_joint, noodle_house, toy_store, clothing_store, dentist, bookstore, pizzeria, music_store, pharmacy, party_store, pet_store : 52631
Saved path: bank, craft_shop, pizzeria, bookstore, burger_joint, noodle_house, clothing_store, toy_store, barber_shop, bakery, pet_store, bike_shop, salon, party_store, pharmacy : 42604
Saved path: bakery, pet_store, bike_shop, gym, burger_joint, bookstore, tech_shop, toy_store, clothing_store, grocery_store, dentist, bank, music_store, party_store, jewelry_store : 51597
Saved path: bakery, jewelry_store, barber_shop, toy_store, noodle_house, clothing_store, grocery_store, dentist, cafe, bookstore, gym, party_store, pharmacy, salon, bike_shop : 39906
Saved path: toy_store, clothing_store, grocery_store, dentist, bank, florist, music_store, pharmacy, salon, bakery, pet_store, gym, burger_joint, tech_shop, noodle_house : 45719
Saved path: burger_joint, noodle_house, toy_store, clothing_store, grocery_store, bookstore, pizzeria, craft_shop, florist, gelateria, party_store, jewelry_store, salon, bike_shop, pet_store : 42253
Saved path: pharmacy, party_store, salon, bike_shop, bakery, barber_shop, toy_store, noodle_house, tech_shop, burger_joint, bookstore, pizzeria, craft_shop, bank, music_store : 34022
Saved path: dentist, bookstore, burger_joint, hardware_store, gym, bank, florist, gelateria, bakery, bike_shop, jewelry_store, barber_shop, toy_store, noodle_house, clothing_store : 43874
Saved path: clothing_store, grocery_store, cafe, gym, craft_shop, florist, music_store, gelateria, pharmacy, party_store, bike_shop, pet_store, bakery, jewelry_store, toy_store : 45424
Saved path: noodle_house, tech_shop, grocery_store, bookstore, burger_joint, gym, craft_shop, florist, gelateria, pharmacy, party_store, bike_shop, pet_store, bakery, toy_store : 42411
Saved path: noodle_house, clothing_store, grocery_store, dentist, burger_joint, bookstore, bank, florist, gym, hardware_store, salon, bakery, jewelry_store, barber_shop, toy_store : 35480
Saved path: gym, toy_store, tech_shop, clothing_store, grocery_store, cafe, dentist, bank, florist, gelateria, party_store, barber_shop, bakery, pet_store, hardware_store : 49445
Saved path: cafe, dentist, pizzeria, gelateria, pharmacy, party_store, pet_store, salon, jewelry_store, gym, burger_joint, noodle_house, toy_store, clothing_store, grocery_store : 47692
Saved path: jewelry_store, bike_shop, pet_store, burger_joint, tech_shop, noodle_house, toy_store, clothing_store, grocery_store, dentist, cafe, bookstore, pizzeria, gelateria, pharmacy : 47627
Saved path: pet_store, party_store, pharmacy, music_store, bank, craft_shop, pizzeria, gym, hardware_store, burger_joint, tech_shop, grocery_store, toy_store, barber_shop, bakery : 47088
Saved path: cafe, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, jewelry_store, pet_store, bakery, salon, pharmacy, music_store, bank, pizzeria, bookstore : 41766
Saved path: toy_store, tech_shop, grocery_store, dentist, craft_shop, bank, florist, music_store, pharmacy, party_store, bike_shop, bakery, barber_shop, jewelry_store, hardware_store : 40399
Saved path: bookstore, dentist, grocery_store, clothing_store, toy_store, barber_shop, bakery, bike_shop, pharmacy, gelateria, pizzeria, craft_shop, gym, hardware_store, burger_joint : 44445
Saved path: hardware_store, salon, bike_shop, pet_store, bakery, gelateria, music_store, florist, bank, craft_shop, pizzeria, cafe, grocery_store, noodle_house, toy_store : 42182
Saved path: jewelry_store, pharmacy, gelateria, florist, craft_shop, dentist, cafe, bookstore, grocery_store, clothing_store, noodle_house, gym, hardware_store, pet_store, bakery : 47652
Saved path: salon, pharmacy, music_store, florist, craft_shop, pizzeria, bookstore, grocery_store, clothing_store, toy_store, noodle_house, tech_shop, burger_joint, hardware_store, pet_store : 41213
Saved path: bookstore, pizzeria, bank, florist, music_store, pharmacy, party_store, jewelry_store, bakery, gym, toy_store, clothing_store, grocery_store, cafe, burger_joint : 33063
Saved path: bakery, jewelry_store, barber_shop, toy_store, noodle_house, tech_shop, grocery_store, cafe, dentist, gym, pizzeria, bank, florist, pharmacy, party_store : 37413
Saved path: burger_joint, gym, pizzeria, bank, florist, pharmacy, party_store, bakery, pet_store, jewelry_store, barber_shop, toy_store, clothing_store, grocery_store, cafe : 41836
Saved path: noodle_house, toy_store, clothing_store, dentist, bookstore, pizzeria, craft_shop, bank, gelateria, pharmacy, bakery, pet_store, hardware_store, burger_joint, tech_shop : 44346
Saved path: tech_shop, noodle_house, toy_store, barber_shop, bakery, salon, party_store, pharmacy, music_store, bank, gym, pizzeria, craft_shop, dentist, burger_joint : 39904
Saved path: cafe, tech_shop, noodle_house, toy_store, hardware_store, jewelry_store, barber_shop, bakery, bike_shop, pharmacy, gelateria, music_store, pizzeria, craft_shop, dentist : 41386
Saved path: cafe, burger_joint, hardware_store, gym, bank, florist, music_store, pharmacy, party_store, bike_shop, pet_store, bakery, jewelry_store, barber_shop, toy_store : 46310
Saved path: hardware_store, gym, toy_store, noodle_house, burger_joint, cafe, pizzeria, florist, music_store, pharmacy, party_store, jewelry_store, salon, bakery, pet_store : 43822
Saved path: toy_store, tech_shop, grocery_store, dentist, cafe, bookstore, pizzeria, bank, florist, gelateria, pharmacy, party_store, bakery, bike_shop, jewelry_store : 36951
Saved path: gelateria, music_store, florist, craft_shop, pizzeria, bookstore, cafe, dentist, grocery_store, tech_shop, noodle_house, toy_store, gym, bike_shop, salon : 40211
Saved path: cafe, dentist, craft_shop, gym, bank, music_store, pharmacy, party_store, bakery, salon, jewelry_store, barber_shop, toy_store, clothing_store, tech_shop : 39788
Saved path: grocery_store, cafe, bookstore, pizzeria, craft_shop, bank, music_store, bike_shop, pet_store, bakery, hardware_store, gym, burger_joint, tech_shop, toy_store : 45041
Saved path: noodle_house, toy_store, barber_shop, jewelry_store, bike_shop, bakery, party_store, gelateria, bank, gym, hardware_store, burger_joint, bookstore, cafe, grocery_store : 38274
Saved path: toy_store, tech_shop, grocery_store, cafe, bookstore, burger_joint, hardware_store, gym, craft_shop, florist, music_store, gelateria, bike_shop, bakery, barber_shop : 41265
Saved path: gelateria, florist, pizzeria, dentist, cafe, tech_shop, clothing_store, toy_store, gym, hardware_store, jewelry_store, barber_shop, bakery, pet_store, bike_shop : 52246
Saved path: party_store, pharmacy, music_store, florist, bank, bookstore, tech_shop, clothing_store, toy_store, hardware_store, jewelry_store, barber_shop, bakery, pet_store, bike_shop : 46083
Saved path: toy_store, clothing_store, grocery_store, cafe, dentist, pizzeria, music_store, gelateria, jewelry_store, salon, bike_shop, gym, burger_joint, tech_shop, noodle_house : 42779
Saved path: craft_shop, dentist, cafe, burger_joint, bookstore, clothing_store, toy_store, bakery, pet_store, bike_shop, salon, jewelry_store, pharmacy, music_store, florist : 48919
Saved path: cafe, burger_joint, hardware_store, bakery, pet_store, bike_shop, salon, party_store, music_store, florist, bank, gym, toy_store, tech_shop, grocery_store : 42888
Saved path: gelateria, music_store, florist, pizzeria, bookstore, dentist, grocery_store, toy_store, noodle_house, burger_joint, hardware_store, salon, bike_shop, pet_store, bakery : 47988
Saved path: cafe, bookstore, pizzeria, craft_shop, bank, music_store, gelateria, pharmacy, bakery, jewelry_store, barber_shop, toy_store, noodle_house, clothing_store, dentist : 38340
Saved path: hardware_store, jewelry_store, barber_shop, bakery, pet_store, bike_shop, party_store, music_store, florist, pizzeria, bookstore, dentist, burger_joint, noodle_house, toy_store : 51683
Saved path: salon, music_store, gelateria, bank, craft_shop, grocery_store, clothing_store, toy_store, noodle_house, burger_joint, hardware_store, jewelry_store, barber_shop, bakery, pet_store : 47352
Saved path: pharmacy, gelateria, music_store, bank, craft_shop, bookstore, cafe, grocery_store, tech_shop, toy_store, gym, hardware_store, pet_store, bakery, party_store : 42695
Saved path: florist, pizzeria, gym, burger_joint, noodle_house, tech_shop, grocery_store, clothing_store, toy_store, barber_shop, jewelry_store, bike_shop, bakery, gelateria, music_store : 38980
Saved path: grocery_store, clothing_store, noodle_house, toy_store, jewelry_store, pet_store, bakery, salon, party_store, music_store, gelateria, bank, gym, burger_joint, cafe : 44409
Saved path: clothing_store, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, salon, bike_shop, pet_store, bakery, party_store, pharmacy, music_store, bookstore, cafe : 44494
Saved path: clothing_store, noodle_house, toy_store, gym, hardware_store, barber_shop, bakery, bike_shop, party_store, music_store, florist, bank, craft_shop, dentist, grocery_store : 43286
Saved path: tech_shop, noodle_house, toy_store, clothing_store, grocery_store, dentist, craft_shop, pizzeria, florist, gelateria, party_store, bike_shop, jewelry_store, hardware_store, burger_joint : 37793
Saved path: bakery, pet_store, bike_shop, jewelry_store, barber_shop, toy_store, tech_shop, hardware_store, gym, bank, florist, music_store, gelateria, pharmacy, party_store : 45505
Saved path: party_store, bike_shop, bakery, barber_shop, jewelry_store, hardware_store, burger_joint, tech_shop, noodle_house, toy_store, grocery_store, bookstore, florist, music_store, gelateria : 39262
Saved path: toy_store, clothing_store, tech_shop, bookstore, pizzeria, craft_shop, florist, music_store, gelateria, pharmacy, party_store, bike_shop, bakery, barber_shop, hardware_store : 38091
Saved path: bakery, pet_store, bike_shop, jewelry_store, hardware_store, toy_store, clothing_store, dentist, burger_joint, bookstore, pizzeria, bank, florist, music_store, gelateria : 50269
Saved path: pizzeria, craft_shop, dentist, cafe, tech_shop, noodle_house, toy_store, barber_shop, pet_store, bakery, salon, pharmacy, music_store, bank, gym : 49911
Saved path: bookstore, burger_joint, noodle_house, tech_shop, clothing_store, toy_store, bakery, jewelry_store, party_store, pharmacy, gelateria, music_store, craft_shop, dentist, cafe : 37739
Saved path: gelateria, pharmacy, party_store, bakery, pet_store, bike_shop, jewelry_store, hardware_store, gym, toy_store, tech_shop, grocery_store, dentist, pizzeria, florist : 48370
Saved path: hardware_store, barber_shop, bakery, pet_store, bike_shop, party_store, music_store, florist, bank, craft_shop, dentist, cafe, clothing_store, toy_store, gym : 52231
Saved path: bank, florist, music_store, gelateria, pharmacy, party_store, bakery, jewelry_store, barber_shop, toy_store, tech_shop, burger_joint, bookstore, pizzeria, craft_shop : 31181
Saved path: noodle_house, toy_store, gym, hardware_store, jewelry_store, bakery, pet_store, party_store, gelateria, music_store, bank, pizzeria, craft_shop, dentist, burger_joint : 48788
Saved path: grocery_store, clothing_store, toy_store, tech_shop, burger_joint, gym, bakery, bike_shop, jewelry_store, pharmacy, gelateria, music_store, bank, dentist, cafe : 41672
Saved path: noodle_house, tech_shop, clothing_store, cafe, bookstore, burger_joint, gym, pizzeria, bank, gelateria, bakery, bike_shop, jewelry_store, barber_shop, toy_store : 37948
Saved path: craft_shop, pizzeria, cafe, tech_shop, noodle_house, toy_store, gym, bakery, bike_shop, salon, party_store, pharmacy, gelateria, florist, bank : 30587
Saved path: gym, hardware_store, pet_store, bike_shop, salon, party_store, pharmacy, gelateria, music_store, craft_shop, bookstore, burger_joint, tech_shop, noodle_house, toy_store : 43464
Saved path: florist, gelateria, pharmacy, salon, bike_shop, pet_store, bakery, barber_shop, jewelry_store, hardware_store, toy_store, clothing_store, tech_shop, cafe, dentist : 48684
Saved path: bank, florist, music_store, gelateria, pharmacy, party_store, bakery, jewelry_store, barber_shop, toy_store, noodle_house, tech_shop, burger_joint, pizzeria, craft_shop : 31383
Saved path: noodle_house, burger_joint, gym, bike_shop, pet_store, bakery, party_store, pharmacy, gelateria, florist, bank, dentist, grocery_store, clothing_store, toy_store : 44850
Saved path: florist, music_store, gelateria, party_store, bakery, pet_store, bike_shop, jewelry_store, barber_shop, toy_store, noodle_house, grocery_store, cafe, dentist, craft_shop : 48697
Saved path: pharmacy, gelateria, florist, craft_shop, gym, burger_joint, bookstore, dentist, grocery_store, toy_store, barber_shop, jewelry_store, bike_shop, pet_store, bakery : 51201
Saved path: bike_shop, salon, hardware_store, gym, toy_store, noodle_house, tech_shop, clothing_store, bookstore, dentist, craft_shop, florist, music_store, bakery, pet_store : 49690
Saved path: hardware_store, bakery, party_store, pharmacy, gelateria, music_store, florist, bank, craft_shop, pizzeria, bookstore, cafe, noodle_house, toy_store, gym : 30686
Saved path: bank, florist, music_store, gelateria, pharmacy, bakery, barber_shop, jewelry_store, hardware_store, gym, burger_joint, cafe, clothing_store, dentist, craft_shop : 40016
Saved path: barber_shop, jewelry_store, bakery, pet_store, bike_shop, hardware_store, gym, pizzeria, bank, florist, craft_shop, dentist, cafe, grocery_store, toy_store : 44732
Saved path: bike_shop, bakery, barber_shop, toy_store, grocery_store, bookstore, burger_joint, gym, craft_shop, bank, florist, music_store, pharmacy, party_store, salon : 38236
Saved path: dentist, cafe, clothing_store, toy_store, noodle_house, burger_joint, gym, jewelry_store, salon, bakery, pet_store, music_store, florist, pizzeria, craft_shop : 49580
Saved path: noodle_house, clothing_store, dentist, pizzeria, bank, florist, music_store, pharmacy, salon, bakery, barber_shop, jewelry_store, hardware_store, gym, toy_store : 41349
Saved path: bank, florist, music_store, salon, bike_shop, bakery, barber_shop, hardware_store, gym, burger_joint, noodle_house, toy_store, grocery_store, bookstore, pizzeria : 40776
Saved path: grocery_store, clothing_store, toy_store, hardware_store, jewelry_store, bike_shop, pet_store, bakery, music_store, florist, craft_shop, dentist, cafe, burger_joint, bookstore : 49954
Saved path: bookstore, burger_joint, gym, bike_shop, salon, party_store, pharmacy, gelateria, music_store, florist, dentist, grocery_store, clothing_store, toy_store, tech_shop : 40277
Saved path: bike_shop, salon, party_store, pharmacy, hardware_store, gym, craft_shop, pizzeria, burger_joint, tech_shop, noodle_house, toy_store, barber_shop, bakery, pet_store : 43963
Saved path: salon, hardware_store, gym, toy_store, burger_joint, bookstore, dentist, craft_shop, florist, music_store, gelateria, party_store, barber_shop, bakery, pet_store : 52698
Saved path: grocery_store, clothing_store, toy_store, gym, bakery, pet_store, bike_shop, salon, party_store, pharmacy, gelateria, music_store, craft_shop, dentist, bookstore : 48556
Saved path: craft_shop, gym, bank, florist, pharmacy, bakery, bike_shop, jewelry_store, barber_shop, toy_store, clothing_store, tech_shop, bookstore, cafe, dentist : 41507
Saved path: gym, bank, music_store, pharmacy, salon, bakery, pet_store, jewelry_store, barber_shop, toy_store, tech_shop, clothing_store, grocery_store, dentist, burger_joint : 50671
Saved path: barber_shop, bakery, salon, hardware_store, gym, toy_store, noodle_house, tech_shop, clothing_store, grocery_store, dentist, bookstore, bank, gelateria, pharmacy : 41149
Saved path: hardware_store, burger_joint, bookstore, craft_shop, dentist, cafe, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, bakery, pet_store : 39968
Saved path: clothing_store, dentist, craft_shop, gelateria, pharmacy, party_store, salon, bike_shop, bakery, barber_shop, jewelry_store, hardware_store, gym, burger_joint, toy_store : 41952
Saved path: toy_store, grocery_store, dentist, craft_shop, pizzeria, bank, florist, music_store, barber_shop, bakery, pet_store, hardware_store, burger_joint, tech_shop, noodle_house : 50075
Saved path: grocery_store, clothing_store, tech_shop, toy_store, hardware_store, jewelry_store, salon, bike_shop, pet_store, party_store, pharmacy, gelateria, music_store, florist, cafe : 44554
Saved path: bookstore, cafe, dentist, bank, gelateria, pharmacy, bakery, bike_shop, jewelry_store, hardware_store, gym, toy_store, clothing_store, tech_shop, burger_joint : 41287
Saved path: florist, gym, hardware_store, burger_joint, dentist, grocery_store, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, pet_store, bakery, party_store, music_store : 51588
