Saved path: dentist, grocery_store, tech_shop, toy_store, barber_shop, jewelry_store, bike_shop, bakery, music_store, gelateria, bank, craft_shop, pizzeria, bookstore, cafe : 41484
Saved path: burger_joint, tech_shop, toy_store, clothing_store, grocery_store, cafe, dentist, craft_shop, pizzeria, bank, gelateria, music_store, bike_shop, pet_store, bakery : 46500
Saved path: hardware_store, cafe, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, bakery, pet_store, bike_shop, salon, pharmacy, music_store, florist, gym : 46489
Saved path: barber_shop, party_store, gelateria, florist, pizzeria, bookstore, burger_joint, tech_shop, clothing_store, toy_store, gym, hardware_store, pet_store, bakery, jewelry_store : 45669
Saved path: noodle_house, tech_shop, cafe, bookstore, pizzeria, craft_shop, gelateria, party_store, salon, bike_shop, pet_store, bakery, jewelry_store, hardware_store, toy_store : 40850
Saved path: bakery, barber_shop, toy_store, clothing_store, grocery_store, tech_shop, burger_joint, cafe, dentist, craft_shop, bank, music_store, party_store, salon, pet_store : 47990
Saved path: music_store, gelateria, pharmacy, party_store, bike_shop, bakery, toy_store, noodle_house, clothing_store, grocery_store, cafe, bookstore, pizzeria, bank, florist : 31531
Saved path: craft_shop, pizzeria, bank, florist, music_store, gelateria, pharmacy, bakery, jewelry_store, barber_shop, toy_store, noodle_house, grocery_store, cafe, dentist : 36931
Saved path: pharmacy, gelateria, music_store, bank, pizzeria, dentist, cafe, clothing_store, toy_store, burger_joint, jewelry_store, bike_shop, pet_store, bakery, party_store : 48885
Saved path: toy_store, clothing_store, dentist, bookstore, burger_joint, gym, craft_shop, bank, music_store, gelateria, pharmacy, bike_shop, pet_store, bakery, barber_shop : 53844
Saved path: bookstore, cafe, grocery_store, clothing_store, toy_store, noodle_house, burger_joint, hardware_store, barber_shop, bakery, pet_store, salon, pharmacy, gelateria, florist : 44157
Saved path: clothing_store, toy_store, noodle_house, bookstore, burger_joint, hardware_store, barber_shop, bakery, party_store, pharmacy, gelateria, music_store, florist, craft_shop, dentist : 41071
Saved path: bike_shop, salon, party_store, gelateria, music_store, bank, craft_shop, gym, burger_joint, noodle_house, tech_shop, clothing_store, toy_store, bakery, pet_store : 43257
Saved path: music_store, pharmacy, party_store, salon, pet_store, bakery, barber_shop, toy_store, noodle_house, grocery_store, cafe, dentist, craft_shop, gym, bank : 50434
Saved path: pet_store, bakery, salon, jewelry_store, barber_shop, toy_store, clothing_store, grocery_store, tech_shop, burger_joint, hardware_store, gym, craft_shop, pharmacy, party_store : 44054
Saved path: bike_shop, pet_store, bakery, music_store, florist, bank, pizzeria, craft_shop, dentist, bookstore, tech_shop, noodle_house, toy_store, hardware_store, jewelry_store : 48434
Saved path: bakery, party_store, pharmacy, bank, pizzeria, cafe, grocery_store, clothing_store, toy_store, noodle_house, burger_joint, hardware_store, salon, bike_shop, pet_store : 39037
Saved path: music_store, pharmacy, pet_store, bakery, jewelry_store, barber_shop, toy_store, clothing_store, grocery_store, tech_shop, burger_joint, bookstore, pizzeria, bank, florist : 42968
Saved path: music_store, pharmacy, bike_shop, pet_store, bakery, jewelry_store, hardware_store, toy_store, noodle_house, tech_shop, cafe, dentist, pizzeria, bank, florist : 46930
Saved path: burger_joint, tech_shop, noodle_house, toy_store, barber_shop, bakery, salon, party_store, pharmacy, gelateria, bank, pizzeria, craft_shop, dentist, grocery_store : 36129
Saved path: cafe, grocery_store, tech_shop, toy_store, gym, hardware_store, salon, bike_shop, pet_store, bakery, barber_shop, gelateria, pizzeria, craft_shop, dentist : 51922
Saved path: bike_shop, salon, jewelry_store, party_store, music_store, florist, pizzeria, craft_shop, dentist, cafe, grocery_store, clothing_store, toy_store, burger_joint, pet_store : 48131
Saved path: grocery_store, cafe, dentist, bank, gelateria, pharmacy, party_store, bakery, bike_shop, jewelry_store, hardware_store, burger_joint, tech_shop, toy_store, clothing_store : 37237
Saved path: dentist, bookstore, burger_joint, tech_shop, noodle_house, toy_store, hardware_store, jewelry_store, salon, party_store, gelateria, music_store, florist, pizzeria, craft_shop : 37161
Saved path: jewelry_store, hardware_store, toy_store, noodle_house, tech_shop, grocery_store, burger_joint, gym, craft_shop, music_store, pharmacy, party_store, pet_store, bakery, salon : 45009
Saved path: bakery, salon, party_store, pharmacy, gelateria, music_store, florist, craft_shop, pizzeria, gym, burger_joint, cafe, clothing_store, toy_store, barber_shop : 35549
Saved path: toy_store, clothing_store, grocery_store, cafe, dentist, craft_shop, florist, music_store, salon, bakery, barber_shop, jewelry_store, hardware_store, burger_joint, noodle_house : 39097
Saved path: bakery, pet_store, bike_shop, party_store, pharmacy, music_store, bank, craft_shop, clothing_store, tech_shop, noodle_house, toy_store, hardware_store, jewelry_store, barber_shop : 47367
Saved path: grocery_store, clothing_store, noodle_house, toy_store, gym, bakery, pet_store, bike_shop, party_store, pharmacy, music_store, florist, bank, craft_shop, dentist : 45981
Saved path: toy_store, noodle_house, clothing_store, dentist, cafe, bookstore, pizzeria, florist, music_store, gelateria, party_store, jewelry_store, salon, bakery, gym : 39619
Saved path: gelateria, music_store, florist, craft_shop, grocery_store, clothing_store, toy_store, noodle_house, burger_joint, jewelry_store, bakery, pet_store, bike_shop, salon, party_store : 44895
Saved path: jewelry_store, bakery, pet_store, bike_shop, music_store, florist, bank, craft_shop, gym, burger_joint, cafe, dentist, grocery_store, toy_store, barber_shop : 51585
Saved path: tech_shop, toy_store, hardware_store, barber_shop, bakery, bike_shop, salon, party_store, pharmacy, florist, bank, craft_shop, dentist, cafe, grocery_store : 38308
Saved path: florist, bank, craft_shop, pizzeria, bookstore, cafe, grocery_store, toy_store, noodle_house, burger_joint, pet_store, bakery, salon, jewelry_store, party_store : 40108
Saved path: clothing_store, toy_store, barber_shop, jewelry_store, pet_store, bakery, salon, music_store, gelateria, pharmacy, party_store, burger_joint, noodle_house, tech_shop, grocery_store : 43890
Saved path: hardware_store, toy_store, grocery_store, burger_joint, bookstore, pizzeria, craft_shop, bank, florist, gelateria, party_store, jewelry_store, salon, bakery, pet_store : 41234
Saved path: party_store, pharmacy, music_store, florist, pizzeria, bookstore, dentist, clothing_store, toy_store, noodle_house, tech_shop, burger_joint, bakery, bike_shop, jewelry_store : 40218
Saved path: barber_shop, toy_store, clothing_store, tech_shop, cafe, dentist, craft_shop, gym, pizzeria, florist, pharmacy, party_store, salon, bakery, pet_store : 48834
Saved path: bookstore, cafe, dentist, grocery_store, clothing_store, toy_store, gym, hardware_store, jewelry_store, bike_shop, pet_store, bakery, music_store, gelateria, pizzeria : 51719
Saved path: bakery, salon, jewelry_store, toy_store, noodle_house, tech_shop, clothing_store, grocery_store, dentist, cafe, bookstore, bank, florist, gelateria, pharmacy : 34663
Saved path: bank, craft_shop, gym, hardware_store, noodle_house, tech_shop, clothing_store, toy_store, barber_shop, bakery, pet_store, bike_shop, pharmacy, gelateria, florist : 45869
Saved path: florist, pizzeria, bookstore, tech_shop, noodle_house, toy_store, gym, hardware_store, bike_shop, pet_store, bakery, barber_shop, party_store, pharmacy, music_store : 47155
Saved path: bike_shop, pharmacy, florist, pizzeria, bookstore, cafe, tech_shop, clothing_store, toy_store, gym, hardware_store, jewelry_store, barber_shop, bakery, pet_store : 46749
Saved path: pizzeria, craft_shop, gelateria, pharmacy, bakery, pet_store, bike_shop, salon, jewelry_store, hardware_store, burger_joint, noodle_house, toy_store, grocery_store, cafe : 43099
Saved path: noodle_house, hardware_store, gym, pizzeria, bank, florist, music_store, gelateria, bike_shop, pet_store, bakery, barber_shop, toy_store, clothing_store, tech_shop : 48882
Saved path: jewelry_store, music_store, bakery, pet_store, hardware_store, gym, burger_joint, cafe, dentist, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, barber_shop : 51749
Saved path: jewelry_store, barber_shop, toy_store, noodle_house, tech_shop, clothing_store, pizzeria, craft_shop, bank, florist, music_store, gelateria, pharmacy, bakery, salon : 33453
Saved path: craft_shop, dentist, cafe, bookstore, clothing_store, tech_shop, noodle_house, toy_store, gym, jewelry_store, bike_shop, salon, pharmacy, music_store, florist : 42282
Saved path: clothing_store, toy_store, barber_shop, jewelry_store, bakery, pet_store, bike_shop, salon, pharmacy, florist, craft_shop, dentist, cafe, burger_joint, bookstore : 47614
Saved path: tech_shop, noodle_house, toy_store, clothing_store, grocery_store, bookstore, craft_shop, florist, music_store, gelateria, pharmacy, party_store, salon, bike_shop, burger_joint : 33194
Saved path: burger_joint, cafe, clothing_store, tech_shop, noodle_house, toy_store, gym, pizzeria, craft_shop, music_store, gelateria, pharmacy, salon, bakery, pet_store : 43452
Saved path: dentist, grocery_store, clothing_store, noodle_house, toy_store, hardware_store, jewelry_store, salon, bakery, pet_store, party_store, pharmacy, gelateria, music_store, bank : 46308
Saved path: cafe, bookstore, pizzeria, craft_shop, bank, music_store, gelateria, party_store, bakery, barber_shop, jewelry_store, hardware_store, toy_store, noodle_house, grocery_store : 35249
Saved path: toy_store, noodle_house, tech_shop, grocery_store, cafe, burger_joint, bookstore, craft_shop, bank, music_store, salon, bike_shop, pet_store, bakery, barber_shop : 45864
Saved path: clothing_store, grocery_store, cafe, gym, bank, florist, music_store, bakery, pet_store, bike_shop, jewelry_store, barber_shop, toy_store, noodle_house, tech_shop : 46686
Saved path: florist, music_store, gelateria, pharmacy, party_store, barber_shop, jewelry_store, bike_shop, pet_store, bakery, burger_joint, cafe, gym, craft_shop, bank : 45227
Saved path: pharmacy, music_store, gelateria, bank, pizzeria, gym, hardware_store, burger_joint, noodle_house, tech_shop, clothing_store, toy_store, barber_shop, bakery, salon : 37183
Saved path: music_store, pharmacy, party_store, salon, pet_store, bakery, barber_shop, toy_store, noodle_house, tech_shop, clothing_store, grocery_store, cafe, gym, pizzeria : 46219
Saved path: craft_shop, bank, gelateria, party_store, salon, bike_shop, bakery, gym, burger_joint, tech_shop, noodle_house, toy_store, grocery_store, cafe, dentist : 36474
Saved path: bookstore, dentist, grocery_store, clothing_store, noodle_house, toy_store, barber_shop, jewelry_store, bakery, party_store, pharmacy, florist, craft_shop, gym, pizzeria : 38823
Saved path: pharmacy, bank, craft_shop, gym, hardware_store, cafe, grocery_store, tech_shop, toy_store, barber_shop, jewelry_store, bakery, bike_shop, salon, party_store : 36343
Saved path: toy_store, barber_shop, jewelry_store, bakery, pet_store, bike_shop, salon, party_store, pharmacy, music_store, florist, craft_shop, dentist, cafe, bookstore : 47799
Saved path: pharmacy, gelateria, florist, bookstore, dentist, grocery_store, clothing_store, noodle_house, toy_store, hardware_store, barber_shop, bakery, bike_shop, salon, party_store : 41046
Saved path: toy_store, clothing_store, grocery_store, tech_shop, bookstore, pizzeria, craft_shop, bank, music_store, party_store, jewelry_store, salon, bakery, pet_store, gym : 44593
Saved path: bakery, hardware_store, gym, toy_store, noodle_house, clothing_store, grocery_store, cafe, bookstore, pizzeria, craft_shop, gelateria, party_store, salon, bike_shop : 32926
Saved path: hardware_store, gym, burger_joint, noodle_house, clothing_store, grocery_store, cafe, bookstore, florist, music_store, gelateria, pharmacy, party_store, jewelry_store, pet_store : 44760
Saved path: cafe, tech_shop, clothing_store, toy_store, barber_shop, bakery, pet_store, bike_shop, pharmacy, music_store, florist, pizzeria, gym, craft_shop, dentist : 52868
Saved path: pharmacy, party_store, bakery, bike_shop, salon, jewelry_store, hardware_store, gym, burger_joint, noodle_house, toy_store, grocery_store, cafe, dentist, florist : 38952
Saved path: hardware_store, barber_shop, bakery, pet_store, salon, party_store, music_store, gelateria, bank, craft_shop, bookstore, cafe, tech_shop, toy_store, gym : 47539
Saved path: bakery, barber_shop, toy_store, noodle_house, tech_shop, grocery_store, bookstore, burger_joint, hardware_store, gym, pizzeria, craft_shop, bank, gelateria, music_store : 38999
Saved path: tech_shop, noodle_house, toy_store, gym, hardware_store, bakery, pet_store, bike_shop, salon, party_store, gelateria, music_store, pizzeria, dentist, cafe : 47566
Saved path: bike_shop, music_store, pizzeria, gym, hardware_store, burger_joint, cafe, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, barber_shop, bakery, pet_store : 49250
Saved path: gelateria, florist, craft_shop, pizzeria, bookstore, burger_joint, grocery_store, clothing_store, noodle_house, toy_store, barber_shop, jewelry_store, bike_shop, pet_store, bakery : 44022
Saved path: pet_store, bakery, salon, jewelry_store, barber_shop, toy_store, tech_shop, cafe, gym, pizzeria, craft_shop, bank, music_store, gelateria, pharmacy : 45507
Saved path: bike_shop, pharmacy, gym, pizzeria, craft_shop, dentist, clothing_store, grocery_store, cafe, burger_joint, noodle_house, toy_store, barber_shop, bakery, pet_store : 50527
Saved path: florist, craft_shop, gym, toy_store, clothing_store, grocery_store, cafe, bookstore, burger_joint, hardware_store, bakery, bike_shop, party_store, pharmacy, music_store : 34990
Saved path: florist, gelateria, pharmacy, party_store, bakery, barber_shop, jewelry_store, hardware_store, gym, noodle_house, clothing_store, bookstore, dentist, craft_shop, bank : 39698
Saved path: party_store, pharmacy, gelateria, florist, bank, craft_shop, pizzeria, bookstore, cafe, dentist, grocery_store, toy_store, hardware_store, bakery, barber_shop : 37301
Saved path: jewelry_store, hardware_store, toy_store, tech_shop, bookstore, cafe, dentist, craft_shop, pizzeria, florist, party_store, salon, pet_store, bakery, barber_shop : 47197
Saved path: burger_joint, tech_shop, noodle_house, toy_store, clothing_store, grocery_store, dentist, pizzeria, bank, gelateria, barber_shop, bakery, pet_store, hardware_store, gym : 50824
Saved path: gym, hardware_store, burger_joint, clothing_store, toy_store, barber_shop, bakery, pet_store, bike_shop, pharmacy, music_store, florist, bank, craft_shop, pizzeria : 48384
Saved path: pharmacy, gelateria, music_store, florist, pizzeria, bookstore, cafe, clothing_store, toy_store, noodle_house, tech_shop, burger_joint, hardware_store, pet_store, bakery : 40881
Saved path: barber_shop, jewelry_store, bakery, pet_store, party_store, pharmacy, music_store, florist, gym, burger_joint, cafe, bookstore, tech_shop, noodle_house, toy_store : 44473
Saved path: florist, bank, pizzeria, craft_shop, dentist, clothing_store, noodle_house, toy_store, gym, bakery, bike_shop, salon, jewelry_store, pharmacy, music_store : 40362
Saved path: jewelry_store, barber_shop, toy_store, noodle_house, clothing_store, bookstore, burger_joint, hardware_store, gym, craft_shop, bank, music_store, pharmacy, bakery, pet_store : 47948
Saved path: pet_store, bike_shop, party_store, pharmacy, gelateria, music_store, florist, bank, dentist, cafe, toy_store, hardware_store, jewelry_store, barber_shop, bakery : 49558
Saved path: toy_store, noodle_house, clothing_store, grocery_store, cafe, burger_joint, pet_store, bike_shop, salon, jewelry_store, party_store, music_store, florist, pizzeria, gym : 45969
Saved path: tech_shop, burger_joint, bookstore, cafe, grocery_store, dentist, gelateria, party_store, salon, bike_shop, pet_store, bakery, barber_shop, toy_store, noodle_house : 48866
Saved path: cafe, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, gym, bakery, salon, music_store, gelateria, florist, bank, pizzeria, dentist : 36377
Saved path: bike_shop, bakery, party_store, pharmacy, gelateria, music_store, florist, bank, pizzeria, bookstore, cafe, grocery_store, toy_store, hardware_store, salon : 31472
Saved path: gelateria, music_store, craft_shop, dentist, cafe, grocery_store, toy_store, tech_shop, burger_joint, hardware_store, bike_shop, pet_store, bakery, barber_shop, pharmacy : 52179
Saved path: bank, florist, craft_shop, dentist, grocery_store, cafe, burger_joint, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, pet_store, bakery, gym : 43206
Saved path: bakery, jewelry_store, barber_shop, pharmacy, florist, craft_shop, pizzeria, bookstore, dentist, grocery_store, noodle_house, toy_store, gym, hardware_store, pet_store : 50812
