Saved path: salon, bike_shop, gym, burger_joint, noodle_house, toy_store, grocery_store, dentist, bookstore, pizzeria, craft_shop, florist, music_store, gelateria, pharmacy : 41015
Saved path: clothing_store, toy_store, gym, jewelry_store, bakery, bike_shop, salon, party_store, gelateria, florist, bank, bookstore, burger_joint, noodle_house, tech_shop : 35132
Saved path: toy_store, noodle_house, tech_shop, burger_joint, party_store, bakery, jewelry_store, hardware_store, gym, bank, craft_shop, pizzeria, cafe, grocery_store, clothing_store : 30137
Saved path: dentist, cafe, bookstore, tech_shop, clothing_store, toy_store, gym, jewelry_store, bike_shop, pet_store, bakery, pharmacy, gelateria, florist, craft_shop : 48979
Saved path: jewelry_store, hardware_store, gym, toy_store, noodle_house, grocery_store, dentist, cafe, bookstore, pizzeria, gelateria, pharmacy, party_store, salon, bike_shop : 40619
Saved path: pet_store, bike_shop, salon, jewelry_store, hardware_store, toy_store, noodle_house, clothing_store, grocery_store, dentist, craft_shop, pizzeria, florist, music_store, pharmacy : 47869
Saved path: jewelry_store, salon, bakery, party_store, pharmacy, florist, bank, craft_shop, bookstore, cafe, grocery_store, clothing_store, noodle_house, toy_store, gym : 31221
Saved path: florist, craft_shop, dentist, bookstore, burger_joint, tech_shop, clothing_store, toy_store, barber_shop, jewelry_store, salon, bike_shop, pet_store, bakery, party_store : 47685
Saved path: hardware_store, jewelry_store, barber_shop, bakery, pet_store, bike_shop, party_store, pharmacy, bank, dentist, clothing_store, toy_store, tech_shop, burger_joint, gym : 50867
Saved path: grocery_store, clothing_store, toy_store, barber_shop, jewelry_store, pet_store, bakery, party_store, florist, bank, dentist, cafe, bookstore, burger_joint, tech_shop : 46318
Saved path: noodle_house, burger_joint, gym, bike_shop, pet_store, bakery, jewelry_store, gelateria, bank, pizzeria, dentist, cafe, grocery_store, clothing_store, toy_store : 49082
Saved path: bank, florist, gelateria, pharmacy, salon, bakery, pet_store, hardware_store, burger_joint, tech_shop, noodle_house, toy_store, grocery_store, dentist, pizzeria : 42962
Saved path: pharmacy, party_store, bakery, pet_store, bike_shop, jewelry_store, barber_shop, toy_store, clothing_store, grocery_store, bookstore, cafe, dentist, craft_shop, florist : 46615
Saved path: pizzeria, bookstore, cafe, dentist, grocery_store, toy_store, tech_shop, burger_joint, hardware_store, jewelry_store, pet_store, bakery, gelateria, music_store, craft_shop : 49542
Saved path: gelateria, music_store, bank, craft_shop, pizzeria, cafe, grocery_store, toy_store, noodle_house, burger_joint, hardware_store, jewelry_store, salon, bakery, pet_store : 44351
Saved path: pet_store, bakery, barber_shop, pharmacy, gelateria, music_store, florist, pizzeria, dentist, cafe, burger_joint, tech_shop, noodle_house, toy_store, hardware_store : 49519
Saved path: bakery, barber_shop, toy_store, tech_shop, grocery_store, dentist, cafe, bookstore, burger_joint, gym, pizzeria, bank, music_store, pharmacy, pet_store : 52195
Saved path: clothing_store, grocery_store, dentist, cafe, bookstore, music_store, pharmacy, salon, bike_shop, pet_store, hardware_store, gym, burger_joint, noodle_house, toy_store : 49873
Saved path: dentist, grocery_store, clothing_store, toy_store, noodle_house, tech_shop, burger_joint, gym, hardware_store, party_store, gelateria, music_store, florist, bookstore, cafe : 36862
Saved path: salon, pet_store, bakery, pharmacy, florist, bank, bookstore, burger_joint, cafe, dentist, grocery_store, clothing_store, toy_store, barber_shop, jewelry_store : 45973
Saved path: gelateria, party_store, salon, bakery, pet_store, barber_shop, toy_store, noodle_house, clothing_store, bookstore, pizzeria, gym, bank, florist, music_store : 47223
Saved path: music_store, pharmacy, salon, bakery, barber_shop, hardware_store, gym, toy_store, noodle_house, tech_shop, grocery_store, cafe, bookstore, bank, florist : 37113
Saved path: craft_shop, bank, florist, gelateria, bakery, pet_store, salon, jewelry_store, gym, burger_joint, noodle_house, toy_store, grocery_store, cafe, bookstore : 43500
Saved path: bookstore, pizzeria, craft_shop, gym, hardware_store, salon, bike_shop, pet_store, bakery, barber_shop, toy_store, clothing_store, grocery_store, dentist, cafe : 41275
Saved path: bakery, salon, party_store, pharmacy, gelateria, florist, bank, dentist, cafe, burger_joint, tech_shop, noodle_house, toy_store, gym, pet_store : 42521
Saved path: clothing_store, dentist, cafe, bookstore, burger_joint, gym, hardware_store, bike_shop, bakery, music_store, gelateria, barber_shop, toy_store, noodle_house, tech_shop : 46632
Saved path: gym, hardware_store, bakery, bike_shop, party_store, pharmacy, music_store, florist, bank, pizzeria, bookstore, dentist, clothing_store, tech_shop, toy_store : 39940
Saved path: barber_shop, party_store, florist, bank, pizzeria, craft_shop, dentist, cafe, grocery_store, clothing_store, tech_shop, toy_store, hardware_store, pet_store, bakery : 46977
Saved path: bookstore, tech_shop, noodle_house, toy_store, gym, jewelry_store, bakery, bike_shop, salon, party_store, pharmacy, gelateria, music_store, bank, pizzeria : 34763
Saved path: pet_store, bakery, barber_shop, pharmacy, gelateria, music_store, florist, bank, pizzeria, craft_shop, dentist, clothing_store, toy_store, gym, hardware_store : 51432
Saved path: pizzeria, craft_shop, dentist, grocery_store, toy_store, burger_joint, hardware_store, bike_shop, bakery, barber_shop, party_store, pharmacy, music_store, florist, bank : 42128
Saved path: party_store, pharmacy, florist, bank, gym, toy_store, noodle_house, tech_shop, grocery_store, cafe, burger_joint, hardware_store, bike_shop, pet_store, bakery : 40448
Saved path: pet_store, bike_shop, salon, jewelry_store, hardware_store, craft_shop, bank, florist, bookstore, grocery_store, toy_store, noodle_house, tech_shop, burger_joint, bakery : 41236
Saved path: bike_shop, bakery, music_store, florist, bank, craft_shop, dentist, cafe, grocery_store, clothing_store, noodle_house, toy_store, gym, hardware_store, salon : 38081
Saved path: pet_store, bike_shop, salon, jewelry_store, toy_store, noodle_house, clothing_store, cafe, burger_joint, gym, pizzeria, music_store, pharmacy, party_store, bakery : 45969
Saved path: bookstore, bank, florist, gelateria, party_store, bakery, pet_store, bike_shop, gym, burger_joint, noodle_house, toy_store, clothing_store, dentist, cafe : 47137
Saved path: barber_shop, bakery, bike_shop, salon, party_store, pharmacy, gelateria, music_store, bank, pizzeria, dentist, cafe, tech_shop, noodle_house, toy_store : 38877
Saved path: noodle_house, tech_shop, bookstore, burger_joint, hardware_store, pet_store, party_store, pharmacy, gelateria, craft_shop, dentist, cafe, grocery_store, clothing_store, toy_store : 43992
Saved path: dentist, cafe, grocery_store, tech_shop, toy_store, hardware_store, barber_shop, bakery, bike_shop, party_store, gelateria, music_store, florist, pizzeria, craft_shop : 42629
Saved path: pizzeria, bank, florist, music_store, gelateria, bakery, pet_store, bike_shop, hardware_store, toy_store, noodle_house, tech_shop, clothing_store, cafe, bookstore : 42000
Saved path: pizzeria, bookstore, cafe, dentist, grocery_store, noodle_house, toy_store, gym, pet_store, party_store, pharmacy, gelateria, music_store, florist, craft_shop : 47606
Saved path: florist, bank, craft_shop, pizzeria, gym, burger_joint, cafe, grocery_store, noodle_house, toy_store, bakery, salon, party_store, pharmacy, music_store : 31562
