Saved path: salon, bike_shop, gym, burger_joint, noodle_house, toy_store, grocery_store, dentist, bookstore, pizzeria, craft_shop, florist, music_store, gelateria, pharmacy : 41015
Saved path: jewelry_store, hardware_store, gym, burger_joint, noodle_house, toy_store, grocery_store, bookstore, pizzeria, gelateria, music_store, party_store, bakery, pet_store, salon : 46437
Saved path: pharmacy, music_store, bank, craft_shop, pizzeria, burger_joint, cafe, grocery_store, clothing_store, noodle_house, toy_store, barber_shop, jewelry_store, pet_store, bakery : 43988
Saved path: cafe, grocery_store, clothing_store, toy_store, gym, hardware_store, jewelry_store, barber_shop, bakery, bike_shop, salon, music_store, florist, craft_shop, dentist : 42931
Saved path: tech_shop, grocery_store, clothing_store, toy_store, barber_shop, bakery, bike_shop, pharmacy, bank, craft_shop, dentist, cafe, bookstore, burger_joint, noodle_house : 39628
Saved path: gelateria, pharmacy, party_store, bakery, jewelry_store, barber_shop, toy_store, noodle_house, tech_shop, burger_joint, dentist, craft_shop, gym, bank, music_store : 39202
Saved path: gelateria, music_store, florist, gym, toy_store, noodle_house, clothing_store, grocery_store, cafe, burger_joint, hardware_store, pet_store, jewelry_store, party_store, pharmacy : 44723
Saved path: noodle_house, tech_shop, clothing_store, grocery_store, cafe, burger_joint, hardware_store, gym, craft_shop, bank, gelateria, salon, bakery, barber_shop, toy_store : 34832
Saved path: bookstore, cafe, grocery_store, noodle_house, toy_store, barber_shop, bakery, bike_shop, salon, gelateria, music_store, craft_shop, gym, hardware_store, burger_joint : 41469
Saved path: party_store, barber_shop, toy_store, noodle_house, tech_shop, clothing_store, grocery_store, cafe, bookstore, pizzeria, florist, gym, pet_store, bakery, salon : 43199
Saved path: toy_store, clothing_store, grocery_store, dentist, craft_shop, gym, hardware_store, jewelry_store, party_store, salon, bakery, pet_store, burger_joint, bookstore, tech_shop : 43689
Saved path: gym, hardware_store, barber_shop, bakery, salon, party_store, pharmacy, gelateria, florist, bank, pizzeria, bookstore, burger_joint, noodle_house, toy_store : 33497
Saved path: salon, bike_shop, bakery, toy_store, noodle_house, burger_joint, cafe, dentist, craft_shop, pizzeria, florist, music_store, gelateria, pharmacy, jewelry_store : 37926
Saved path: clothing_store, dentist, craft_shop, gym, bakery, pet_store, bike_shop, salon, jewelry_store, party_store, pharmacy, burger_joint, tech_shop, noodle_house, toy_store : 47025
Saved path: pharmacy, bank, bookstore, cafe, grocery_store, clothing_store, toy_store, noodle_house, tech_shop, burger_joint, gym, hardware_store, pet_store, bakery, party_store : 40123
Saved path: jewelry_store, bakery, salon, party_store, gelateria, craft_shop, pizzeria, burger_joint, cafe, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, barber_shop : 32188
Saved path: music_store, party_store, salon, bakery, barber_shop, toy_store, noodle_house, clothing_store, cafe, bookstore, burger_joint, gym, pizzeria, craft_shop, florist : 37205
Saved path: salon, bike_shop, bakery, barber_shop, jewelry_store, hardware_store, gym, toy_store, grocery_store, bookstore, bank, florist, music_store, pharmacy, party_store : 39112
Saved path: party_store, pharmacy, gelateria, florist, bank, craft_shop, cafe, grocery_store, clothing_store, toy_store, noodle_house, burger_joint, hardware_store, pet_store, bakery : 38420
Saved path: noodle_house, tech_shop, burger_joint, dentist, bookstore, pizzeria, florist, pharmacy, barber_shop, bakery, bike_shop, salon, hardware_store, gym, toy_store : 42751
Saved path: grocery_store, toy_store, hardware_store, pet_store, bakery, jewelry_store, barber_shop, pharmacy, gelateria, music_store, bank, pizzeria, bookstore, burger_joint, dentist : 51347
Saved path: toy_store, hardware_store, bakery, bike_shop, party_store, pharmacy, gelateria, bank, craft_shop, dentist, cafe, bookstore, clothing_store, tech_shop, noodle_house : 35865
Saved path: toy_store, tech_shop, grocery_store, dentist, bookstore, burger_joint, gym, pizzeria, craft_shop, florist, music_store, gelateria, bakery, pet_store, barber_shop : 53500
Saved path: burger_joint, bookstore, dentist, florist, gelateria, pharmacy, party_store, salon, bakery, pet_store, barber_shop, hardware_store, gym, toy_store, noodle_house : 50259
Saved path: dentist, craft_shop, bank, florist, party_store, bakery, pet_store, bike_shop, salon, jewelry_store, barber_shop, toy_store, tech_shop, clothing_store, grocery_store : 44915
Saved path: barber_shop, jewelry_store, salon, bakery, pharmacy, gelateria, music_store, florist, bank, craft_shop, dentist, cafe, clothing_store, noodle_house, toy_store : 36584
Saved path: noodle_house, tech_shop, bookstore, cafe, grocery_store, dentist, craft_shop, bank, florist, gelateria, bakery, salon, jewelry_store, hardware_store, toy_store : 35456
Saved path: bike_shop, bakery, party_store, hardware_store, gym, craft_shop, pizzeria, bookstore, dentist, grocery_store, noodle_house, toy_store, barber_shop, jewelry_store, salon : 37055
Saved path: hardware_store, jewelry_store, barber_shop, bakery, bike_shop, party_store, pharmacy, florist, bank, dentist, cafe, burger_joint, noodle_house, toy_store, gym : 40091
Saved path: toy_store, noodle_house, tech_shop, clothing_store, grocery_store, bookstore, bank, gelateria, pharmacy, party_store, salon, bakery, pet_store, hardware_store, gym : 40604
Saved path: bike_shop, bakery, gym, burger_joint, noodle_house, toy_store, grocery_store, dentist, bookstore, pizzeria, craft_shop, florist, party_store, jewelry_store, salon : 40393
Saved path: salon, music_store, florist, bookstore, cafe, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, hardware_store, jewelry_store, barber_shop, bakery, pet_store : 45611
Saved path: craft_shop, bank, florist, gelateria, party_store, bakery, pet_store, bike_shop, salon, hardware_store, toy_store, grocery_store, cafe, burger_joint, bookstore : 39868
Saved path: noodle_house, tech_shop, clothing_store, toy_store, hardware_store, jewelry_store, barber_shop, bakery, party_store, music_store, bank, craft_shop, pizzeria, bookstore, burger_joint : 35391
Saved path: gelateria, music_store, florist, craft_shop, dentist, cafe, bookstore, noodle_house, toy_store, gym, hardware_store, jewelry_store, salon, bike_shop, pet_store : 50901
Saved path: tech_shop, toy_store, gym, bakery, pet_store, bike_shop, salon, gelateria, music_store, craft_shop, pizzeria, bookstore, dentist, grocery_store, clothing_store : 49697
Saved path: party_store, gelateria, bank, craft_shop, pizzeria, bookstore, cafe, dentist, grocery_store, clothing_store, toy_store, hardware_store, bike_shop, bakery, barber_shop : 40693
Saved path: music_store, florist, bank, pizzeria, burger_joint, noodle_house, tech_shop, grocery_store, clothing_store, toy_store, barber_shop, pet_store, bakery, party_store, gelateria : 44406
Saved path: hardware_store, gym, toy_store, tech_shop, grocery_store, cafe, dentist, bank, gelateria, pharmacy, party_store, barber_shop, jewelry_store, bakery, pet_store : 49075
Saved path: dentist, cafe, grocery_store, toy_store, tech_shop, burger_joint, gym, bike_shop, pet_store, bakery, jewelry_store, pharmacy, music_store, bank, craft_shop : 50217
Saved path: pizzeria, bank, florist, music_store, bakery, pet_store, bike_shop, jewelry_store, hardware_store, toy_store, grocery_store, dentist, cafe, burger_joint, gym : 51464
Saved path: pet_store, party_store, pharmacy, gelateria, pizzeria, bookstore, burger_joint, grocery_store, clothing_store, toy_store, gym, hardware_store, jewelry_store, salon, bike_shop : 44711
Saved path: bank, pizzeria, cafe, tech_shop, noodle_house, toy_store, hardware_store, jewelry_store, barber_shop, pet_store, bakery, salon, party_store, pharmacy, music_store : 43797
Saved path: bakery, jewelry_store, hardware_store, toy_store, tech_shop, gym, craft_shop, bank, florist, music_store, gelateria, pharmacy, party_store, salon, bike_shop : 34648
Saved path: grocery_store, cafe, pizzeria, bank, florist, music_store, pharmacy, barber_shop, jewelry_store, salon, bakery, pet_store, hardware_store, toy_store, noodle_house : 45242
Saved path: cafe, grocery_store, clothing_store, toy_store, noodle_house, tech_shop, burger_joint, hardware_store, pet_store, bike_shop, salon, party_store, music_store, florist, craft_shop : 42603
Saved path: pizzeria, bank, florist, pharmacy, salon, pet_store, bakery, jewelry_store, hardware_store, gym, toy_store, clothing_store, tech_shop, cafe, dentist : 47101
Saved path: gelateria, music_store, florist, pizzeria, bookstore, cafe, clothing_store, toy_store, noodle_house, tech_shop, burger_joint, gym, bakery, salon, jewelry_store : 35194
Saved path: pizzeria, gym, music_store, gelateria, pharmacy, salon, pet_store, bakery, jewelry_store, barber_shop, toy_store, noodle_house, clothing_store, cafe, dentist : 52155
Saved path: craft_shop, dentist, cafe, grocery_store, clothing_store, toy_store, noodle_house, tech_shop, bookstore, burger_joint, bakery, pet_store, party_store, pharmacy, music_store : 45034
Saved path: bakery, party_store, pharmacy, gelateria, gym, bookstore, dentist, grocery_store, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, salon, bike_shop : 42054
Saved path: bookstore, burger_joint, tech_shop, toy_store, gym, jewelry_store, pet_store, salon, party_store, pharmacy, gelateria, music_store, florist, craft_shop, pizzeria : 43781
Saved path: burger_joint, gym, craft_shop, florist, music_store, gelateria, pharmacy, party_store, bakery, pet_store, barber_shop, noodle_house, clothing_store, dentist, bookstore : 52140
Saved path: pizzeria, bookstore, cafe, dentist, clothing_store, tech_shop, noodle_house, toy_store, barber_shop, bakery, pet_store, party_store, florist, bank, craft_shop : 46034
Saved path: party_store, gelateria, florist, bank, bookstore, grocery_store, clothing_store, noodle_house, toy_store, gym, hardware_store, salon, bike_shop, bakery, barber_shop : 38129
Saved path: jewelry_store, salon, bike_shop, pet_store, bakery, gym, toy_store, clothing_store, grocery_store, cafe, dentist, craft_shop, pizzeria, florist, pharmacy : 46664
Saved path: clothing_store, dentist, pizzeria, gelateria, pharmacy, party_store, barber_shop, bakery, bike_shop, salon, hardware_store, gym, burger_joint, noodle_house, toy_store : 43078
Saved path: toy_store, barber_shop, jewelry_store, bakery, party_store, gelateria, florist, bank, pizzeria, bookstore, burger_joint, dentist, grocery_store, tech_shop, noodle_house : 36288
Saved path: jewelry_store, party_store, pharmacy, music_store, gelateria, bookstore, cafe, dentist, grocery_store, noodle_house, toy_store, hardware_store, pet_store, bakery, salon : 48550
Saved path: toy_store, clothing_store, grocery_store, tech_shop, bookstore, cafe, dentist, craft_shop, music_store, gelateria, party_store, pet_store, salon, jewelry_store, hardware_store : 48996
Saved path: bike_shop, party_store, pharmacy, gelateria, music_store, florist, bank, craft_shop, dentist, cafe, bookstore, toy_store, hardware_store, bakery, pet_store : 45306
Saved path: hardware_store, toy_store, tech_shop, burger_joint, dentist, cafe, bookstore, pizzeria, florist, music_store, pharmacy, party_store, jewelry_store, salon, pet_store : 47461
Saved path: pizzeria, bank, florist, craft_shop, dentist, cafe, bookstore, toy_store, barber_shop, jewelry_store, bike_shop, pet_store, bakery, hardware_store, gym : 45448
Saved path: bike_shop, bakery, pharmacy, gelateria, music_store, florist, craft_shop, pizzeria, bookstore, dentist, grocery_store, toy_store, hardware_store, jewelry_store, salon : 40334
Saved path: pizzeria, bookstore, cafe, dentist, grocery_store, toy_store, gym, hardware_store, salon, party_store, pharmacy, gelateria, music_store, florist, craft_shop : 36729
Saved path: music_store, gelateria, pharmacy, bakery, pet_store, bike_shop, jewelry_store, hardware_store, toy_store, noodle_house, tech_shop, clothing_store, cafe, gym, bank : 46948
Saved path: noodle_house, toy_store, gym, hardware_store, bakery, bike_shop, party_store, music_store, florist, bank, craft_shop, pizzeria, bookstore, clothing_store, tech_shop : 34951
Saved path: music_store, gelateria, pharmacy, party_store, bike_shop, pet_store, hardware_store, burger_joint, tech_shop, toy_store, clothing_store, dentist, cafe, bookstore, pizzeria : 48158
Saved path: bank, pizzeria, bookstore, dentist, clothing_store, toy_store, tech_shop, burger_joint, hardware_store, jewelry_store, barber_shop, bakery, gelateria, music_store, florist : 41223
Saved path: noodle_house, tech_shop, clothing_store, dentist, burger_joint, gym, bank, gelateria, pharmacy, party_store, bike_shop, bakery, jewelry_store, barber_shop, toy_store : 41076
Saved path: noodle_house, burger_joint, bookstore, cafe, dentist, craft_shop, bank, florist, music_store, gelateria, bakery, pet_store, toy_store, clothing_store, tech_shop : 45749
Saved path: pizzeria, dentist, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, hardware_store, jewelry_store, salon, bakery, gelateria, music_store, florist, bank : 36788
Saved path: barber_shop, toy_store, clothing_store, grocery_store, cafe, burger_joint, dentist, pizzeria, bank, gelateria, pharmacy, salon, bakery, pet_store, jewelry_store : 46587
Saved path: florist, bank, pizzeria, bookstore, dentist, clothing_store, tech_shop, noodle_house, toy_store, gym, bakery, jewelry_store, party_store, pharmacy, music_store : 38659
Saved path: music_store, gelateria, pharmacy, bakery, jewelry_store, hardware_store, gym, toy_store, noodle_house, burger_joint, bookstore, dentist, craft_shop, pizzeria, bank : 39525
Saved path: gym, hardware_store, salon, bike_shop, party_store, pharmacy, gelateria, music_store, florist, dentist, grocery_store, clothing_store, tech_shop, noodle_house, toy_store : 38589
Saved path: bookstore, burger_joint, bakery, bike_shop, party_store, pharmacy, music_store, florist, craft_shop, dentist, grocery_store, clothing_store, toy_store, noodle_house, tech_shop : 37106
Saved path: noodle_house, tech_shop, burger_joint, cafe, grocery_store, dentist, craft_shop, pizzeria, florist, gelateria, pharmacy, bakery, jewelry_store, barber_shop, toy_store : 35596
Saved path: cafe, grocery_store, dentist, bank, florist, gelateria, bakery, barber_shop, jewelry_store, hardware_store, toy_store, noodle_house, tech_shop, burger_joint, bookstore : 38684
Saved path: bakery, salon, party_store, pharmacy, florist, craft_shop, dentist, cafe, grocery_store, toy_store, noodle_house, tech_shop, burger_joint, gym, pet_store : 43628
Saved path: party_store, gelateria, music_store, florist, bank, craft_shop, dentist, grocery_store, cafe, bookstore, tech_shop, toy_store, gym, bakery, pet_store : 47167
Saved path: bookstore, pizzeria, craft_shop, music_store, gelateria, pharmacy, party_store, bakery, salon, jewelry_store, hardware_store, toy_store, tech_shop, clothing_store, dentist : 38503
Saved path: jewelry_store, hardware_store, burger_joint, cafe, tech_shop, clothing_store, toy_store, gym, pizzeria, craft_shop, music_store, pharmacy, bakery, pet_store, salon : 46053
Saved path: bank, florist, gelateria, bakery, salon, jewelry_store, hardware_store, burger_joint, tech_shop, toy_store, grocery_store, cafe, dentist, craft_shop, pizzeria : 35301
Saved path: florist, bank, pizzeria, craft_shop, dentist, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, hardware_store, bakery, bike_shop, party_store, gelateria : 34251
Saved path: toy_store, tech_shop, clothing_store, grocery_store, cafe, burger_joint, gym, pizzeria, craft_shop, bank, florist, gelateria, pharmacy, bakery, barber_shop : 33402
Saved path: cafe, bookstore, pizzeria, gym, craft_shop, florist, pharmacy, party_store, bakery, bike_shop, jewelry_store, barber_shop, toy_store, noodle_house, tech_shop : 35169
Saved path: grocery_store, clothing_store, toy_store, barber_shop, jewelry_store, bakery, bike_shop, salon, party_store, pharmacy, gelateria, florist, craft_shop, gym, tech_shop : 34823
Saved path: pizzeria, bookstore, dentist, grocery_store, tech_shop, toy_store, hardware_store, jewelry_store, salon, bike_shop, pet_store, pharmacy, gelateria, music_store, craft_shop : 50291
Saved path: music_store, gelateria, party_store, bike_shop, pet_store, bakery, hardware_store, gym, toy_store, noodle_house, burger_joint, cafe, dentist, craft_shop, pizzeria : 47955
Saved path: salon, bike_shop, bakery, barber_shop, pharmacy, gelateria, florist, bank, craft_shop, bookstore, cafe, burger_joint, tech_shop, toy_store, hardware_store : 35109
Saved path: music_store, gelateria, pharmacy, pet_store, bike_shop, jewelry_store, burger_joint, tech_shop, noodle_house, toy_store, clothing_store, cafe, bookstore, craft_shop, florist : 45267
Saved path: dentist, clothing_store, tech_shop, toy_store, hardware_store, jewelry_store, barber_shop, bakery, bike_shop, salon, party_store, pharmacy, bank, pizzeria, craft_shop : 39049
Saved path: pet_store, bike_shop, gym, toy_store, noodle_house, clothing_store, bookstore, dentist, craft_shop, bank, florist, gelateria, party_store, jewelry_store, bakery : 49387
Saved path: pet_store, bike_shop, pharmacy, gelateria, florist, bank, gym, pizzeria, bookstore, dentist, clothing_store, tech_shop, toy_store, barber_shop, bakery : 51837
Saved path: grocery_store, tech_shop, gym, pizzeria, bank, florist, music_store, gelateria, bakery, pet_store, bike_shop, salon, jewelry_store, barber_shop, toy_store : 47134
Saved path: bakery, pet_store, gym, burger_joint, noodle_house, toy_store, clothing_store, grocery_store, cafe, bookstore, bank, florist, music_store, gelateria, pharmacy : 42302
Saved path: pizzeria, bank, craft_shop, gym, bakery, pet_store, bike_shop, jewelry_store, toy_store, noodle_house, tech_shop, clothing_store, grocery_store, dentist, bookstore : 42513
Saved path: clothing_store, grocery_store, cafe, bookstore, pizzeria, music_store, party_store, bakery, bike_shop, jewelry_store, hardware_store, gym, toy_store, noodle_house, tech_shop : 37343
Saved path: hardware_store, pet_store, bike_shop, jewelry_store, party_store, pharmacy, gelateria, music_store, pizzeria, craft_shop, dentist, bookstore, burger_joint, toy_store, gym : 52014
Saved path: salon, party_store, pharmacy, music_store, florist, bank, dentist, cafe, grocery_store, tech_shop, toy_store, gym, bakery, pet_store, bike_shop : 46284
Saved path: music_store, gelateria, bakery, barber_shop, jewelry_store, hardware_store, toy_store, clothing_store, tech_shop, burger_joint, cafe, pizzeria, craft_shop, bank, florist : 36128
Saved path: pharmacy, gelateria, florist, bank, craft_shop, pizzeria, cafe, grocery_store, noodle_house, toy_store, hardware_store, jewelry_store, salon, bakery, pet_store : 40905
Saved path: barber_shop, toy_store, tech_shop, grocery_store, dentist, bookstore, burger_joint, hardware_store, gym, craft_shop, florist, gelateria, bike_shop, bakery, jewelry_store : 44178
Saved path: salon, pharmacy, gelateria, music_store, bank, pizzeria, gym, toy_store, clothing_store, noodle_house, burger_joint, jewelry_store, bakery, pet_store, bike_shop : 46060
Saved path: burger_joint, pet_store, bakery, salon, jewelry_store, party_store, gelateria, florist, bank, pizzeria, bookstore, dentist, clothing_store, toy_store, noodle_house : 45865
Saved path: bakery, barber_shop, noodle_house, clothing_store, grocery_store, bookstore, burger_joint, hardware_store, gym, craft_shop, florist, gelateria, pharmacy, party_store, pet_store : 45561
Saved path: pizzeria, craft_shop, bank, music_store, pharmacy, salon, bakery, pet_store, hardware_store, burger_joint, cafe, grocery_store, tech_shop, toy_store, gym : 42973
Saved path: craft_shop, bank, florist, pharmacy, party_store, salon, bakery, jewelry_store, burger_joint, tech_shop, noodle_house, toy_store, clothing_store, cafe, dentist : 32979
Saved path: gym, toy_store, clothing_store, grocery_store, tech_shop, burger_joint, bookstore, pizzeria, florist, gelateria, party_store, salon, bakery, pet_store, hardware_store : 41001
Saved path: gelateria, music_store, florist, bank, pizzeria, cafe, grocery_store, noodle_house, toy_store, gym, hardware_store, bike_shop, bakery, party_store, pharmacy : 34971
Saved path: barber_shop, jewelry_store, hardware_store, toy_store, noodle_house, cafe, bookstore, pizzeria, bank, gelateria, pharmacy, party_store, bike_shop, pet_store, bakery : 43299
Saved path: pet_store, bike_shop, pharmacy, florist, bank, pizzeria, craft_shop, dentist, cafe, grocery_store, toy_store, tech_shop, burger_joint, jewelry_store, bakery : 45859
Saved path: toy_store, tech_shop, clothing_store, grocery_store, dentist, craft_shop, bank, bookstore, burger_joint, hardware_store, party_store, salon, bike_shop, bakery, barber_shop : 38248
Saved path: bike_shop, salon, jewelry_store, barber_shop, toy_store, noodle_house, tech_shop, clothing_store, grocery_store, dentist, pizzeria, hardware_store, party_store, bakery, pet_store : 44806
Saved path: dentist, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, gym, hardware_store, pet_store, bakery, barber_shop, party_store, pharmacy, florist, craft_shop : 48341
Saved path: bike_shop, bakery, jewelry_store, barber_shop, toy_store, clothing_store, grocery_store, burger_joint, hardware_store, gym, pizzeria, craft_shop, florist, pharmacy, salon : 36631
Saved path: pet_store, gym, toy_store, tech_shop, clothing_store, grocery_store, dentist, cafe, bookstore, pizzeria, craft_shop, florist, gelateria, pharmacy, jewelry_store : 47887
Saved path: hardware_store, salon, bakery, barber_shop, pharmacy, music_store, florist, craft_shop, pizzeria, bookstore, cafe, dentist, grocery_store, clothing_store, toy_store : 39722
Saved path: salon, music_store, gelateria, bank, pizzeria, dentist, grocery_store, toy_store, noodle_house, burger_joint, hardware_store, jewelry_store, barber_shop, bakery, pet_store : 50990
Saved path: bike_shop, salon, barber_shop, toy_store, noodle_house, tech_shop, grocery_store, cafe, dentist, craft_shop, pizzeria, gym, gelateria, bakery, pet_store : 50857
Saved path: jewelry_store, barber_shop, bakery, bike_shop, pharmacy, gelateria, music_store, craft_shop, dentist, cafe, bookstore, tech_shop, noodle_house, toy_store, hardware_store : 41965
Saved path: jewelry_store, hardware_store, toy_store, noodle_house, tech_shop, clothing_store, grocery_store, craft_shop, florist, music_store, gelateria, party_store, bakery, pet_store, bike_shop : 45308
Saved path: bookstore, florist, music_store, gelateria, party_store, bike_shop, bakery, barber_shop, hardware_store, gym, toy_store, tech_shop, clothing_store, grocery_store, dentist : 46449
Saved path: party_store, pharmacy, music_store, pizzeria, bookstore, cafe, dentist, grocery_store, toy_store, noodle_house, burger_joint, hardware_store, pet_store, bike_shop, salon : 47235
