Saved path: burger_joint, gym, bank, florist, music_store, gelateria, pharmacy, bakery, pet_store, hardware_store, toy_store, clothing_store, dentist, cafe, bookstore : 48119
Saved path: dentist, craft_shop, music_store, gelateria, party_store, bike_shop, bakery, barber_shop, hardware_store, gym, toy_store, clothing_store, tech_shop, bookstore, cafe : 46171
Saved path: gym, pizzeria, craft_shop, dentist, bookstore, burger_joint, noodle_house, toy_store, barber_shop, bakery, pet_store, party_store, gelateria, florist, bank : 49382
Saved path: clothing_store, cafe, dentist, craft_shop, pizzeria, music_store, pharmacy, party_store, barber_shop, bakery, salon, hardware_store, burger_joint, noodle_house, toy_store : 40023
Saved path: barber_shop, jewelry_store, salon, bike_shop, bakery, party_store, hardware_store, gym, craft_shop, dentist, cafe, bookstore, burger_joint, tech_shop, toy_store : 35382
Saved path: clothing_store, grocery_store, cafe, bookstore, pizzeria, bank, pharmacy, salon, bike_shop, pet_store, bakery, burger_joint, tech_shop, noodle_house, toy_store : 38561
Saved path: grocery_store, tech_shop, burger_joint, pizzeria, craft_shop, florist, music_store, pharmacy, salon, bike_shop, bakery, barber_shop, jewelry_store, hardware_store, toy_store : 38652
Saved path: burger_joint, cafe, clothing_store, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, bakery, party_store, florist, craft_shop, pizzeria, gym, hardware_store : 34468
Saved path: bike_shop, bakery, party_store, gelateria, florist, bank, pizzeria, cafe, grocery_store, clothing_store, toy_store, gym, hardware_store, jewelry_store, salon : 34223
Saved path: tech_shop, burger_joint, gym, hardware_store, jewelry_store, pet_store, bakery, music_store, florist, bank, pizzeria, bookstore, cafe, grocery_store, toy_store : 45320
Saved path: jewelry_store, salon, bakery, party_store, music_store, florist, craft_shop, pizzeria, bookstore, cafe, dentist, grocery_store, noodle_house, toy_store, hardware_store : 37581
Saved path: jewelry_store, barber_shop, toy_store, tech_shop, burger_joint, bookstore, pizzeria, florist, music_store, gelateria, pharmacy, party_store, bakery, pet_store, bike_shop : 43319
Saved path: bike_shop, salon, jewelry_store, hardware_store, toy_store, tech_shop, cafe, bookstore, pizzeria, craft_shop, florist, gelateria, party_store, bakery, pet_store : 40647
Saved path: grocery_store, dentist, bank, florist, pizzeria, gym, hardware_store, salon, bakery, jewelry_store, barber_shop, toy_store, noodle_house, burger_joint, cafe : 34370
Saved path: tech_shop, noodle_house, toy_store, bakery, pet_store, bike_shop, salon, jewelry_store, hardware_store, craft_shop, florist, bookstore, cafe, grocery_store, clothing_store : 40431
Saved path: bookstore, dentist, craft_shop, music_store, gelateria, pharmacy, salon, bakery, barber_shop, jewelry_store, hardware_store, gym, toy_store, noodle_house, clothing_store : 43718
Saved path: clothing_store, grocery_store, bookstore, pizzeria, craft_shop, florist, music_store, party_store, jewelry_store, bakery, pet_store, gym, toy_store, noodle_house, tech_shop : 44423
Saved path: dentist, bookstore, burger_joint, hardware_store, gym, pizzeria, music_store, party_store, bakery, jewelry_store, barber_shop, toy_store, noodle_house, tech_shop, grocery_store : 43249
Saved path: gelateria, music_store, bank, craft_shop, bookstore, burger_joint, grocery_store, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, pet_store, bakery, party_store : 44696
Saved path: florist, craft_shop, pizzeria, bookstore, burger_joint, tech_shop, grocery_store, clothing_store, toy_store, gym, bakery, pet_store, pharmacy, gelateria, music_store : 42817
Saved path: pharmacy, gelateria, music_store, florist, bank, craft_shop, pizzeria, tech_shop, grocery_store, clothing_store, toy_store, hardware_store, bike_shop, bakery, party_store : 32892
Saved path: bank, florist, party_store, bakery, pet_store, bike_shop, jewelry_store, barber_shop, toy_store, noodle_house, tech_shop, grocery_store, cafe, dentist, pizzeria : 46224
Saved path: hardware_store, gym, toy_store, noodle_house, tech_shop, clothing_store, bookstore, pizzeria, gelateria, barber_shop, jewelry_store, salon, bike_shop, pet_store, bakery : 47563
Saved path: gelateria, party_store, bike_shop, pet_store, bakery, barber_shop, toy_store, clothing_store, noodle_house, burger_joint, gym, pizzeria, craft_shop, bank, florist : 45308
Saved path: gelateria, music_store, party_store, bakery, gym, burger_joint, tech_shop, noodle_house, toy_store, clothing_store, grocery_store, bookstore, pizzeria, craft_shop, bank : 32459
Saved path: hardware_store, toy_store, clothing_store, tech_shop, cafe, bookstore, bank, florist, gelateria, pharmacy, party_store, bike_shop, pet_store, bakery, jewelry_store : 41865
Saved path: music_store, gelateria, bike_shop, pet_store, bakery, barber_shop, hardware_store, burger_joint, tech_shop, toy_store, grocery_store, cafe, bookstore, bank, florist : 48359
Saved path: jewelry_store, pharmacy, pizzeria, bookstore, cafe, dentist, grocery_store, clothing_store, toy_store, noodle_house, tech_shop, burger_joint, hardware_store, pet_store, bakery : 45796
Saved path: craft_shop, pizzeria, cafe, grocery_store, tech_shop, noodle_house, toy_store, gym, bakery, salon, jewelry_store, party_store, pharmacy, florist, bank : 31175
Saved path: bookstore, pizzeria, florist, gelateria, barber_shop, bakery, bike_shop, salon, hardware_store, burger_joint, tech_shop, noodle_house, toy_store, grocery_store, cafe : 36620
Saved path: party_store, pharmacy, gelateria, music_store, craft_shop, dentist, grocery_store, cafe, bookstore, tech_shop, noodle_house, toy_store, jewelry_store, salon, pet_store : 48021
Saved path: barber_shop, jewelry_store, salon, bike_shop, pet_store, bakery, music_store, gelateria, pizzeria, burger_joint, cafe, grocery_store, tech_shop, noodle_house, toy_store : 46065
Saved path: burger_joint, grocery_store, toy_store, hardware_store, barber_shop, bakery, pet_store, bike_shop, salon, party_store, pharmacy, music_store, florist, bank, craft_shop : 47514
Saved path: salon, bike_shop, bakery, party_store, pharmacy, gelateria, bank, pizzeria, craft_shop, dentist, cafe, clothing_store, toy_store, barber_shop, jewelry_store : 36820
Saved path: party_store, gelateria, music_store, florist, craft_shop, pizzeria, noodle_house, toy_store, hardware_store, jewelry_store, barber_shop, bakery, pet_store, bike_shop, salon : 45821
Saved path: gelateria, bank, pizzeria, bookstore, burger_joint, cafe, dentist, clothing_store, toy_store, gym, jewelry_store, bakery, salon, party_store, music_store : 39903
Saved path: noodle_house, toy_store, barber_shop, pet_store, bakery, salon, pharmacy, music_store, bank, craft_shop, pizzeria, bookstore, burger_joint, cafe, clothing_store : 44520
Saved path: pet_store, bike_shop, salon, party_store, pharmacy, gelateria, music_store, bank, pizzeria, craft_shop, dentist, grocery_store, tech_shop, toy_store, bakery : 44772
Saved path: pharmacy, gelateria, music_store, florist, craft_shop, bookstore, toy_store, gym, hardware_store, jewelry_store, barber_shop, bakery, pet_store, bike_shop, party_store : 48258
Saved path: tech_shop, noodle_house, toy_store, clothing_store, dentist, craft_shop, bank, music_store, gelateria, pharmacy, party_store, jewelry_store, bakery, gym, burger_joint : 37930
Saved path: florist, bank, pizzeria, bookstore, cafe, tech_shop, clothing_store, toy_store, barber_shop, jewelry_store, bike_shop, bakery, party_store, pharmacy, gelateria : 33059
Saved path: bakery, party_store, music_store, florist, bank, pizzeria, bookstore, dentist, grocery_store, clothing_store, tech_shop, toy_store, gym, hardware_store, jewelry_store : 39303
Saved path: florist, craft_shop, gym, hardware_store, burger_joint, cafe, grocery_store, clothing_store, noodle_house, toy_store, barber_shop, bakery, party_store, pharmacy, music_store : 35864
Saved path: toy_store, noodle_house, grocery_store, cafe, dentist, pizzeria, gelateria, pharmacy, party_store, bakery, pet_store, bike_shop, salon, jewelry_store, barber_shop : 46978
Saved path: dentist, bank, florist, music_store, gelateria, pharmacy, salon, bakery, toy_store, noodle_house, tech_shop, burger_joint, bookstore, cafe, grocery_store : 35256
Saved path: clothing_store, grocery_store, dentist, cafe, bookstore, pizzeria, florist, music_store, pharmacy, bike_shop, pet_store, hardware_store, gym, toy_store, noodle_house : 49115
Saved path: florist, bank, pizzeria, gym, burger_joint, noodle_house, tech_shop, clothing_store, toy_store, jewelry_store, salon, bike_shop, bakery, pharmacy, music_store : 36332
Saved path: clothing_store, tech_shop, burger_joint, bookstore, pizzeria, bank, florist, gelateria, party_store, salon, bike_shop, bakery, hardware_store, gym, toy_store : 32538
Saved path: barber_shop, bakery, bike_shop, party_store, pharmacy, gelateria, florist, bank, pizzeria, bookstore, tech_shop, clothing_store, toy_store, gym, hardware_store : 37535
Saved path: barber_shop, toy_store, noodle_house, clothing_store, dentist, cafe, bookstore, pizzeria, craft_shop, bank, pharmacy, salon, bike_shop, pet_store, bakery : 47632
Saved path: craft_shop, dentist, clothing_store, tech_shop, toy_store, gym, hardware_store, bakery, pet_store, bike_shop, salon, party_store, gelateria, florist, pizzeria : 45984
Saved path: burger_joint, gym, bank, florist, gelateria, pharmacy, salon, bakery, barber_shop, toy_store, noodle_house, tech_shop, clothing_store, dentist, bookstore : 39720
Saved path: pizzeria, bookstore, dentist, grocery_store, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, salon, bike_shop, bakery, gelateria, bank, gym : 42370
Saved path: salon, party_store, jewelry_store, barber_shop, toy_store, tech_shop, grocery_store, dentist, bookstore, pizzeria, florist, gym, hardware_store, pet_store, bakery : 49028
Saved path: bike_shop, bakery, jewelry_store, barber_shop, toy_store, noodle_house, burger_joint, tech_shop, clothing_store, grocery_store, dentist, bank, florist, music_store, gelateria : 41143
Saved path: pet_store, bakery, barber_shop, jewelry_store, hardware_store, gym, toy_store, noodle_house, tech_shop, grocery_store, bookstore, craft_shop, florist, gelateria, party_store : 46010
Saved path: gym, pet_store, bakery, party_store, gelateria, music_store, florist, bank, pizzeria, craft_shop, dentist, burger_joint, tech_shop, noodle_house, toy_store : 45556
Saved path: bank, music_store, gelateria, barber_shop, bakery, pet_store, hardware_store, gym, toy_store, noodle_house, grocery_store, dentist, cafe, bookstore, pizzeria : 53656
Saved path: bookstore, grocery_store, clothing_store, toy_store, noodle_house, tech_shop, burger_joint, gym, jewelry_store, bike_shop, party_store, pharmacy, gelateria, craft_shop, pizzeria : 35947
Saved path: bookstore, gelateria, pharmacy, party_store, bakery, pet_store, bike_shop, salon, jewelry_store, hardware_store, gym, toy_store, noodle_house, clothing_store, grocery_store : 44426
Saved path: bakery, barber_shop, toy_store, noodle_house, tech_shop, cafe, burger_joint, hardware_store, gym, pizzeria, bank, pharmacy, party_store, bike_shop, pet_store : 44791
Saved path: gym, burger_joint, tech_shop, noodle_house, toy_store, clothing_store, grocery_store, cafe, dentist, music_store, pharmacy, bakery, bike_shop, jewelry_store, hardware_store : 41967
Saved path: salon, jewelry_store, hardware_store, toy_store, noodle_house, tech_shop, grocery_store, cafe, dentist, craft_shop, music_store, gelateria, pharmacy, pet_store, bike_shop : 48205
Saved path: bike_shop, bakery, pharmacy, florist, bank, pizzeria, gym, toy_store, noodle_house, clothing_store, cafe, burger_joint, hardware_store, jewelry_store, salon : 34873
Saved path: bakery, party_store, pharmacy, gelateria, music_store, pizzeria, bookstore, dentist, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, gym, pet_store : 47424
Saved path: pharmacy, party_store, barber_shop, jewelry_store, salon, bakery, pet_store, hardware_store, toy_store, grocery_store, dentist, craft_shop, pizzeria, bank, gelateria : 46684
Saved path: toy_store, burger_joint, bookstore, cafe, dentist, craft_shop, pizzeria, bank, gelateria, pharmacy, party_store, bakery, barber_shop, jewelry_store, hardware_store : 37041
Saved path: gelateria, pharmacy, party_store, salon, bakery, pet_store, hardware_store, toy_store, tech_shop, grocery_store, cafe, dentist, craft_shop, pizzeria, music_store : 44780
Saved path: bakery, salon, music_store, gelateria, bank, craft_shop, pizzeria, gym, hardware_store, burger_joint, grocery_store, clothing_store, noodle_house, toy_store, barber_shop : 38074
Saved path: craft_shop, pizzeria, gym, burger_joint, cafe, dentist, grocery_store, noodle_house, toy_store, barber_shop, jewelry_store, bike_shop, bakery, music_store, bank : 44071
Saved path: toy_store, tech_shop, burger_joint, jewelry_store, bakery, bike_shop, salon, party_store, gelateria, music_store, pizzeria, craft_shop, dentist, cafe, grocery_store : 39957
Saved path: pet_store, bike_shop, gym, toy_store, tech_shop, clothing_store, dentist, craft_shop, pizzeria, bank, florist, music_store, gelateria, pharmacy, bakery : 47780
Saved path: bookstore, cafe, clothing_store, noodle_house, toy_store, barber_shop, jewelry_store, bakery, bike_shop, salon, party_store, hardware_store, gym, florist, pizzeria : 35813
Saved path: cafe, grocery_store, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, salon, bike_shop, pet_store, bakery, pharmacy, florist, pizzeria, gym : 44595
Saved path: bookstore, craft_shop, bank, florist, music_store, gelateria, pharmacy, party_store, bakery, barber_shop, jewelry_store, hardware_store, burger_joint, cafe, clothing_store : 34475
Saved path: craft_shop, music_store, pharmacy, party_store, jewelry_store, salon, bakery, pet_store, burger_joint, bookstore, tech_shop, noodle_house, toy_store, clothing_store, dentist : 47770
Saved path: pet_store, bakery, burger_joint, bookstore, cafe, grocery_store, tech_shop, toy_store, gym, craft_shop, bank, gelateria, pharmacy, jewelry_store, bike_shop : 44965
Saved path: pizzeria, gym, hardware_store, jewelry_store, party_store, bike_shop, pet_store, bakery, toy_store, tech_shop, burger_joint, cafe, dentist, craft_shop, bank : 44954
Saved path: dentist, gelateria, pharmacy, party_store, salon, bike_shop, bakery, barber_shop, hardware_store, gym, toy_store, noodle_house, tech_shop, burger_joint, cafe : 41217
Saved path: cafe, burger_joint, gym, bank, pharmacy, party_store, bakery, pet_store, bike_shop, salon, jewelry_store, barber_shop, toy_store, noodle_house, tech_shop : 42249
Saved path: burger_joint, tech_shop, toy_store, grocery_store, cafe, dentist, craft_shop, pizzeria, florist, music_store, gelateria, bike_shop, pet_store, bakery, jewelry_store : 49255
Saved path: pet_store, bakery, party_store, gelateria, music_store, florist, bank, craft_shop, pizzeria, cafe, clothing_store, toy_store, noodle_house, burger_joint, hardware_store : 41062
Saved path: florist, gelateria, bakery, pet_store, bike_shop, jewelry_store, barber_shop, toy_store, clothing_store, tech_shop, burger_joint, bookstore, dentist, craft_shop, pizzeria : 49364
Saved path: clothing_store, toy_store, noodle_house, bookstore, burger_joint, hardware_store, jewelry_store, salon, bike_shop, pet_store, bakery, music_store, bank, craft_shop, dentist : 50007
Saved path: cafe, burger_joint, tech_shop, toy_store, gym, hardware_store, bakery, salon, party_store, pharmacy, music_store, florist, pizzeria, craft_shop, dentist : 35212
Saved path: hardware_store, bakery, pet_store, bike_shop, pharmacy, music_store, gelateria, bank, craft_shop, pizzeria, bookstore, dentist, grocery_store, noodle_house, toy_store : 47739
Saved path: music_store, florist, craft_shop, gym, bookstore, cafe, dentist, clothing_store, tech_shop, noodle_house, toy_store, barber_shop, bakery, bike_shop, party_store : 44865
Saved path: cafe, burger_joint, bookstore, bank, music_store, gelateria, bakery, pet_store, bike_shop, salon, jewelry_store, barber_shop, toy_store, grocery_store, dentist : 50760
Saved path: clothing_store, tech_shop, noodle_house, toy_store, hardware_store, jewelry_store, salon, gym, craft_shop, florist, pizzeria, bookstore, cafe, dentist, grocery_store : 33201
Saved path: gelateria, pharmacy, bakery, barber_shop, jewelry_store, hardware_store, burger_joint, noodle_house, clothing_store, bookstore, cafe, dentist, craft_shop, florist, music_store : 40159
Saved path: burger_joint, gym, bakery, pet_store, salon, jewelry_store, pharmacy, bank, pizzeria, dentist, cafe, clothing_store, toy_store, noodle_house, tech_shop : 47308
Saved path: pharmacy, florist, craft_shop, pizzeria, bookstore, burger_joint, tech_shop, noodle_house, toy_store, hardware_store, barber_shop, bakery, bike_shop, salon, party_store : 33887
Saved path: barber_shop, jewelry_store, bike_shop, bakery, party_store, pharmacy, gelateria, pizzeria, gym, hardware_store, burger_joint, grocery_store, tech_shop, noodle_house, toy_store : 37693
Saved path: pharmacy, music_store, florist, bank, craft_shop, dentist, clothing_store, toy_store, burger_joint, hardware_store, jewelry_store, barber_shop, bakery, pet_store, bike_shop : 50501
Saved path: cafe, grocery_store, clothing_store, noodle_house, toy_store, hardware_store, jewelry_store, barber_shop, bakery, bike_shop, salon, pharmacy, gelateria, music_store, dentist : 41952
Saved path: toy_store, noodle_house, burger_joint, cafe, bookstore, pizzeria, craft_shop, florist, music_store, gelateria, pharmacy, party_store, salon, pet_store, jewelry_store : 41644
Saved path: tech_shop, bookstore, burger_joint, hardware_store, jewelry_store, barber_shop, bakery, bike_shop, salon, party_store, music_store, florist, dentist, grocery_store, toy_store : 43506
Saved path: gym, bank, florist, music_store, pharmacy, bakery, pet_store, bike_shop, salon, jewelry_store, burger_joint, bookstore, cafe, clothing_store, toy_store : 45644
Saved path: clothing_store, grocery_store, cafe, craft_shop, bank, florist, gelateria, pharmacy, bakery, bike_shop, salon, hardware_store, toy_store, noodle_house, tech_shop : 30611
Saved path: tech_shop, toy_store, hardware_store, barber_shop, bakery, bike_shop, salon, party_store, pharmacy, gelateria, music_store, pizzeria, dentist, cafe, grocery_store : 42629
Saved path: florist, gelateria, pharmacy, salon, bike_shop, pet_store, bakery, toy_store, tech_shop, clothing_store, grocery_store, cafe, dentist, craft_shop, bank : 42127
Saved path: bank, florist, gelateria, pharmacy, jewelry_store, bike_shop, bakery, toy_store, noodle_house, tech_shop, grocery_store, cafe, burger_joint, gym, craft_shop : 34365
Saved path: tech_shop, burger_joint, bookstore, cafe, dentist, bank, florist, music_store, salon, bike_shop, pet_store, bakery, hardware_store, gym, toy_store : 47949
Saved path: grocery_store, clothing_store, toy_store, burger_joint, gym, hardware_store, jewelry_store, salon, bike_shop, party_store, pharmacy, gelateria, florist, pizzeria, dentist : 39857
Saved path: music_store, pharmacy, party_store, bakery, jewelry_store, hardware_store, toy_store, noodle_house, tech_shop, clothing_store, cafe, dentist, craft_shop, pizzeria, florist : 36055
Saved path: clothing_store, grocery_store, dentist, cafe, bookstore, pizzeria, craft_shop, bank, gelateria, music_store, pharmacy, bakery, barber_shop, toy_store, noodle_house : 38340
Saved path: bike_shop, salon, hardware_store, burger_joint, tech_shop, noodle_house, toy_store, grocery_store, pizzeria, bank, music_store, pharmacy, party_store, bakery, pet_store : 42053
Saved path: gelateria, salon, bike_shop, pet_store, bakery, barber_shop, toy_store, noodle_house, clothing_store, dentist, bookstore, pizzeria, gym, bank, florist : 51715
Saved path: grocery_store, clothing_store, tech_shop, noodle_house, toy_store, gym, bakery, party_store, music_store, florist, bank, pizzeria, bookstore, cafe, dentist : 35902
Saved path: bank, florist, music_store, bakery, pet_store, hardware_store, gym, toy_store, noodle_house, tech_shop, clothing_store, dentist, cafe, bookstore, pizzeria : 47515
Saved path: pizzeria, craft_shop, florist, gelateria, pharmacy, party_store, salon, bike_shop, bakery, jewelry_store, hardware_store, toy_store, noodle_house, grocery_store, cafe : 32997
Saved path: grocery_store, bookstore, burger_joint, gym, craft_shop, florist, gelateria, bakery, pet_store, bike_shop, salon, jewelry_store, barber_shop, toy_store, noodle_house : 46505
Saved path: toy_store, grocery_store, cafe, burger_joint, bookstore, pizzeria, craft_shop, bank, music_store, pharmacy, party_store, salon, bike_shop, bakery, jewelry_store : 34369
Saved path: florist, bank, pizzeria, bookstore, dentist, grocery_store, clothing_store, noodle_house, toy_store, hardware_store, pet_store, bakery, barber_shop, party_store, music_store : 50310
Saved path: salon, bike_shop, pet_store, bakery, jewelry_store, barber_shop, toy_store, tech_shop, bookstore, burger_joint, gym, craft_shop, bank, gelateria, party_store : 44186
Saved path: dentist, craft_shop, bank, gelateria, music_store, party_store, salon, bike_shop, bakery, gym, burger_joint, toy_store, clothing_store, grocery_store, cafe : 38544
Saved path: pet_store, bakery, salon, jewelry_store, hardware_store, toy_store, noodle_house, tech_shop, grocery_store, cafe, bookstore, pizzeria, music_store, gelateria, pharmacy : 42995
Saved path: burger_joint, dentist, grocery_store, clothing_store, noodle_house, toy_store, barber_shop, jewelry_store, salon, bakery, pet_store, party_store, gelateria, bank, gym : 48659
Saved path: music_store, gelateria, pharmacy, salon, bakery, pet_store, jewelry_store, toy_store, tech_shop, clothing_store, grocery_store, dentist, pizzeria, bank, florist : 46507
Saved path: barber_shop, bakery, bike_shop, salon, pharmacy, gelateria, music_store, dentist, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, hardware_store, jewelry_store : 41724
Saved path: gelateria, florist, bank, dentist, cafe, grocery_store, toy_store, burger_joint, hardware_store, jewelry_store, bakery, pet_store, bike_shop, salon, party_store : 46163
Saved path: music_store, pharmacy, salon, bike_shop, bakery, jewelry_store, hardware_store, gym, toy_store, tech_shop, grocery_store, cafe, dentist, craft_shop, florist : 40588
Saved path: pizzeria, craft_shop, bank, florist, gelateria, pharmacy, salon, bakery, barber_shop, toy_store, clothing_store, tech_shop, cafe, hardware_store, gym : 35485
Saved path: barber_shop, bakery, bike_shop, gelateria, florist, bank, craft_shop, gym, hardware_store, burger_joint, bookstore, dentist, grocery_store, tech_shop, toy_store : 44178
Saved path: barber_shop, bakery, pet_store, bike_shop, party_store, music_store, gelateria, pizzeria, bookstore, cafe, grocery_store, toy_store, noodle_house, burger_joint, hardware_store : 48191
Saved path: salon, party_store, pharmacy, bank, pizzeria, bookstore, dentist, grocery_store, clothing_store, tech_shop, toy_store, barber_shop, bakery, pet_store, bike_shop : 47203
Saved path: bakery, pet_store, bike_shop, party_store, music_store, florist, bank, craft_shop, pizzeria, gym, burger_joint, grocery_store, tech_shop, noodle_house, toy_store : 43720
Saved path: bank, gelateria, party_store, jewelry_store, barber_shop, bakery, pet_store, hardware_store, toy_store, clothing_store, grocery_store, tech_shop, burger_joint, bookstore, pizzeria : 43587
Saved path: pizzeria, bookstore, cafe, tech_shop, toy_store, gym, hardware_store, barber_shop, bakery, pet_store, bike_shop, party_store, pharmacy, gelateria, florist : 45735
Saved path: gelateria, pharmacy, barber_shop, bakery, bike_shop, salon, hardware_store, toy_store, noodle_house, clothing_store, grocery_store, bookstore, dentist, craft_shop, bank : 41485
Saved path: craft_shop, bank, gelateria, music_store, pharmacy, party_store, bakery, bike_shop, gym, toy_store, grocery_store, tech_shop, burger_joint, bookstore, pizzeria : 35443
Saved path: toy_store, noodle_house, clothing_store, grocery_store, bookstore, pizzeria, bank, music_store, gelateria, pharmacy, party_store, bike_shop, bakery, hardware_store, gym : 35017
Saved path: music_store, party_store, salon, bike_shop, bakery, gym, burger_joint, tech_shop, toy_store, grocery_store, dentist, craft_shop, pizzeria, bank, florist : 38533
Saved path: gym, hardware_store, pet_store, bakery, barber_shop, party_store, pharmacy, music_store, pizzeria, bookstore, dentist, grocery_store, tech_shop, noodle_house, toy_store : 52903
Saved path: bookstore, burger_joint, tech_shop, toy_store, hardware_store, jewelry_store, bike_shop, bakery, party_store, pharmacy, bank, craft_shop, dentist, grocery_store, cafe : 38120
Saved path: noodle_house, toy_store, barber_shop, jewelry_store, bakery, salon, party_store, gelateria, pharmacy, hardware_store, burger_joint, dentist, grocery_store, clothing_store, tech_shop : 36987
Saved path: dentist, cafe, bookstore, gym, florist, music_store, pharmacy, party_store, salon, bakery, pet_store, barber_shop, toy_store, clothing_store, grocery_store : 50991
Saved path: clothing_store, grocery_store, dentist, craft_shop, bank, gelateria, pharmacy, party_store, bakery, barber_shop, jewelry_store, hardware_store, burger_joint, bookstore, noodle_house : 37283
Saved path: craft_shop, pizzeria, bank, florist, pharmacy, jewelry_store, bakery, pet_store, hardware_store, burger_joint, tech_shop, toy_store, grocery_store, cafe, dentist : 44782
Saved path: barber_shop, jewelry_store, bakery, pet_store, bike_shop, salon, hardware_store, gym, craft_shop, bank, florist, bookstore, cafe, tech_shop, toy_store : 39753
Saved path: pet_store, bike_shop, gelateria, florist, craft_shop, pizzeria, bookstore, cafe, clothing_store, tech_shop, noodle_house, toy_store, gym, jewelry_store, bakery : 44457
Saved path: bakery, pet_store, gelateria, florist, gym, pizzeria, craft_shop, dentist, cafe, burger_joint, tech_shop, toy_store, barber_shop, jewelry_store, salon : 48578
Saved path: pharmacy, gelateria, florist, pizzeria, bookstore, burger_joint, cafe, dentist, grocery_store, clothing_store, toy_store, gym, bike_shop, jewelry_store, party_store : 40102
Saved path: gelateria, pharmacy, party_store, bike_shop, bakery, jewelry_store, barber_shop, clothing_store, grocery_store, dentist, bookstore, gym, craft_shop, florist, music_store : 43705
Saved path: jewelry_store, barber_shop, bakery, pet_store, bike_shop, pharmacy, gelateria, music_store, florist, bank, dentist, grocery_store, tech_shop, toy_store, hardware_store : 50450
Saved path: craft_shop, gym, hardware_store, pharmacy, salon, bike_shop, pet_store, bakery, toy_store, clothing_store, grocery_store, dentist, burger_joint, bookstore, pizzeria : 47109
Saved path: craft_shop, dentist, cafe, bookstore, burger_joint, tech_shop, toy_store, barber_shop, bakery, bike_shop, pharmacy, gelateria, music_store, bank, pizzeria : 40939
Saved path: cafe, grocery_store, clothing_store, toy_store, noodle_house, burger_joint, pet_store, bike_shop, salon, jewelry_store, party_store, gelateria, craft_shop, pizzeria, bookstore : 42254
Saved path: bank, gelateria, pharmacy, bike_shop, pet_store, bakery, jewelry_store, barber_shop, toy_store, clothing_store, dentist, cafe, burger_joint, gym, pizzeria : 50067
Saved path: craft_shop, dentist, cafe, burger_joint, tech_shop, noodle_house, toy_store, hardware_store, salon, bakery, jewelry_store, barber_shop, gelateria, bank, pizzeria : 36643
Saved path: pizzeria, craft_shop, florist, gelateria, party_store, barber_shop, jewelry_store, salon, bakery, pet_store, hardware_store, toy_store, tech_shop, grocery_store, cafe : 43702
Saved path: bank, florist, music_store, party_store, salon, bike_shop, bakery, barber_shop, toy_store, burger_joint, bookstore, cafe, dentist, craft_shop, pizzeria : 39813
Saved path: bakery, salon, jewelry_store, pharmacy, music_store, florist, bank, pizzeria, craft_shop, dentist, clothing_store, toy_store, noodle_house, burger_joint, gym : 38261
Saved path: florist, bank, pizzeria, craft_shop, dentist, grocery_store, clothing_store, toy_store, tech_shop, burger_joint, hardware_store, jewelry_store, barber_shop, bakery, pharmacy : 36463
Saved path: florist, bank, bookstore, grocery_store, tech_shop, noodle_house, toy_store, barber_shop, bakery, bike_shop, salon, party_store, pharmacy, gelateria, music_store : 35578
