Saved path: bike_shop, pet_store, bakery, music_store, bank, craft_shop, gym, hardware_store, burger_joint, cafe, dentist, clothing_store, toy_store, barber_shop, jewelry_store : 53204
Saved path: pet_store, hardware_store, gym, toy_store, tech_shop, burger_joint, bookstore, cafe, dentist, craft_shop, music_store, pharmacy, party_store, barber_shop, bakery : 51783
Saved path: grocery_store, cafe, craft_shop, bank, florist, gelateria, pharmacy, party_store, salon, bike_shop, pet_store, bakery, burger_joint, tech_shop, toy_store : 39665
Saved path: bank, florist, music_store, gelateria, party_store, salon, bakery, jewelry_store, barber_shop, toy_store, tech_shop, cafe, dentist, craft_shop, gym : 38771
Saved path: music_store, florist, dentist, grocery_store, cafe, bookstore, burger_joint, tech_shop, noodle_house, toy_store, hardware_store, pet_store, party_store, pharmacy, gelateria : 46339
Saved path: bike_shop, pet_store, bakery, barber_shop, toy_store, clothing_store, bookstore, burger_joint, gym, pizzeria, bank, florist, music_store, gelateria, party_store : 48471
Saved path: pharmacy, gelateria, pizzeria, craft_shop, dentist, grocery_store, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, bakery, pet_store, bike_shop, party_store : 46426
Saved path: bakery, jewelry_store, hardware_store, toy_store, clothing_store, grocery_store, dentist, cafe, burger_joint, bookstore, bank, florist, music_store, gelateria, party_store : 37578
Saved path: cafe, clothing_store, toy_store, noodle_house, tech_shop, burger_joint, gym, pet_store, bakery, salon, jewelry_store, party_store, pharmacy, music_store, bookstore : 45209
Saved path: toy_store, tech_shop, clothing_store, grocery_store, dentist, craft_shop, pizzeria, gelateria, party_store, bakery, pet_store, bike_shop, salon, jewelry_store, barber_shop : 46593
Saved path: party_store, pharmacy, music_store, florist, craft_shop, pizzeria, bookstore, dentist, clothing_store, toy_store, noodle_house, tech_shop, burger_joint, pet_store, salon : 45922
Saved path: burger_joint, bookstore, craft_shop, bank, florist, music_store, bakery, pet_store, bike_shop, salon, jewelry_store, hardware_store, toy_store, clothing_store, noodle_house : 44755
Saved path: toy_store, tech_shop, burger_joint, hardware_store, barber_shop, bakery, pet_store, bike_shop, party_store, pharmacy, florist, bank, craft_shop, dentist, clothing_store : 48230
Saved path: music_store, gelateria, pharmacy, party_store, bakery, barber_shop, jewelry_store, hardware_store, burger_joint, noodle_house, clothing_store, grocery_store, dentist, bank, florist : 37621
Saved path: hardware_store, jewelry_store, barber_shop, pet_store, bakery, gelateria, music_store, florist, bank, pizzeria, craft_shop, dentist, clothing_store, toy_store, gym : 51432
Saved path: bookstore, burger_joint, gym, florist, gelateria, pharmacy, salon, bakery, jewelry_store, barber_shop, toy_store, tech_shop, clothing_store, dentist, cafe : 39517
Saved path: bookstore, bank, florist, party_store, salon, bike_shop, bakery, hardware_store, gym, burger_joint, tech_shop, noodle_house, toy_store, clothing_store, cafe : 32748
Saved path: bike_shop, jewelry_store, hardware_store, gym, toy_store, tech_shop, grocery_store, dentist, bookstore, bank, florist, music_store, gelateria, bakery, pet_store : 52376
Saved path: bakery, salon, jewelry_store, barber_shop, toy_store, noodle_house, tech_shop, clothing_store, grocery_store, pizzeria, craft_shop, gym, hardware_store, party_store, pet_store : 39778
Saved path: bank, florist, music_store, pharmacy, party_store, salon, pet_store, bakery, toy_store, noodle_house, clothing_store, grocery_store, cafe, gym, craft_shop : 41429
Saved path: jewelry_store, salon, bike_shop, pet_store, bakery, gym, toy_store, noodle_house, clothing_store, bookstore, cafe, dentist, craft_shop, florist, gelateria : 49385
Saved path: bakery, barber_shop, pharmacy, gelateria, music_store, craft_shop, pizzeria, bookstore, burger_joint, tech_shop, clothing_store, toy_store, gym, hardware_store, pet_store : 48864
Saved path: clothing_store, grocery_store, dentist, bookstore, bank, gelateria, pharmacy, bakery, bike_shop, jewelry_store, hardware_store, gym, burger_joint, noodle_house, toy_store : 41442
Saved path: pharmacy, florist, bank, pizzeria, bookstore, dentist, clothing_store, tech_shop, noodle_house, toy_store, gym, hardware_store, jewelry_store, barber_shop, bakery : 39862
Saved path: craft_shop, pizzeria, bookstore, burger_joint, dentist, grocery_store, tech_shop, noodle_house, toy_store, barber_shop, bakery, salon, party_store, gelateria, florist : 37372
Saved path: dentist, bookstore, burger_joint, gym, pizzeria, craft_shop, florist, pharmacy, party_store, bike_shop, bakery, barber_shop, toy_store, noodle_house, grocery_store : 42932
Saved path: pizzeria, florist, music_store, pharmacy, party_store, bakery, pet_store, bike_shop, salon, jewelry_store, barber_shop, toy_store, grocery_store, cafe, gym : 46379
Saved path: pet_store, salon, party_store, gelateria, music_store, craft_shop, dentist, cafe, bookstore, grocery_store, clothing_store, noodle_house, toy_store, gym, hardware_store : 48917
Saved path: music_store, craft_shop, bookstore, burger_joint, cafe, grocery_store, clothing_store, noodle_house, toy_store, barber_shop, jewelry_store, pet_store, bakery, pharmacy, gelateria : 44741
Saved path: gelateria, pharmacy, salon, bike_shop, bakery, burger_joint, bookstore, tech_shop, toy_store, clothing_store, grocery_store, cafe, dentist, craft_shop, florist : 35566
Saved path: pet_store, bakery, party_store, pharmacy, florist, craft_shop, gym, hardware_store, burger_joint, cafe, bookstore, noodle_house, toy_store, barber_shop, jewelry_store : 44001
Saved path: gym, burger_joint, grocery_store, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, bike_shop, bakery, party_store, pharmacy, music_store, craft_shop, pizzeria : 38517
Saved path: dentist, grocery_store, toy_store, noodle_house, tech_shop, burger_joint, gym, hardware_store, bakery, party_store, pharmacy, music_store, bank, pizzeria, bookstore : 37556
Saved path: toy_store, clothing_store, grocery_store, tech_shop, bookstore, cafe, dentist, craft_shop, bank, florist, pharmacy, salon, bike_shop, bakery, jewelry_store : 36844
Saved path: gym, jewelry_store, bakery, party_store, music_store, gelateria, bank, craft_shop, dentist, cafe, burger_joint, bookstore, grocery_store, clothing_store, toy_store : 39810
Saved path: tech_shop, toy_store, gym, bakery, pet_store, bike_shop, salon, party_store, gelateria, florist, pizzeria, bookstore, cafe, dentist, burger_joint : 45997
Saved path: pizzeria, craft_shop, dentist, clothing_store, tech_shop, toy_store, hardware_store, jewelry_store, barber_shop, bakery, bike_shop, salon, music_store, florist, bank : 41692
Saved path: gelateria, music_store, florist, craft_shop, dentist, cafe, grocery_store, clothing_store, toy_store, noodle_house, burger_joint, gym, bike_shop, pet_store, bakery : 48044
Saved path: music_store, pharmacy, salon, bike_shop, bakery, gym, toy_store, clothing_store, cafe, burger_joint, bookstore, pizzeria, craft_shop, bank, florist : 34250
Saved path: tech_shop, clothing_store, dentist, burger_joint, bookstore, pizzeria, craft_shop, bank, music_store, pet_store, bakery, jewelry_store, barber_shop, toy_store, noodle_house : 49867
Saved path: salon, bakery, jewelry_store, barber_shop, toy_store, clothing_store, tech_shop, burger_joint, bookstore, pizzeria, gym, craft_shop, bank, music_store, pharmacy : 36609
Saved path: noodle_house, toy_store, gym, hardware_store, pet_store, bakery, jewelry_store, party_store, music_store, florist, pizzeria, craft_shop, dentist, cafe, tech_shop : 47645
Saved path: pet_store, bakery, salon, jewelry_store, barber_shop, toy_store, noodle_house, clothing_store, grocery_store, cafe, craft_shop, florist, music_store, gelateria, pharmacy : 44084
Saved path: dentist, craft_shop, florist, music_store, gelateria, pharmacy, party_store, salon, bike_shop, pet_store, bakery, toy_store, burger_joint, bookstore, cafe : 44846
Saved path: craft_shop, pizzeria, cafe, tech_shop, noodle_house, toy_store, hardware_store, jewelry_store, salon, bakery, pet_store, pharmacy, music_store, florist, bank : 41348
Saved path: gym, hardware_store, jewelry_store, bakery, pet_store, bike_shop, pharmacy, gelateria, music_store, florist, bookstore, burger_joint, tech_shop, clothing_store, toy_store : 47234
Saved path: cafe, grocery_store, tech_shop, noodle_house, toy_store, gym, hardware_store, jewelry_store, salon, party_store, gelateria, florist, craft_shop, pizzeria, bookstore : 32147
Saved path: gym, pizzeria, gelateria, music_store, pharmacy, bakery, bike_shop, jewelry_store, barber_shop, toy_store, noodle_house, tech_shop, grocery_store, cafe, hardware_store : 40314
Saved path: pharmacy, party_store, hardware_store, gym, craft_shop, pizzeria, bookstore, burger_joint, toy_store, barber_shop, jewelry_store, salon, bike_shop, pet_store, bakery : 43390
Saved path: grocery_store, noodle_house, toy_store, barber_shop, jewelry_store, salon, bakery, pet_store, party_store, gym, craft_shop, pizzeria, bookstore, cafe, dentist : 44116
Saved path: florist, bank, craft_shop, bookstore, cafe, burger_joint, tech_shop, toy_store, gym, hardware_store, pet_store, bakery, salon, pharmacy, gelateria : 39898
Saved path: gym, burger_joint, cafe, clothing_store, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, bike_shop, pet_store, bakery, party_store, florist, bank : 44065
Saved path: gelateria, music_store, bank, pizzeria, bookstore, dentist, grocery_store, clothing_store, toy_store, gym, hardware_store, barber_shop, bakery, salon, party_store : 42563
Saved path: florist, bank, dentist, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, gym, bakery, jewelry_store, party_store, pharmacy, gelateria, music_store : 37124
Saved path: pizzeria, craft_shop, bank, florist, music_store, gelateria, pet_store, bakery, toy_store, noodle_house, tech_shop, clothing_store, grocery_store, cafe, bookstore : 39782
Saved path: pharmacy, pizzeria, dentist, cafe, grocery_store, clothing_store, toy_store, noodle_house, burger_joint, hardware_store, jewelry_store, salon, bike_shop, pet_store, bakery : 46536
Saved path: gym, toy_store, noodle_house, tech_shop, grocery_store, dentist, cafe, bookstore, pizzeria, florist, music_store, gelateria, party_store, salon, bakery : 36817
Saved path: noodle_house, toy_store, gym, hardware_store, jewelry_store, bakery, party_store, pharmacy, gelateria, music_store, bank, craft_shop, dentist, grocery_store, tech_shop : 37601
Saved path: pharmacy, salon, bakery, barber_shop, toy_store, tech_shop, clothing_store, grocery_store, dentist, bookstore, pizzeria, gym, craft_shop, bank, gelateria : 40231
Saved path: salon, bakery, gym, toy_store, grocery_store, tech_shop, burger_joint, bookstore, pizzeria, craft_shop, bank, florist, music_store, party_store, jewelry_store : 34585
Saved path: party_store, gelateria, craft_shop, pizzeria, gym, toy_store, noodle_house, clothing_store, grocery_store, burger_joint, hardware_store, jewelry_store, bakery, pet_store, bike_shop : 45480
Saved path: toy_store, clothing_store, grocery_store, cafe, bookstore, craft_shop, bank, music_store, party_store, salon, bike_shop, pet_store, bakery, hardware_store, gym : 43208
Saved path: bank, florist, pharmacy, salon, bike_shop, bakery, jewelry_store, barber_shop, toy_store, clothing_store, tech_shop, noodle_house, burger_joint, bookstore, pizzeria : 33078
Saved path: cafe, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, hardware_store, bakery, party_store, gelateria, music_store, florist, pizzeria, craft_shop, dentist : 34053
Saved path: toy_store, gym, bike_shop, pet_store, bakery, pharmacy, gelateria, music_store, florist, pizzeria, bookstore, cafe, dentist, tech_shop, noodle_house : 48083
Saved path: burger_joint, gym, hardware_store, bakery, pet_store, bike_shop, party_store, pharmacy, bank, bookstore, dentist, grocery_store, clothing_store, toy_store, noodle_house : 47231
Saved path: bookstore, cafe, dentist, craft_shop, bank, florist, music_store, gelateria, pharmacy, bakery, pet_store, bike_shop, gym, toy_store, grocery_store : 48555
Saved path: burger_joint, pizzeria, craft_shop, florist, music_store, pharmacy, party_store, bike_shop, pet_store, bakery, barber_shop, jewelry_store, hardware_store, toy_store, grocery_store : 47514
Saved path: party_store, pharmacy, gelateria, music_store, craft_shop, pizzeria, burger_joint, cafe, grocery_store, tech_shop, toy_store, barber_shop, jewelry_store, bakery, salon : 34258
Saved path: dentist, grocery_store, clothing_store, toy_store, noodle_house, tech_shop, burger_joint, gym, hardware_store, bakery, barber_shop, pharmacy, gelateria, music_store, pizzeria : 42701
Saved path: toy_store, noodle_house, tech_shop, burger_joint, cafe, bookstore, pizzeria, craft_shop, florist, gelateria, pharmacy, pet_store, bakery, jewelry_store, barber_shop : 40178
Saved path: clothing_store, dentist, pizzeria, florist, music_store, pharmacy, party_store, salon, bakery, pet_store, barber_shop, hardware_store, burger_joint, tech_shop, toy_store : 50406
Saved path: pet_store, bakery, barber_shop, toy_store, noodle_house, grocery_store, dentist, bookstore, burger_joint, gym, bank, music_store, gelateria, pharmacy, party_store : 52229
Saved path: party_store, gelateria, music_store, florist, bank, craft_shop, pizzeria, burger_joint, noodle_house, clothing_store, toy_store, barber_shop, bakery, pet_store, bike_shop : 46001
Saved path: toy_store, noodle_house, cafe, bookstore, pizzeria, bank, florist, music_store, gelateria, pharmacy, party_store, salon, bike_shop, pet_store, bakery : 39338
Saved path: toy_store, clothing_store, grocery_store, cafe, dentist, craft_shop, bank, music_store, pharmacy, jewelry_store, bakery, pet_store, burger_joint, tech_shop, noodle_house : 45858
Saved path: hardware_store, toy_store, noodle_house, clothing_store, cafe, dentist, florist, music_store, gelateria, pharmacy, barber_shop, bakery, pet_store, bike_shop, salon : 51251
Saved path: grocery_store, tech_shop, noodle_house, toy_store, barber_shop, pet_store, bakery, salon, party_store, pharmacy, gelateria, music_store, gym, burger_joint, dentist : 51256
Saved path: craft_shop, dentist, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, hardware_store, pet_store, bakery, salon, jewelry_store, barber_shop, party_store, music_store : 48879
Saved path: bakery, hardware_store, gym, craft_shop, dentist, cafe, burger_joint, bookstore, clothing_store, toy_store, barber_shop, jewelry_store, salon, bike_shop, pet_store : 42162
Saved path: noodle_house, tech_shop, clothing_store, toy_store, gym, pizzeria, craft_shop, bank, florist, gelateria, party_store, pet_store, bakery, salon, jewelry_store : 42445
Saved path: music_store, pharmacy, party_store, bakery, pet_store, bike_shop, salon, hardware_store, toy_store, noodle_house, grocery_store, cafe, gym, bank, florist : 43069
Saved path: hardware_store, gym, toy_store, noodle_house, clothing_store, grocery_store, bookstore, pizzeria, bank, music_store, party_store, pet_store, bakery, barber_shop, jewelry_store : 47394
Saved path: cafe, burger_joint, pizzeria, florist, bank, craft_shop, hardware_store, bakery, bike_shop, jewelry_store, barber_shop, toy_store, noodle_house, clothing_store, grocery_store : 33337
Saved path: noodle_house, toy_store, clothing_store, grocery_store, bookstore, pizzeria, gym, jewelry_store, bakery, pet_store, bike_shop, party_store, pharmacy, burger_joint, tech_shop : 43758
Saved path: jewelry_store, gym, burger_joint, tech_shop, toy_store, clothing_store, grocery_store, dentist, cafe, bookstore, pizzeria, craft_shop, gelateria, pet_store, salon : 49225
Saved path: jewelry_store, hardware_store, gym, toy_store, tech_shop, dentist, pizzeria, bank, gelateria, pharmacy, party_store, bakery, pet_store, bike_shop, salon : 47477
Saved path: noodle_house, tech_shop, pizzeria, bank, florist, craft_shop, dentist, burger_joint, hardware_store, pet_store, bakery, salon, jewelry_store, barber_shop, toy_store : 43506
Saved path: jewelry_store, barber_shop, toy_store, noodle_house, tech_shop, clothing_store, bookstore, burger_joint, gym, craft_shop, florist, pharmacy, party_store, bakery, bike_shop : 36635
Saved path: craft_shop, bank, gelateria, party_store, bakery, jewelry_store, barber_shop, toy_store, noodle_house, tech_shop, grocery_store, cafe, burger_joint, gym, pizzeria : 33234
Saved path: pizzeria, bank, florist, music_store, pharmacy, party_store, salon, bakery, pet_store, barber_shop, jewelry_store, hardware_store, toy_store, tech_shop, burger_joint : 43683
Saved path: bookstore, pizzeria, craft_shop, music_store, gelateria, pharmacy, party_store, jewelry_store, bike_shop, pet_store, bakery, toy_store, clothing_store, grocery_store, tech_shop : 44099
Saved path: pet_store, bakery, barber_shop, jewelry_store, hardware_store, burger_joint, bookstore, tech_shop, toy_store, clothing_store, dentist, bank, music_store, gelateria, pharmacy : 51635
Saved path: grocery_store, tech_shop, bookstore, cafe, dentist, craft_shop, bank, florist, music_store, gelateria, bakery, pet_store, gym, toy_store, clothing_store : 47498
Saved path: bakery, salon, jewelry_store, party_store, music_store, bank, craft_shop, gym, toy_store, noodle_house, clothing_store, grocery_store, burger_joint, hardware_store, pet_store : 45055
Saved path: music_store, craft_shop, pizzeria, bookstore, cafe, dentist, grocery_store, tech_shop, toy_store, jewelry_store, pet_store, salon, party_store, pharmacy, gelateria : 48054
Saved path: toy_store, hardware_store, jewelry_store, barber_shop, bakery, pet_store, bike_shop, salon, party_store, music_store, florist, burger_joint, noodle_house, tech_shop, clothing_store : 47527
Saved path: salon, bakery, jewelry_store, burger_joint, tech_shop, noodle_house, toy_store, clothing_store, grocery_store, cafe, bookstore, pizzeria, bank, gelateria, pharmacy : 29914
Saved path: craft_shop, pizzeria, bookstore, cafe, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, hardware_store, pet_store, jewelry_store, pharmacy, gelateria, music_store : 43386
Saved path: toy_store, clothing_store, cafe, bookstore, pizzeria, craft_shop, bank, music_store, party_store, salon, bike_shop, bakery, burger_joint, tech_shop, noodle_house : 32459
Saved path: craft_shop, pizzeria, bookstore, burger_joint, tech_shop, toy_store, gym, hardware_store, jewelry_store, salon, bakery, party_store, gelateria, music_store, florist : 33859
Saved path: pharmacy, music_store, bank, craft_shop, dentist, grocery_store, cafe, bookstore, tech_shop, noodle_house, toy_store, hardware_store, barber_shop, bakery, party_store : 39815
Saved path: dentist, cafe, bookstore, pizzeria, craft_shop, gelateria, barber_shop, bakery, pet_store, bike_shop, salon, hardware_store, gym, toy_store, clothing_store : 52629
Saved path: burger_joint, tech_shop, noodle_house, toy_store, clothing_store, grocery_store, bookstore, pizzeria, craft_shop, florist, gelateria, pharmacy, bakery, jewelry_store, hardware_store : 30780
Saved path: clothing_store, toy_store, gym, hardware_store, bakery, pet_store, bike_shop, party_store, pharmacy, music_store, florist, pizzeria, bookstore, cafe, tech_shop : 43637
Saved path: cafe, bookstore, grocery_store, clothing_store, toy_store, gym, hardware_store, barber_shop, bakery, pet_store, bike_shop, pharmacy, bank, craft_shop, dentist : 51762
Saved path: party_store, salon, bike_shop, bakery, barber_shop, jewelry_store, hardware_store, gym, toy_store, noodle_house, bookstore, pizzeria, craft_shop, music_store, pharmacy : 38409
Saved path: grocery_store, dentist, craft_shop, bank, florist, gelateria, pharmacy, salon, bike_shop, bakery, burger_joint, bookstore, tech_shop, noodle_house, toy_store : 35216
Saved path: bike_shop, bakery, barber_shop, toy_store, noodle_house, tech_shop, clothing_store, grocery_store, dentist, burger_joint, bookstore, bank, gelateria, music_store, salon : 42692
Saved path: hardware_store, bike_shop, bakery, barber_shop, pharmacy, music_store, bank, craft_shop, pizzeria, bookstore, tech_shop, grocery_store, clothing_store, toy_store, gym : 40533
Saved path: barber_shop, toy_store, noodle_house, tech_shop, clothing_store, cafe, bookstore, gym, craft_shop, music_store, pharmacy, salon, bike_shop, pet_store, bakery : 48609
Saved path: salon, music_store, gelateria, bank, dentist, cafe, grocery_store, toy_store, burger_joint, hardware_store, jewelry_store, barber_shop, bakery, pet_store, bike_shop : 51806
Saved path: bakery, barber_shop, pharmacy, gelateria, music_store, bank, pizzeria, dentist, cafe, grocery_store, noodle_house, toy_store, gym, hardware_store, pet_store : 52845
Saved path: bank, florist, music_store, gelateria, party_store, bakery, pet_store, hardware_store, toy_store, grocery_store, dentist, burger_joint, bookstore, pizzeria, craft_shop : 46142
Saved path: grocery_store, clothing_store, tech_shop, toy_store, barber_shop, bakery, bike_shop, salon, pharmacy, gelateria, music_store, craft_shop, gym, bookstore, cafe : 39862
Saved path: tech_shop, noodle_house, toy_store, hardware_store, jewelry_store, salon, bike_shop, pet_store, bakery, party_store, pharmacy, gelateria, music_store, florist, bank : 42269
Saved path: dentist, craft_shop, pizzeria, bank, florist, pharmacy, party_store, salon, pet_store, bakery, barber_shop, toy_store, clothing_store, noodle_house, burger_joint : 46076
Saved path: jewelry_store, barber_shop, bakery, bike_shop, salon, music_store, florist, craft_shop, bookstore, cafe, grocery_store, toy_store, tech_shop, burger_joint, hardware_store : 38858
Saved path: salon, bike_shop, bakery, jewelry_store, barber_shop, toy_store, tech_shop, clothing_store, dentist, bookstore, burger_joint, gym, florist, gelateria, pharmacy : 42377
Saved path: party_store, pharmacy, music_store, craft_shop, pizzeria, bookstore, cafe, grocery_store, clothing_store, tech_shop, toy_store, barber_shop, bakery, pet_store, bike_shop : 44845
Saved path: party_store, bike_shop, bakery, toy_store, clothing_store, grocery_store, tech_shop, noodle_house, burger_joint, gym, pizzeria, craft_shop, bank, florist, gelateria : 32796
Saved path: bookstore, dentist, craft_shop, florist, music_store, gelateria, pharmacy, party_store, bakery, pet_store, jewelry_store, barber_shop, toy_store, tech_shop, burger_joint : 47390
Saved path: grocery_store, cafe, bookstore, craft_shop, florist, music_store, gelateria, party_store, jewelry_store, bakery, bike_shop, gym, burger_joint, noodle_house, toy_store : 38235
Saved path: gym, craft_shop, bank, music_store, pharmacy, party_store, bike_shop, pet_store, bakery, jewelry_store, barber_shop, toy_store, noodle_house, cafe, hardware_store : 47044
Saved path: salon, jewelry_store, hardware_store, burger_joint, tech_shop, noodle_house, toy_store, clothing_store, grocery_store, pizzeria, craft_shop, florist, music_store, pharmacy, party_store : 32574
Saved path: bakery, party_store, gelateria, music_store, bookstore, cafe, grocery_store, clothing_store, noodle_house, toy_store, hardware_store, jewelry_store, salon, bike_shop, pet_store : 44431
Saved path: toy_store, clothing_store, grocery_store, dentist, craft_shop, florist, music_store, gelateria, pharmacy, party_store, pet_store, hardware_store, gym, burger_joint, bookstore : 48518
Saved path: dentist, grocery_store, clothing_store, tech_shop, toy_store, barber_shop, bakery, bike_shop, salon, party_store, music_store, florist, bank, bookstore, cafe : 40547
Saved path: hardware_store, burger_joint, tech_shop, noodle_house, toy_store, grocery_store, cafe, craft_shop, bank, pharmacy, party_store, salon, bike_shop, bakery, barber_shop : 36418
Saved path: toy_store, clothing_store, grocery_store, cafe, pizzeria, bank, music_store, gelateria, party_store, jewelry_store, bakery, pet_store, hardware_store, burger_joint, noodle_house : 43267
Saved path: salon, bakery, barber_shop, toy_store, noodle_house, tech_shop, clothing_store, cafe, bookstore, burger_joint, gym, pizzeria, craft_shop, bank, pharmacy : 34886
Saved path: bakery, barber_shop, toy_store, noodle_house, tech_shop, clothing_store, cafe, burger_joint, gym, craft_shop, bank, florist, gelateria, salon, bike_shop : 36073
Saved path: toy_store, noodle_house, tech_shop, grocery_store, cafe, pizzeria, craft_shop, gelateria, party_store, salon, bike_shop, bakery, barber_shop, jewelry_store, hardware_store : 35997
Saved path: craft_shop, dentist, bookstore, burger_joint, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, salon, bike_shop, pet_store, bakery, party_store, florist : 46118
Saved path: bakery, barber_shop, party_store, pharmacy, music_store, gelateria, bank, bookstore, cafe, grocery_store, clothing_store, tech_shop, toy_store, hardware_store, pet_store : 45631
Saved path: bakery, salon, jewelry_store, barber_shop, toy_store, clothing_store, grocery_store, cafe, bookstore, burger_joint, gym, bank, gelateria, party_store, pet_store : 43703
Saved path: clothing_store, tech_shop, toy_store, hardware_store, pet_store, bakery, salon, party_store, gelateria, florist, bank, pizzeria, craft_shop, dentist, grocery_store : 41955
Saved path: gelateria, music_store, florist, craft_shop, dentist, clothing_store, toy_store, noodle_house, burger_joint, gym, jewelry_store, bakery, pet_store, salon, pharmacy : 48857
Saved path: pharmacy, gelateria, bank, pizzeria, bookstore, cafe, dentist, grocery_store, toy_store, noodle_house, tech_shop, burger_joint, hardware_store, jewelry_store, bakery : 35782
Saved path: clothing_store, grocery_store, bookstore, pizzeria, craft_shop, gelateria, pharmacy, party_store, salon, bike_shop, bakery, jewelry_store, toy_store, noodle_house, tech_shop : 32521
Saved path: clothing_store, grocery_store, dentist, bookstore, florist, gelateria, party_store, salon, bakery, pet_store, barber_shop, hardware_store, gym, toy_store, noodle_house : 51592
Saved path: music_store, pharmacy, party_store, bakery, pet_store, bike_shop, jewelry_store, barber_shop, toy_store, noodle_house, grocery_store, dentist, pizzeria, gym, bank : 52196
