Saved path: music_store, gelateria, pharmacy, salon, bike_shop, bakery, gym, burger_joint, tech_shop, toy_store, clothing_store, dentist, bookstore, pizzeria, craft_shop : 41203
Saved path: hardware_store, jewelry_store, barber_shop, bakery, bike_shop, salon, pharmacy, music_store, pizzeria, craft_shop, dentist, clothing_store, toy_store, tech_shop, burger_joint : 42498
Saved path: music_store, florist, craft_shop, gym, pizzeria, bookstore, tech_shop, grocery_store, clothing_store, toy_store, barber_shop, jewelry_store, bakery, bike_shop, salon : 39263
Saved path: pharmacy, party_store, bakery, pet_store, jewelry_store, gym, toy_store, noodle_house, clothing_store, grocery_store, dentist, bookstore, pizzeria, craft_shop, music_store : 49655
Saved path: burger_joint, tech_shop, noodle_house, toy_store, grocery_store, dentist, bank, florist, gelateria, pharmacy, party_store, salon, bakery, jewelry_store, hardware_store : 34027
Saved path: pizzeria, bank, music_store, gelateria, pharmacy, party_store, salon, bakery, pet_store, hardware_store, toy_store, clothing_store, grocery_store, burger_joint, bookstore : 40569
Saved path: pharmacy, gelateria, music_store, bank, burger_joint, cafe, grocery_store, clothing_store, noodle_house, toy_store, barber_shop, bakery, bike_shop, salon, party_store : 36813
Saved path: pet_store, bike_shop, hardware_store, gym, toy_store, burger_joint, dentist, cafe, bookstore, pizzeria, florist, gelateria, pharmacy, barber_shop, bakery : 52230
Saved path: grocery_store, clothing_store, toy_store, noodle_house, tech_shop, burger_joint, jewelry_store, bakery, gelateria, music_store, florist, bank, craft_shop, pizzeria, bookstore : 32576
Saved path: party_store, pharmacy, music_store, bank, craft_shop, gym, burger_joint, noodle_house, tech_shop, clothing_store, toy_store, jewelry_store, bakery, pet_store, bike_shop : 45261
Saved path: bank, craft_shop, pizzeria, bookstore, cafe, tech_shop, toy_store, barber_shop, jewelry_store, bakery, pet_store, bike_shop, party_store, hardware_store, gym : 41343
Saved path: bookstore, craft_shop, florist, gelateria, party_store, bakery, pet_store, jewelry_store, barber_shop, toy_store, noodle_house, clothing_store, grocery_store, cafe, burger_joint : 42098
Saved path: pizzeria, gelateria, jewelry_store, salon, bike_shop, pet_store, bakery, burger_joint, noodle_house, toy_store, clothing_store, grocery_store, cafe, dentist, craft_shop : 46443
Saved path: pet_store, bike_shop, party_store, pharmacy, gelateria, music_store, gym, pizzeria, craft_shop, dentist, noodle_house, toy_store, barber_shop, jewelry_store, bakery : 52056
Saved path: tech_shop, clothing_store, grocery_store, bookstore, burger_joint, gym, pizzeria, bank, gelateria, bakery, pet_store, jewelry_store, barber_shop, toy_store, noodle_house : 45323
Saved path: pizzeria, bookstore, cafe, dentist, clothing_store, tech_shop, toy_store, hardware_store, salon, bike_shop, pet_store, bakery, party_store, music_store, florist : 46598
Saved path: florist, pharmacy, salon, bike_shop, pet_store, bakery, barber_shop, hardware_store, gym, toy_store, noodle_house, tech_shop, dentist, pizzeria, bank : 49926
Saved path: toy_store, tech_shop, burger_joint, dentist, cafe, bookstore, pizzeria, florist, gelateria, pharmacy, bike_shop, pet_store, bakery, barber_shop, hardware_store : 49963
Saved path: music_store, gelateria, pharmacy, bakery, jewelry_store, barber_shop, toy_store, grocery_store, cafe, bookstore, burger_joint, hardware_store, gym, bank, florist : 36664
Saved path: florist, pizzeria, bookstore, dentist, grocery_store, clothing_store, toy_store, noodle_house, burger_joint, hardware_store, pet_store, bakery, barber_shop, gelateria, music_store : 51821
Saved path: party_store, salon, bakery, barber_shop, hardware_store, gym, burger_joint, noodle_house, toy_store, grocery_store, bookstore, pizzeria, craft_shop, bank, pharmacy : 35826
Saved path: tech_shop, toy_store, barber_shop, pet_store, bakery, party_store, pharmacy, music_store, bank, gym, burger_joint, bookstore, cafe, dentist, clothing_store : 51642
Saved path: gelateria, bank, gym, pizzeria, craft_shop, dentist, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, bakery, pet_store : 48752
Saved path: noodle_house, tech_shop, burger_joint, bookstore, cafe, dentist, craft_shop, gym, hardware_store, pet_store, bakery, party_store, pharmacy, barber_shop, toy_store : 47482
Saved path: clothing_store, tech_shop, burger_joint, cafe, bookstore, bank, florist, gelateria, pharmacy, party_store, bakery, pet_store, hardware_store, gym, toy_store : 40583
Saved path: dentist, cafe, grocery_store, clothing_store, toy_store, tech_shop, burger_joint, hardware_store, jewelry_store, bakery, pet_store, salon, party_store, gelateria, bank : 45144
Saved path: pharmacy, party_store, toy_store, clothing_store, cafe, burger_joint, bookstore, pizzeria, craft_shop, gym, jewelry_store, salon, bike_shop, pet_store, bakery : 43464
Saved path: toy_store, noodle_house, tech_shop, burger_joint, cafe, bookstore, pizzeria, florist, music_store, party_store, salon, bike_shop, bakery, jewelry_store, hardware_store : 33647
Saved path: bank, florist, music_store, pharmacy, salon, bike_shop, bakery, jewelry_store, toy_store, noodle_house, tech_shop, clothing_store, cafe, bookstore, pizzeria : 33857
Saved path: party_store, bakery, pet_store, barber_shop, toy_store, clothing_store, grocery_store, dentist, cafe, burger_joint, gym, pizzeria, craft_shop, florist, pharmacy : 47942
Saved path: barber_shop, jewelry_store, hardware_store, gym, toy_store, noodle_house, clothing_store, grocery_store, bookstore, florist, pharmacy, party_store, bike_shop, pet_store, bakery : 46673
Saved path: hardware_store, burger_joint, tech_shop, noodle_house, toy_store, grocery_store, dentist, craft_shop, bank, music_store, gelateria, pharmacy, bakery, pet_store, bike_shop : 46073
Saved path: cafe, tech_shop, toy_store, barber_shop, bakery, pet_store, bike_shop, salon, pharmacy, music_store, bank, craft_shop, gym, hardware_store, burger_joint : 46861
Saved path: bookstore, bank, florist, music_store, gelateria, party_store, bakery, pet_store, hardware_store, toy_store, tech_shop, clothing_store, grocery_store, dentist, cafe : 45428
Saved path: tech_shop, noodle_house, toy_store, gym, craft_shop, florist, gelateria, party_store, bike_shop, jewelry_store, hardware_store, burger_joint, cafe, grocery_store, clothing_store : 35563
Saved path: jewelry_store, toy_store, grocery_store, tech_shop, burger_joint, bookstore, craft_shop, bank, florist, music_store, pharmacy, party_store, bakery, bike_shop, salon : 34806
Saved path: toy_store, noodle_house, burger_joint, hardware_store, pet_store, bakery, jewelry_store, music_store, gelateria, bank, pizzeria, craft_shop, dentist, cafe, clothing_store : 48010
Saved path: music_store, pharmacy, party_store, salon, pet_store, bakery, barber_shop, hardware_store, gym, toy_store, noodle_house, cafe, dentist, bank, florist : 50255
Saved path: burger_joint, hardware_store, jewelry_store, bakery, pet_store, salon, party_store, gelateria, pizzeria, craft_shop, gym, toy_store, clothing_store, grocery_store, tech_shop : 43621
Saved path: barber_shop, toy_store, noodle_house, grocery_store, bookstore, burger_joint, gym, pizzeria, craft_shop, florist, music_store, pharmacy, salon, bike_shop, bakery : 40019
Saved path: toy_store, noodle_house, tech_shop, grocery_store, dentist, cafe, bookstore, burger_joint, hardware_store, party_store, gelateria, bakery, bike_shop, jewelry_store, barber_shop : 40980
Saved path: gym, hardware_store, jewelry_store, pet_store, bakery, pharmacy, gelateria, florist, pizzeria, bookstore, cafe, grocery_store, clothing_store, noodle_house, toy_store : 42504
Saved path: dentist, grocery_store, clothing_store, noodle_house, toy_store, pet_store, bakery, salon, party_store, pharmacy, gelateria, music_store, pizzeria, bookstore, cafe : 44993
Saved path: clothing_store, grocery_store, cafe, pizzeria, craft_shop, florist, gelateria, pharmacy, bakery, bike_shop, jewelry_store, barber_shop, toy_store, noodle_house, tech_shop : 33859
Saved path: burger_joint, jewelry_store, bike_shop, bakery, party_store, hardware_store, gym, bank, pizzeria, cafe, grocery_store, clothing_store, toy_store, noodle_house, tech_shop : 32977
Saved path: toy_store, noodle_house, tech_shop, cafe, dentist, gym, bank, florist, music_store, gelateria, bakery, bike_shop, salon, jewelry_store, barber_shop : 41832
Saved path: pizzeria, bookstore, cafe, grocery_store, toy_store, noodle_house, tech_shop, burger_joint, bakery, pet_store, bike_shop, jewelry_store, party_store, pharmacy, florist : 41318
Saved path: gym, hardware_store, burger_joint, grocery_store, toy_store, barber_shop, jewelry_store, bakery, pet_store, bike_shop, salon, party_store, gelateria, florist, craft_shop : 45760
Saved path: cafe, dentist, grocery_store, clothing_store, toy_store, hardware_store, pet_store, bakery, jewelry_store, party_store, pharmacy, florist, bank, pizzeria, bookstore : 43761
Saved path: bakery, pet_store, bike_shop, hardware_store, gym, burger_joint, dentist, craft_shop, bank, florist, music_store, gelateria, pharmacy, party_store, barber_shop : 49788
Saved path: pet_store, bakery, jewelry_store, barber_shop, toy_store, clothing_store, tech_shop, cafe, burger_joint, gym, craft_shop, bank, florist, music_store, pharmacy : 45089
Saved path: barber_shop, toy_store, clothing_store, grocery_store, bookstore, burger_joint, gym, pizzeria, craft_shop, florist, gelateria, pharmacy, party_store, bakery, jewelry_store : 33879
