Saved path: dentist, cafe, bookstore, gym, hardware_store, toy_store, noodle_house, barber_shop, jewelry_store, party_store, bakery, music_store, gelateria, florist, craft_shop : 59836
Saved path: party_store, bakery, toy_store, salon, noodle_house, clothing_store, grocery_store, bookstore, burger_joint, dentist, craft_shop, florist, bank, music_store, pharmacy : 58928
Saved path: dentist, pizzeria, craft_shop, pet_store, music_store, pharmacy, bakery, party_store, jewelry_store, hardware_store, salon, noodle_house, toy_store, burger_joint, cafe : 58603
Saved path: craft_shop, florist, music_store, bank, gelateria, bike_shop, jewelry_store, party_store, bakery, gym, burger_joint, noodle_house, clothing_store, grocery_store, pizzeria : 61542
Saved path: toy_store, noodle_house, clothing_store, grocery_store, burger_joint, gym, pizzeria, pet_store, gelateria, music_store, bakery, jewelry_store, bike_shop, barber_shop, salon : 64219
Saved path: bank, music_store, hardware_store, bakery, barber_shop, salon, noodle_house, clothing_store, grocery_store, bookstore, burger_joint, cafe, pizzeria, pet_store, gelateria : 60009
Saved path: barber_shop, party_store, pharmacy, music_store, bank, florist, craft_shop, gym, burger_joint, bookstore, pizzeria, tech_shop, clothing_store, noodle_house, salon : 64545
Saved path: jewelry_store, barber_shop, salon, noodle_house, toy_store, gym, burger_joint, dentist, pet_store, florist, music_store, gelateria, pharmacy, bakery, bike_shop : 62711
Saved path: pet_store, music_store, pharmacy, bakery, party_store, jewelry_store, gym, hardware_store, salon, toy_store, bookstore, cafe, tech_shop, dentist, craft_shop : 61332
Saved path: pharmacy, music_store, gelateria, pet_store, craft_shop, pizzeria, cafe, burger_joint, bookstore, grocery_store, clothing_store, salon, toy_store, gym, bike_shop : 54496
Saved path: cafe, grocery_store, clothing_store, noodle_house, salon, barber_shop, jewelry_store, party_store, pharmacy, bank, pet_store, pizzeria, gym, hardware_store, burger_joint : 69795
Saved path: salon, noodle_house, clothing_store, dentist, pizzeria, craft_shop, florist, bank, gelateria, jewelry_store, party_store, hardware_store, gym, burger_joint, toy_store : 66914
Saved path: music_store, gelateria, florist, pet_store, craft_shop, pizzeria, grocery_store, burger_joint, hardware_store, toy_store, salon, barber_shop, bike_shop, party_store, bakery : 61174
Saved path: pharmacy, jewelry_store, bike_shop, hardware_store, cafe, noodle_house, clothing_store, grocery_store, tech_shop, pizzeria, craft_shop, pet_store, florist, music_store, bank : 63349
Saved path: jewelry_store, party_store, pharmacy, music_store, bank, gelateria, pet_store, pizzeria, clothing_store, noodle_house, bookstore, burger_joint, hardware_store, barber_shop, bike_shop : 72117
Saved path: toy_store, noodle_house, clothing_store, grocery_store, tech_shop, burger_joint, bookstore, dentist, pizzeria, craft_shop, pet_store, florist, gelateria, jewelry_store, hardware_store : 56195
Saved path: barber_shop, jewelry_store, party_store, bakery, music_store, florist, pet_store, craft_shop, bookstore, cafe, tech_shop, grocery_store, toy_store, hardware_store, salon : 58587
Saved path: bank, pet_store, dentist, cafe, bookstore, burger_joint, noodle_house, salon, toy_store, gym, hardware_store, jewelry_store, bike_shop, pharmacy, music_store : 67745
Saved path: florist, bank, gelateria, pharmacy, party_store, gym, toy_store, salon, noodle_house, clothing_store, grocery_store, tech_shop, bookstore, dentist, pizzeria : 64039
Saved path: florist, gelateria, pet_store, craft_shop, dentist, tech_shop, cafe, burger_joint, toy_store, barber_shop, bike_shop, jewelry_store, party_store, bakery, gym : 60682
Saved path: cafe, burger_joint, gym, toy_store, salon, barber_shop, bakery, pharmacy, gelateria, bank, florist, craft_shop, pizzeria, dentist, grocery_store : 56865
Saved path: bike_shop, barber_shop, salon, noodle_house, clothing_store, grocery_store, cafe, bookstore, hardware_store, gym, florist, gelateria, pharmacy, bakery, jewelry_store : 51520
Saved path: grocery_store, clothing_store, noodle_house, toy_store, salon, barber_shop, party_store, hardware_store, gym, music_store, gelateria, craft_shop, dentist, cafe, tech_shop : 56669
Saved path: grocery_store, tech_shop, cafe, burger_joint, bookstore, pet_store, bank, gelateria, pharmacy, party_store, bakery, barber_shop, toy_store, noodle_house, clothing_store : 56973
Saved path: hardware_store, gym, craft_shop, florist, gelateria, pharmacy, jewelry_store, bike_shop, barber_shop, salon, toy_store, clothing_store, grocery_store, dentist, bookstore : 58468
Saved path: pet_store, bank, bike_shop, party_store, jewelry_store, salon, toy_store, grocery_store, tech_shop, dentist, cafe, bookstore, burger_joint, gym, craft_shop : 69167
Saved path: party_store, hardware_store, toy_store, noodle_house, clothing_store, grocery_store, bookstore, cafe, dentist, pizzeria, craft_shop, florist, bank, gelateria, bike_shop : 58373
Saved path: barber_shop, toy_store, noodle_house, grocery_store, bookstore, burger_joint, dentist, florist, music_store, bank, gelateria, pharmacy, bakery, party_store, jewelry_store : 63944
Saved path: cafe, bookstore, burger_joint, toy_store, barber_shop, bike_shop, jewelry_store, bakery, bank, florist, pet_store, pizzeria, tech_shop, grocery_store, clothing_store : 69599
Saved path: cafe, bookstore, gym, craft_shop, florist, bank, gelateria, pharmacy, party_store, bike_shop, toy_store, salon, noodle_house, clothing_store, tech_shop : 58597
Saved path: salon, noodle_house, clothing_store, grocery_store, tech_shop, bookstore, dentist, pizzeria, craft_shop, pet_store, florist, music_store, bank, gelateria, bike_shop : 60914
Saved path: pharmacy, gelateria, florist, pizzeria, gym, hardware_store, bookstore, grocery_store, clothing_store, toy_store, barber_shop, bike_shop, jewelry_store, party_store, bakery : 61366
Saved path: craft_shop, pizzeria, tech_shop, cafe, bookstore, burger_joint, gym, hardware_store, salon, barber_shop, jewelry_store, bike_shop, pharmacy, music_store, florist : 59146
Saved path: toy_store, noodle_house, clothing_store, grocery_store, tech_shop, dentist, craft_shop, gym, pet_store, florist, bank, pharmacy, party_store, bike_shop, barber_shop : 66514
Saved path: pharmacy, music_store, pet_store, craft_shop, pizzeria, dentist, cafe, burger_joint, bookstore, grocery_store, clothing_store, noodle_house, toy_store, bakery, jewelry_store : 54849
Saved path: bike_shop, gym, toy_store, salon, noodle_house, grocery_store, bookstore, burger_joint, dentist, pizzeria, pet_store, florist, gelateria, music_store, jewelry_store : 66062
Saved path: salon, toy_store, noodle_house, clothing_store, grocery_store, bookstore, cafe, dentist, pizzeria, craft_shop, gym, pet_store, bank, pharmacy, barber_shop : 58559
Saved path: jewelry_store, party_store, bakery, bank, music_store, florist, gym, hardware_store, burger_joint, cafe, dentist, tech_shop, clothing_store, noodle_house, barber_shop : 65529
Saved path: music_store, bike_shop, party_store, bakery, hardware_store, gym, cafe, clothing_store, grocery_store, tech_shop, dentist, craft_shop, pet_store, gelateria, bank : 58927
Saved path: noodle_house, salon, barber_shop, bike_shop, jewelry_store, party_store, bakery, pharmacy, music_store, bank, pet_store, pizzeria, bookstore, burger_joint, clothing_store : 68501
Saved path: music_store, pharmacy, party_store, jewelry_store, bike_shop, barber_shop, salon, noodle_house, toy_store, burger_joint, hardware_store, gym, pizzeria, craft_shop, gelateria : 62824
Saved path: gelateria, party_store, jewelry_store, barber_shop, noodle_house, clothing_store, grocery_store, dentist, cafe, bookstore, burger_joint, hardware_store, gym, pet_store, bank : 67117
Saved path: barber_shop, salon, hardware_store, bookstore, cafe, tech_shop, dentist, pizzeria, pet_store, gelateria, music_store, pharmacy, party_store, jewelry_store, bike_shop : 64994
Saved path: tech_shop, clothing_store, noodle_house, toy_store, gym, hardware_store, party_store, bakery, gelateria, florist, pet_store, craft_shop, dentist, cafe, bookstore : 51909
Saved path: noodle_house, salon, barber_shop, bike_shop, party_store, gym, florist, music_store, bank, pet_store, pizzeria, dentist, tech_shop, burger_joint, toy_store : 70621
Saved path: bakery, party_store, jewelry_store, barber_shop, salon, toy_store, noodle_house, clothing_store, cafe, pizzeria, craft_shop, pet_store, gelateria, bank, music_store : 66216
Saved path: pizzeria, tech_shop, clothing_store, noodle_house, toy_store, barber_shop, bank, gelateria, bike_shop, jewelry_store, party_store, hardware_store, burger_joint, cafe, dentist : 70186
Saved path: party_store, jewelry_store, bike_shop, burger_joint, bookstore, cafe, tech_shop, clothing_store, noodle_house, gym, craft_shop, florist, gelateria, bank, pharmacy : 58557
Saved path: music_store, bike_shop, barber_shop, noodle_house, clothing_store, grocery_store, pizzeria, dentist, cafe, burger_joint, hardware_store, gym, craft_shop, pet_store, florist : 55356
Saved path: craft_shop, gym, burger_joint, tech_shop, grocery_store, noodle_house, salon, barber_shop, bakery, party_store, pharmacy, music_store, bank, gelateria, pet_store : 58277
Saved path: florist, pet_store, craft_shop, pizzeria, dentist, cafe, tech_shop, grocery_store, clothing_store, toy_store, gym, bakery, pharmacy, music_store, bank : 53522
Saved path: barber_shop, salon, clothing_store, grocery_store, tech_shop, dentist, bookstore, burger_joint, hardware_store, gym, florist, music_store, jewelry_store, bike_shop, bakery : 59056
Saved path: dentist, pizzeria, tech_shop, grocery_store, clothing_store, toy_store, barber_shop, bakery, gelateria, bank, pet_store, craft_shop, gym, burger_joint, bookstore : 59080
Saved path: clothing_store, noodle_house, salon, barber_shop, bike_shop, jewelry_store, party_store, bakery, gelateria, florist, craft_shop, bookstore, burger_joint, hardware_store, toy_store : 54785
Saved path: salon, barber_shop, party_store, bakery, pharmacy, gelateria, bank, music_store, florist, pet_store, hardware_store, burger_joint, tech_shop, clothing_store, toy_store : 61848
Saved path: hardware_store, gym, toy_store, salon, noodle_house, clothing_store, grocery_store, bookstore, cafe, dentist, florist, bank, music_store, bakery, bike_shop : 57190
