Saved path: clothing_store, grocery_store, tech_shop, burger_joint, bookstore, dentist, pizzeria, craft_shop, music_store, bank, pharmacy, bakery, party_store, bike_shop, salon : 63749
Saved path: bookstore, clothing_store, noodle_house, salon, barber_shop, party_store, pharmacy, gelateria, bank, music_store, florist, pet_store, craft_shop, pizzeria, dentist : 64685
Saved path: burger_joint, dentist, craft_shop, pet_store, florist, gelateria, pharmacy, party_store, jewelry_store, barber_shop, salon, noodle_house, clothing_store, grocery_store, bookstore : 57497
Saved path: bike_shop, party_store, pharmacy, gelateria, pet_store, pizzeria, gym, hardware_store, burger_joint, cafe, grocery_store, clothing_store, toy_store, salon, barber_shop : 59384
Saved path: cafe, grocery_store, clothing_store, toy_store, salon, bakery, pharmacy, music_store, bank, gelateria, pet_store, craft_shop, gym, burger_joint, bookstore : 50927
Saved path: tech_shop, pizzeria, dentist, cafe, bookstore, burger_joint, gym, bank, gelateria, pharmacy, jewelry_store, party_store, hardware_store, salon, noodle_house : 68372
Saved path: bike_shop, party_store, bakery, pharmacy, bank, craft_shop, pizzeria, dentist, cafe, tech_shop, clothing_store, noodle_house, bookstore, burger_joint, gym : 61387
Saved path: bookstore, cafe, grocery_store, clothing_store, noodle_house, salon, barber_shop, party_store, bakery, pharmacy, gelateria, pet_store, pizzeria, gym, hardware_store : 57952
Saved path: music_store, gelateria, pet_store, craft_shop, gym, hardware_store, cafe, grocery_store, clothing_store, toy_store, salon, barber_shop, bike_shop, party_store, jewelry_store : 58439
Saved path: barber_shop, toy_store, noodle_house, clothing_store, cafe, bookstore, burger_joint, hardware_store, gym, craft_shop, music_store, bank, bakery, party_store, bike_shop : 60134
Saved path: bakery, bike_shop, gym, hardware_store, salon, toy_store, clothing_store, grocery_store, bookstore, pizzeria, craft_shop, florist, music_store, bank, pharmacy : 58938
Saved path: gelateria, bike_shop, jewelry_store, party_store, hardware_store, gym, toy_store, clothing_store, grocery_store, tech_shop, pizzeria, pet_store, florist, music_store, bank : 65255
Saved path: gym, toy_store, grocery_store, cafe, dentist, pizzeria, craft_shop, pet_store, florist, bank, music_store, pharmacy, bike_shop, jewelry_store, hardware_store : 65464
Saved path: music_store, florist, dentist, tech_shop, grocery_store, clothing_store, burger_joint, hardware_store, salon, barber_shop, bike_shop, jewelry_store, bakery, pharmacy, bank : 65828
Saved path: burger_joint, bookstore, cafe, pizzeria, tech_shop, clothing_store, noodle_house, salon, barber_shop, bike_shop, jewelry_store, bank, music_store, craft_shop, gym : 69355
Saved path: gym, party_store, bakery, barber_shop, salon, noodle_house, clothing_store, grocery_store, bookstore, burger_joint, cafe, pizzeria, craft_shop, florist, pet_store : 54768
Saved path: hardware_store, gym, toy_store, salon, barber_shop, bike_shop, party_store, bakery, pharmacy, gelateria, pet_store, pizzeria, tech_shop, cafe, burger_joint : 58448
Saved path: clothing_store, grocery_store, tech_shop, burger_joint, bookstore, pet_store, florist, bank, music_store, pharmacy, party_store, bike_shop, hardware_store, toy_store, noodle_house : 57637
Saved path: pet_store, florist, music_store, pharmacy, bakery, bike_shop, party_store, hardware_store, toy_store, clothing_store, burger_joint, bookstore, cafe, dentist, pizzeria : 53640
Saved path: burger_joint, tech_shop, clothing_store, noodle_house, toy_store, salon, barber_shop, jewelry_store, bike_shop, bakery, pharmacy, bank, music_store, florist, craft_shop : 62202
Saved path: craft_shop, pizzeria, dentist, bookstore, burger_joint, tech_shop, grocery_store, noodle_house, toy_store, hardware_store, bike_shop, pharmacy, gelateria, florist, pet_store : 49292
Saved path: pharmacy, bakery, party_store, jewelry_store, bike_shop, barber_shop, toy_store, noodle_house, clothing_store, dentist, cafe, burger_joint, hardware_store, gym, florist : 55954
Saved path: bookstore, cafe, grocery_store, tech_shop, dentist, craft_shop, pet_store, florist, gelateria, bank, music_store, pharmacy, bakery, party_store, bike_shop : 57551
Saved path: tech_shop, cafe, grocery_store, noodle_house, toy_store, burger_joint, gym, hardware_store, bakery, jewelry_store, gelateria, music_store, florist, pet_store, pizzeria : 58107
Saved path: florist, gelateria, bank, music_store, bakery, jewelry_store, barber_shop, salon, toy_store, noodle_house, cafe, bookstore, hardware_store, gym, craft_shop : 61854
Saved path: cafe, tech_shop, grocery_store, clothing_store, noodle_house, toy_store, barber_shop, party_store, pharmacy, music_store, bank, pet_store, craft_shop, bookstore, burger_joint : 57895
Saved path: noodle_house, toy_store, gym, hardware_store, bike_shop, jewelry_store, bakery, pharmacy, gelateria, florist, pizzeria, dentist, bookstore, cafe, tech_shop : 55258
Saved path: barber_shop, toy_store, noodle_house, clothing_store, grocery_store, cafe, tech_shop, pizzeria, craft_shop, pet_store, gelateria, music_store, pharmacy, bakery, jewelry_store : 56704
Saved path: bike_shop, party_store, hardware_store, gym, toy_store, salon, noodle_house, grocery_store, bookstore, dentist, pizzeria, craft_shop, pet_store, florist, gelateria : 60208
Saved path: salon, toy_store, noodle_house, grocery_store, cafe, tech_shop, pizzeria, gym, music_store, gelateria, pharmacy, party_store, jewelry_store, bike_shop, barber_shop : 62609
Saved path: tech_shop, pizzeria, craft_shop, pet_store, gelateria, bike_shop, party_store, bakery, barber_shop, salon, toy_store, gym, burger_joint, bookstore, grocery_store : 59389
Saved path: hardware_store, toy_store, clothing_store, noodle_house, barber_shop, bike_shop, pharmacy, music_store, gelateria, pet_store, pizzeria, dentist, cafe, bookstore, burger_joint : 55733
Saved path: salon, barber_shop, bike_shop, party_store, bank, music_store, florist, gym, craft_shop, pizzeria, dentist, cafe, burger_joint, clothing_store, toy_store : 66701
Saved path: grocery_store, cafe, tech_shop, pizzeria, craft_shop, florist, gelateria, music_store, party_store, barber_shop, salon, hardware_store, toy_store, noodle_house, clothing_store : 56311
Saved path: noodle_house, salon, barber_shop, bakery, party_store, pharmacy, bank, craft_shop, gym, burger_joint, bookstore, cafe, dentist, pizzeria, tech_shop : 65231
Saved path: bookstore, cafe, tech_shop, grocery_store, noodle_house, toy_store, salon, barber_shop, bike_shop, bakery, pharmacy, bank, craft_shop, gym, hardware_store : 55956
Saved path: bike_shop, bakery, pharmacy, florist, pizzeria, dentist, cafe, tech_shop, grocery_store, clothing_store, noodle_house, bookstore, gym, hardware_store, jewelry_store : 53182
Saved path: gelateria, jewelry_store, bike_shop, bakery, gym, bookstore, cafe, grocery_store, clothing_store, dentist, pizzeria, craft_shop, florist, music_store, bank : 61360
Saved path: burger_joint, hardware_store, gym, pizzeria, craft_shop, music_store, bank, pharmacy, party_store, jewelry_store, barber_shop, noodle_house, clothing_store, grocery_store, cafe : 67389
Saved path: bookstore, grocery_store, clothing_store, toy_store, barber_shop, bike_shop, jewelry_store, party_store, pharmacy, music_store, florist, craft_shop, pizzeria, gym, hardware_store : 62030
Saved path: cafe, dentist, tech_shop, grocery_store, salon, hardware_store, party_store, bike_shop, bakery, bank, music_store, florist, craft_shop, gym, burger_joint : 62343
Saved path: tech_shop, grocery_store, clothing_store, noodle_house, salon, toy_store, hardware_store, party_store, jewelry_store, bakery, pharmacy, gelateria, music_store, florist, gym : 52892
Saved path: bike_shop, party_store, pharmacy, florist, gym, hardware_store, burger_joint, cafe, dentist, tech_shop, grocery_store, noodle_house, toy_store, salon, barber_shop : 53819
Saved path: gym, bike_shop, party_store, bakery, pharmacy, bank, florist, craft_shop, pizzeria, dentist, bookstore, burger_joint, tech_shop, clothing_store, toy_store : 61575
Saved path: noodle_house, clothing_store, tech_shop, cafe, burger_joint, bookstore, craft_shop, pet_store, bank, gelateria, bike_shop, party_store, bakery, toy_store, salon : 58910
Saved path: craft_shop, florist, gelateria, pharmacy, jewelry_store, barber_shop, salon, toy_store, grocery_store, tech_shop, dentist, bookstore, burger_joint, hardware_store, gym : 57842
Saved path: barber_shop, bike_shop, party_store, pharmacy, bank, craft_shop, pizzeria, dentist, tech_shop, grocery_store, cafe, bookstore, burger_joint, hardware_store, toy_store : 66739
Saved path: gelateria, craft_shop, pizzeria, tech_shop, cafe, clothing_store, noodle_house, salon, hardware_store, gym, bike_shop, bakery, pharmacy, music_store, bank : 56671
Saved path: bookstore, cafe, pizzeria, music_store, bank, gelateria, pharmacy, party_store, jewelry_store, bike_shop, gym, hardware_store, salon, noodle_house, clothing_store : 68344
Saved path: bakery, party_store, pharmacy, music_store, gelateria, florist, pet_store, craft_shop, dentist, tech_shop, grocery_store, clothing_store, noodle_house, bookstore, gym : 53057
Saved path: salon, toy_store, tech_shop, cafe, bookstore, pet_store, bank, music_store, florist, gym, bakery, party_store, jewelry_store, bike_shop, barber_shop : 67663
Saved path: craft_shop, dentist, burger_joint, bookstore, cafe, tech_shop, grocery_store, clothing_store, noodle_house, toy_store, gym, hardware_store, bike_shop, music_store, bank : 54889
Saved path: tech_shop, bookstore, dentist, pizzeria, florist, music_store, gelateria, pharmacy, bakery, jewelry_store, barber_shop, salon, toy_store, noodle_house, grocery_store : 58844
Saved path: burger_joint, bakery, jewelry_store, gym, florist, bank, pet_store, dentist, cafe, tech_shop, grocery_store, clothing_store, noodle_house, salon, toy_store : 67193
Saved path: hardware_store, gym, pet_store, florist, music_store, bike_shop, jewelry_store, party_store, bakery, barber_shop, toy_store, tech_shop, pizzeria, dentist, cafe : 66057
Saved path: bakery, bike_shop, jewelry_store, barber_shop, toy_store, tech_shop, cafe, bookstore, pet_store, gelateria, bank, music_store, florist, gym, hardware_store : 66814
Saved path: craft_shop, pet_store, music_store, pharmacy, bakery, party_store, jewelry_store, bike_shop, barber_shop, salon, noodle_house, tech_shop, grocery_store, toy_store, hardware_store : 60172
Saved path: burger_joint, gym, music_store, bank, gelateria, pharmacy, party_store, bakery, barber_shop, salon, noodle_house, clothing_store, grocery_store, tech_shop, dentist : 60613
Saved path: clothing_store, grocery_store, tech_shop, dentist, craft_shop, pet_store, pharmacy, jewelry_store, barber_shop, salon, toy_store, hardware_store, burger_joint, bookstore, cafe : 59449
Saved path: dentist, cafe, burger_joint, bookstore, grocery_store, noodle_house, toy_store, salon, jewelry_store, party_store, bike_shop, pharmacy, music_store, bank, florist : 65058
Saved path: pet_store, gelateria, music_store, pharmacy, bike_shop, jewelry_store, barber_shop, salon, toy_store, clothing_store, grocery_store, cafe, dentist, pizzeria, craft_shop : 59172
Saved path: dentist, craft_shop, pet_store, bank, gelateria, pharmacy, bakery, party_store, hardware_store, gym, toy_store, grocery_store, tech_shop, bookstore, cafe : 58038
Saved path: bank, gelateria, pet_store, craft_shop, dentist, burger_joint, cafe, tech_shop, grocery_store, noodle_house, toy_store, barber_shop, party_store, jewelry_store, music_store : 66268
Saved path: hardware_store, party_store, bike_shop, bakery, music_store, florist, pet_store, craft_shop, pizzeria, dentist, grocery_store, noodle_house, bookstore, burger_joint, gym : 55728
Saved path: gym, burger_joint, bookstore, cafe, grocery_store, salon, bike_shop, party_store, pharmacy, music_store, bank, florist, pet_store, craft_shop, pizzeria : 69163
Saved path: pet_store, florist, music_store, bike_shop, party_store, hardware_store, burger_joint, bookstore, noodle_house, clothing_store, grocery_store, tech_shop, dentist, pizzeria, craft_shop : 54250
Saved path: bookstore, grocery_store, clothing_store, toy_store, hardware_store, barber_shop, jewelry_store, party_store, bakery, bank, gelateria, florist, craft_shop, pizzeria, cafe : 66882
Saved path: toy_store, noodle_house, grocery_store, bookstore, burger_joint, hardware_store, pet_store, bank, gelateria, pharmacy, bakery, party_store, jewelry_store, barber_shop, salon : 64503
Saved path: salon, barber_shop, jewelry_store, party_store, music_store, craft_shop, pizzeria, dentist, cafe, burger_joint, hardware_store, toy_store, grocery_store, clothing_store, noodle_house : 60163
Saved path: pet_store, gym, burger_joint, bookstore, cafe, dentist, pizzeria, tech_shop, clothing_store, toy_store, bakery, party_store, jewelry_store, bike_shop, bank : 67162
Saved path: gelateria, music_store, florist, craft_shop, pizzeria, dentist, bookstore, tech_shop, clothing_store, noodle_house, salon, toy_store, gym, bakery, bike_shop : 52861
Saved path: gelateria, florist, pizzeria, dentist, grocery_store, bookstore, burger_joint, toy_store, barber_shop, bike_shop, jewelry_store, party_store, bakery, pharmacy, bank : 67177
Saved path: gym, hardware_store, party_store, jewelry_store, barber_shop, salon, toy_store, clothing_store, cafe, pizzeria, craft_shop, pet_store, bank, gelateria, florist : 69593
Saved path: pharmacy, music_store, florist, pet_store, craft_shop, pizzeria, dentist, grocery_store, cafe, bookstore, burger_joint, toy_store, salon, bike_shop, party_store : 58000
Saved path: noodle_house, grocery_store, cafe, dentist, pizzeria, florist, music_store, bank, gelateria, pharmacy, bakery, bike_shop, hardware_store, burger_joint, bookstore : 52828
Saved path: jewelry_store, party_store, bakery, hardware_store, gym, burger_joint, bookstore, cafe, grocery_store, tech_shop, dentist, pizzeria, craft_shop, music_store, bike_shop : 54694
Saved path: salon, toy_store, clothing_store, tech_shop, pizzeria, dentist, burger_joint, gym, pet_store, florist, music_store, bakery, bike_shop, party_store, jewelry_store : 63634
Saved path: barber_shop, clothing_store, grocery_store, bookstore, burger_joint, cafe, dentist, craft_shop, pet_store, bank, florist, gym, hardware_store, party_store, bakery : 64687
