Saved path: hardware_store, gym, craft_shop, pizzeria, dentist, pet_store, florist, bank, music_store, pharmacy, bakery, bike_shop, barber_shop, salon, toy_store : 63976
Saved path: clothing_store, bookstore, burger_joint, toy_store, salon, barber_shop, jewelry_store, party_store, pharmacy, music_store, gelateria, pet_store, craft_shop, pizzeria, tech_shop : 61410
Saved path: bakery, bike_shop, party_store, jewelry_store, salon, toy_store, noodle_house, clothing_store, grocery_store, burger_joint, gym, craft_shop, pet_store, music_store, pharmacy : 55480
Saved path: pizzeria, dentist, cafe, burger_joint, bookstore, clothing_store, noodle_house, salon, barber_shop, jewelry_store, party_store, hardware_store, pharmacy, florist, craft_shop : 57977
Saved path: salon, toy_store, clothing_store, grocery_store, tech_shop, dentist, pizzeria, music_store, bank, gelateria, bike_shop, party_store, bakery, gym, hardware_store : 64405
Saved path: gym, bookstore, pizzeria, craft_shop, pet_store, florist, music_store, gelateria, pharmacy, bakery, bike_shop, jewelry_store, barber_shop, noodle_house, toy_store : 64711
Saved path: pizzeria, dentist, bookstore, burger_joint, gym, pet_store, florist, bank, gelateria, pharmacy, jewelry_store, bike_shop, barber_shop, clothing_store, grocery_store : 72659
Saved path: pizzeria, clothing_store, cafe, bookstore, burger_joint, gym, hardware_store, party_store, jewelry_store, barber_shop, pharmacy, gelateria, music_store, florist, pet_store : 65570
Saved path: barber_shop, salon, toy_store, gym, burger_joint, bookstore, pizzeria, craft_shop, pet_store, florist, music_store, pharmacy, bakery, party_store, bike_shop : 59914
Saved path: bike_shop, bakery, pharmacy, gelateria, music_store, florist, pet_store, gym, burger_joint, bookstore, cafe, dentist, grocery_store, toy_store, barber_shop : 53418
Saved path: bank, music_store, bakery, hardware_store, salon, noodle_house, clothing_store, tech_shop, pizzeria, dentist, bookstore, burger_joint, gym, pet_store, gelateria : 59504
Saved path: bakery, party_store, jewelry_store, salon, noodle_house, clothing_store, grocery_store, tech_shop, dentist, gym, florist, music_store, bank, gelateria, pharmacy : 62461
Saved path: pharmacy, gelateria, florist, pet_store, craft_shop, gym, burger_joint, cafe, tech_shop, noodle_house, salon, toy_store, hardware_store, party_store, bakery : 50695
Saved path: gelateria, pharmacy, bakery, jewelry_store, barber_shop, hardware_store, burger_joint, bookstore, noodle_house, grocery_store, tech_shop, pizzeria, craft_shop, florist, bank : 65552
Saved path: burger_joint, gym, gelateria, bank, pharmacy, bike_shop, party_store, hardware_store, salon, clothing_store, grocery_store, tech_shop, pizzeria, cafe, bookstore : 64800
Saved path: barber_shop, salon, grocery_store, dentist, cafe, burger_joint, gym, florist, music_store, bank, gelateria, pharmacy, party_store, jewelry_store, bike_shop : 65851
Saved path: jewelry_store, barber_shop, toy_store, noodle_house, clothing_store, tech_shop, dentist, burger_joint, hardware_store, gym, craft_shop, pet_store, gelateria, bank, music_store : 68940
Saved path: noodle_house, grocery_store, cafe, pizzeria, craft_shop, pet_store, gelateria, bank, music_store, pharmacy, bakery, bike_shop, jewelry_store, salon, toy_store : 64582
Saved path: jewelry_store, party_store, pharmacy, music_store, bank, florist, pet_store, gym, hardware_store, dentist, pizzeria, tech_shop, noodle_house, toy_store, barber_shop : 74549
Saved path: gym, bakery, bike_shop, jewelry_store, music_store, pet_store, pizzeria, dentist, cafe, burger_joint, bookstore, clothing_store, toy_store, salon, hardware_store : 64677
Saved path: hardware_store, bike_shop, party_store, pharmacy, gelateria, music_store, florist, pet_store, pizzeria, tech_shop, cafe, bookstore, burger_joint, noodle_house, salon : 58327
Saved path: bank, pet_store, craft_shop, pizzeria, dentist, bookstore, burger_joint, tech_shop, clothing_store, noodle_house, salon, toy_store, party_store, gym, florist : 69094
Saved path: bike_shop, jewelry_store, party_store, pharmacy, gelateria, florist, pet_store, gym, hardware_store, burger_joint, cafe, dentist, tech_shop, noodle_house, barber_shop : 61645
Saved path: hardware_store, gym, florist, music_store, bank, gelateria, pharmacy, barber_shop, salon, noodle_house, clothing_store, grocery_store, tech_shop, dentist, burger_joint : 53343
Saved path: grocery_store, tech_shop, dentist, bookstore, hardware_store, gym, craft_shop, music_store, bank, bakery, party_store, jewelry_store, bike_shop, barber_shop, clothing_store : 69373
Saved path: tech_shop, dentist, pizzeria, florist, music_store, bike_shop, party_store, bakery, barber_shop, salon, hardware_store, burger_joint, bookstore, cafe, grocery_store : 57102
Saved path: pharmacy, music_store, florist, pet_store, craft_shop, dentist, cafe, burger_joint, gym, hardware_store, toy_store, noodle_house, salon, barber_shop, bike_shop : 53505
Saved path: cafe, burger_joint, gym, craft_shop, pet_store, music_store, pharmacy, jewelry_store, barber_shop, salon, clothing_store, grocery_store, tech_shop, pizzeria, dentist : 61802
Saved path: bank, music_store, pharmacy, hardware_store, party_store, jewelry_store, bike_shop, barber_shop, salon, noodle_house, clothing_store, bookstore, tech_shop, pizzeria, pet_store : 72173
Saved path: tech_shop, dentist, bookstore, gym, craft_shop, pet_store, bank, pharmacy, party_store, bakery, barber_shop, salon, noodle_house, clothing_store, grocery_store : 63759
Saved path: bank, pet_store, craft_shop, pizzeria, tech_shop, cafe, grocery_store, clothing_store, noodle_house, salon, toy_store, gym, party_store, bike_shop, gelateria : 63950
Saved path: bike_shop, music_store, gelateria, florist, pet_store, craft_shop, pizzeria, cafe, burger_joint, clothing_store, noodle_house, salon, hardware_store, bakery, party_store : 56978
Saved path: salon, noodle_house, clothing_store, toy_store, burger_joint, bookstore, dentist, pizzeria, music_store, bank, pharmacy, bakery, bike_shop, jewelry_store, barber_shop : 67728
Saved path: toy_store, noodle_house, salon, barber_shop, jewelry_store, bakery, music_store, craft_shop, dentist, grocery_store, tech_shop, cafe, bookstore, burger_joint, hardware_store : 58101
Saved path: noodle_house, clothing_store, tech_shop, dentist, craft_shop, music_store, bank, gelateria, barber_shop, jewelry_store, bike_shop, bakery, hardware_store, burger_joint, bookstore : 67404
Saved path: gelateria, florist, craft_shop, pizzeria, dentist, cafe, burger_joint, bookstore, tech_shop, grocery_store, noodle_house, toy_store, salon, jewelry_store, pharmacy : 55401
Saved path: bike_shop, jewelry_store, hardware_store, salon, noodle_house, clothing_store, toy_store, burger_joint, bookstore, dentist, pizzeria, pet_store, bank, gelateria, pharmacy : 68210
Saved path: toy_store, barber_shop, party_store, bakery, pharmacy, gelateria, music_store, florist, pet_store, pizzeria, dentist, cafe, burger_joint, hardware_store, gym : 59962
Saved path: bike_shop, barber_shop, salon, hardware_store, bookstore, cafe, dentist, pizzeria, florist, gelateria, music_store, pharmacy, bakery, party_store, jewelry_store : 60228
Saved path: dentist, pizzeria, craft_shop, florist, music_store, bank, gelateria, pharmacy, bakery, party_store, hardware_store, salon, clothing_store, tech_shop, bookstore : 60942
Saved path: toy_store, hardware_store, bike_shop, jewelry_store, bakery, pharmacy, gelateria, bank, florist, gym, bookstore, cafe, clothing_store, noodle_house, salon : 60597
Saved path: gym, hardware_store, cafe, dentist, tech_shop, noodle_house, toy_store, salon, barber_shop, bike_shop, pharmacy, music_store, bank, florist, pet_store : 64286
Saved path: salon, toy_store, tech_shop, cafe, bookstore, burger_joint, gym, craft_shop, florist, music_store, pharmacy, party_store, jewelry_store, bike_shop, hardware_store : 54099
Saved path: clothing_store, tech_shop, dentist, bookstore, burger_joint, gym, craft_shop, pet_store, gelateria, bank, music_store, party_store, barber_shop, salon, toy_store : 66177
Saved path: dentist, tech_shop, clothing_store, noodle_house, salon, bike_shop, pharmacy, music_store, florist, pet_store, craft_shop, gym, burger_joint, bookstore, cafe : 52387
Saved path: bookstore, burger_joint, gym, pet_store, florist, music_store, gelateria, bakery, party_store, jewelry_store, bike_shop, barber_shop, clothing_store, dentist, cafe : 63012
Saved path: jewelry_store, party_store, bakery, pharmacy, music_store, pet_store, craft_shop, pizzeria, dentist, tech_shop, grocery_store, gym, hardware_store, barber_shop, bike_shop : 65485
Saved path: cafe, bookstore, bike_shop, jewelry_store, party_store, bakery, hardware_store, gym, pet_store, craft_shop, pizzeria, dentist, clothing_store, grocery_store, tech_shop : 52676
Saved path: toy_store, noodle_house, barber_shop, bakery, music_store, bank, gelateria, pet_store, dentist, grocery_store, tech_shop, cafe, bookstore, burger_joint, hardware_store : 58783
Saved path: music_store, craft_shop, pizzeria, dentist, bookstore, burger_joint, tech_shop, grocery_store, clothing_store, noodle_house, toy_store, barber_shop, party_store, pharmacy, bank : 63515
Saved path: gym, craft_shop, pet_store, florist, bank, pharmacy, bakery, bike_shop, jewelry_store, party_store, hardware_store, salon, noodle_house, grocery_store, tech_shop : 65184
Saved path: craft_shop, pizzeria, dentist, burger_joint, cafe, tech_shop, clothing_store, noodle_house, barber_shop, bike_shop, party_store, bakery, pharmacy, florist, pet_store : 54365
Saved path: hardware_store, salon, grocery_store, bookstore, cafe, tech_shop, pizzeria, pet_store, bank, music_store, florist, gym, bakery, party_store, bike_shop : 67919
Saved path: toy_store, noodle_house, salon, jewelry_store, party_store, bike_shop, hardware_store, gym, florist, bank, pet_store, pizzeria, dentist, cafe, burger_joint : 71468
Saved path: jewelry_store, barber_shop, salon, toy_store, clothing_store, tech_shop, bookstore, burger_joint, dentist, craft_shop, pet_store, florist, bank, gelateria, pharmacy : 67698
Saved path: bike_shop, barber_shop, clothing_store, toy_store, hardware_store, burger_joint, bookstore, cafe, dentist, pet_store, florist, gelateria, pharmacy, bakery, jewelry_store : 60732
Saved path: gelateria, craft_shop, pizzeria, dentist, cafe, bookstore, burger_joint, toy_store, hardware_store, party_store, jewelry_store, bike_shop, bakery, pharmacy, bank : 60819
Saved path: gym, hardware_store, salon, barber_shop, jewelry_store, party_store, pharmacy, music_store, bank, florist, pet_store, craft_shop, dentist, tech_shop, burger_joint : 70651
Saved path: party_store, barber_shop, noodle_house, grocery_store, tech_shop, dentist, bookstore, burger_joint, hardware_store, gym, craft_shop, florist, bank, music_store, pharmacy : 63129
Saved path: grocery_store, cafe, bookstore, burger_joint, toy_store, noodle_house, salon, barber_shop, party_store, jewelry_store, music_store, bank, gelateria, pet_store, pizzeria : 69450
Saved path: pharmacy, gelateria, music_store, florist, pet_store, gym, toy_store, noodle_house, grocery_store, tech_shop, cafe, bookstore, burger_joint, hardware_store, jewelry_store : 52508
Saved path: gelateria, pharmacy, bakery, jewelry_store, bike_shop, gym, burger_joint, toy_store, grocery_store, cafe, dentist, pizzeria, craft_shop, pet_store, florist : 55922
Saved path: clothing_store, grocery_store, tech_shop, pizzeria, dentist, bookstore, burger_joint, gym, hardware_store, bakery, bike_shop, party_store, jewelry_store, salon, toy_store : 46095
Saved path: pizzeria, pet_store, bank, music_store, pharmacy, bakery, bike_shop, barber_shop, salon, toy_store, grocery_store, cafe, burger_joint, hardware_store, gym : 62511
Saved path: jewelry_store, party_store, bakery, gelateria, bank, florist, pet_store, craft_shop, gym, burger_joint, grocery_store, clothing_store, noodle_house, toy_store, barber_shop : 63489
Saved path: burger_joint, bookstore, cafe, dentist, pizzeria, craft_shop, pet_store, pharmacy, bike_shop, barber_shop, noodle_house, clothing_store, grocery_store, toy_store, hardware_store : 53700
Saved path: noodle_house, clothing_store, grocery_store, tech_shop, burger_joint, dentist, craft_shop, pet_store, florist, pharmacy, bakery, bike_shop, party_store, jewelry_store, salon : 55130
Saved path: hardware_store, gym, craft_shop, pet_store, bank, music_store, pharmacy, party_store, bike_shop, barber_shop, salon, noodle_house, tech_shop, dentist, bookstore : 67691
Saved path: dentist, pizzeria, craft_shop, gelateria, bank, pharmacy, gym, toy_store, salon, noodle_house, clothing_store, grocery_store, tech_shop, bookstore, burger_joint : 56337
Saved path: music_store, gelateria, pharmacy, bakery, jewelry_store, barber_shop, salon, toy_store, grocery_store, tech_shop, pizzeria, bookstore, gym, pet_store, florist : 64362
Saved path: tech_shop, pizzeria, craft_shop, pet_store, florist, gelateria, pharmacy, bakery, barber_shop, salon, toy_store, hardware_store, burger_joint, cafe, clothing_store : 50069
Saved path: bakery, party_store, bike_shop, hardware_store, gym, burger_joint, clothing_store, grocery_store, tech_shop, dentist, pizzeria, craft_shop, pet_store, florist, pharmacy : 51156
Saved path: gelateria, craft_shop, gym, hardware_store, bookstore, cafe, dentist, noodle_house, barber_shop, jewelry_store, party_store, bakery, pharmacy, music_store, bank : 66269
Saved path: barber_shop, pharmacy, music_store, gelateria, pet_store, craft_shop, pizzeria, dentist, grocery_store, clothing_store, noodle_house, bookstore, burger_joint, hardware_store, salon : 52076
Saved path: toy_store, salon, barber_shop, jewelry_store, party_store, gelateria, music_store, florist, pet_store, gym, burger_joint, bookstore, cafe, grocery_store, noodle_house : 58458
Saved path: bookstore, cafe, noodle_house, grocery_store, tech_shop, pizzeria, pet_store, gelateria, bank, music_store, pharmacy, bakery, party_store, bike_shop, hardware_store : 60188
Saved path: pet_store, gym, burger_joint, bookstore, dentist, pizzeria, tech_shop, grocery_store, toy_store, salon, barber_shop, party_store, pharmacy, music_store, bank : 67501
Saved path: music_store, bank, pet_store, pizzeria, dentist, tech_shop, grocery_store, clothing_store, noodle_house, salon, toy_store, gym, party_store, bakery, pharmacy : 63293
