Saved path: bank, music_store, florist, craft_shop, pizzeria, tech_shop, bookstore, burger_joint, hardware_store, toy_store, noodle_house, salon, barber_shop, bike_shop, pharmacy : 60093
Saved path: jewelry_store, party_store, music_store, bank, pet_store, gym, craft_shop, pizzeria, dentist, tech_shop, grocery_store, noodle_house, toy_store, barber_shop, bike_shop : 71493
Saved path: gelateria, craft_shop, pizzeria, dentist, tech_shop, clothing_store, noodle_house, toy_store, salon, barber_shop, jewelry_store, bike_shop, pharmacy, music_store, bank : 65569
Saved path: jewelry_store, bike_shop, bakery, gelateria, pet_store, hardware_store, burger_joint, bookstore, cafe, dentist, pizzeria, tech_shop, clothing_store, noodle_house, barber_shop : 62826
Saved path: toy_store, noodle_house, clothing_store, grocery_store, burger_joint, craft_shop, pet_store, florist, bank, gelateria, pharmacy, bakery, bike_shop, jewelry_store, barber_shop : 63841
Saved path: dentist, tech_shop, grocery_store, clothing_store, cafe, gym, hardware_store, bakery, bike_shop, gelateria, bank, music_store, florist, craft_shop, pizzeria : 53152
Saved path: florist, pet_store, gym, pizzeria, tech_shop, clothing_store, noodle_house, toy_store, salon, barber_shop, jewelry_store, bike_shop, pharmacy, gelateria, bank : 71002
Saved path: burger_joint, bookstore, dentist, craft_shop, pet_store, florist, music_store, bakery, bike_shop, jewelry_store, barber_shop, noodle_house, toy_store, gym, hardware_store : 62695
Saved path: pizzeria, craft_shop, pet_store, florist, bank, gelateria, pharmacy, bakery, bike_shop, jewelry_store, barber_shop, toy_store, clothing_store, bookstore, tech_shop : 68499
Saved path: craft_shop, pizzeria, dentist, burger_joint, clothing_store, toy_store, salon, barber_shop, bike_shop, party_store, bakery, pharmacy, music_store, bank, gelateria : 62820
Saved path: clothing_store, barber_shop, jewelry_store, party_store, bakery, pharmacy, music_store, bank, pizzeria, dentist, cafe, bookstore, burger_joint, hardware_store, toy_store : 69072
Saved path: music_store, gelateria, pharmacy, bakery, bike_shop, party_store, burger_joint, bookstore, toy_store, noodle_house, clothing_store, grocery_store, tech_shop, pizzeria, craft_shop : 50409
Saved path: dentist, pizzeria, craft_shop, florist, music_store, bank, gelateria, pharmacy, party_store, bike_shop, gym, salon, grocery_store, bookstore, cafe : 65131
Saved path: barber_shop, hardware_store, gym, burger_joint, clothing_store, pizzeria, craft_shop, pet_store, florist, music_store, bank, gelateria, pharmacy, party_store, bike_shop : 68873
Saved path: dentist, pizzeria, craft_shop, gym, pet_store, gelateria, bank, music_store, party_store, barber_shop, salon, toy_store, grocery_store, tech_shop, cafe : 66916
Saved path: grocery_store, clothing_store, toy_store, barber_shop, bike_shop, bakery, gym, pet_store, gelateria, bank, music_store, florist, pizzeria, dentist, cafe : 61571
Saved path: grocery_store, toy_store, salon, barber_shop, bike_shop, jewelry_store, party_store, bakery, pharmacy, bank, pet_store, craft_shop, hardware_store, burger_joint, cafe : 64550
Saved path: noodle_house, salon, jewelry_store, party_store, bike_shop, bakery, gym, florist, pet_store, craft_shop, pizzeria, tech_shop, cafe, grocery_store, clothing_store : 56566
Saved path: hardware_store, bakery, party_store, jewelry_store, barber_shop, bank, music_store, florist, pizzeria, dentist, cafe, tech_shop, clothing_store, noodle_house, toy_store : 68235
Saved path: jewelry_store, bike_shop, hardware_store, salon, noodle_house, clothing_store, tech_shop, bookstore, craft_shop, pet_store, florist, gelateria, bank, music_store, pharmacy : 62849
Saved path: craft_shop, bookstore, burger_joint, cafe, grocery_store, clothing_store, noodle_house, salon, jewelry_store, party_store, bike_shop, bakery, pharmacy, gelateria, florist : 48755
Saved path: toy_store, salon, barber_shop, party_store, jewelry_store, music_store, pet_store, craft_shop, pizzeria, dentist, tech_shop, bookstore, burger_joint, gym, hardware_store : 67205
Saved path: gelateria, florist, craft_shop, pizzeria, dentist, burger_joint, cafe, grocery_store, clothing_store, barber_shop, jewelry_store, party_store, bakery, pharmacy, bank : 63156
Saved path: pet_store, gym, craft_shop, dentist, tech_shop, grocery_store, toy_store, barber_shop, bike_shop, party_store, bakery, pharmacy, bank, music_store, florist : 65942
Saved path: burger_joint, bookstore, cafe, dentist, craft_shop, pet_store, florist, bank, bakery, bike_shop, jewelry_store, barber_shop, salon, noodle_house, toy_store : 67481
Saved path: pharmacy, gelateria, bank, pet_store, dentist, cafe, bookstore, burger_joint, noodle_house, toy_store, hardware_store, party_store, jewelry_store, bike_shop, bakery : 61673
Saved path: craft_shop, music_store, bank, pharmacy, bakery, barber_shop, toy_store, noodle_house, clothing_store, tech_shop, pizzeria, cafe, burger_joint, hardware_store, gym : 57833
Saved path: dentist, pizzeria, pet_store, florist, music_store, bank, gelateria, pharmacy, bakery, bike_shop, barber_shop, toy_store, clothing_store, grocery_store, tech_shop : 58953
Saved path: dentist, pizzeria, craft_shop, pet_store, florist, music_store, jewelry_store, bike_shop, barber_shop, toy_store, gym, burger_joint, bookstore, cafe, grocery_store : 64673
Saved path: craft_shop, pet_store, gelateria, bank, music_store, pharmacy, bakery, bike_shop, barber_shop, salon, clothing_store, bookstore, cafe, dentist, pizzeria : 58985
Saved path: bank, music_store, florist, pet_store, pizzeria, dentist, tech_shop, grocery_store, cafe, burger_joint, hardware_store, bike_shop, party_store, bakery, barber_shop : 67904
Saved path: party_store, jewelry_store, bike_shop, barber_shop, toy_store, clothing_store, cafe, bookstore, burger_joint, gym, craft_shop, pet_store, gelateria, bank, music_store : 64699
Saved path: craft_shop, music_store, bank, pharmacy, bakery, party_store, jewelry_store, barber_shop, salon, noodle_house, toy_store, hardware_store, gym, cafe, pizzeria : 68947
Saved path: pet_store, bookstore, grocery_store, clothing_store, salon, barber_shop, bike_shop, jewelry_store, party_store, bakery, hardware_store, florist, music_store, bank, gelateria : 67560
Saved path: music_store, florist, pizzeria, dentist, cafe, tech_shop, clothing_store, noodle_house, salon, toy_store, burger_joint, hardware_store, party_store, bike_shop, bakery : 54353
Saved path: jewelry_store, hardware_store, burger_joint, toy_store, salon, noodle_house, grocery_store, tech_shop, cafe, dentist, pet_store, florist, bank, music_store, pharmacy : 66234
Saved path: toy_store, gym, hardware_store, burger_joint, cafe, pizzeria, pet_store, florist, bank, music_store, pharmacy, party_store, barber_shop, noodle_house, clothing_store : 69023
Saved path: cafe, bookstore, burger_joint, gym, hardware_store, salon, barber_shop, jewelry_store, bike_shop, bakery, bank, florist, pizzeria, tech_shop, grocery_store : 69324
Saved path: bike_shop, bakery, hardware_store, gym, burger_joint, bookstore, cafe, clothing_store, tech_shop, dentist, pizzeria, craft_shop, gelateria, music_store, jewelry_store : 56012
Saved path: bike_shop, bakery, pharmacy, music_store, gelateria, florist, craft_shop, pizzeria, dentist, cafe, burger_joint, toy_store, salon, jewelry_store, party_store : 55708
Saved path: music_store, florist, pet_store, craft_shop, pizzeria, dentist, bookstore, tech_shop, grocery_store, noodle_house, toy_store, gym, hardware_store, pharmacy, bank : 56042
Saved path: salon, barber_shop, jewelry_store, bike_shop, bakery, bank, gelateria, craft_shop, hardware_store, burger_joint, cafe, grocery_store, clothing_store, noodle_house, toy_store : 62289
Saved path: noodle_house, salon, hardware_store, bakery, pharmacy, gelateria, bank, pet_store, gym, burger_joint, bookstore, cafe, dentist, pizzeria, tech_shop : 58083
Saved path: grocery_store, noodle_house, salon, barber_shop, party_store, pharmacy, bank, gelateria, florist, pet_store, gym, hardware_store, bookstore, pizzeria, tech_shop : 69417
Saved path: florist, gelateria, music_store, pharmacy, bakery, party_store, jewelry_store, bike_shop, barber_shop, bookstore, cafe, burger_joint, gym, craft_shop, pet_store : 57795
Saved path: florist, pizzeria, cafe, burger_joint, grocery_store, clothing_store, toy_store, barber_shop, bike_shop, party_store, bakery, gym, pet_store, bank, gelateria : 66931
Saved path: grocery_store, tech_shop, dentist, pizzeria, craft_shop, pet_store, florist, music_store, gym, hardware_store, jewelry_store, barber_shop, salon, toy_store, clothing_store : 63262
Saved path: barber_shop, salon, toy_store, noodle_house, clothing_store, tech_shop, burger_joint, hardware_store, gym, craft_shop, pet_store, florist, bank, music_store, jewelry_store : 66209
Saved path: dentist, tech_shop, grocery_store, noodle_house, barber_shop, bike_shop, jewelry_store, bakery, pharmacy, gelateria, bank, music_store, gym, burger_joint, bookstore : 65768
Saved path: grocery_store, clothing_store, barber_shop, jewelry_store, party_store, bakery, hardware_store, gym, pet_store, bank, gelateria, florist, bookstore, cafe, tech_shop : 64200
Saved path: hardware_store, toy_store, noodle_house, clothing_store, grocery_store, bookstore, burger_joint, dentist, craft_shop, pet_store, gelateria, bank, music_store, pharmacy, jewelry_store : 60658
Saved path: pizzeria, craft_shop, florist, bank, bakery, bike_shop, jewelry_store, hardware_store, burger_joint, cafe, bookstore, toy_store, noodle_house, grocery_store, tech_shop : 61939
Saved path: music_store, pharmacy, jewelry_store, burger_joint, toy_store, salon, noodle_house, clothing_store, tech_shop, dentist, pizzeria, craft_shop, pet_store, florist, gelateria : 60190
Saved path: bakery, jewelry_store, bike_shop, gelateria, florist, craft_shop, pizzeria, dentist, cafe, tech_shop, grocery_store, noodle_house, bookstore, burger_joint, gym : 54470
Saved path: bank, music_store, pharmacy, bakery, barber_shop, salon, noodle_house, tech_shop, dentist, cafe, bookstore, burger_joint, gym, florist, gelateria : 54673
Saved path: bakery, party_store, toy_store, clothing_store, tech_shop, bookstore, burger_joint, cafe, dentist, pizzeria, craft_shop, pet_store, bank, music_store, pharmacy : 58978
Saved path: toy_store, noodle_house, clothing_store, grocery_store, burger_joint, bookstore, craft_shop, florist, gelateria, bank, music_store, bakery, party_store, barber_shop, salon : 56280
Saved path: salon, noodle_house, grocery_store, tech_shop, cafe, dentist, pizzeria, craft_shop, pet_store, gelateria, pharmacy, jewelry_store, bakery, gym, toy_store : 57611
Saved path: dentist, craft_shop, pet_store, florist, gelateria, pharmacy, bakery, party_store, bike_shop, gym, burger_joint, toy_store, salon, noodle_house, grocery_store : 55228
Saved path: jewelry_store, party_store, gym, hardware_store, salon, clothing_store, tech_shop, cafe, bookstore, dentist, craft_shop, florist, bank, gelateria, pharmacy : 65575
Saved path: toy_store, noodle_house, tech_shop, pizzeria, dentist, cafe, bookstore, burger_joint, gym, craft_shop, gelateria, music_store, pharmacy, barber_shop, salon : 50979
Saved path: florist, pet_store, craft_shop, pizzeria, dentist, tech_shop, bookstore, burger_joint, noodle_house, salon, hardware_store, bike_shop, jewelry_store, party_store, pharmacy : 60569
Saved path: jewelry_store, party_store, bike_shop, barber_shop, salon, hardware_store, burger_joint, bookstore, clothing_store, tech_shop, dentist, pizzeria, craft_shop, florist, music_store : 62298
Saved path: jewelry_store, party_store, pharmacy, music_store, florist, pet_store, pizzeria, tech_shop, cafe, bookstore, burger_joint, toy_store, clothing_store, noodle_house, barber_shop : 60746
Saved path: clothing_store, tech_shop, pizzeria, craft_shop, pet_store, gelateria, bank, music_store, pharmacy, bakery, jewelry_store, party_store, hardware_store, burger_joint, salon : 65588
Saved path: dentist, cafe, bookstore, burger_joint, hardware_store, florist, gelateria, bank, party_store, jewelry_store, barber_shop, salon, noodle_house, grocery_store, tech_shop : 67825
Saved path: toy_store, noodle_house, salon, barber_shop, bike_shop, jewelry_store, pharmacy, music_store, bank, florist, dentist, cafe, bookstore, gym, hardware_store : 68861
Saved path: cafe, dentist, clothing_store, noodle_house, toy_store, barber_shop, jewelry_store, pharmacy, gelateria, bank, music_store, florist, pet_store, gym, burger_joint : 67271
Saved path: pet_store, florist, bank, gelateria, bike_shop, jewelry_store, party_store, burger_joint, toy_store, salon, noodle_house, clothing_store, tech_shop, dentist, craft_shop : 67996
Saved path: pet_store, gelateria, pharmacy, bakery, bike_shop, barber_shop, toy_store, noodle_house, grocery_store, tech_shop, pizzeria, dentist, bookstore, burger_joint, gym : 54143
Saved path: pharmacy, party_store, hardware_store, gym, burger_joint, toy_store, salon, noodle_house, grocery_store, dentist, craft_shop, pet_store, florist, gelateria, bank : 63920
Saved path: bike_shop, bakery, pharmacy, music_store, bank, gelateria, pet_store, pizzeria, dentist, burger_joint, cafe, grocery_store, clothing_store, salon, jewelry_store : 65717
Saved path: tech_shop, cafe, bookstore, dentist, pizzeria, pet_store, florist, gelateria, pharmacy, jewelry_store, barber_shop, toy_store, noodle_house, clothing_store, grocery_store : 59370
Saved path: grocery_store, tech_shop, pizzeria, bookstore, burger_joint, hardware_store, gym, craft_shop, pet_store, gelateria, music_store, barber_shop, salon, noodle_house, clothing_store : 52426
Saved path: florist, gym, hardware_store, burger_joint, bookstore, cafe, dentist, tech_shop, grocery_store, toy_store, salon, barber_shop, party_store, gelateria, music_store : 57064
Saved path: burger_joint, hardware_store, toy_store, noodle_house, salon, barber_shop, bike_shop, party_store, bank, florist, pet_store, craft_shop, pizzeria, tech_shop, grocery_store : 69581
Saved path: cafe, tech_shop, pizzeria, pet_store, florist, music_store, gelateria, pharmacy, bakery, party_store, jewelry_store, salon, toy_store, burger_joint, bookstore : 59293
Saved path: grocery_store, clothing_store, noodle_house, toy_store, barber_shop, bike_shop, jewelry_store, party_store, pharmacy, music_store, florist, craft_shop, bookstore, burger_joint, tech_shop : 53189
Saved path: clothing_store, grocery_store, tech_shop, cafe, bookstore, gym, craft_shop, pet_store, gelateria, music_store, bakery, party_store, bike_shop, barber_shop, salon : 54055
