Saved path: tech_shop, grocery_store, salon, barber_shop, bike_shop, jewelry_store, party_store, pharmacy, music_store, gelateria, pet_store, craft_shop, gym, bookstore, cafe : 58512
Saved path: salon, noodle_house, clothing_store, grocery_store, bookstore, burger_joint, dentist, craft_shop, florist, bank, gelateria, bakery, bike_shop, jewelry_store, barber_shop : 63307
Saved path: music_store, bank, pet_store, craft_shop, pizzeria, dentist, bookstore, tech_shop, clothing_store, noodle_house, toy_store, gym, hardware_store, bike_shop, jewelry_store : 67027
Saved path: clothing_store, grocery_store, bookstore, cafe, pizzeria, pet_store, florist, bank, pharmacy, party_store, jewelry_store, bike_shop, barber_shop, hardware_store, toy_store : 73153
Saved path: clothing_store, grocery_store, toy_store, gym, craft_shop, florist, music_store, bank, gelateria, pharmacy, party_store, bakery, barber_shop, salon, noodle_house : 55100
Saved path: toy_store, barber_shop, bike_shop, party_store, bakery, bank, music_store, florist, gym, craft_shop, pizzeria, dentist, cafe, grocery_store, noodle_house : 64812
Saved path: tech_shop, pizzeria, dentist, bookstore, gym, craft_shop, pet_store, pharmacy, bakery, jewelry_store, barber_shop, toy_store, noodle_house, clothing_store, grocery_store : 61128
Saved path: bike_shop, pharmacy, music_store, florist, gym, craft_shop, pizzeria, dentist, cafe, bookstore, clothing_store, noodle_house, toy_store, salon, barber_shop : 52489
Saved path: bookstore, craft_shop, pet_store, gelateria, music_store, bike_shop, party_store, hardware_store, salon, toy_store, clothing_store, grocery_store, tech_shop, cafe, burger_joint : 52830
Saved path: cafe, dentist, craft_shop, florist, music_store, bank, gelateria, bakery, jewelry_store, barber_shop, clothing_store, toy_store, hardware_store, burger_joint, bookstore : 64618
Saved path: craft_shop, pet_store, florist, bank, pharmacy, bakery, jewelry_store, barber_shop, toy_store, hardware_store, gym, bookstore, cafe, tech_shop, pizzeria : 71015
Saved path: pharmacy, bakery, party_store, bike_shop, barber_shop, salon, hardware_store, gym, bookstore, tech_shop, pizzeria, craft_shop, florist, gelateria, bank : 65244
Saved path: pharmacy, bakery, bike_shop, hardware_store, gym, toy_store, clothing_store, grocery_store, bookstore, tech_shop, pizzeria, craft_shop, pet_store, florist, bank : 58117
Saved path: gelateria, florist, pet_store, dentist, tech_shop, grocery_store, noodle_house, toy_store, burger_joint, hardware_store, barber_shop, party_store, pharmacy, music_store, bank : 66149
Saved path: music_store, pharmacy, bakery, bike_shop, jewelry_store, barber_shop, toy_store, noodle_house, clothing_store, grocery_store, tech_shop, cafe, bookstore, craft_shop, pet_store : 54740
Saved path: pharmacy, gelateria, music_store, craft_shop, gym, hardware_store, burger_joint, bookstore, cafe, tech_shop, clothing_store, toy_store, salon, barber_shop, party_store : 52062
Saved path: pizzeria, dentist, cafe, bookstore, burger_joint, gym, florist, bank, bike_shop, jewelry_store, hardware_store, toy_store, noodle_house, clothing_store, tech_shop : 65747
Saved path: noodle_house, burger_joint, hardware_store, salon, barber_shop, bike_shop, party_store, bakery, pharmacy, music_store, bank, gelateria, craft_shop, pizzeria, clothing_store : 64795
Saved path: pizzeria, craft_shop, florist, gelateria, music_store, jewelry_store, party_store, bakery, barber_shop, salon, toy_store, burger_joint, bookstore, tech_shop, dentist : 59359
Saved path: tech_shop, noodle_house, barber_shop, jewelry_store, bike_shop, bakery, hardware_store, bookstore, florist, music_store, gelateria, pet_store, craft_shop, pizzeria, dentist : 66115
Saved path: bike_shop, barber_shop, noodle_house, toy_store, gym, hardware_store, burger_joint, bookstore, cafe, pizzeria, pet_store, florist, music_store, pharmacy, jewelry_store : 64506
Saved path: dentist, pizzeria, pet_store, florist, music_store, gelateria, jewelry_store, bike_shop, barber_shop, salon, toy_store, burger_joint, cafe, grocery_store, tech_shop : 63592
Saved path: jewelry_store, hardware_store, salon, toy_store, clothing_store, grocery_store, tech_shop, dentist, cafe, bookstore, burger_joint, gym, craft_shop, music_store, gelateria : 58102
Saved path: dentist, pizzeria, craft_shop, pet_store, florist, music_store, gelateria, pharmacy, party_store, hardware_store, salon, noodle_house, clothing_store, tech_shop, bookstore : 57759
Saved path: barber_shop, toy_store, grocery_store, pizzeria, pet_store, bank, music_store, florist, bookstore, burger_joint, hardware_store, party_store, jewelry_store, bike_shop, bakery : 72752
Saved path: toy_store, noodle_house, clothing_store, grocery_store, tech_shop, pizzeria, bookstore, burger_joint, hardware_store, gym, craft_shop, florist, bank, barber_shop, salon : 58684
Saved path: salon, noodle_house, grocery_store, tech_shop, dentist, cafe, burger_joint, gym, florist, music_store, bank, gelateria, pharmacy, jewelry_store, hardware_store : 62719
Saved path: hardware_store, party_store, jewelry_store, bike_shop, bakery, pharmacy, bank, pet_store, dentist, tech_shop, grocery_store, bookstore, burger_joint, toy_store, salon : 67480
Saved path: florist, pizzeria, dentist, grocery_store, cafe, bookstore, burger_joint, toy_store, gym, hardware_store, bike_shop, party_store, pharmacy, music_store, bank : 61365
Saved path: music_store, bank, gelateria, pet_store, pizzeria, dentist, burger_joint, bookstore, grocery_store, noodle_house, toy_store, gym, jewelry_store, bakery, pharmacy : 65317
Saved path: grocery_store, clothing_store, noodle_house, toy_store, salon, barber_shop, jewelry_store, party_store, pharmacy, music_store, bank, pet_store, pizzeria, dentist, bookstore : 68396
Saved path: barber_shop, noodle_house, clothing_store, tech_shop, bookstore, burger_joint, cafe, dentist, pizzeria, craft_shop, pet_store, gelateria, bank, music_store, hardware_store : 59622
Saved path: barber_shop, salon, noodle_house, clothing_store, grocery_store, tech_shop, bookstore, burger_joint, hardware_store, gym, gelateria, music_store, bakery, party_store, bike_shop : 52611
Saved path: toy_store, clothing_store, grocery_store, tech_shop, cafe, burger_joint, dentist, pet_store, gelateria, music_store, pharmacy, bakery, bike_shop, hardware_store, salon : 49716
Saved path: bike_shop, party_store, barber_shop, salon, noodle_house, clothing_store, grocery_store, cafe, burger_joint, bookstore, craft_shop, pet_store, florist, music_store, gelateria : 53258
Saved path: bank, pharmacy, bakery, party_store, jewelry_store, barber_shop, salon, noodle_house, burger_joint, bookstore, dentist, pizzeria, craft_shop, gym, pet_store : 70221
Saved path: burger_joint, cafe, pizzeria, tech_shop, grocery_store, toy_store, salon, barber_shop, bike_shop, party_store, pharmacy, music_store, bank, gelateria, gym : 65268
Saved path: barber_shop, salon, toy_store, noodle_house, clothing_store, tech_shop, cafe, burger_joint, bookstore, florist, music_store, pharmacy, bakery, party_store, bike_shop : 49338
Saved path: bike_shop, jewelry_store, party_store, bakery, barber_shop, salon, noodle_house, grocery_store, tech_shop, dentist, pet_store, bank, music_store, florist, hardware_store : 69862
Saved path: craft_shop, pizzeria, tech_shop, grocery_store, noodle_house, salon, toy_store, burger_joint, bookstore, gym, hardware_store, jewelry_store, bike_shop, bakery, bank : 68560
Saved path: noodle_house, toy_store, hardware_store, bike_shop, bakery, pharmacy, gelateria, bank, music_store, craft_shop, dentist, tech_shop, cafe, bookstore, burger_joint : 52095
Saved path: toy_store, grocery_store, dentist, cafe, burger_joint, hardware_store, gym, craft_shop, pet_store, florist, bank, music_store, pharmacy, barber_shop, salon : 57902
Saved path: gelateria, music_store, florist, pet_store, craft_shop, dentist, bookstore, hardware_store, toy_store, noodle_house, barber_shop, jewelry_store, party_store, bakery, pharmacy : 61528
Saved path: florist, pet_store, gym, craft_shop, pizzeria, bookstore, noodle_house, barber_shop, bike_shop, jewelry_store, party_store, bakery, pharmacy, gelateria, bank : 71682
Saved path: bakery, pharmacy, bank, music_store, florist, cafe, tech_shop, clothing_store, noodle_house, toy_store, salon, barber_shop, bike_shop, jewelry_store, party_store : 62098
Saved path: hardware_store, gelateria, music_store, florist, pizzeria, dentist, cafe, tech_shop, grocery_store, clothing_store, noodle_house, salon, barber_shop, bakery, jewelry_store : 58999
Saved path: gelateria, pharmacy, jewelry_store, barber_shop, salon, toy_store, hardware_store, bookstore, cafe, grocery_store, pizzeria, craft_shop, florist, music_store, bank : 66634
Saved path: jewelry_store, party_store, bakery, gym, burger_joint, bookstore, cafe, grocery_store, tech_shop, pizzeria, pet_store, florist, gelateria, bank, music_store : 63320
Saved path: bike_shop, gym, hardware_store, salon, noodle_house, grocery_store, bookstore, cafe, pizzeria, craft_shop, pet_store, music_store, pharmacy, bakery, party_store : 58912
Saved path: craft_shop, dentist, cafe, grocery_store, clothing_store, noodle_house, bookstore, burger_joint, gym, hardware_store, bike_shop, jewelry_store, bakery, bank, gelateria : 61075
Saved path: pizzeria, tech_shop, bookstore, burger_joint, hardware_store, toy_store, noodle_house, salon, barber_shop, jewelry_store, party_store, bakery, bank, florist, craft_shop : 68216
Saved path: bike_shop, party_store, pharmacy, gelateria, bank, pet_store, craft_shop, dentist, cafe, burger_joint, bookstore, grocery_store, clothing_store, toy_store, gym : 59160
Saved path: florist, pet_store, gym, hardware_store, burger_joint, bookstore, cafe, tech_shop, grocery_store, noodle_house, barber_shop, bike_shop, party_store, pharmacy, bank : 62923
Saved path: bank, music_store, pharmacy, bakery, bike_shop, barber_shop, salon, toy_store, clothing_store, grocery_store, tech_shop, cafe, burger_joint, gym, pet_store : 53477
Saved path: grocery_store, tech_shop, cafe, dentist, pizzeria, pet_store, bank, gelateria, bakery, bike_shop, party_store, jewelry_store, salon, toy_store, noodle_house : 66969
Saved path: clothing_store, tech_shop, pizzeria, cafe, burger_joint, gym, florist, gelateria, bank, music_store, pharmacy, bakery, party_store, hardware_store, salon : 61723
Saved path: hardware_store, salon, noodle_house, clothing_store, grocery_store, tech_shop, burger_joint, bookstore, pet_store, florist, music_store, gelateria, pharmacy, bakery, bike_shop : 47126
Saved path: tech_shop, grocery_store, clothing_store, noodle_house, salon, hardware_store, bike_shop, jewelry_store, bakery, pharmacy, music_store, bank, gym, bookstore, dentist : 66008
Saved path: party_store, jewelry_store, bike_shop, barber_shop, noodle_house, toy_store, hardware_store, cafe, bookstore, pet_store, gelateria, bank, music_store, pharmacy, bakery : 65201
Saved path: bike_shop, party_store, hardware_store, burger_joint, bookstore, noodle_house, grocery_store, dentist, pizzeria, craft_shop, florist, bank, music_store, pharmacy, barber_shop : 66240
Saved path: barber_shop, salon, toy_store, hardware_store, gym, bookstore, cafe, dentist, craft_shop, pet_store, florist, music_store, pharmacy, party_store, bike_shop : 59566
Saved path: craft_shop, florist, music_store, bank, gelateria, pharmacy, bakery, hardware_store, gym, toy_store, salon, noodle_house, bookstore, cafe, dentist : 52895
Saved path: pet_store, florist, music_store, bike_shop, jewelry_store, party_store, bakery, burger_joint, toy_store, salon, noodle_house, grocery_store, tech_shop, dentist, pizzeria : 61740
Saved path: bookstore, cafe, clothing_store, tech_shop, pizzeria, florist, music_store, bank, gelateria, bike_shop, jewelry_store, bakery, hardware_store, toy_store, burger_joint : 61277
Saved path: salon, barber_shop, bike_shop, party_store, bakery, music_store, bank, gelateria, florist, craft_shop, gym, hardware_store, toy_store, tech_shop, noodle_house : 60879
Saved path: bike_shop, party_store, hardware_store, salon, clothing_store, bookstore, burger_joint, gym, craft_shop, pet_store, florist, music_store, bank, gelateria, pharmacy : 61273
Saved path: tech_shop, pizzeria, pet_store, gelateria, pharmacy, bakery, bike_shop, party_store, jewelry_store, salon, toy_store, burger_joint, bookstore, clothing_store, grocery_store : 58721
Saved path: gym, bank, gelateria, pharmacy, bakery, bike_shop, jewelry_store, barber_shop, salon, toy_store, noodle_house, tech_shop, dentist, cafe, burger_joint : 66835
Saved path: cafe, bookstore, dentist, pet_store, florist, music_store, bike_shop, party_store, bakery, toy_store, salon, noodle_house, clothing_store, grocery_store, tech_shop : 55681
Saved path: jewelry_store, party_store, bike_shop, bakery, music_store, bank, florist, pet_store, craft_shop, pizzeria, cafe, grocery_store, clothing_store, noodle_house, salon : 66055
Saved path: craft_shop, gelateria, bank, music_store, bakery, bike_shop, jewelry_store, barber_shop, salon, noodle_house, clothing_store, grocery_store, tech_shop, bookstore, dentist : 63650
Saved path: bike_shop, jewelry_store, party_store, bakery, gelateria, pet_store, gym, bookstore, dentist, tech_shop, grocery_store, clothing_store, noodle_house, salon, hardware_store : 60107
Saved path: grocery_store, bookstore, cafe, pizzeria, craft_shop, gym, bank, gelateria, bike_shop, party_store, jewelry_store, barber_shop, salon, noodle_house, clothing_store : 69398
Saved path: gym, bookstore, dentist, pizzeria, tech_shop, grocery_store, toy_store, barber_shop, bike_shop, jewelry_store, bakery, music_store, florist, pet_store, craft_shop : 64773
Saved path: pet_store, craft_shop, dentist, cafe, grocery_store, clothing_store, noodle_house, toy_store, hardware_store, party_store, jewelry_store, bike_shop, barber_shop, music_store, bank : 67761
Saved path: tech_shop, bookstore, burger_joint, toy_store, noodle_house, salon, barber_shop, bike_shop, party_store, music_store, bank, gelateria, florist, craft_shop, dentist : 62754
Saved path: burger_joint, hardware_store, toy_store, grocery_store, clothing_store, noodle_house, barber_shop, bike_shop, party_store, pharmacy, gelateria, florist, pizzeria, cafe, bookstore : 56272
Saved path: grocery_store, tech_shop, dentist, pizzeria, craft_shop, florist, bank, music_store, bakery, jewelry_store, hardware_store, toy_store, burger_joint, bookstore, cafe : 60815
