Saved path: pet_store, craft_shop, gym, hardware_store, burger_joint, cafe, tech_shop, grocery_store, clothing_store, noodle_house, salon, barber_shop, bakery, pharmacy, music_store : 44621
Saved path: salon, toy_store, noodle_house, grocery_store, tech_shop, cafe, bookstore, burger_joint, gym, craft_shop, music_store, gelateria, bakery, bike_shop, jewelry_store : 54207
Saved path: bakery, party_store, jewelry_store, bike_shop, barber_shop, salon, noodle_house, tech_shop, bookstore, cafe, dentist, craft_shop, music_store, gelateria, pharmacy : 57726
Saved path: clothing_store, barber_shop, bike_shop, bakery, gym, pet_store, bank, music_store, florist, pizzeria, dentist, cafe, burger_joint, bookstore, grocery_store : 63042
Saved path: bakery, barber_shop, toy_store, hardware_store, burger_joint, bookstore, cafe, grocery_store, tech_shop, pizzeria, pet_store, florist, music_store, bank, gelateria : 59644
Saved path: toy_store, barber_shop, bakery, bike_shop, jewelry_store, gelateria, bank, pet_store, gym, hardware_store, burger_joint, bookstore, tech_shop, clothing_store, noodle_house : 64859
Saved path: salon, toy_store, noodle_house, clothing_store, grocery_store, bookstore, burger_joint, hardware_store, gym, pizzeria, music_store, bank, pharmacy, bike_shop, barber_shop : 63342
Saved path: pet_store, florist, pharmacy, bakery, bike_shop, jewelry_store, party_store, hardware_store, salon, toy_store, grocery_store, tech_shop, dentist, pizzeria, craft_shop : 57646
Saved path: gym, craft_shop, pet_store, florist, music_store, jewelry_store, party_store, bakery, barber_shop, salon, clothing_store, tech_shop, dentist, bookstore, burger_joint : 61967
Saved path: clothing_store, noodle_house, salon, jewelry_store, party_store, bakery, gym, florist, gelateria, pet_store, craft_shop, pizzeria, tech_shop, burger_joint, bookstore : 61107
Saved path: grocery_store, tech_shop, gym, craft_shop, pet_store, gelateria, bank, music_store, pharmacy, bike_shop, party_store, hardware_store, salon, noodle_house, clothing_store : 59432
Saved path: salon, noodle_house, clothing_store, grocery_store, tech_shop, pizzeria, dentist, burger_joint, gym, florist, bank, music_store, bakery, jewelry_store, hardware_store : 65648
Saved path: craft_shop, pet_store, florist, music_store, gelateria, pharmacy, bakery, party_store, jewelry_store, barber_shop, toy_store, grocery_store, bookstore, cafe, pizzeria : 60442
Saved path: cafe, grocery_store, clothing_store, noodle_house, toy_store, barber_shop, jewelry_store, bakery, pharmacy, music_store, gelateria, pet_store, craft_shop, gym, hardware_store : 54689
Saved path: barber_shop, bike_shop, jewelry_store, party_store, hardware_store, toy_store, noodle_house, clothing_store, cafe, dentist, pizzeria, craft_shop, florist, bank, music_store : 69013
Saved path: clothing_store, noodle_house, toy_store, barber_shop, music_store, bike_shop, jewelry_store, party_store, hardware_store, burger_joint, bookstore, cafe, dentist, pizzeria, tech_shop : 62568
Saved path: hardware_store, toy_store, noodle_house, salon, barber_shop, bike_shop, bakery, pharmacy, music_store, gelateria, craft_shop, pizzeria, dentist, grocery_store, burger_joint : 53377
Saved path: bank, gelateria, craft_shop, gym, bookstore, cafe, grocery_store, noodle_house, toy_store, salon, barber_shop, bike_shop, jewelry_store, party_store, pharmacy : 63609
Saved path: burger_joint, toy_store, salon, hardware_store, party_store, bike_shop, bakery, bank, gelateria, florist, pizzeria, dentist, grocery_store, cafe, bookstore : 63116
Saved path: bank, pet_store, craft_shop, pizzeria, tech_shop, grocery_store, clothing_store, cafe, bookstore, gym, hardware_store, barber_shop, bakery, party_store, pharmacy : 65383
Saved path: party_store, jewelry_store, bike_shop, barber_shop, salon, noodle_house, clothing_store, grocery_store, tech_shop, cafe, bookstore, burger_joint, hardware_store, gym, gelateria : 54425
Saved path: music_store, pharmacy, bakery, party_store, jewelry_store, barber_shop, noodle_house, toy_store, hardware_store, burger_joint, cafe, tech_shop, dentist, pizzeria, bank : 68327
Saved path: florist, pet_store, pizzeria, bookstore, burger_joint, toy_store, clothing_store, noodle_house, salon, jewelry_store, party_store, bike_shop, bakery, gelateria, bank : 70236
Saved path: pharmacy, music_store, gelateria, pet_store, craft_shop, pizzeria, tech_shop, bookstore, grocery_store, noodle_house, toy_store, salon, barber_shop, jewelry_store, bakery : 60039
Saved path: florist, music_store, bank, gelateria, pharmacy, party_store, jewelry_store, barber_shop, salon, toy_store, burger_joint, bookstore, cafe, grocery_store, dentist : 63898
Saved path: pizzeria, craft_shop, music_store, bank, gelateria, bakery, barber_shop, salon, noodle_house, clothing_store, grocery_store, cafe, bookstore, burger_joint, gym : 56533
Saved path: noodle_house, burger_joint, bookstore, cafe, dentist, pet_store, florist, music_store, gelateria, pharmacy, bakery, party_store, bike_shop, hardware_store, salon : 55766
Saved path: pet_store, florist, bank, music_store, pharmacy, hardware_store, jewelry_store, bakery, barber_shop, noodle_house, grocery_store, tech_shop, cafe, dentist, craft_shop : 66814
Saved path: pharmacy, party_store, jewelry_store, bike_shop, barber_shop, salon, hardware_store, burger_joint, cafe, clothing_store, grocery_store, tech_shop, pizzeria, pet_store, music_store : 62903
Saved path: bakery, barber_shop, salon, hardware_store, burger_joint, cafe, noodle_house, clothing_store, tech_shop, pizzeria, pet_store, gelateria, music_store, pharmacy, party_store : 58887
Saved path: grocery_store, clothing_store, salon, barber_shop, bakery, pharmacy, gelateria, bank, music_store, florist, craft_shop, pizzeria, gym, hardware_store, burger_joint : 56648
Saved path: gym, burger_joint, bookstore, dentist, grocery_store, noodle_house, salon, barber_shop, bike_shop, bakery, pharmacy, bank, gelateria, florist, craft_shop : 57105
Saved path: dentist, pizzeria, craft_shop, gym, pet_store, florist, music_store, pharmacy, barber_shop, salon, toy_store, noodle_house, grocery_store, bookstore, cafe : 52153
Saved path: pizzeria, clothing_store, noodle_house, salon, barber_shop, bike_shop, jewelry_store, party_store, bakery, hardware_store, gym, pet_store, gelateria, florist, craft_shop : 61217
Saved path: bookstore, burger_joint, bike_shop, jewelry_store, party_store, bakery, pharmacy, gelateria, florist, pet_store, craft_shop, pizzeria, tech_shop, grocery_store, cafe : 52467
Saved path: dentist, bookstore, hardware_store, gym, craft_shop, music_store, pharmacy, bakery, party_store, barber_shop, noodle_house, clothing_store, grocery_store, tech_shop, pizzeria : 56411
Saved path: party_store, jewelry_store, barber_shop, music_store, bank, gelateria, florist, pizzeria, tech_shop, clothing_store, bookstore, burger_joint, gym, hardware_store, bakery : 68565
Saved path: noodle_house, tech_shop, pizzeria, dentist, cafe, bookstore, gym, bank, music_store, bike_shop, jewelry_store, party_store, bakery, barber_shop, toy_store : 71912
Saved path: salon, noodle_house, tech_shop, bookstore, cafe, dentist, florist, music_store, bank, gelateria, pharmacy, jewelry_store, party_store, gym, toy_store : 66000
Saved path: clothing_store, noodle_house, gym, hardware_store, party_store, bike_shop, bakery, gelateria, bank, pet_store, craft_shop, pizzeria, dentist, tech_shop, grocery_store : 61060
Saved path: pharmacy, bakery, party_store, jewelry_store, salon, noodle_house, clothing_store, tech_shop, dentist, bookstore, burger_joint, gym, florist, music_store, bank : 64588
Saved path: jewelry_store, bike_shop, barber_shop, salon, noodle_house, toy_store, burger_joint, bookstore, grocery_store, pizzeria, craft_shop, florist, bank, bakery, party_store : 68355
Saved path: bank, music_store, craft_shop, pizzeria, dentist, grocery_store, clothing_store, bookstore, burger_joint, gym, hardware_store, party_store, jewelry_store, bike_shop, bakery : 63762
Saved path: cafe, tech_shop, grocery_store, clothing_store, noodle_house, toy_store, craft_shop, music_store, bank, gelateria, bike_shop, jewelry_store, party_store, hardware_store, burger_joint : 58267
Saved path: burger_joint, toy_store, barber_shop, jewelry_store, bike_shop, bakery, pharmacy, music_store, bank, gelateria, pet_store, craft_shop, pizzeria, tech_shop, bookstore : 66322
Saved path: barber_shop, salon, toy_store, noodle_house, grocery_store, tech_shop, cafe, bookstore, hardware_store, gym, pet_store, music_store, pharmacy, bakery, bike_shop : 50610
Saved path: grocery_store, clothing_store, toy_store, salon, barber_shop, bakery, bike_shop, music_store, gelateria, florist, craft_shop, gym, burger_joint, bookstore, cafe : 45247
Saved path: jewelry_store, party_store, pharmacy, florist, pet_store, craft_shop, pizzeria, dentist, cafe, bookstore, hardware_store, toy_store, noodle_house, barber_shop, bike_shop : 61713
Saved path: pizzeria, dentist, tech_shop, salon, jewelry_store, party_store, bike_shop, bakery, pharmacy, music_store, bank, florist, pet_store, gym, craft_shop : 71600
Saved path: pet_store, florist, gelateria, music_store, pharmacy, bakery, party_store, jewelry_store, hardware_store, bookstore, cafe, tech_shop, clothing_store, dentist, pizzeria : 57196
Saved path: bookstore, burger_joint, toy_store, noodle_house, barber_shop, jewelry_store, party_store, bakery, hardware_store, gym, craft_shop, pizzeria, tech_shop, grocery_store, clothing_store : 46036
Saved path: music_store, florist, pet_store, craft_shop, pizzeria, tech_shop, grocery_store, burger_joint, toy_store, salon, barber_shop, party_store, jewelry_store, gelateria, bank : 68345
Saved path: gelateria, music_store, florist, craft_shop, dentist, bookstore, burger_joint, gym, hardware_store, toy_store, noodle_house, salon, barber_shop, jewelry_store, pharmacy : 59564
Saved path: gelateria, pharmacy, bakery, bike_shop, jewelry_store, party_store, hardware_store, toy_store, clothing_store, grocery_store, bookstore, burger_joint, gym, craft_shop, pet_store : 50179
Saved path: gym, burger_joint, bookstore, cafe, tech_shop, clothing_store, toy_store, salon, hardware_store, party_store, jewelry_store, bike_shop, gelateria, florist, pet_store : 57212
Saved path: hardware_store, gym, burger_joint, toy_store, noodle_house, grocery_store, dentist, pizzeria, craft_shop, florist, gelateria, pharmacy, bakery, jewelry_store, party_store : 52476
Saved path: bookstore, dentist, pizzeria, craft_shop, florist, bank, bakery, party_store, jewelry_store, bike_shop, barber_shop, noodle_house, toy_store, gym, burger_joint : 70324
Saved path: craft_shop, pet_store, florist, music_store, gelateria, bike_shop, jewelry_store, party_store, bakery, gym, bookstore, noodle_house, clothing_store, tech_shop, pizzeria : 59916
Saved path: noodle_house, grocery_store, tech_shop, pizzeria, music_store, bank, gelateria, pharmacy, bakery, party_store, bike_shop, barber_shop, hardware_store, burger_joint, toy_store : 64220
Saved path: gelateria, pharmacy, bakery, barber_shop, toy_store, hardware_store, burger_joint, bookstore, cafe, clothing_store, grocery_store, dentist, pizzeria, pet_store, bank : 58731
Saved path: jewelry_store, party_store, bakery, barber_shop, salon, hardware_store, toy_store, noodle_house, clothing_store, tech_shop, cafe, dentist, pizzeria, florist, music_store : 60258
Saved path: pharmacy, florist, pet_store, gym, hardware_store, burger_joint, cafe, dentist, pizzeria, grocery_store, clothing_store, noodle_house, salon, barber_shop, bakery : 49910
Saved path: bike_shop, party_store, bakery, pharmacy, gelateria, bank, pet_store, pizzeria, cafe, bookstore, clothing_store, noodle_house, salon, toy_store, gym : 65187
Saved path: craft_shop, pizzeria, tech_shop, grocery_store, clothing_store, noodle_house, toy_store, gym, hardware_store, barber_shop, bike_shop, jewelry_store, party_store, pharmacy, music_store : 60362
Saved path: music_store, gelateria, craft_shop, pizzeria, dentist, tech_shop, cafe, bookstore, burger_joint, toy_store, hardware_store, party_store, jewelry_store, bike_shop, bakery : 55777
Saved path: hardware_store, gym, toy_store, noodle_house, clothing_store, tech_shop, pizzeria, florist, music_store, bank, gelateria, pharmacy, jewelry_store, barber_shop, salon : 67840
Saved path: barber_shop, salon, hardware_store, gym, toy_store, clothing_store, grocery_store, tech_shop, dentist, craft_shop, florist, bank, pharmacy, party_store, jewelry_store : 67658
Saved path: hardware_store, gym, toy_store, noodle_house, clothing_store, grocery_store, tech_shop, burger_joint, bookstore, dentist, pizzeria, craft_shop, pet_store, bank, pharmacy : 54145
Saved path: pizzeria, craft_shop, pet_store, florist, gelateria, music_store, party_store, bakery, gym, toy_store, salon, noodle_house, grocery_store, tech_shop, dentist : 58497
Saved path: dentist, cafe, tech_shop, grocery_store, clothing_store, noodle_house, bookstore, burger_joint, hardware_store, party_store, jewelry_store, bike_shop, music_store, florist, pet_store : 56393
Saved path: bank, music_store, jewelry_store, party_store, bakery, hardware_store, salon, noodle_house, toy_store, burger_joint, cafe, pizzeria, craft_shop, florist, gelateria : 62711
Saved path: bakery, bike_shop, jewelry_store, party_store, hardware_store, gym, toy_store, noodle_house, burger_joint, bookstore, pizzeria, pet_store, florist, music_store, pharmacy : 59717
Saved path: pharmacy, gelateria, florist, craft_shop, pizzeria, dentist, grocery_store, noodle_house, salon, barber_shop, bakery, bike_shop, jewelry_store, party_store, hardware_store : 58172
Saved path: salon, noodle_house, toy_store, hardware_store, burger_joint, tech_shop, pizzeria, craft_shop, pet_store, music_store, pharmacy, bakery, party_store, bike_shop, barber_shop : 59402
Saved path: gym, burger_joint, bookstore, cafe, pizzeria, tech_shop, clothing_store, noodle_house, salon, barber_shop, jewelry_store, pharmacy, florist, pet_store, craft_shop : 59608
Saved path: barber_shop, salon, hardware_store, gym, burger_joint, cafe, tech_shop, dentist, pizzeria, pet_store, florist, music_store, pharmacy, party_store, jewelry_store : 64026
Saved path: music_store, pharmacy, party_store, bakery, barber_shop, salon, grocery_store, cafe, bookstore, burger_joint, gym, pizzeria, florist, gelateria, bank : 63979
Saved path: bookstore, burger_joint, hardware_store, craft_shop, gelateria, bank, music_store, pharmacy, party_store, barber_shop, salon, toy_store, noodle_house, tech_shop, cafe : 60515
