Saved path: barber_shop, salon, clothing_store, grocery_store, tech_shop, bookstore, burger_joint, hardware_store, gym, craft_shop, pet_store, florist, music_store, pharmacy, bike_shop : 49538
Saved path: tech_shop, dentist, pizzeria, craft_shop, gym, hardware_store, party_store, jewelry_store, bike_shop, barber_shop, salon, toy_store, burger_joint, bookstore, grocery_store : 49542
Saved path: music_store, bank, gelateria, pharmacy, party_store, bike_shop, barber_shop, salon, burger_joint, bookstore, grocery_store, tech_shop, pizzeria, pet_store, florist : 66855
Saved path: burger_joint, bookstore, craft_shop, pet_store, bank, gelateria, pharmacy, bakery, bike_shop, jewelry_store, barber_shop, salon, clothing_store, tech_shop, cafe : 61716
Saved path: pet_store, craft_shop, gym, hardware_store, burger_joint, bookstore, tech_shop, noodle_house, salon, barber_shop, bike_shop, jewelry_store, party_store, bakery, bank : 66379
Saved path: gym, burger_joint, cafe, dentist, clothing_store, noodle_house, salon, toy_store, hardware_store, jewelry_store, bike_shop, bakery, pharmacy, music_store, florist : 55680
Saved path: grocery_store, clothing_store, noodle_house, toy_store, gym, pet_store, florist, gelateria, pharmacy, bakery, bike_shop, party_store, hardware_store, burger_joint, bookstore : 47774
Saved path: tech_shop, grocery_store, clothing_store, cafe, bookstore, burger_joint, gym, bike_shop, party_store, bakery, bank, music_store, florist, craft_shop, pizzeria : 57400
Saved path: cafe, tech_shop, dentist, craft_shop, pet_store, music_store, jewelry_store, party_store, bakery, barber_shop, salon, noodle_house, toy_store, hardware_store, burger_joint : 61459
Saved path: cafe, burger_joint, hardware_store, gym, craft_shop, florist, music_store, pharmacy, bakery, party_store, jewelry_store, bike_shop, barber_shop, clothing_store, grocery_store : 51815
Saved path: noodle_house, toy_store, gym, hardware_store, salon, barber_shop, bike_shop, jewelry_store, bakery, pharmacy, bank, pet_store, pizzeria, dentist, grocery_store : 72271
Saved path: bank, gelateria, pharmacy, jewelry_store, barber_shop, salon, toy_store, clothing_store, bookstore, cafe, pizzeria, craft_shop, gym, pet_store, florist : 70849
Saved path: barber_shop, salon, hardware_store, toy_store, noodle_house, clothing_store, dentist, pizzeria, craft_shop, pet_store, bank, pharmacy, bakery, party_store, bike_shop : 66762
Saved path: noodle_house, clothing_store, cafe, bookstore, craft_shop, pet_store, florist, music_store, bank, gelateria, pharmacy, bakery, barber_shop, hardware_store, toy_store : 54440
Saved path: bookstore, grocery_store, clothing_store, noodle_house, salon, hardware_store, gym, bike_shop, party_store, pharmacy, bank, florist, craft_shop, pizzeria, cafe : 63705
Saved path: toy_store, noodle_house, bookstore, pizzeria, craft_shop, pet_store, florist, music_store, bank, gelateria, bike_shop, jewelry_store, party_store, bakery, gym : 67381
Saved path: pharmacy, music_store, florist, craft_shop, gym, hardware_store, burger_joint, dentist, pizzeria, tech_shop, clothing_store, salon, barber_shop, bike_shop, jewelry_store : 61034
Saved path: tech_shop, grocery_store, clothing_store, noodle_house, toy_store, hardware_store, barber_shop, jewelry_store, bike_shop, bakery, gelateria, florist, dentist, bookstore, cafe : 57740
Saved path: clothing_store, noodle_house, toy_store, salon, barber_shop, bike_shop, pharmacy, gelateria, bank, pizzeria, tech_shop, cafe, burger_joint, bookstore, grocery_store : 58801
Saved path: craft_shop, pizzeria, dentist, cafe, bookstore, grocery_store, clothing_store, barber_shop, jewelry_store, party_store, bike_shop, music_store, gelateria, florist, gym : 62151
Saved path: grocery_store, bookstore, burger_joint, dentist, pizzeria, craft_shop, music_store, gelateria, pharmacy, jewelry_store, gym, hardware_store, salon, toy_store, clothing_store : 60575
Saved path: barber_shop, toy_store, clothing_store, grocery_store, tech_shop, cafe, burger_joint, bookstore, dentist, pizzeria, florist, gelateria, music_store, bike_shop, party_store : 57005
Saved path: pizzeria, tech_shop, clothing_store, cafe, gym, hardware_store, party_store, jewelry_store, bike_shop, barber_shop, pharmacy, gelateria, bank, music_store, florist : 69168
Saved path: pizzeria, gym, hardware_store, burger_joint, bookstore, cafe, clothing_store, noodle_house, barber_shop, jewelry_store, party_store, pharmacy, gelateria, bank, florist : 68525
Saved path: noodle_house, grocery_store, bookstore, burger_joint, cafe, dentist, pizzeria, pet_store, florist, bank, gelateria, bike_shop, jewelry_store, barber_shop, toy_store : 71124
Saved path: clothing_store, grocery_store, bookstore, gym, craft_shop, pet_store, florist, bank, pharmacy, bakery, party_store, bike_shop, hardware_store, toy_store, noodle_house : 57957
Saved path: gym, craft_shop, pizzeria, tech_shop, grocery_store, salon, barber_shop, bike_shop, bakery, pharmacy, gelateria, bank, music_store, florist, pet_store : 60745
Saved path: grocery_store, cafe, burger_joint, hardware_store, party_store, jewelry_store, bike_shop, bakery, pharmacy, music_store, bank, gelateria, pet_store, gym, bookstore : 58976
Saved path: grocery_store, cafe, tech_shop, pizzeria, craft_shop, florist, gym, hardware_store, bike_shop, party_store, bakery, barber_shop, salon, toy_store, clothing_store : 51453
Saved path: tech_shop, pizzeria, pet_store, florist, music_store, bank, gelateria, pharmacy, jewelry_store, party_store, hardware_store, bookstore, cafe, noodle_house, clothing_store : 64369
Saved path: bakery, pharmacy, music_store, bank, gelateria, pet_store, craft_shop, pizzeria, dentist, tech_shop, cafe, bookstore, toy_store, hardware_store, jewelry_store : 62269
Saved path: grocery_store, noodle_house, toy_store, salon, barber_shop, jewelry_store, gelateria, florist, pet_store, gym, hardware_store, burger_joint, bookstore, cafe, dentist : 61398
Saved path: music_store, bank, gelateria, florist, pizzeria, dentist, burger_joint, cafe, tech_shop, clothing_store, noodle_house, barber_shop, bike_shop, party_store, bakery : 62172
Saved path: bakery, bike_shop, barber_shop, salon, clothing_store, grocery_store, bookstore, burger_joint, pizzeria, pet_store, bank, gelateria, florist, gym, hardware_store : 63626
Saved path: florist, pet_store, dentist, cafe, tech_shop, grocery_store, noodle_house, burger_joint, hardware_store, bike_shop, jewelry_store, party_store, pharmacy, music_store, bank : 64173
Saved path: pharmacy, jewelry_store, bike_shop, barber_shop, salon, noodle_house, clothing_store, toy_store, hardware_store, bookstore, cafe, dentist, pizzeria, pet_store, bank : 71676
Saved path: gelateria, bike_shop, jewelry_store, party_store, hardware_store, salon, grocery_store, tech_shop, burger_joint, dentist, pizzeria, craft_shop, florist, music_store, bank : 67025
Saved path: jewelry_store, party_store, pharmacy, music_store, florist, pet_store, craft_shop, dentist, tech_shop, cafe, bookstore, toy_store, salon, barber_shop, bike_shop : 60628
Saved path: pet_store, florist, music_store, pharmacy, jewelry_store, hardware_store, toy_store, salon, noodle_house, clothing_store, grocery_store, tech_shop, dentist, pizzeria, craft_shop : 57595
Saved path: music_store, bank, bakery, party_store, bike_shop, barber_shop, grocery_store, tech_shop, pizzeria, dentist, cafe, bookstore, gym, craft_shop, florist : 66226
Saved path: pizzeria, craft_shop, florist, music_store, bank, gelateria, pharmacy, bakery, gym, bookstore, burger_joint, toy_store, clothing_store, grocery_store, tech_shop : 50232
Saved path: grocery_store, tech_shop, burger_joint, dentist, pizzeria, pet_store, bank, music_store, pharmacy, bike_shop, jewelry_store, hardware_store, salon, noodle_house, clothing_store : 67051
Saved path: pet_store, gym, burger_joint, bookstore, cafe, dentist, pizzeria, clothing_store, noodle_house, salon, barber_shop, jewelry_store, party_store, pharmacy, bank : 70749
Saved path: hardware_store, jewelry_store, bike_shop, bakery, pharmacy, gelateria, florist, pet_store, dentist, cafe, grocery_store, noodle_house, bookstore, burger_joint, gym : 55618
Saved path: bakery, bike_shop, jewelry_store, party_store, hardware_store, noodle_house, bookstore, cafe, pizzeria, craft_shop, florist, music_store, bank, gelateria, pharmacy : 61259
Saved path: pizzeria, tech_shop, grocery_store, clothing_store, noodle_house, salon, barber_shop, party_store, bank, pet_store, gym, hardware_store, bookstore, cafe, dentist : 67756
Saved path: grocery_store, salon, toy_store, burger_joint, gym, hardware_store, bike_shop, bakery, pharmacy, gelateria, bank, music_store, florist, craft_shop, dentist : 55925
Saved path: pet_store, gelateria, bank, music_store, party_store, barber_shop, salon, toy_store, noodle_house, grocery_store, bookstore, burger_joint, hardware_store, gym, pizzeria : 70044
Saved path: grocery_store, clothing_store, noodle_house, toy_store, burger_joint, hardware_store, salon, barber_shop, gelateria, florist, pet_store, craft_shop, dentist, cafe, tech_shop : 49170
Saved path: noodle_house, toy_store, hardware_store, salon, barber_shop, jewelry_store, bakery, pharmacy, florist, pet_store, pizzeria, dentist, tech_shop, grocery_store, clothing_store : 59802
Saved path: noodle_house, clothing_store, grocery_store, dentist, pizzeria, music_store, bank, gelateria, jewelry_store, party_store, bakery, hardware_store, gym, burger_joint, bookstore : 63406
Saved path: bookstore, dentist, craft_shop, pet_store, music_store, bakery, party_store, jewelry_store, bike_shop, gym, hardware_store, salon, noodle_house, grocery_store, tech_shop : 62722
Saved path: noodle_house, clothing_store, bookstore, burger_joint, hardware_store, gym, pizzeria, pet_store, florist, music_store, pharmacy, jewelry_store, bike_shop, barber_shop, toy_store : 65678
Saved path: hardware_store, burger_joint, bookstore, grocery_store, tech_shop, dentist, pizzeria, craft_shop, music_store, bank, gelateria, pharmacy, barber_shop, salon, toy_store : 57436
Saved path: pet_store, craft_shop, gym, hardware_store, dentist, grocery_store, clothing_store, barber_shop, bike_shop, jewelry_store, bakery, pharmacy, music_store, bank, florist : 69581
Saved path: barber_shop, salon, clothing_store, bookstore, cafe, pizzeria, pet_store, bank, gelateria, gym, hardware_store, bakery, party_store, jewelry_store, bike_shop : 72682
Saved path: dentist, burger_joint, gym, pet_store, gelateria, bank, music_store, pharmacy, party_store, barber_shop, toy_store, noodle_house, clothing_store, grocery_store, tech_shop : 63900
Saved path: bank, bakery, bike_shop, barber_shop, salon, noodle_house, grocery_store, tech_shop, pizzeria, cafe, bookstore, burger_joint, hardware_store, gym, pet_store : 62820
Saved path: party_store, bakery, barber_shop, salon, noodle_house, clothing_store, grocery_store, cafe, burger_joint, hardware_store, gym, pizzeria, florist, music_store, bank : 64093
Saved path: noodle_house, salon, toy_store, gym, bike_shop, music_store, bank, craft_shop, pizzeria, dentist, bookstore, cafe, tech_shop, grocery_store, clothing_store : 60372
Saved path: gelateria, music_store, florist, pet_store, pizzeria, dentist, tech_shop, grocery_store, clothing_store, bookstore, burger_joint, hardware_store, salon, barber_shop, jewelry_store : 65076
Saved path: hardware_store, gym, music_store, gelateria, party_store, jewelry_store, barber_shop, salon, toy_store, clothing_store, grocery_store, dentist, cafe, bookstore, burger_joint : 60360
Saved path: gym, bike_shop, jewelry_store, party_store, music_store, bank, gelateria, florist, pet_store, craft_shop, dentist, tech_shop, cafe, bookstore, burger_joint : 63747
Saved path: hardware_store, gym, florist, bank, bakery, jewelry_store, bike_shop, barber_shop, salon, toy_store, grocery_store, pizzeria, dentist, cafe, burger_joint : 70442
Saved path: gym, craft_shop, pet_store, florist, gelateria, bank, pharmacy, bakery, party_store, bike_shop, barber_shop, toy_store, clothing_store, tech_shop, burger_joint : 61194
Saved path: bookstore, cafe, tech_shop, clothing_store, noodle_house, salon, barber_shop, bike_shop, party_store, bakery, bank, music_store, florist, craft_shop, hardware_store : 60521
Saved path: pharmacy, bakery, bike_shop, barber_shop, salon, noodle_house, clothing_store, grocery_store, tech_shop, pizzeria, craft_shop, pet_store, florist, music_store, bank : 56864
Saved path: gelateria, pharmacy, bakery, bike_shop, barber_shop, noodle_house, clothing_store, tech_shop, bookstore, burger_joint, hardware_store, gym, florist, music_store, bank : 52987
Saved path: bookstore, gym, pet_store, florist, gelateria, pharmacy, jewelry_store, bike_shop, barber_shop, toy_store, noodle_house, grocery_store, tech_shop, dentist, cafe : 61568
Saved path: toy_store, grocery_store, tech_shop, dentist, bookstore, burger_joint, gym, pet_store, gelateria, bank, music_store, pharmacy, party_store, bike_shop, salon : 66478
Saved path: craft_shop, florist, gelateria, pharmacy, bakery, party_store, jewelry_store, hardware_store, gym, burger_joint, toy_store, noodle_house, clothing_store, cafe, pizzeria : 51972
Saved path: dentist, cafe, tech_shop, grocery_store, noodle_house, toy_store, hardware_store, salon, barber_shop, bike_shop, bakery, pharmacy, bank, music_store, florist : 58389
Saved path: gelateria, music_store, pharmacy, party_store, bike_shop, hardware_store, gym, bookstore, noodle_house, clothing_store, tech_shop, cafe, dentist, pizzeria, craft_shop : 54936
Saved path: craft_shop, pizzeria, dentist, bookstore, burger_joint, gym, hardware_store, toy_store, noodle_house, barber_shop, jewelry_store, bakery, pharmacy, florist, pet_store : 60976
Saved path: pet_store, gelateria, pharmacy, bakery, hardware_store, salon, noodle_house, clothing_store, grocery_store, tech_shop, dentist, cafe, burger_joint, gym, craft_shop : 45465
Saved path: pet_store, bank, bakery, bike_shop, jewelry_store, party_store, hardware_store, toy_store, salon, noodle_house, clothing_store, tech_shop, bookstore, cafe, dentist : 67393
Saved path: noodle_house, salon, hardware_store, party_store, jewelry_store, bike_shop, bakery, bank, pet_store, craft_shop, pizzeria, dentist, cafe, bookstore, burger_joint : 67518
Saved path: jewelry_store, party_store, bakery, barber_shop, salon, hardware_store, toy_store, noodle_house, grocery_store, tech_shop, cafe, dentist, florist, music_store, gelateria : 59370
