Saved path: noodle_house, salon, barber_shop, bike_shop, gelateria, bank, pet_store, craft_shop, dentist, tech_shop, grocery_store, bookstore, burger_joint, hardware_store, toy_store : 61933
Saved path: jewelry_store, bike_shop, bakery, pharmacy, pet_store, craft_shop, pizzeria, dentist, cafe, tech_shop, grocery_store, clothing_store, noodle_house, bookstore, hardware_store : 54873
Saved path: jewelry_store, party_store, music_store, bank, gelateria, gym, pizzeria, dentist, cafe, grocery_store, clothing_store, toy_store, salon, barber_shop, bike_shop : 69488
Saved path: hardware_store, gym, craft_shop, music_store, gelateria, jewelry_store, bike_shop, barber_shop, salon, toy_store, noodle_house, tech_shop, cafe, bookstore, burger_joint : 57813
Saved path: grocery_store, tech_shop, pizzeria, dentist, cafe, hardware_store, gym, pet_store, florist, music_store, pharmacy, bike_shop, barber_shop, salon, noodle_house : 55943
Saved path: music_store, pharmacy, bakery, party_store, jewelry_store, noodle_house, clothing_store, grocery_store, tech_shop, cafe, burger_joint, gym, pet_store, gelateria, bank : 57592
Saved path: cafe, dentist, pizzeria, pet_store, florist, gelateria, pharmacy, bakery, bike_shop, hardware_store, toy_store, noodle_house, clothing_store, grocery_store, tech_shop : 45927
Saved path: gym, burger_joint, tech_shop, grocery_store, clothing_store, noodle_house, toy_store, salon, jewelry_store, pharmacy, gelateria, bank, music_store, florist, pet_store : 62051
Saved path: hardware_store, burger_joint, bookstore, cafe, tech_shop, dentist, pizzeria, pet_store, bank, party_store, jewelry_store, bike_shop, barber_shop, salon, noodle_house : 74179
Saved path: florist, pet_store, gym, burger_joint, cafe, pizzeria, tech_shop, grocery_store, salon, hardware_store, party_store, bike_shop, pharmacy, music_store, bank : 67994
Saved path: craft_shop, pet_store, florist, music_store, pharmacy, party_store, jewelry_store, barber_shop, noodle_house, clothing_store, grocery_store, dentist, cafe, bookstore, gym : 59488
Saved path: pizzeria, dentist, cafe, burger_joint, bookstore, grocery_store, clothing_store, noodle_house, toy_store, jewelry_store, party_store, bank, florist, pet_store, craft_shop : 65561
Saved path: party_store, bakery, music_store, gelateria, craft_shop, pizzeria, dentist, cafe, grocery_store, noodle_house, salon, toy_store, burger_joint, gym, hardware_store : 55866
Saved path: jewelry_store, party_store, bike_shop, bank, craft_shop, gym, burger_joint, bookstore, cafe, dentist, tech_shop, clothing_store, noodle_house, toy_store, salon : 68495
Saved path: craft_shop, dentist, cafe, bookstore, noodle_house, salon, toy_store, gym, hardware_store, bike_shop, jewelry_store, party_store, pharmacy, bank, gelateria : 66370
Saved path: party_store, jewelry_store, barber_shop, noodle_house, clothing_store, cafe, dentist, pizzeria, craft_shop, gym, florist, bank, gelateria, pharmacy, bakery : 65176
Saved path: gym, hardware_store, bakery, pharmacy, gelateria, music_store, florist, pet_store, craft_shop, dentist, cafe, grocery_store, clothing_store, noodle_house, bookstore : 45850
Saved path: salon, barber_shop, bakery, jewelry_store, bike_shop, music_store, craft_shop, gym, hardware_store, burger_joint, cafe, dentist, tech_shop, clothing_store, toy_store : 58943
Saved path: noodle_house, toy_store, hardware_store, salon, barber_shop, bike_shop, party_store, pharmacy, music_store, florist, pet_store, craft_shop, dentist, tech_shop, grocery_store : 58652
Saved path: barber_shop, salon, toy_store, hardware_store, burger_joint, tech_shop, dentist, pizzeria, craft_shop, pet_store, bank, gelateria, pharmacy, party_store, bike_shop : 66953
Saved path: florist, craft_shop, pizzeria, dentist, cafe, bookstore, grocery_store, noodle_house, salon, hardware_store, jewelry_store, bike_shop, pharmacy, music_store, bank : 64590
Saved path: hardware_store, barber_shop, jewelry_store, bakery, pharmacy, gelateria, bank, music_store, florist, pet_store, craft_shop, pizzeria, bookstore, burger_joint, gym : 68763
Saved path: clothing_store, tech_shop, dentist, craft_shop, pet_store, florist, bank, pharmacy, bakery, party_store, hardware_store, burger_joint, toy_store, salon, noodle_house : 62442
Saved path: salon, barber_shop, jewelry_store, bakery, pharmacy, bank, gelateria, florist, pet_store, gym, craft_shop, pizzeria, grocery_store, clothing_store, toy_store : 68120
Saved path: party_store, jewelry_store, bike_shop, hardware_store, salon, grocery_store, tech_shop, bookstore, cafe, dentist, craft_shop, pet_store, florist, music_store, bakery : 59312
Saved path: tech_shop, cafe, bookstore, burger_joint, hardware_store, toy_store, salon, barber_shop, bakery, jewelry_store, gelateria, florist, pet_store, craft_shop, dentist : 59447
Saved path: clothing_store, grocery_store, cafe, dentist, pizzeria, craft_shop, pet_store, florist, music_store, bank, bakery, party_store, hardware_store, burger_joint, toy_store : 59476
Saved path: music_store, gelateria, hardware_store, burger_joint, bookstore, cafe, pizzeria, tech_shop, clothing_store, toy_store, salon, barber_shop, bakery, bike_shop, jewelry_store : 62122
Saved path: gelateria, music_store, florist, pet_store, dentist, bookstore, tech_shop, grocery_store, noodle_house, salon, toy_store, gym, hardware_store, bike_shop, jewelry_store : 64016
Saved path: jewelry_store, party_store, hardware_store, salon, toy_store, grocery_store, tech_shop, cafe, bookstore, gym, craft_shop, gelateria, bank, music_store, bike_shop : 63434
Saved path: noodle_house, toy_store, salon, barber_shop, bike_shop, party_store, hardware_store, gym, music_store, bank, gelateria, florist, craft_shop, pizzeria, tech_shop : 66031
Saved path: hardware_store, burger_joint, bookstore, cafe, clothing_store, dentist, pizzeria, craft_shop, pet_store, florist, music_store, bakery, jewelry_store, barber_shop, salon : 62123
Saved path: salon, hardware_store, jewelry_store, bike_shop, bakery, gelateria, bank, music_store, florist, craft_shop, gym, burger_joint, dentist, clothing_store, noodle_house : 64051
Saved path: party_store, jewelry_store, barber_shop, toy_store, clothing_store, grocery_store, bookstore, cafe, tech_shop, pizzeria, pet_store, florist, music_store, gelateria, pharmacy : 61192
Saved path: barber_shop, salon, toy_store, noodle_house, grocery_store, tech_shop, bookstore, burger_joint, cafe, dentist, pet_store, bank, pharmacy, party_store, bike_shop : 64994
Saved path: dentist, pizzeria, craft_shop, pet_store, florist, pharmacy, bakery, party_store, jewelry_store, bike_shop, barber_shop, noodle_house, toy_store, burger_joint, bookstore : 59010
Saved path: tech_shop, clothing_store, noodle_house, barber_shop, jewelry_store, party_store, hardware_store, burger_joint, gym, florist, gelateria, bank, pet_store, craft_shop, pizzeria : 69551
Saved path: noodle_house, clothing_store, tech_shop, burger_joint, hardware_store, gym, craft_shop, florist, gelateria, bank, music_store, pharmacy, jewelry_store, barber_shop, salon : 60100
Saved path: cafe, grocery_store, clothing_store, noodle_house, toy_store, salon, jewelry_store, bike_shop, music_store, gelateria, florist, craft_shop, gym, burger_joint, bookstore : 53045
Saved path: craft_shop, dentist, tech_shop, grocery_store, clothing_store, noodle_house, toy_store, burger_joint, gym, bike_shop, party_store, pharmacy, bank, gelateria, florist : 57194
Saved path: bike_shop, gym, hardware_store, salon, toy_store, clothing_store, grocery_store, bookstore, cafe, tech_shop, pizzeria, pet_store, florist, music_store, jewelry_store : 63370
Saved path: bookstore, gym, toy_store, salon, barber_shop, jewelry_store, party_store, pharmacy, gelateria, bank, pet_store, craft_shop, pizzeria, tech_shop, grocery_store : 70485
Saved path: bakery, bike_shop, jewelry_store, party_store, hardware_store, gym, bank, music_store, craft_shop, pizzeria, dentist, grocery_store, toy_store, salon, barber_shop : 70792
Saved path: toy_store, salon, clothing_store, grocery_store, dentist, craft_shop, pet_store, florist, bank, gelateria, bakery, party_store, jewelry_store, hardware_store, burger_joint : 65740
Saved path: jewelry_store, bike_shop, hardware_store, salon, clothing_store, tech_shop, dentist, bookstore, burger_joint, gym, craft_shop, florist, bank, gelateria, pharmacy : 66349
Saved path: party_store, bike_shop, barber_shop, salon, toy_store, clothing_store, tech_shop, dentist, burger_joint, hardware_store, gym, craft_shop, florist, music_store, bakery : 56075
Saved path: bike_shop, bakery, pharmacy, music_store, gelateria, craft_shop, pizzeria, tech_shop, clothing_store, cafe, bookstore, burger_joint, gym, hardware_store, party_store : 50735
Saved path: dentist, pizzeria, craft_shop, pet_store, gelateria, party_store, hardware_store, gym, burger_joint, toy_store, noodle_house, clothing_store, grocery_store, tech_shop, cafe : 52397
Saved path: bakery, bike_shop, jewelry_store, toy_store, clothing_store, grocery_store, tech_shop, bookstore, dentist, craft_shop, pet_store, gelateria, bank, music_store, pharmacy : 60786
Saved path: bank, music_store, gym, hardware_store, bike_shop, jewelry_store, barber_shop, toy_store, clothing_store, grocery_store, bookstore, dentist, pizzeria, pet_store, gelateria : 73438
Saved path: toy_store, salon, barber_shop, bike_shop, jewelry_store, party_store, bakery, gelateria, florist, craft_shop, pizzeria, tech_shop, grocery_store, clothing_store, burger_joint : 56538
Saved path: clothing_store, grocery_store, burger_joint, pizzeria, craft_shop, pet_store, gelateria, music_store, pharmacy, bakery, bike_shop, party_store, jewelry_store, salon, noodle_house : 58738
Saved path: grocery_store, clothing_store, noodle_house, toy_store, hardware_store, salon, barber_shop, bakery, party_store, bike_shop, music_store, gelateria, florist, craft_shop, pizzeria : 56761
Saved path: grocery_store, clothing_store, noodle_house, toy_store, burger_joint, bookstore, gym, party_store, jewelry_store, music_store, gelateria, florist, craft_shop, pizzeria, tech_shop : 55564
Saved path: pet_store, bank, gelateria, florist, craft_shop, pizzeria, grocery_store, bookstore, burger_joint, toy_store, noodle_house, salon, barber_shop, bakery, gym : 61016
Saved path: clothing_store, tech_shop, cafe, burger_joint, hardware_store, craft_shop, pet_store, music_store, pharmacy, bakery, party_store, jewelry_store, barber_shop, salon, toy_store : 57364
Saved path: barber_shop, toy_store, noodle_house, grocery_store, pizzeria, dentist, bookstore, burger_joint, gym, craft_shop, pet_store, bank, gelateria, pharmacy, bike_shop : 63432
Saved path: gym, craft_shop, pet_store, gelateria, music_store, pharmacy, party_store, jewelry_store, hardware_store, toy_store, noodle_house, clothing_store, tech_shop, cafe, bookstore : 52829
Saved path: pizzeria, craft_shop, pet_store, gelateria, music_store, pharmacy, bakery, bike_shop, hardware_store, salon, toy_store, burger_joint, bookstore, cafe, tech_shop : 50359
Saved path: cafe, tech_shop, grocery_store, toy_store, hardware_store, bike_shop, bakery, pharmacy, bank, gelateria, florist, pet_store, gym, burger_joint, bookstore : 51805
Saved path: grocery_store, clothing_store, noodle_house, gym, bike_shop, jewelry_store, party_store, pharmacy, music_store, bank, florist, craft_shop, pizzeria, dentist, cafe : 62816
Saved path: salon, toy_store, hardware_store, bike_shop, bakery, pharmacy, gelateria, music_store, florist, craft_shop, pizzeria, dentist, cafe, grocery_store, noodle_house : 47732
Saved path: dentist, pizzeria, craft_shop, pet_store, music_store, bakery, bike_shop, jewelry_store, barber_shop, salon, toy_store, hardware_store, gym, bookstore, tech_shop : 67402
Saved path: toy_store, grocery_store, clothing_store, noodle_house, barber_shop, bakery, pharmacy, gelateria, florist, craft_shop, dentist, cafe, bookstore, burger_joint, hardware_store : 45073
Saved path: bakery, pharmacy, music_store, bank, gelateria, pet_store, craft_shop, dentist, bookstore, cafe, tech_shop, clothing_store, toy_store, barber_shop, jewelry_store : 64054
Saved path: bike_shop, party_store, hardware_store, gym, burger_joint, toy_store, salon, noodle_house, grocery_store, dentist, pet_store, florist, bank, pharmacy, bakery : 65861
Saved path: cafe, dentist, pizzeria, craft_shop, florist, music_store, bank, gelateria, pet_store, gym, bike_shop, jewelry_store, barber_shop, noodle_house, grocery_store : 69575
Saved path: jewelry_store, party_store, bakery, bank, pet_store, craft_shop, pizzeria, dentist, tech_shop, bookstore, burger_joint, hardware_store, toy_store, salon, barber_shop : 70973
Saved path: bakery, pharmacy, music_store, florist, pet_store, craft_shop, gym, hardware_store, bookstore, cafe, tech_shop, grocery_store, clothing_store, noodle_house, barber_shop : 44811
Saved path: pizzeria, dentist, cafe, bookstore, grocery_store, clothing_store, noodle_house, barber_shop, gelateria, music_store, pharmacy, party_store, hardware_store, gym, craft_shop : 58381
Saved path: cafe, grocery_store, toy_store, salon, barber_shop, jewelry_store, bakery, music_store, bank, pet_store, craft_shop, gym, hardware_store, burger_joint, bookstore : 62895
Saved path: bank, gelateria, pharmacy, bakery, party_store, jewelry_store, gym, toy_store, burger_joint, cafe, tech_shop, dentist, pizzeria, craft_shop, pet_store : 62880
Saved path: bike_shop, pharmacy, music_store, bank, gelateria, florist, craft_shop, pizzeria, cafe, clothing_store, toy_store, burger_joint, gym, hardware_store, jewelry_store : 61541
Saved path: pizzeria, grocery_store, cafe, bookstore, burger_joint, hardware_store, bakery, party_store, jewelry_store, barber_shop, music_store, bank, gelateria, pet_store, craft_shop : 67853
Saved path: clothing_store, toy_store, gym, hardware_store, bakery, party_store, jewelry_store, bike_shop, music_store, bank, pet_store, craft_shop, pizzeria, dentist, tech_shop : 64947
Saved path: florist, pet_store, craft_shop, pizzeria, dentist, cafe, hardware_store, toy_store, noodle_house, barber_shop, jewelry_store, bakery, pharmacy, music_store, bank : 68946
Saved path: bike_shop, pharmacy, music_store, florist, craft_shop, gym, burger_joint, dentist, tech_shop, grocery_store, clothing_store, noodle_house, salon, hardware_store, jewelry_store : 55721
Saved path: salon, toy_store, clothing_store, grocery_store, tech_shop, dentist, burger_joint, gym, craft_shop, florist, bank, gelateria, pharmacy, bike_shop, jewelry_store : 64460
