Saved path: jewelry_store, hardware_store, gym, burger_joint, toy_store, clothing_store, grocery_store, cafe, tech_shop, pizzeria, craft_shop, music_store, pharmacy, bakery, bike_shop : 52797
Saved path: tech_shop, cafe, bookstore, hardware_store, gym, craft_shop, pet_store, bank, music_store, pharmacy, bakery, party_store, barber_shop, toy_store, noodle_house : 60815
Saved path: toy_store, salon, barber_shop, bike_shop, music_store, gelateria, pet_store, gym, craft_shop, pizzeria, dentist, bookstore, grocery_store, clothing_store, noodle_house : 57322
Saved path: music_store, pharmacy, party_store, jewelry_store, bike_shop, barber_shop, salon, toy_store, grocery_store, tech_shop, bookstore, gym, craft_shop, florist, bank : 64199
Saved path: toy_store, salon, noodle_house, grocery_store, tech_shop, cafe, dentist, pet_store, bank, music_store, florist, gym, party_store, hardware_store, burger_joint : 65540
Saved path: music_store, florist, pizzeria, dentist, tech_shop, cafe, bookstore, burger_joint, toy_store, salon, barber_shop, party_store, gym, pet_store, bank : 68919
Saved path: cafe, bookstore, hardware_store, gym, craft_shop, florist, bank, pharmacy, party_store, jewelry_store, bike_shop, barber_shop, clothing_store, grocery_store, dentist : 67842
Saved path: tech_shop, pizzeria, florist, music_store, bank, gelateria, pharmacy, bakery, bike_shop, jewelry_store, barber_shop, toy_store, clothing_store, bookstore, cafe : 64539
Saved path: grocery_store, dentist, bookstore, hardware_store, gym, craft_shop, florist, gelateria, bike_shop, jewelry_store, bakery, barber_shop, salon, toy_store, noodle_house : 59409
Saved path: party_store, jewelry_store, bike_shop, barber_shop, toy_store, noodle_house, clothing_store, tech_shop, bookstore, burger_joint, gym, pet_store, florist, music_store, pharmacy : 58422
Saved path: florist, pet_store, craft_shop, pizzeria, dentist, bookstore, burger_joint, tech_shop, clothing_store, toy_store, salon, hardware_store, bike_shop, jewelry_store, pharmacy : 59976
Saved path: cafe, dentist, tech_shop, grocery_store, clothing_store, barber_shop, bank, music_store, pharmacy, bakery, jewelry_store, party_store, hardware_store, burger_joint, bookstore : 65407
Saved path: dentist, tech_shop, grocery_store, clothing_store, noodle_house, salon, barber_shop, pharmacy, gelateria, bank, music_store, florist, pet_store, gym, burger_joint : 56054
Saved path: clothing_store, grocery_store, tech_shop, dentist, pizzeria, pet_store, florist, gelateria, pharmacy, bakery, party_store, hardware_store, toy_store, salon, noodle_house : 54061
Saved path: cafe, tech_shop, clothing_store, noodle_house, salon, barber_shop, bakery, gelateria, music_store, florist, pet_store, gym, hardware_store, burger_joint, bookstore : 47554
Saved path: bookstore, noodle_house, grocery_store, pizzeria, pet_store, florist, music_store, gelateria, bike_shop, jewelry_store, party_store, bakery, gym, burger_joint, cafe : 60743
Saved path: barber_shop, salon, toy_store, noodle_house, clothing_store, tech_shop, cafe, bookstore, burger_joint, hardware_store, gym, music_store, bank, pharmacy, bike_shop : 55927
Saved path: pizzeria, craft_shop, pet_store, gelateria, music_store, bike_shop, party_store, bakery, hardware_store, burger_joint, toy_store, salon, noodle_house, clothing_store, grocery_store : 56037
Saved path: craft_shop, gym, burger_joint, cafe, tech_shop, grocery_store, clothing_store, toy_store, salon, bakery, party_store, bike_shop, gelateria, bank, florist : 56937
Saved path: jewelry_store, barber_shop, salon, noodle_house, toy_store, gym, hardware_store, burger_joint, bookstore, pizzeria, pet_store, gelateria, music_store, pharmacy, bakery : 64040
Saved path: dentist, pizzeria, craft_shop, pet_store, gelateria, pharmacy, jewelry_store, bike_shop, gym, hardware_store, salon, noodle_house, clothing_store, burger_joint, cafe : 60004
Saved path: music_store, pharmacy, jewelry_store, bike_shop, hardware_store, toy_store, noodle_house, clothing_store, cafe, burger_joint, gym, craft_shop, pet_store, gelateria, bank : 58183
Saved path: party_store, jewelry_store, hardware_store, gym, toy_store, salon, noodle_house, clothing_store, bookstore, cafe, tech_shop, pizzeria, florist, pharmacy, bakery : 55919
Saved path: noodle_house, toy_store, burger_joint, gym, hardware_store, salon, barber_shop, bakery, party_store, bank, gelateria, craft_shop, pizzeria, tech_shop, clothing_store : 66062
Saved path: bank, music_store, party_store, jewelry_store, barber_shop, salon, hardware_store, gym, burger_joint, bookstore, cafe, dentist, pizzeria, craft_shop, florist : 68592
Saved path: florist, gelateria, bank, music_store, jewelry_store, party_store, hardware_store, gym, toy_store, salon, noodle_house, clothing_store, tech_shop, dentist, pet_store : 68447
Saved path: hardware_store, party_store, bike_shop, bakery, music_store, florist, pizzeria, dentist, bookstore, cafe, tech_shop, grocery_store, clothing_store, toy_store, gym : 52112
Saved path: grocery_store, dentist, cafe, bookstore, gym, craft_shop, music_store, bank, gelateria, party_store, jewelry_store, barber_shop, salon, noodle_house, clothing_store : 65811
Saved path: bank, gym, hardware_store, burger_joint, bookstore, cafe, dentist, pizzeria, tech_shop, grocery_store, toy_store, barber_shop, bike_shop, jewelry_store, party_store : 72375
Saved path: burger_joint, bookstore, cafe, clothing_store, grocery_store, tech_shop, dentist, pizzeria, craft_shop, pet_store, gelateria, music_store, pharmacy, jewelry_store, hardware_store : 54097
Saved path: hardware_store, gym, craft_shop, florist, music_store, bank, gelateria, pharmacy, barber_shop, noodle_house, tech_shop, pizzeria, cafe, bookstore, burger_joint : 56114
Saved path: burger_joint, bookstore, dentist, pizzeria, tech_shop, clothing_store, noodle_house, toy_store, barber_shop, jewelry_store, bike_shop, bakery, music_store, bank, hardware_store : 70472
Saved path: hardware_store, gelateria, music_store, bike_shop, bakery, barber_shop, toy_store, noodle_house, clothing_store, grocery_store, tech_shop, pizzeria, dentist, cafe, bookstore : 53958
Saved path: pharmacy, party_store, bike_shop, salon, noodle_house, clothing_store, grocery_store, tech_shop, cafe, gym, craft_shop, pet_store, florist, gelateria, bank : 60404
Saved path: barber_shop, jewelry_store, party_store, music_store, florist, craft_shop, gym, hardware_store, bookstore, cafe, dentist, pizzeria, tech_shop, noodle_house, toy_store : 62652
Saved path: jewelry_store, party_store, hardware_store, gym, toy_store, burger_joint, cafe, tech_shop, dentist, pizzeria, gelateria, music_store, pharmacy, bakery, bike_shop : 56911
Saved path: barber_shop, bakery, bike_shop, jewelry_store, party_store, hardware_store, gym, florist, pet_store, craft_shop, dentist, tech_shop, bookstore, burger_joint, noodle_house : 60051
Saved path: noodle_house, clothing_store, cafe, burger_joint, bookstore, craft_shop, pet_store, bank, bakery, party_store, jewelry_store, bike_shop, barber_shop, salon, toy_store : 63922
Saved path: bakery, party_store, jewelry_store, barber_shop, salon, clothing_store, grocery_store, cafe, burger_joint, pizzeria, pet_store, florist, bank, gelateria, pharmacy : 67591
Saved path: pet_store, gym, hardware_store, burger_joint, bookstore, cafe, dentist, grocery_store, barber_shop, jewelry_store, bike_shop, pharmacy, gelateria, bank, florist : 70186
Saved path: burger_joint, bookstore, cafe, tech_shop, clothing_store, noodle_house, toy_store, barber_shop, jewelry_store, bakery, pharmacy, gelateria, florist, pet_store, hardware_store : 55846
Saved path: noodle_house, clothing_store, tech_shop, dentist, cafe, burger_joint, gym, florist, gelateria, bank, music_store, bike_shop, party_store, barber_shop, toy_store : 63177
Saved path: salon, barber_shop, bike_shop, pharmacy, music_store, bank, florist, pet_store, pizzeria, dentist, burger_joint, tech_shop, grocery_store, clothing_store, toy_store : 62525
Saved path: clothing_store, toy_store, gym, florist, bank, gelateria, jewelry_store, bakery, burger_joint, bookstore, cafe, dentist, pizzeria, tech_shop, grocery_store : 62017
Saved path: burger_joint, cafe, tech_shop, grocery_store, clothing_store, noodle_house, gym, craft_shop, pet_store, florist, music_store, pharmacy, bakery, party_store, jewelry_store : 50317
Saved path: cafe, tech_shop, dentist, craft_shop, florist, bank, pharmacy, bakery, jewelry_store, bike_shop, barber_shop, salon, hardware_store, burger_joint, bookstore : 65170
Saved path: pet_store, pizzeria, tech_shop, grocery_store, clothing_store, cafe, burger_joint, hardware_store, toy_store, noodle_house, barber_shop, jewelry_store, bakery, pharmacy, gelateria : 58823
Saved path: bank, gelateria, pharmacy, bakery, hardware_store, gym, toy_store, salon, noodle_house, burger_joint, cafe, tech_shop, pizzeria, craft_shop, pet_store : 56175
Saved path: florist, gelateria, music_store, pharmacy, bakery, barber_shop, noodle_house, clothing_store, grocery_store, bookstore, burger_joint, cafe, pizzeria, craft_shop, pet_store : 48887
Saved path: clothing_store, grocery_store, bookstore, tech_shop, pizzeria, craft_shop, pet_store, gelateria, gym, hardware_store, party_store, bike_shop, barber_shop, toy_store, noodle_house : 61046
Saved path: gelateria, pharmacy, bakery, party_store, hardware_store, salon, toy_store, burger_joint, bookstore, cafe, clothing_store, tech_shop, pizzeria, pet_store, bank : 62468
Saved path: gelateria, pet_store, gym, hardware_store, jewelry_store, bakery, barber_shop, toy_store, grocery_store, tech_shop, dentist, pizzeria, florist, music_store, bank : 69931
Saved path: florist, music_store, pharmacy, bike_shop, jewelry_store, salon, toy_store, noodle_house, clothing_store, grocery_store, cafe, burger_joint, bookstore, craft_shop, pet_store : 53940
Saved path: tech_shop, cafe, burger_joint, bookstore, dentist, craft_shop, pet_store, bank, music_store, jewelry_store, bike_shop, bakery, hardware_store, toy_store, clothing_store : 61770
Saved path: grocery_store, clothing_store, noodle_house, barber_shop, bike_shop, party_store, bakery, gelateria, bank, pet_store, gym, hardware_store, burger_joint, cafe, dentist : 63096
Saved path: craft_shop, pet_store, bank, florist, bookstore, cafe, tech_shop, noodle_house, toy_store, salon, barber_shop, jewelry_store, bakery, hardware_store, gym : 66105
Saved path: gelateria, florist, craft_shop, gym, burger_joint, dentist, grocery_store, clothing_store, noodle_house, salon, hardware_store, jewelry_store, party_store, bakery, pharmacy : 53542
Saved path: jewelry_store, bakery, pharmacy, gelateria, music_store, florist, craft_shop, gym, hardware_store, bookstore, cafe, tech_shop, clothing_store, toy_store, barber_shop : 53617
Saved path: barber_shop, salon, toy_store, noodle_house, grocery_store, tech_shop, bookstore, dentist, pet_store, bank, gelateria, pharmacy, bakery, party_store, jewelry_store : 66322
Saved path: bike_shop, bakery, pharmacy, bank, craft_shop, gym, bookstore, dentist, pizzeria, tech_shop, grocery_store, clothing_store, toy_store, barber_shop, jewelry_store : 69566
Saved path: music_store, gelateria, pet_store, pizzeria, tech_shop, bookstore, noodle_house, salon, toy_store, gym, hardware_store, party_store, jewelry_store, bike_shop, bakery : 64453
Saved path: cafe, dentist, pizzeria, clothing_store, barber_shop, party_store, pharmacy, gelateria, music_store, florist, pet_store, gym, hardware_store, burger_joint, bookstore : 62323
Saved path: barber_shop, bike_shop, jewelry_store, pharmacy, bank, florist, pet_store, gym, hardware_store, burger_joint, cafe, dentist, grocery_store, clothing_store, salon : 69841
Saved path: gelateria, pet_store, dentist, clothing_store, grocery_store, cafe, bookstore, burger_joint, hardware_store, toy_store, barber_shop, bike_shop, bakery, pharmacy, music_store : 53182
Saved path: party_store, jewelry_store, barber_shop, salon, noodle_house, clothing_store, grocery_store, burger_joint, hardware_store, gym, craft_shop, pet_store, florist, bank, pharmacy : 64486
Saved path: burger_joint, cafe, dentist, pizzeria, craft_shop, florist, music_store, bank, bakery, bike_shop, party_store, jewelry_store, salon, clothing_store, tech_shop : 65803
Saved path: burger_joint, gym, pizzeria, craft_shop, music_store, bank, pharmacy, bike_shop, party_store, jewelry_store, salon, noodle_house, grocery_store, cafe, bookstore : 68391
Saved path: grocery_store, clothing_store, salon, hardware_store, party_store, pharmacy, gelateria, bank, florist, craft_shop, gym, burger_joint, cafe, dentist, tech_shop : 60032
Saved path: tech_shop, grocery_store, clothing_store, noodle_house, toy_store, hardware_store, pharmacy, music_store, bank, gelateria, florist, pizzeria, dentist, bookstore, burger_joint : 50263
Saved path: pharmacy, bakery, jewelry_store, barber_shop, noodle_house, grocery_store, pizzeria, dentist, cafe, bookstore, hardware_store, gym, pet_store, florist, bank : 72180
Saved path: dentist, bookstore, burger_joint, bike_shop, pharmacy, music_store, bank, gelateria, gym, toy_store, salon, noodle_house, clothing_store, grocery_store, tech_shop : 58147
Saved path: bike_shop, party_store, barber_shop, salon, toy_store, clothing_store, grocery_store, cafe, bookstore, burger_joint, gym, craft_shop, pet_store, gelateria, music_store : 53889
Saved path: barber_shop, bakery, pharmacy, music_store, gelateria, florist, craft_shop, pizzeria, dentist, tech_shop, grocery_store, bookstore, burger_joint, hardware_store, toy_store : 50208
Saved path: bike_shop, barber_shop, salon, noodle_house, clothing_store, grocery_store, cafe, dentist, pet_store, florist, bank, music_store, pharmacy, hardware_store, jewelry_store : 68753
Saved path: party_store, jewelry_store, bike_shop, barber_shop, noodle_house, clothing_store, bookstore, burger_joint, dentist, pizzeria, craft_shop, gym, florist, music_store, bank : 70663
Saved path: pharmacy, gelateria, pet_store, craft_shop, gym, hardware_store, burger_joint, bookstore, tech_shop, noodle_house, toy_store, salon, barber_shop, jewelry_store, bakery : 55894
Saved path: florist, bank, jewelry_store, bike_shop, hardware_store, salon, noodle_house, burger_joint, bookstore, cafe, tech_shop, dentist, pizzeria, craft_shop, pet_store : 70746
Saved path: music_store, bike_shop, jewelry_store, party_store, hardware_store, toy_store, noodle_house, clothing_store, tech_shop, cafe, gym, craft_shop, pet_store, gelateria, bank : 60911
