Saved path: gym, bookstore, cafe, dentist, tech_shop, clothing_store, noodle_house, salon, hardware_store, party_store, pharmacy, gelateria, bank, florist, pet_store : 65158
Saved path: pharmacy, bakery, party_store, jewelry_store, bike_shop, barber_shop, toy_store, clothing_store, tech_shop, cafe, burger_joint, gym, pet_store, bank, music_store : 62752
Saved path: barber_shop, hardware_store, toy_store, clothing_store, cafe, dentist, craft_shop, pet_store, florist, gelateria, bank, pharmacy, bakery, party_store, jewelry_store : 67225
Saved path: bank, pharmacy, bakery, party_store, jewelry_store, hardware_store, salon, noodle_house, clothing_store, grocery_store, tech_shop, cafe, bookstore, gym, craft_shop : 60284
Saved path: bike_shop, party_store, barber_shop, salon, hardware_store, burger_joint, noodle_house, grocery_store, tech_shop, dentist, pizzeria, craft_shop, pet_store, bank, music_store : 68818
Saved path: party_store, jewelry_store, bike_shop, barber_shop, salon, clothing_store, grocery_store, bookstore, cafe, pizzeria, craft_shop, gym, music_store, bank, pharmacy : 69767
Saved path: noodle_house, grocery_store, tech_shop, dentist, craft_shop, pet_store, florist, bank, music_store, pharmacy, jewelry_store, party_store, bakery, gym, bookstore : 65028
Saved path: bank, music_store, pharmacy, bakery, bike_shop, barber_shop, salon, noodle_house, toy_store, hardware_store, gym, dentist, pizzeria, craft_shop, florist : 60911
Saved path: tech_shop, grocery_store, clothing_store, noodle_house, toy_store, barber_shop, bakery, pharmacy, music_store, bank, pet_store, gym, burger_joint, dentist, pizzeria : 58332
Saved path: party_store, hardware_store, florist, bank, pet_store, pizzeria, dentist, cafe, tech_shop, grocery_store, clothing_store, salon, barber_shop, bike_shop, jewelry_store : 72912
Saved path: dentist, pizzeria, craft_shop, florist, music_store, bank, gelateria, pharmacy, jewelry_store, bike_shop, barber_shop, hardware_store, burger_joint, clothing_store, grocery_store : 66020
Saved path: bike_shop, jewelry_store, bakery, bank, pet_store, gym, hardware_store, bookstore, dentist, pizzeria, tech_shop, grocery_store, clothing_store, salon, barber_shop : 72567
Saved path: noodle_house, clothing_store, tech_shop, cafe, craft_shop, pet_store, gelateria, bank, music_store, jewelry_store, bike_shop, bakery, hardware_store, toy_store, salon : 62859
Saved path: bookstore, hardware_store, toy_store, salon, barber_shop, party_store, pharmacy, gelateria, bank, music_store, florist, pizzeria, dentist, tech_shop, grocery_store : 66172
Saved path: florist, gelateria, pharmacy, bakery, party_store, bike_shop, barber_shop, toy_store, noodle_house, clothing_store, grocery_store, cafe, burger_joint, pizzeria, pet_store : 55909
Saved path: dentist, cafe, bookstore, burger_joint, gym, florist, gelateria, pharmacy, bakery, party_store, jewelry_store, salon, noodle_house, tech_shop, pizzeria : 57362
Saved path: bakery, hardware_store, gym, toy_store, grocery_store, tech_shop, bookstore, cafe, dentist, craft_shop, pet_store, florist, gelateria, music_store, jewelry_store : 56481
Saved path: hardware_store, gym, bike_shop, pharmacy, music_store, gelateria, florist, pizzeria, dentist, cafe, bookstore, burger_joint, clothing_store, toy_store, salon : 53482
Saved path: salon, barber_shop, bakery, jewelry_store, gelateria, music_store, florist, craft_shop, pizzeria, dentist, grocery_store, clothing_store, noodle_house, toy_store, hardware_store : 58934
Saved path: bike_shop, hardware_store, toy_store, salon, noodle_house, grocery_store, tech_shop, cafe, burger_joint, bookstore, pet_store, florist, bank, pharmacy, jewelry_store : 64789
Saved path: toy_store, noodle_house, grocery_store, pizzeria, dentist, bookstore, burger_joint, hardware_store, gym, florist, gelateria, pharmacy, jewelry_store, bike_shop, barber_shop : 61943
Saved path: cafe, bookstore, burger_joint, hardware_store, salon, barber_shop, party_store, bakery, gelateria, bank, music_store, craft_shop, pizzeria, tech_shop, clothing_store : 63171
Saved path: bakery, bike_shop, gym, pet_store, gelateria, florist, pizzeria, dentist, burger_joint, bookstore, grocery_store, clothing_store, noodle_house, toy_store, barber_shop : 55719
Saved path: tech_shop, clothing_store, salon, barber_shop, bike_shop, jewelry_store, party_store, pharmacy, music_store, gelateria, pet_store, gym, hardware_store, bookstore, dentist : 65135
Saved path: pizzeria, dentist, cafe, bookstore, noodle_house, salon, hardware_store, gym, jewelry_store, party_store, pharmacy, gelateria, bank, pet_store, craft_shop : 68007
Saved path: pet_store, gym, burger_joint, bookstore, cafe, clothing_store, noodle_house, toy_store, salon, barber_shop, party_store, jewelry_store, music_store, bank, florist : 65969
Saved path: bike_shop, hardware_store, noodle_house, clothing_store, grocery_store, cafe, burger_joint, gym, florist, music_store, gelateria, pharmacy, bakery, party_store, jewelry_store : 49041
Saved path: tech_shop, pizzeria, craft_shop, florist, music_store, gelateria, pet_store, gym, party_store, jewelry_store, salon, clothing_store, bookstore, burger_joint, cafe : 63751
Saved path: pharmacy, bakery, bike_shop, jewelry_store, barber_shop, salon, noodle_house, tech_shop, dentist, cafe, bookstore, burger_joint, gym, florist, bank : 66559
Saved path: pizzeria, cafe, burger_joint, gym, craft_shop, pet_store, florist, pharmacy, bakery, bike_shop, jewelry_store, barber_shop, toy_store, clothing_store, tech_shop : 59725
Saved path: salon, noodle_house, clothing_store, toy_store, burger_joint, bookstore, cafe, tech_shop, pizzeria, craft_shop, florist, gym, hardware_store, bike_shop, jewelry_store : 56043
Saved path: gym, burger_joint, cafe, pizzeria, tech_shop, clothing_store, noodle_house, salon, hardware_store, bike_shop, bakery, pharmacy, bank, pet_store, craft_shop : 59485
Saved path: gym, toy_store, clothing_store, grocery_store, cafe, burger_joint, hardware_store, jewelry_store, bakery, pharmacy, bank, gelateria, florist, pet_store, craft_shop : 56596
Saved path: noodle_house, toy_store, hardware_store, party_store, bike_shop, bakery, music_store, bank, gelateria, florist, craft_shop, dentist, cafe, bookstore, grocery_store : 55877
Saved path: hardware_store, bookstore, cafe, dentist, pizzeria, tech_shop, grocery_store, clothing_store, noodle_house, barber_shop, party_store, pharmacy, pet_store, craft_shop, gym : 58097
Saved path: bookstore, cafe, dentist, clothing_store, noodle_house, toy_store, salon, barber_shop, bike_shop, music_store, bank, gelateria, pet_store, gym, hardware_store : 62830
Saved path: florist, pizzeria, tech_shop, cafe, burger_joint, clothing_store, noodle_house, salon, barber_shop, bakery, party_store, hardware_store, gym, pet_store, bank : 66714
Saved path: hardware_store, bike_shop, party_store, bakery, pharmacy, bank, gelateria, florist, pet_store, pizzeria, dentist, tech_shop, grocery_store, toy_store, salon : 64955
Saved path: gym, pet_store, florist, bank, pharmacy, jewelry_store, salon, toy_store, noodle_house, tech_shop, pizzeria, dentist, cafe, bookstore, burger_joint : 71670
Saved path: gym, craft_shop, pet_store, florist, gelateria, bank, pharmacy, jewelry_store, barber_shop, salon, clothing_store, tech_shop, dentist, cafe, hardware_store : 69593
Saved path: bakery, gelateria, bank, music_store, florist, pet_store, craft_shop, dentist, cafe, burger_joint, bookstore, grocery_store, clothing_store, toy_store, barber_shop : 55430
Saved path: clothing_store, barber_shop, bakery, party_store, pharmacy, gelateria, music_store, craft_shop, gym, hardware_store, bookstore, dentist, pizzeria, tech_shop, grocery_store : 58391
Saved path: toy_store, clothing_store, grocery_store, cafe, burger_joint, hardware_store, gym, pizzeria, craft_shop, gelateria, pharmacy, bakery, bike_shop, barber_shop, salon : 50741
Saved path: gelateria, music_store, florist, pet_store, craft_shop, dentist, cafe, grocery_store, noodle_house, toy_store, burger_joint, hardware_store, bakery, bike_shop, jewelry_store : 54850
Saved path: hardware_store, burger_joint, bookstore, cafe, pizzeria, craft_shop, pet_store, bank, gelateria, pharmacy, bakery, jewelry_store, barber_shop, clothing_store, toy_store : 67673
Saved path: tech_shop, grocery_store, clothing_store, toy_store, salon, barber_shop, bakery, music_store, bank, gelateria, pet_store, craft_shop, dentist, cafe, bookstore : 54899
Saved path: music_store, pharmacy, party_store, bike_shop, barber_shop, noodle_house, toy_store, hardware_store, gym, burger_joint, tech_shop, pizzeria, craft_shop, pet_store, florist : 60881
Saved path: pizzeria, dentist, cafe, bookstore, clothing_store, noodle_house, toy_store, gym, bakery, bike_shop, jewelry_store, gelateria, music_store, florist, pet_store : 60032
Saved path: florist, pet_store, gym, hardware_store, bakery, bike_shop, barber_shop, salon, toy_store, noodle_house, clothing_store, grocery_store, tech_shop, bookstore, dentist : 51524
Saved path: craft_shop, music_store, gelateria, pharmacy, bakery, jewelry_store, bike_shop, hardware_store, gym, toy_store, clothing_store, bookstore, cafe, dentist, pizzeria : 55608
Saved path: hardware_store, gym, pet_store, gelateria, bank, music_store, pharmacy, party_store, jewelry_store, bike_shop, barber_shop, noodle_house, tech_shop, dentist, burger_joint : 70137
Saved path: party_store, jewelry_store, bike_shop, bakery, pharmacy, music_store, bank, pet_store, pizzeria, dentist, bookstore, tech_shop, noodle_house, toy_store, hardware_store : 65978
Saved path: noodle_house, clothing_store, toy_store, burger_joint, bookstore, cafe, dentist, florist, gelateria, pharmacy, party_store, jewelry_store, bike_shop, barber_shop, salon : 56294
Saved path: bike_shop, jewelry_store, party_store, hardware_store, gym, toy_store, noodle_house, clothing_store, burger_joint, bookstore, dentist, craft_shop, pet_store, florist, gelateria : 58146
Saved path: florist, gelateria, pharmacy, jewelry_store, bike_shop, barber_shop, salon, toy_store, gym, burger_joint, cafe, grocery_store, tech_shop, pizzeria, craft_shop : 58089
Saved path: clothing_store, grocery_store, bookstore, burger_joint, cafe, dentist, pet_store, bank, music_store, pharmacy, bakery, party_store, jewelry_store, salon, noodle_house : 62948
Saved path: gelateria, pet_store, craft_shop, pizzeria, dentist, cafe, grocery_store, clothing_store, toy_store, barber_shop, bike_shop, party_store, hardware_store, gym, music_store : 60881
Saved path: party_store, jewelry_store, bike_shop, gym, noodle_house, clothing_store, tech_shop, dentist, pizzeria, craft_shop, pet_store, florist, bank, pharmacy, bakery : 67385
Saved path: bookstore, burger_joint, dentist, craft_shop, pet_store, bank, music_store, florist, gym, bike_shop, party_store, salon, noodle_house, clothing_store, grocery_store : 66226
Saved path: bookstore, grocery_store, clothing_store, noodle_house, toy_store, salon, barber_shop, bike_shop, pharmacy, music_store, bank, florist, pet_store, pizzeria, tech_shop : 62312
Saved path: dentist, pizzeria, pet_store, florist, music_store, gelateria, pharmacy, bakery, jewelry_store, bike_shop, barber_shop, hardware_store, gym, cafe, grocery_store : 64715
Saved path: gelateria, bike_shop, party_store, jewelry_store, salon, toy_store, burger_joint, cafe, grocery_store, pizzeria, craft_shop, pet_store, florist, music_store, bank : 68299
Saved path: florist, music_store, gelateria, pharmacy, party_store, barber_shop, toy_store, noodle_house, grocery_store, pizzeria, dentist, bookstore, hardware_store, gym, pet_store : 63951
Saved path: party_store, jewelry_store, barber_shop, salon, clothing_store, grocery_store, cafe, dentist, craft_shop, pet_store, florist, music_store, gelateria, pharmacy, bakery : 56777
Saved path: barber_shop, jewelry_store, hardware_store, craft_shop, pet_store, bank, gelateria, florist, bookstore, burger_joint, tech_shop, grocery_store, noodle_house, toy_store, salon : 67293
Saved path: bakery, bike_shop, jewelry_store, party_store, hardware_store, burger_joint, cafe, grocery_store, clothing_store, pizzeria, craft_shop, florist, gelateria, music_store, pharmacy : 51050
Saved path: florist, pet_store, bookstore, cafe, tech_shop, noodle_house, toy_store, hardware_store, barber_shop, bike_shop, jewelry_store, party_store, bakery, pharmacy, bank : 68525
Saved path: pizzeria, craft_shop, pet_store, florist, gelateria, pharmacy, bakery, bike_shop, gym, burger_joint, toy_store, noodle_house, clothing_store, grocery_store, cafe : 46962
Saved path: noodle_house, clothing_store, grocery_store, tech_shop, pizzeria, bank, music_store, pharmacy, bakery, party_store, hardware_store, gym, burger_joint, toy_store, salon : 61579
Saved path: salon, noodle_house, grocery_store, bookstore, burger_joint, dentist, pizzeria, craft_shop, pet_store, gelateria, pharmacy, bakery, party_store, bike_shop, hardware_store : 55419
Saved path: pet_store, gelateria, music_store, florist, craft_shop, dentist, grocery_store, tech_shop, cafe, bookstore, burger_joint, toy_store, salon, hardware_store, gym : 47727
Saved path: barber_shop, jewelry_store, party_store, bakery, pharmacy, bank, florist, pet_store, craft_shop, gym, hardware_store, cafe, pizzeria, tech_shop, noodle_house : 71894
Saved path: bike_shop, hardware_store, burger_joint, bookstore, cafe, dentist, pizzeria, tech_shop, clothing_store, noodle_house, salon, barber_shop, bank, gelateria, jewelry_store : 69481
Saved path: gelateria, pet_store, pizzeria, dentist, grocery_store, tech_shop, cafe, bookstore, hardware_store, toy_store, noodle_house, salon, barber_shop, pharmacy, music_store : 53700
Saved path: jewelry_store, party_store, hardware_store, florist, pet_store, craft_shop, pizzeria, dentist, cafe, bookstore, noodle_house, salon, barber_shop, bakery, bike_shop : 60996
Saved path: cafe, dentist, pizzeria, craft_shop, music_store, bank, gelateria, pharmacy, jewelry_store, party_store, hardware_store, bookstore, noodle_house, clothing_store, tech_shop : 62327
Saved path: music_store, gelateria, craft_shop, gym, hardware_store, burger_joint, bookstore, tech_shop, grocery_store, clothing_store, salon, barber_shop, jewelry_store, party_store, pharmacy : 55680
Saved path: pharmacy, music_store, gelateria, pet_store, pizzeria, dentist, cafe, burger_joint, tech_shop, clothing_store, salon, hardware_store, bike_shop, jewelry_store, party_store : 62179
