Saved path: salon, noodle_house, grocery_store, bookstore, burger_joint, gym, craft_shop, pet_store, florist, music_store, bank, gelateria, pharmacy, bakery, hardware_store : 52074
Saved path: tech_shop, pizzeria, pet_store, florist, music_store, pharmacy, party_store, jewelry_store, barber_shop, toy_store, hardware_store, bookstore, cafe, clothing_store, grocery_store : 62827
Saved path: music_store, florist, pizzeria, dentist, burger_joint, tech_shop, grocery_store, clothing_store, salon, barber_shop, jewelry_store, party_store, pharmacy, gelateria, bank : 65849
Saved path: barber_shop, salon, toy_store, noodle_house, clothing_store, grocery_store, tech_shop, burger_joint, bookstore, craft_shop, florist, gelateria, music_store, pharmacy, jewelry_store : 52798
Saved path: florist, pet_store, pizzeria, cafe, grocery_store, noodle_house, salon, toy_store, burger_joint, hardware_store, bike_shop, pharmacy, gelateria, bank, music_store : 59981
Saved path: bike_shop, music_store, gelateria, craft_shop, gym, burger_joint, cafe, dentist, pizzeria, tech_shop, clothing_store, noodle_house, salon, hardware_store, party_store : 57760
Saved path: clothing_store, noodle_house, salon, hardware_store, jewelry_store, party_store, bakery, music_store, florist, gym, bookstore, cafe, dentist, pizzeria, tech_shop : 59094
Saved path: bike_shop, gym, hardware_store, salon, clothing_store, grocery_store, cafe, dentist, pizzeria, gelateria, music_store, pharmacy, bakery, party_store, jewelry_store : 59901
Saved path: bakery, party_store, jewelry_store, barber_shop, salon, hardware_store, burger_joint, bookstore, cafe, clothing_store, dentist, craft_shop, florist, gelateria, pharmacy : 55851
Saved path: pizzeria, burger_joint, gym, craft_shop, music_store, bank, gelateria, pharmacy, bike_shop, barber_shop, salon, toy_store, clothing_store, grocery_store, tech_shop : 59845
Saved path: pizzeria, pet_store, florist, bank, music_store, pharmacy, bakery, party_store, bike_shop, hardware_store, salon, clothing_store, grocery_store, cafe, tech_shop : 63569
Saved path: hardware_store, gym, florist, music_store, bank, gelateria, pet_store, craft_shop, dentist, cafe, bookstore, clothing_store, toy_store, barber_shop, jewelry_store : 68441
Saved path: hardware_store, gym, pet_store, bank, music_store, florist, pizzeria, tech_shop, cafe, burger_joint, grocery_store, clothing_store, barber_shop, jewelry_store, bike_shop : 70924
Saved path: florist, music_store, bank, gelateria, pet_store, craft_shop, pizzeria, dentist, burger_joint, bookstore, grocery_store, clothing_store, noodle_house, toy_store, gym : 51773
Saved path: gym, toy_store, clothing_store, grocery_store, bookstore, dentist, pizzeria, pet_store, gelateria, bank, music_store, pharmacy, bakery, jewelry_store, bike_shop : 65128
Saved path: grocery_store, clothing_store, noodle_house, gym, hardware_store, jewelry_store, party_store, bakery, music_store, bank, gelateria, florist, pet_store, dentist, cafe : 63185
Saved path: pizzeria, tech_shop, clothing_store, salon, jewelry_store, party_store, bike_shop, pharmacy, bank, pet_store, craft_shop, gym, burger_joint, bookstore, cafe : 70202
Saved path: salon, barber_shop, bakery, bike_shop, party_store, hardware_store, gym, pet_store, florist, craft_shop, pizzeria, dentist, bookstore, grocery_store, clothing_store : 57425
Saved path: florist, pet_store, pizzeria, tech_shop, cafe, bookstore, burger_joint, toy_store, noodle_house, salon, bakery, pharmacy, gelateria, bank, music_store : 57068
Saved path: gym, pet_store, gelateria, pharmacy, bakery, jewelry_store, barber_shop, toy_store, noodle_house, tech_shop, pizzeria, dentist, cafe, burger_joint, hardware_store : 61161
Saved path: pharmacy, bank, gelateria, florist, dentist, cafe, bookstore, burger_joint, toy_store, salon, hardware_store, gym, jewelry_store, party_store, bakery : 64180
Saved path: clothing_store, noodle_house, toy_store, salon, barber_shop, bike_shop, jewelry_store, party_store, bank, gym, burger_joint, bookstore, dentist, pizzeria, grocery_store : 72858
Saved path: salon, toy_store, grocery_store, dentist, cafe, bookstore, burger_joint, gym, florist, gelateria, pharmacy, bakery, jewelry_store, bike_shop, hardware_store : 55686
Saved path: barber_shop, salon, toy_store, noodle_house, clothing_store, grocery_store, tech_shop, dentist, bookstore, burger_joint, gym, craft_shop, pet_store, bank, music_store : 57175
Saved path: barber_shop, salon, toy_store, noodle_house, clothing_store, grocery_store, tech_shop, cafe, gym, pet_store, florist, gelateria, pharmacy, party_store, bike_shop : 52932
Saved path: salon, noodle_house, tech_shop, dentist, craft_shop, pet_store, florist, gelateria, pharmacy, party_store, bike_shop, hardware_store, gym, burger_joint, toy_store : 57238
Saved path: gym, hardware_store, bakery, party_store, jewelry_store, bike_shop, barber_shop, salon, noodle_house, grocery_store, tech_shop, cafe, dentist, craft_shop, gelateria : 58645
Saved path: grocery_store, dentist, bookstore, burger_joint, gym, craft_shop, pet_store, pharmacy, party_store, jewelry_store, bike_shop, barber_shop, salon, toy_store, clothing_store : 60942
Saved path: pizzeria, dentist, tech_shop, grocery_store, clothing_store, toy_store, salon, hardware_store, bike_shop, jewelry_store, pharmacy, music_store, bank, gelateria, craft_shop : 63864
Saved path: clothing_store, grocery_store, cafe, dentist, craft_shop, florist, music_store, gelateria, pharmacy, bakery, party_store, bike_shop, hardware_store, salon, noodle_house : 49167
Saved path: jewelry_store, bike_shop, bakery, hardware_store, burger_joint, toy_store, clothing_store, grocery_store, tech_shop, cafe, dentist, pet_store, florist, bank, music_store : 62582
Saved path: pharmacy, party_store, bike_shop, barber_shop, toy_store, noodle_house, grocery_store, burger_joint, bookstore, craft_shop, pet_store, florist, gelateria, bank, music_store : 61392
Saved path: gelateria, florist, pizzeria, dentist, tech_shop, clothing_store, cafe, bookstore, burger_joint, gym, bike_shop, jewelry_store, bakery, pharmacy, bank : 62308
Saved path: bike_shop, jewelry_store, salon, clothing_store, bookstore, cafe, dentist, pizzeria, craft_shop, gym, florist, music_store, bank, gelateria, bakery : 67059
Saved path: grocery_store, tech_shop, bookstore, dentist, pizzeria, pet_store, florist, gelateria, jewelry_store, bakery, gym, toy_store, salon, noodle_house, clothing_store : 61451
Saved path: jewelry_store, pharmacy, music_store, gelateria, florist, gym, pizzeria, dentist, cafe, grocery_store, clothing_store, noodle_house, toy_store, barber_shop, bike_shop : 60168
Saved path: party_store, jewelry_store, bike_shop, barber_shop, toy_store, noodle_house, grocery_store, tech_shop, pizzeria, dentist, cafe, burger_joint, gym, pet_store, pharmacy : 62757
Saved path: bike_shop, jewelry_store, party_store, bakery, pharmacy, bank, gelateria, florist, pizzeria, dentist, tech_shop, clothing_store, noodle_house, bookstore, gym : 65137
Saved path: party_store, bakery, barber_shop, salon, toy_store, clothing_store, tech_shop, burger_joint, cafe, dentist, pizzeria, craft_shop, pet_store, florist, hardware_store : 57168
Saved path: salon, barber_shop, party_store, bakery, music_store, florist, pet_store, craft_shop, gym, hardware_store, burger_joint, cafe, dentist, grocery_store, noodle_house : 56461
Saved path: music_store, florist, pet_store, craft_shop, dentist, cafe, tech_shop, grocery_store, clothing_store, noodle_house, toy_store, salon, jewelry_store, bike_shop, bakery : 56105
Saved path: jewelry_store, bike_shop, bakery, pharmacy, music_store, florist, pet_store, gym, pizzeria, dentist, cafe, tech_shop, clothing_store, noodle_house, barber_shop : 61898
Saved path: gym, hardware_store, burger_joint, grocery_store, clothing_store, noodle_house, toy_store, salon, barber_shop, bike_shop, jewelry_store, music_store, bank, florist, pizzeria : 70684
Saved path: gym, hardware_store, bike_shop, jewelry_store, party_store, pharmacy, bank, gelateria, craft_shop, dentist, bookstore, tech_shop, clothing_store, noodle_house, toy_store : 63766
Saved path: burger_joint, cafe, grocery_store, toy_store, salon, barber_shop, jewelry_store, bike_shop, bakery, pharmacy, florist, pet_store, craft_shop, gym, hardware_store : 53912
Saved path: grocery_store, noodle_house, toy_store, salon, barber_shop, bike_shop, jewelry_store, bakery, pharmacy, bank, gelateria, florist, dentist, burger_joint, cafe : 63583
Saved path: craft_shop, dentist, tech_shop, grocery_store, noodle_house, salon, burger_joint, bike_shop, bakery, pharmacy, gelateria, bank, music_store, florist, pet_store : 57454
Saved path: noodle_house, clothing_store, grocery_store, bookstore, burger_joint, cafe, dentist, pizzeria, florist, music_store, gelateria, pet_store, gym, hardware_store, toy_store : 45879
Saved path: craft_shop, gym, hardware_store, burger_joint, dentist, pizzeria, tech_shop, grocery_store, noodle_house, salon, barber_shop, bike_shop, bakery, pharmacy, bank : 61310
Saved path: florist, gelateria, music_store, pharmacy, party_store, bike_shop, barber_shop, noodle_house, grocery_store, tech_shop, cafe, dentist, pizzeria, craft_shop, gym : 56680
Saved path: craft_shop, pizzeria, tech_shop, cafe, bookstore, noodle_house, toy_store, gym, hardware_store, party_store, bike_shop, pharmacy, gelateria, bank, florist : 59820
Saved path: bank, music_store, pharmacy, bike_shop, barber_shop, salon, noodle_house, tech_shop, dentist, bookstore, burger_joint, gym, craft_shop, pet_store, gelateria : 61302
Saved path: salon, noodle_house, clothing_store, tech_shop, cafe, dentist, craft_shop, music_store, bank, gelateria, pharmacy, jewelry_store, bike_shop, gym, hardware_store : 64120
Saved path: pet_store, craft_shop, pizzeria, dentist, bookstore, tech_shop, clothing_store, salon, hardware_store, gym, bike_shop, party_store, pharmacy, gelateria, bank : 67539
Saved path: dentist, pizzeria, florist, bank, music_store, pharmacy, hardware_store, bike_shop, bakery, barber_shop, salon, noodle_house, tech_shop, cafe, bookstore : 61784
Saved path: gym, toy_store, salon, noodle_house, burger_joint, bookstore, dentist, craft_shop, florist, gelateria, bank, music_store, bakery, jewelry_store, hardware_store : 64191
Saved path: grocery_store, noodle_house, toy_store, salon, barber_shop, bike_shop, party_store, jewelry_store, music_store, gelateria, florist, craft_shop, pizzeria, dentist, bookstore : 61212
Saved path: clothing_store, noodle_house, salon, barber_shop, jewelry_store, party_store, bakery, gelateria, florist, craft_shop, gym, bookstore, cafe, dentist, tech_shop : 56817
Saved path: toy_store, noodle_house, clothing_store, grocery_store, cafe, hardware_store, gym, pet_store, gelateria, pharmacy, party_store, jewelry_store, bike_shop, barber_shop, salon : 56183
Saved path: bank, music_store, florist, pet_store, dentist, cafe, grocery_store, noodle_house, salon, toy_store, burger_joint, hardware_store, party_store, pharmacy, gelateria : 62203
Saved path: craft_shop, pizzeria, dentist, cafe, bookstore, clothing_store, toy_store, salon, barber_shop, jewelry_store, party_store, pharmacy, music_store, florist, gym : 60041
Saved path: hardware_store, salon, clothing_store, grocery_store, cafe, tech_shop, pizzeria, craft_shop, pet_store, bank, music_store, florist, gym, bike_shop, party_store : 65744
Saved path: bookstore, grocery_store, clothing_store, noodle_house, barber_shop, bakery, bike_shop, hardware_store, gym, craft_shop, pet_store, gelateria, bank, music_store, florist : 56518
Saved path: bike_shop, party_store, bakery, salon, noodle_house, burger_joint, bookstore, cafe, pizzeria, craft_shop, pet_store, bank, music_store, florist, gym : 66943
Saved path: music_store, gelateria, florist, pet_store, craft_shop, dentist, cafe, tech_shop, grocery_store, noodle_house, salon, toy_store, gym, bike_shop, jewelry_store : 60993
Saved path: grocery_store, clothing_store, noodle_house, salon, barber_shop, bike_shop, jewelry_store, party_store, pharmacy, florist, pet_store, pizzeria, gym, hardware_store, bookstore : 64036
Saved path: pharmacy, bakery, party_store, bike_shop, gym, toy_store, salon, burger_joint, tech_shop, pizzeria, craft_shop, florist, gelateria, bank, music_store : 62667
Saved path: salon, barber_shop, bike_shop, party_store, bakery, pharmacy, bank, florist, pet_store, craft_shop, dentist, cafe, clothing_store, toy_store, hardware_store : 66223
Saved path: noodle_house, toy_store, party_store, jewelry_store, bike_shop, gelateria, bank, music_store, pizzeria, dentist, burger_joint, bookstore, tech_shop, grocery_store, clothing_store : 64705
Saved path: clothing_store, grocery_store, tech_shop, dentist, pizzeria, pet_store, florist, music_store, gelateria, pharmacy, hardware_store, gym, burger_joint, toy_store, noodle_house : 47263
Saved path: bank, gelateria, florist, pizzeria, dentist, bookstore, tech_shop, clothing_store, salon, hardware_store, party_store, bike_shop, bakery, gym, pet_store : 69021
Saved path: barber_shop, noodle_house, clothing_store, grocery_store, tech_shop, pizzeria, dentist, burger_joint, hardware_store, gym, pet_store, gelateria, music_store, pharmacy, bike_shop : 55119
Saved path: pizzeria, dentist, cafe, burger_joint, clothing_store, toy_store, salon, barber_shop, bike_shop, bakery, pharmacy, bank, florist, pet_store, craft_shop : 60803
Saved path: bookstore, cafe, dentist, pizzeria, tech_shop, clothing_store, noodle_house, salon, jewelry_store, bakery, gelateria, florist, pet_store, gym, burger_joint : 60103
Saved path: music_store, gelateria, pet_store, craft_shop, gym, noodle_house, grocery_store, tech_shop, cafe, bookstore, burger_joint, hardware_store, bakery, bike_shop, jewelry_store : 53337
Saved path: clothing_store, barber_shop, bike_shop, party_store, bakery, music_store, gelateria, florist, gym, burger_joint, bookstore, cafe, dentist, pizzeria, tech_shop : 58317
Saved path: barber_shop, jewelry_store, bakery, pharmacy, gelateria, music_store, pizzeria, cafe, bookstore, burger_joint, hardware_store, toy_store, grocery_store, clothing_store, noodle_house : 59842
Saved path: florist, craft_shop, dentist, tech_shop, cafe, bookstore, burger_joint, hardware_store, gym, toy_store, salon, barber_shop, party_store, jewelry_store, music_store : 60009
Saved path: clothing_store, salon, jewelry_store, party_store, bike_shop, bakery, pharmacy, music_store, bank, florist, gym, burger_joint, dentist, tech_shop, grocery_store : 65026
