Saved path: gelateria, florist, craft_shop, pizzeria, dentist, tech_shop, bookstore, burger_joint, toy_store, salon, jewelry_store, party_store, bike_shop, bakery, pharmacy : 56670
Saved path: salon, barber_shop, bakery, bike_shop, jewelry_store, music_store, bank, gelateria, craft_shop, dentist, tech_shop, bookstore, burger_joint, gym, hardware_store : 68179
Saved path: burger_joint, bookstore, dentist, pizzeria, tech_shop, clothing_store, barber_shop, bike_shop, pharmacy, gelateria, music_store, florist, pet_store, craft_shop, gym : 57223
Saved path: party_store, jewelry_store, bike_shop, barber_shop, music_store, bank, gelateria, pet_store, craft_shop, dentist, tech_shop, bookstore, burger_joint, gym, hardware_store : 70918
Saved path: dentist, pizzeria, craft_shop, bank, pharmacy, bakery, party_store, jewelry_store, hardware_store, salon, toy_store, burger_joint, cafe, tech_shop, grocery_store : 65288
Saved path: bakery, party_store, jewelry_store, bike_shop, barber_shop, salon, clothing_store, bookstore, cafe, pizzeria, craft_shop, gym, pet_store, music_store, pharmacy : 64416
Saved path: clothing_store, grocery_store, bookstore, burger_joint, cafe, pizzeria, pet_store, florist, bank, music_store, pharmacy, jewelry_store, barber_shop, salon, toy_store : 68715
Saved path: bike_shop, party_store, burger_joint, bookstore, cafe, tech_shop, clothing_store, noodle_house, toy_store, gym, pet_store, florist, music_store, bank, gelateria : 58246
Saved path: tech_shop, cafe, bookstore, burger_joint, gym, pet_store, florist, music_store, pharmacy, party_store, jewelry_store, bike_shop, hardware_store, toy_store, noodle_house : 54059
Saved path: jewelry_store, party_store, hardware_store, gym, toy_store, cafe, tech_shop, pizzeria, craft_shop, pet_store, bank, gelateria, pharmacy, bakery, bike_shop : 63239
Saved path: craft_shop, pizzeria, dentist, tech_shop, grocery_store, clothing_store, noodle_house, salon, hardware_store, party_store, jewelry_store, bike_shop, bakery, pharmacy, bank : 64243
Saved path: burger_joint, cafe, clothing_store, noodle_house, toy_store, barber_shop, bike_shop, party_store, bakery, pharmacy, gelateria, music_store, florist, gym, hardware_store : 50565
Saved path: bike_shop, pharmacy, bank, pet_store, craft_shop, gym, hardware_store, cafe, dentist, tech_shop, grocery_store, clothing_store, noodle_house, barber_shop, jewelry_store : 67657
Saved path: gelateria, florist, pizzeria, dentist, grocery_store, clothing_store, noodle_house, toy_store, barber_shop, jewelry_store, party_store, hardware_store, gym, pet_store, bank : 69878
Saved path: grocery_store, tech_shop, cafe, burger_joint, gym, craft_shop, florist, gelateria, bike_shop, party_store, jewelry_store, barber_shop, toy_store, noodle_house, clothing_store : 52476
Saved path: gelateria, craft_shop, gym, hardware_store, burger_joint, tech_shop, grocery_store, clothing_store, barber_shop, jewelry_store, party_store, bakery, pharmacy, music_store, bank : 60527
Saved path: florist, craft_shop, gym, burger_joint, bookstore, cafe, dentist, tech_shop, clothing_store, toy_store, salon, barber_shop, bakery, gelateria, bank : 55696
Saved path: bookstore, florist, music_store, gelateria, pharmacy, bakery, party_store, bike_shop, hardware_store, salon, noodle_house, clothing_store, grocery_store, cafe, burger_joint : 47611
Saved path: burger_joint, bookstore, grocery_store, tech_shop, pizzeria, craft_shop, florist, gelateria, bank, pet_store, gym, party_store, jewelry_store, barber_shop, noodle_house : 70820
Saved path: toy_store, salon, barber_shop, bike_shop, jewelry_store, pharmacy, gelateria, florist, gym, burger_joint, bookstore, cafe, dentist, grocery_store, noodle_house : 57392
Saved path: music_store, bank, florist, pet_store, pizzeria, dentist, bookstore, cafe, tech_shop, grocery_store, clothing_store, noodle_house, salon, jewelry_store, bakery : 66917
Saved path: hardware_store, party_store, jewelry_store, bike_shop, barber_shop, salon, toy_store, noodle_house, tech_shop, dentist, pizzeria, craft_shop, florist, bank, gym : 72526
Saved path: tech_shop, cafe, bookstore, gym, toy_store, salon, barber_shop, jewelry_store, party_store, bakery, pharmacy, gelateria, pet_store, craft_shop, pizzeria : 60694
Saved path: pharmacy, bakery, party_store, bike_shop, barber_shop, toy_store, grocery_store, tech_shop, cafe, bookstore, dentist, craft_shop, pet_store, florist, music_store : 55298
Saved path: pizzeria, dentist, grocery_store, bookstore, burger_joint, toy_store, salon, barber_shop, bike_shop, jewelry_store, party_store, pharmacy, bank, music_store, florist : 68706
Saved path: dentist, pizzeria, craft_shop, music_store, gelateria, pharmacy, hardware_store, party_store, bike_shop, bakery, barber_shop, salon, noodle_house, grocery_store, bookstore : 59085
Saved path: gym, craft_shop, pet_store, music_store, party_store, jewelry_store, bike_shop, barber_shop, toy_store, clothing_store, tech_shop, pizzeria, dentist, bookstore, hardware_store : 67982
Saved path: burger_joint, tech_shop, pizzeria, craft_shop, gelateria, bank, bakery, party_store, jewelry_store, bike_shop, barber_shop, salon, toy_store, gym, hardware_store : 70027
Saved path: gym, craft_shop, gelateria, pharmacy, bakery, bike_shop, jewelry_store, party_store, hardware_store, burger_joint, bookstore, tech_shop, grocery_store, clothing_store, noodle_house : 49616
Saved path: burger_joint, hardware_store, gym, craft_shop, pet_store, music_store, bike_shop, party_store, bakery, barber_shop, salon, noodle_house, grocery_store, tech_shop, dentist : 59564
Saved path: hardware_store, gym, pet_store, music_store, pharmacy, party_store, jewelry_store, bike_shop, barber_shop, noodle_house, clothing_store, grocery_store, tech_shop, dentist, cafe : 62286
Saved path: salon, noodle_house, toy_store, burger_joint, bookstore, cafe, tech_shop, pizzeria, florist, music_store, bank, pet_store, gym, bakery, bike_shop : 62654
Saved path: noodle_house, grocery_store, tech_shop, dentist, pizzeria, craft_shop, pet_store, bank, music_store, barber_shop, bike_shop, jewelry_store, party_store, hardware_store, burger_joint : 71760
Saved path: gym, bookstore, cafe, dentist, pizzeria, tech_shop, grocery_store, toy_store, salon, barber_shop, bike_shop, party_store, bakery, gelateria, bank : 67303
Saved path: music_store, florist, pet_store, dentist, cafe, bookstore, grocery_store, clothing_store, noodle_house, salon, toy_store, hardware_store, jewelry_store, bike_shop, pharmacy : 58235
Saved path: tech_shop, grocery_store, clothing_store, barber_shop, party_store, bakery, music_store, bank, gelateria, florist, craft_shop, gym, bookstore, cafe, dentist : 61355
Saved path: cafe, dentist, craft_shop, florist, bank, gelateria, pharmacy, jewelry_store, party_store, hardware_store, gym, toy_store, noodle_house, grocery_store, bookstore : 60662
Saved path: salon, barber_shop, bike_shop, jewelry_store, party_store, pharmacy, gelateria, pet_store, craft_shop, pizzeria, dentist, grocery_store, burger_joint, gym, hardware_store : 63533
Saved path: tech_shop, pizzeria, craft_shop, florist, gelateria, jewelry_store, party_store, bakery, barber_shop, toy_store, hardware_store, bookstore, cafe, clothing_store, grocery_store : 57833
Saved path: burger_joint, bookstore, grocery_store, clothing_store, salon, barber_shop, jewelry_store, party_store, bike_shop, gelateria, bank, pet_store, craft_shop, pizzeria, gym : 71623
Saved path: bookstore, burger_joint, gym, pet_store, gelateria, pharmacy, bike_shop, barber_shop, salon, toy_store, noodle_house, clothing_store, grocery_store, pizzeria, dentist : 55303
Saved path: cafe, burger_joint, bookstore, clothing_store, noodle_house, toy_store, gym, hardware_store, party_store, bike_shop, bakery, pharmacy, bank, pet_store, pizzeria : 62570
Saved path: music_store, bank, gelateria, florist, pet_store, craft_shop, pizzeria, dentist, burger_joint, bookstore, grocery_store, salon, hardware_store, jewelry_store, pharmacy : 68167
Saved path: burger_joint, tech_shop, grocery_store, clothing_store, noodle_house, barber_shop, bike_shop, jewelry_store, party_store, bakery, pharmacy, bank, craft_shop, gym, hardware_store : 62099
Saved path: cafe, dentist, pizzeria, pet_store, gelateria, bakery, bike_shop, jewelry_store, party_store, hardware_store, salon, noodle_house, clothing_store, grocery_store, tech_shop : 57675
Saved path: florist, pet_store, craft_shop, gym, tech_shop, grocery_store, clothing_store, noodle_house, salon, toy_store, hardware_store, bike_shop, jewelry_store, party_store, bank : 66859
Saved path: jewelry_store, gym, burger_joint, bookstore, noodle_house, clothing_store, grocery_store, cafe, dentist, pizzeria, craft_shop, pet_store, gelateria, bank, music_store : 64188
Saved path: gym, hardware_store, party_store, jewelry_store, barber_shop, salon, noodle_house, clothing_store, grocery_store, dentist, pizzeria, craft_shop, gelateria, bank, music_store : 68011
Saved path: tech_shop, pizzeria, craft_shop, pet_store, florist, music_store, jewelry_store, bike_shop, hardware_store, gym, burger_joint, toy_store, salon, noodle_house, clothing_store : 61229
Saved path: bookstore, cafe, dentist, pizzeria, pet_store, florist, gelateria, bank, music_store, jewelry_store, party_store, bakery, gym, toy_store, clothing_store : 66251
Saved path: clothing_store, toy_store, salon, jewelry_store, bike_shop, bakery, music_store, bank, florist, gym, burger_joint, bookstore, cafe, pizzeria, tech_shop : 67655
Saved path: pet_store, craft_shop, gym, burger_joint, cafe, tech_shop, grocery_store, toy_store, salon, hardware_store, jewelry_store, pharmacy, music_store, bank, florist : 62885
Saved path: pizzeria, dentist, burger_joint, bookstore, cafe, tech_shop, clothing_store, noodle_house, barber_shop, jewelry_store, bakery, pharmacy, gelateria, pet_store, craft_shop : 57112
Saved path: pet_store, craft_shop, pizzeria, dentist, burger_joint, cafe, tech_shop, grocery_store, clothing_store, noodle_house, salon, barber_shop, bakery, party_store, music_store : 56227
Saved path: pizzeria, dentist, cafe, burger_joint, hardware_store, gym, craft_shop, pet_store, florist, music_store, bakery, barber_shop, salon, grocery_store, tech_shop : 53106
Saved path: salon, toy_store, noodle_house, grocery_store, tech_shop, pizzeria, dentist, cafe, burger_joint, hardware_store, gym, pet_store, gelateria, party_store, barber_shop : 59452
Saved path: dentist, tech_shop, grocery_store, clothing_store, toy_store, barber_shop, jewelry_store, bike_shop, bakery, pharmacy, gelateria, pet_store, craft_shop, gym, bookstore : 59515
Saved path: craft_shop, pizzeria, dentist, cafe, burger_joint, grocery_store, clothing_store, noodle_house, toy_store, barber_shop, bike_shop, party_store, jewelry_store, gelateria, florist : 57093
Saved path: barber_shop, jewelry_store, party_store, bakery, bank, music_store, florist, gym, burger_joint, dentist, tech_shop, clothing_store, noodle_house, toy_store, salon : 66852
Saved path: tech_shop, grocery_store, clothing_store, noodle_house, salon, barber_shop, bakery, party_store, pharmacy, gelateria, bank, pet_store, gym, bookstore, dentist : 63207
Saved path: pet_store, gym, craft_shop, dentist, cafe, grocery_store, noodle_house, salon, barber_shop, bike_shop, jewelry_store, pharmacy, music_store, bank, gelateria : 66859
Saved path: pizzeria, pet_store, bank, gelateria, florist, gym, bike_shop, bakery, hardware_store, salon, toy_store, clothing_store, grocery_store, cafe, tech_shop : 60239
Saved path: music_store, bank, gelateria, craft_shop, pizzeria, dentist, cafe, bookstore, grocery_store, toy_store, barber_shop, bike_shop, party_store, hardware_store, gym : 67902
Saved path: toy_store, gym, hardware_store, burger_joint, bookstore, cafe, dentist, pizzeria, craft_shop, gelateria, bank, bike_shop, barber_shop, noodle_house, clothing_store : 62849
Saved path: tech_shop, pizzeria, dentist, cafe, bookstore, burger_joint, gym, florist, bank, bakery, bike_shop, barber_shop, salon, noodle_house, clothing_store : 60643
Saved path: music_store, pharmacy, bakery, party_store, barber_shop, salon, noodle_house, clothing_store, grocery_store, tech_shop, burger_joint, bookstore, dentist, pizzeria, craft_shop : 53402
Saved path: noodle_house, clothing_store, toy_store, burger_joint, cafe, tech_shop, pizzeria, craft_shop, gelateria, pharmacy, bakery, party_store, bike_shop, barber_shop, salon : 52891
Saved path: dentist, bookstore, burger_joint, gym, craft_shop, pet_store, florist, pharmacy, bakery, jewelry_store, hardware_store, salon, toy_store, grocery_store, tech_shop : 57809
Saved path: party_store, bike_shop, barber_shop, hardware_store, burger_joint, bookstore, noodle_house, clothing_store, grocery_store, tech_shop, pizzeria, craft_shop, florist, bank, pharmacy : 64624
Saved path: barber_shop, noodle_house, clothing_store, tech_shop, pizzeria, dentist, cafe, hardware_store, gym, craft_shop, pet_store, bank, pharmacy, jewelry_store, bike_shop : 70587
Saved path: noodle_house, clothing_store, grocery_store, bookstore, cafe, tech_shop, pizzeria, craft_shop, pet_store, florist, bank, party_store, bike_shop, toy_store, salon : 66202
Saved path: gelateria, bank, pharmacy, bakery, party_store, jewelry_store, gym, toy_store, salon, noodle_house, tech_shop, dentist, craft_shop, pet_store, florist : 67232
Saved path: cafe, tech_shop, grocery_store, noodle_house, burger_joint, hardware_store, bike_shop, bakery, gym, florist, bank, pet_store, craft_shop, pizzeria, dentist : 58412
Saved path: music_store, pharmacy, party_store, barber_shop, salon, toy_store, noodle_house, grocery_store, dentist, cafe, burger_joint, gym, pet_store, gelateria, bank : 63898
Saved path: tech_shop, cafe, dentist, pizzeria, music_store, gelateria, pharmacy, party_store, jewelry_store, barber_shop, salon, hardware_store, toy_store, clothing_store, grocery_store : 61296
Saved path: party_store, bike_shop, barber_shop, salon, hardware_store, toy_store, noodle_house, clothing_store, tech_shop, pizzeria, craft_shop, pet_store, bank, gelateria, pharmacy : 65518
Saved path: pizzeria, burger_joint, bookstore, grocery_store, clothing_store, toy_store, salon, barber_shop, bike_shop, jewelry_store, music_store, bank, florist, pet_store, craft_shop : 70656
Saved path: craft_shop, pizzeria, dentist, cafe, grocery_store, noodle_house, toy_store, gym, hardware_store, bike_shop, jewelry_store, gelateria, music_store, florist, pet_store : 58893
