Saved path: bike_shop, barber_shop, noodle_house, pizzeria, dentist, cafe, hardware_store, gym, pet_store, florist, bank, pharmacy, bakery, party_store, jewelry_store : 74338
Saved path: florist, music_store, pharmacy, bakery, jewelry_store, bike_shop, barber_shop, toy_store, noodle_house, cafe, tech_shop, pizzeria, craft_shop, gym, pet_store : 61997
Saved path: cafe, pizzeria, craft_shop, gym, florist, music_store, gelateria, pharmacy, bakery, jewelry_store, barber_shop, toy_store, noodle_house, clothing_store, grocery_store : 57171
Saved path: noodle_house, salon, barber_shop, bike_shop, pharmacy, bank, gelateria, florist, pet_store, craft_shop, pizzeria, dentist, cafe, bookstore, burger_joint : 60564
Saved path: bakery, pharmacy, music_store, gelateria, craft_shop, pizzeria, dentist, grocery_store, clothing_store, noodle_house, toy_store, hardware_store, barber_shop, jewelry_store, party_store : 59007
Saved path: party_store, jewelry_store, salon, toy_store, burger_joint, bookstore, clothing_store, grocery_store, tech_shop, pizzeria, pet_store, gelateria, music_store, bakery, bike_shop : 61365
Saved path: jewelry_store, party_store, bakery, barber_shop, toy_store, clothing_store, grocery_store, tech_shop, pizzeria, craft_shop, pet_store, gelateria, bank, music_store, bike_shop : 65315
Saved path: craft_shop, pet_store, gelateria, music_store, bike_shop, jewelry_store, bakery, barber_shop, toy_store, noodle_house, clothing_store, grocery_store, bookstore, burger_joint, hardware_store : 58156
Saved path: clothing_store, cafe, tech_shop, pizzeria, craft_shop, gym, pet_store, bank, music_store, pharmacy, bakery, jewelry_store, barber_shop, salon, toy_store : 67264
Saved path: pharmacy, bakery, party_store, gym, hardware_store, salon, toy_store, clothing_store, grocery_store, bookstore, cafe, tech_shop, pizzeria, pet_store, music_store : 58559
Saved path: bookstore, tech_shop, pizzeria, craft_shop, florist, bank, pet_store, gym, hardware_store, bakery, jewelry_store, barber_shop, noodle_house, clothing_store, grocery_store : 68928
Saved path: bakery, barber_shop, noodle_house, grocery_store, tech_shop, cafe, burger_joint, bookstore, dentist, craft_shop, pet_store, bank, gelateria, hardware_store, jewelry_store : 67093
Saved path: toy_store, noodle_house, clothing_store, grocery_store, cafe, tech_shop, pizzeria, craft_shop, pet_store, bank, florist, gym, hardware_store, jewelry_store, barber_shop : 68534
Saved path: pet_store, florist, bank, gelateria, pharmacy, jewelry_store, bike_shop, barber_shop, toy_store, hardware_store, burger_joint, cafe, tech_shop, pizzeria, craft_shop : 68970
Saved path: florist, pet_store, craft_shop, dentist, tech_shop, grocery_store, clothing_store, noodle_house, salon, toy_store, hardware_store, bakery, bike_shop, gelateria, bank : 56947
Saved path: bookstore, cafe, tech_shop, grocery_store, toy_store, gym, bakery, pharmacy, bank, gelateria, florist, pet_store, craft_shop, pizzeria, dentist : 55328
Saved path: music_store, florist, craft_shop, dentist, cafe, grocery_store, clothing_store, barber_shop, jewelry_store, bike_shop, bakery, hardware_store, gym, gelateria, bank : 64891
Saved path: jewelry_store, bakery, pharmacy, gelateria, bank, pet_store, craft_shop, pizzeria, dentist, tech_shop, bookstore, gym, toy_store, salon, barber_shop : 70249
Saved path: gym, hardware_store, bookstore, cafe, dentist, pizzeria, tech_shop, grocery_store, clothing_store, toy_store, barber_shop, bike_shop, party_store, bank, gelateria : 67764
Saved path: salon, barber_shop, bike_shop, jewelry_store, pharmacy, music_store, bank, pet_store, gym, burger_joint, bookstore, dentist, tech_shop, clothing_store, toy_store : 69383
Saved path: toy_store, noodle_house, clothing_store, tech_shop, pizzeria, dentist, cafe, bookstore, burger_joint, gym, pet_store, gelateria, bike_shop, jewelry_store, barber_shop : 62988
Saved path: gelateria, pharmacy, bike_shop, jewelry_store, barber_shop, salon, toy_store, noodle_house, clothing_store, grocery_store, cafe, burger_joint, dentist, pizzeria, bank : 66450
Saved path: bike_shop, party_store, bakery, pharmacy, gelateria, bank, pet_store, craft_shop, pizzeria, tech_shop, grocery_store, noodle_house, salon, barber_shop, hardware_store : 63869
Saved path: salon, barber_shop, bike_shop, jewelry_store, party_store, bakery, bank, hardware_store, burger_joint, cafe, dentist, pizzeria, tech_shop, clothing_store, noodle_house : 69565
Saved path: pizzeria, clothing_store, noodle_house, barber_shop, bike_shop, jewelry_store, pharmacy, music_store, gelateria, pet_store, craft_shop, gym, hardware_store, bookstore, dentist : 65867
Saved path: noodle_house, salon, hardware_store, bike_shop, jewelry_store, pharmacy, music_store, craft_shop, gym, burger_joint, cafe, dentist, pizzeria, tech_shop, clothing_store : 58650
Saved path: pet_store, bank, gelateria, barber_shop, bike_shop, jewelry_store, party_store, bakery, hardware_store, toy_store, clothing_store, tech_shop, cafe, bookstore, craft_shop : 65422
Saved path: bike_shop, hardware_store, salon, grocery_store, tech_shop, pizzeria, dentist, cafe, bookstore, gym, gelateria, pharmacy, bakery, party_store, jewelry_store : 60370
Saved path: pharmacy, music_store, bank, gelateria, pet_store, craft_shop, dentist, cafe, gym, hardware_store, toy_store, noodle_house, barber_shop, bike_shop, bakery : 60149
Saved path: dentist, pizzeria, pet_store, bank, gelateria, bike_shop, party_store, bakery, gym, hardware_store, salon, toy_store, clothing_store, grocery_store, cafe : 65041
Saved path: party_store, jewelry_store, bakery, pharmacy, bank, florist, pet_store, dentist, cafe, grocery_store, noodle_house, salon, toy_store, burger_joint, hardware_store : 66291
Saved path: clothing_store, tech_shop, burger_joint, dentist, pet_store, florist, music_store, gelateria, jewelry_store, party_store, bike_shop, barber_shop, salon, toy_store, noodle_house : 63521
Saved path: tech_shop, bookstore, cafe, dentist, pizzeria, florist, gelateria, pet_store, gym, hardware_store, bike_shop, jewelry_store, salon, toy_store, clothing_store : 63617
Saved path: gym, burger_joint, bookstore, cafe, tech_shop, grocery_store, noodle_house, toy_store, salon, barber_shop, bike_shop, party_store, bank, gelateria, florist : 59917
Saved path: barber_shop, salon, noodle_house, clothing_store, burger_joint, bookstore, cafe, pizzeria, pet_store, florist, gelateria, pharmacy, bakery, party_store, bike_shop : 56603
Saved path: gym, pet_store, florist, music_store, pharmacy, jewelry_store, salon, toy_store, clothing_store, grocery_store, tech_shop, dentist, cafe, bookstore, burger_joint : 58677
Saved path: bike_shop, jewelry_store, party_store, bakery, pharmacy, bank, pet_store, gym, burger_joint, dentist, pizzeria, grocery_store, noodle_house, toy_store, barber_shop : 71808
Saved path: noodle_house, clothing_store, tech_shop, pizzeria, pet_store, florist, music_store, bank, gelateria, pharmacy, jewelry_store, bike_shop, hardware_store, gym, cafe : 65988
Saved path: clothing_store, toy_store, salon, barber_shop, bike_shop, pharmacy, bank, florist, pet_store, gym, hardware_store, burger_joint, bookstore, dentist, grocery_store : 63340
Saved path: craft_shop, florist, music_store, pharmacy, party_store, jewelry_store, hardware_store, toy_store, salon, noodle_house, clothing_store, grocery_store, bookstore, dentist, pizzeria : 56420
Saved path: burger_joint, bookstore, dentist, tech_shop, grocery_store, clothing_store, toy_store, gym, pet_store, bank, gelateria, pharmacy, bakery, jewelry_store, hardware_store : 61549
Saved path: noodle_house, salon, toy_store, gym, hardware_store, party_store, jewelry_store, bike_shop, gelateria, florist, craft_shop, dentist, cafe, bookstore, grocery_store : 57469
Saved path: cafe, dentist, pizzeria, craft_shop, gelateria, pharmacy, bike_shop, jewelry_store, hardware_store, burger_joint, toy_store, salon, noodle_house, clothing_store, grocery_store : 55395
Saved path: hardware_store, salon, barber_shop, jewelry_store, party_store, bakery, pharmacy, music_store, bank, gelateria, pet_store, craft_shop, pizzeria, dentist, bookstore : 68464
Saved path: jewelry_store, party_store, bakery, bank, gelateria, florist, gym, burger_joint, cafe, dentist, pizzeria, tech_shop, noodle_house, toy_store, salon : 67425
Saved path: clothing_store, grocery_store, pizzeria, craft_shop, pet_store, bank, music_store, florist, bookstore, burger_joint, hardware_store, party_store, bike_shop, barber_shop, toy_store : 68294
Saved path: bank, music_store, bakery, jewelry_store, barber_shop, salon, toy_store, grocery_store, tech_shop, pizzeria, cafe, bookstore, burger_joint, gym, pet_store : 69314
Saved path: pizzeria, dentist, bookstore, burger_joint, gym, hardware_store, barber_shop, bakery, pharmacy, gelateria, bank, music_store, florist, pet_store, craft_shop : 59504
Saved path: salon, toy_store, burger_joint, bookstore, grocery_store, dentist, pizzeria, craft_shop, music_store, bike_shop, jewelry_store, party_store, bakery, gym, hardware_store : 61859
Saved path: florist, pet_store, gym, burger_joint, cafe, grocery_store, clothing_store, noodle_house, salon, toy_store, hardware_store, bike_shop, jewelry_store, party_store, bank : 65167
Saved path: bookstore, burger_joint, gym, hardware_store, barber_shop, jewelry_store, bakery, pharmacy, gelateria, music_store, florist, craft_shop, dentist, tech_shop, cafe : 57210
Saved path: bank, music_store, craft_shop, pizzeria, cafe, burger_joint, bookstore, clothing_store, toy_store, barber_shop, bike_shop, jewelry_store, party_store, pharmacy, gelateria : 66567
Saved path: bookstore, cafe, dentist, pizzeria, tech_shop, clothing_store, toy_store, salon, bike_shop, music_store, bank, florist, craft_shop, gym, burger_joint : 61318
Saved path: noodle_house, clothing_store, toy_store, burger_joint, dentist, pizzeria, pet_store, gelateria, bank, music_store, pharmacy, jewelry_store, bike_shop, barber_shop, salon : 68890
Saved path: gelateria, pet_store, burger_joint, cafe, tech_shop, grocery_store, clothing_store, noodle_house, salon, barber_shop, bakery, bike_shop, jewelry_store, music_store, bank : 62534
Saved path: jewelry_store, bakery, pharmacy, gelateria, bank, florist, pet_store, craft_shop, pizzeria, tech_shop, cafe, grocery_store, clothing_store, noodle_house, barber_shop : 63730
Saved path: pizzeria, craft_shop, florist, bank, music_store, bike_shop, party_store, bakery, salon, noodle_house, clothing_store, grocery_store, burger_joint, cafe, tech_shop : 60776
Saved path: clothing_store, grocery_store, cafe, burger_joint, bookstore, craft_shop, pet_store, bank, music_store, pharmacy, party_store, bike_shop, hardware_store, salon, toy_store : 58130
Saved path: party_store, bike_shop, barber_shop, salon, noodle_house, grocery_store, tech_shop, dentist, burger_joint, hardware_store, gym, craft_shop, pet_store, gelateria, pharmacy : 57236
Saved path: salon, clothing_store, tech_shop, pizzeria, cafe, bookstore, burger_joint, gym, craft_shop, pet_store, gelateria, bank, music_store, party_store, jewelry_store : 69681
Saved path: pharmacy, bakery, party_store, jewelry_store, salon, noodle_house, clothing_store, cafe, burger_joint, gym, craft_shop, pet_store, florist, music_store, bank : 61248
Saved path: florist, pharmacy, bakery, bike_shop, barber_shop, toy_store, noodle_house, clothing_store, grocery_store, tech_shop, pizzeria, cafe, burger_joint, gym, craft_shop : 47490
Saved path: barber_shop, jewelry_store, bike_shop, bakery, music_store, florist, gym, craft_shop, pizzeria, dentist, cafe, bookstore, grocery_store, clothing_store, noodle_house : 58582
Saved path: bank, music_store, pharmacy, party_store, bike_shop, barber_shop, salon, noodle_house, toy_store, hardware_store, burger_joint, cafe, tech_shop, pizzeria, pet_store : 66179
Saved path: bookstore, craft_shop, pet_store, bank, gelateria, florist, gym, bike_shop, party_store, hardware_store, salon, clothing_store, grocery_store, tech_shop, cafe : 61785
Saved path: noodle_house, clothing_store, cafe, bookstore, pet_store, bank, music_store, florist, craft_shop, gym, bakery, bike_shop, jewelry_store, party_store, hardware_store : 62471
Saved path: cafe, bookstore, burger_joint, gym, pet_store, gelateria, pharmacy, party_store, jewelry_store, salon, noodle_house, clothing_store, grocery_store, pizzeria, dentist : 60027
Saved path: pet_store, craft_shop, pizzeria, dentist, cafe, burger_joint, salon, hardware_store, party_store, jewelry_store, bike_shop, bakery, pharmacy, gelateria, bank : 65210
Saved path: pharmacy, bakery, bike_shop, jewelry_store, barber_shop, salon, noodle_house, tech_shop, pizzeria, bookstore, burger_joint, gym, pet_store, bank, music_store : 70417
Saved path: toy_store, salon, barber_shop, party_store, hardware_store, gym, pet_store, gelateria, music_store, craft_shop, dentist, cafe, tech_shop, grocery_store, noodle_house : 59335
Saved path: toy_store, salon, noodle_house, clothing_store, tech_shop, cafe, dentist, craft_shop, pet_store, bank, bakery, bike_shop, party_store, hardware_store, burger_joint : 62222
Saved path: bookstore, cafe, tech_shop, clothing_store, noodle_house, toy_store, salon, barber_shop, bike_shop, party_store, pharmacy, pet_store, craft_shop, gym, hardware_store : 54496
Saved path: noodle_house, clothing_store, burger_joint, bookstore, cafe, dentist, craft_shop, pet_store, florist, bank, bakery, bike_shop, jewelry_store, hardware_store, toy_store : 63705
Saved path: bookstore, burger_joint, gym, craft_shop, florist, gelateria, bakery, barber_shop, salon, toy_store, noodle_house, grocery_store, tech_shop, dentist, cafe : 46850
Saved path: toy_store, gym, hardware_store, burger_joint, bookstore, cafe, grocery_store, tech_shop, pizzeria, craft_shop, florist, music_store, gelateria, party_store, barber_shop : 57886
Saved path: dentist, pizzeria, pet_store, bank, music_store, bakery, bike_shop, jewelry_store, barber_shop, salon, toy_store, hardware_store, burger_joint, bookstore, tech_shop : 71696
Saved path: party_store, jewelry_store, barber_shop, noodle_house, grocery_store, pizzeria, dentist, cafe, bookstore, burger_joint, gym, craft_shop, florist, music_store, pharmacy : 59406
Saved path: party_store, jewelry_store, bike_shop, music_store, bank, gelateria, florist, craft_shop, gym, hardware_store, cafe, clothing_store, salon, barber_shop, bakery : 62446
