Saved path: pizzeria, cafe, grocery_store, noodle_house, salon, toy_store, burger_joint, gym, hardware_store, bakery, party_store, jewelry_store, music_store, florist, pet_store : 61620
Saved path: craft_shop, dentist, cafe, tech_shop, grocery_store, clothing_store, noodle_house, toy_store, hardware_store, party_store, bike_shop, bakery, pharmacy, gelateria, pet_store : 47372
Saved path: bank, gelateria, barber_shop, bike_shop, party_store, hardware_store, toy_store, noodle_house, clothing_store, grocery_store, tech_shop, bookstore, burger_joint, dentist, pet_store : 67460
Saved path: burger_joint, hardware_store, jewelry_store, bakery, pharmacy, gelateria, bank, music_store, florist, pizzeria, grocery_store, noodle_house, salon, toy_store, bookstore : 64350
Saved path: gym, burger_joint, bookstore, dentist, pizzeria, tech_shop, grocery_store, toy_store, salon, jewelry_store, party_store, bakery, gelateria, bank, pet_store : 69602
Saved path: cafe, dentist, craft_shop, florist, gelateria, bank, music_store, bakery, bike_shop, barber_shop, salon, grocery_store, tech_shop, burger_joint, bookstore : 55993
Saved path: barber_shop, toy_store, clothing_store, grocery_store, cafe, gym, craft_shop, music_store, bank, gelateria, pharmacy, bakery, party_store, jewelry_store, bike_shop : 60506
Saved path: pizzeria, florist, gelateria, pharmacy, bakery, jewelry_store, party_store, hardware_store, salon, clothing_store, grocery_store, bookstore, burger_joint, cafe, tech_shop : 54963
Saved path: jewelry_store, hardware_store, florist, gelateria, bank, pet_store, craft_shop, dentist, bookstore, cafe, tech_shop, grocery_store, clothing_store, noodle_house, barber_shop : 67530
Saved path: bookstore, cafe, tech_shop, dentist, craft_shop, pet_store, florist, music_store, gelateria, pharmacy, jewelry_store, hardware_store, salon, noodle_house, burger_joint : 58795
Saved path: barber_shop, party_store, hardware_store, gym, gelateria, bank, music_store, florist, pizzeria, tech_shop, cafe, clothing_store, noodle_house, toy_store, salon : 65580
Saved path: bookstore, cafe, noodle_house, toy_store, salon, barber_shop, bike_shop, jewelry_store, party_store, bakery, pharmacy, music_store, craft_shop, gym, hardware_store : 55891
Saved path: clothing_store, dentist, pizzeria, craft_shop, florist, music_store, pharmacy, bakery, bike_shop, jewelry_store, party_store, hardware_store, gym, burger_joint, cafe : 52954
Saved path: gym, bookstore, tech_shop, pizzeria, craft_shop, gelateria, pharmacy, party_store, jewelry_store, bike_shop, barber_shop, salon, noodle_house, toy_store, hardware_store : 62854
Saved path: pharmacy, bakery, barber_shop, toy_store, noodle_house, clothing_store, grocery_store, dentist, burger_joint, hardware_store, gym, craft_shop, florist, music_store, bank : 54798
Saved path: barber_shop, bike_shop, pharmacy, bank, gelateria, florist, craft_shop, pizzeria, dentist, burger_joint, cafe, tech_shop, clothing_store, noodle_house, toy_store : 57607
Saved path: salon, barber_shop, jewelry_store, party_store, bakery, pharmacy, gelateria, florist, craft_shop, hardware_store, burger_joint, bookstore, grocery_store, clothing_store, noodle_house : 51873
Saved path: dentist, tech_shop, clothing_store, toy_store, salon, barber_shop, bakery, pharmacy, gelateria, florist, pet_store, craft_shop, gym, hardware_store, cafe : 50331
Saved path: hardware_store, gym, pizzeria, craft_shop, pet_store, florist, pharmacy, bakery, party_store, jewelry_store, barber_shop, salon, clothing_store, cafe, burger_joint : 60744
Saved path: bank, gelateria, pharmacy, party_store, jewelry_store, barber_shop, toy_store, noodle_house, grocery_store, pizzeria, dentist, cafe, burger_joint, gym, pet_store : 69867
Saved path: tech_shop, noodle_house, salon, toy_store, burger_joint, gym, bike_shop, jewelry_store, party_store, bakery, pharmacy, gelateria, florist, pizzeria, dentist : 59385
Saved path: tech_shop, pizzeria, craft_shop, pet_store, bank, gelateria, florist, gym, bakery, party_store, jewelry_store, bike_shop, barber_shop, toy_store, cafe : 69855
Saved path: salon, noodle_house, tech_shop, pizzeria, bookstore, burger_joint, hardware_store, gym, craft_shop, music_store, bank, gelateria, pharmacy, jewelry_store, barber_shop : 69033
Saved path: tech_shop, grocery_store, toy_store, salon, barber_shop, bike_shop, party_store, bakery, music_store, florist, pet_store, craft_shop, bookstore, burger_joint, cafe : 53279
Saved path: grocery_store, pizzeria, dentist, bookstore, burger_joint, hardware_store, gym, florist, gelateria, pharmacy, party_store, bike_shop, barber_shop, salon, clothing_store : 58453
Saved path: gym, burger_joint, cafe, grocery_store, pizzeria, florist, music_store, bank, gelateria, bakery, bike_shop, party_store, jewelry_store, salon, hardware_store : 67792
Saved path: gym, craft_shop, pet_store, florist, music_store, gelateria, party_store, bike_shop, barber_shop, noodle_house, clothing_store, tech_shop, bookstore, burger_joint, hardware_store : 56334
Saved path: dentist, pizzeria, craft_shop, pet_store, gelateria, pharmacy, bike_shop, barber_shop, salon, toy_store, noodle_house, clothing_store, tech_shop, burger_joint, bookstore : 53150
Saved path: florist, music_store, pharmacy, bakery, bike_shop, party_store, jewelry_store, salon, noodle_house, clothing_store, grocery_store, tech_shop, bookstore, burger_joint, gym : 51484
Saved path: cafe, grocery_store, noodle_house, toy_store, salon, barber_shop, bike_shop, party_store, bakery, hardware_store, gym, music_store, pet_store, craft_shop, pizzeria : 61611
Saved path: pharmacy, music_store, bank, gelateria, craft_shop, gym, burger_joint, bookstore, dentist, tech_shop, grocery_store, clothing_store, salon, barber_shop, jewelry_store : 65540
Saved path: craft_shop, pizzeria, tech_shop, grocery_store, clothing_store, noodle_house, toy_store, barber_shop, bike_shop, jewelry_store, party_store, pharmacy, bank, gelateria, florist : 63221
Saved path: bike_shop, party_store, bakery, pharmacy, bank, pet_store, craft_shop, pizzeria, cafe, bookstore, burger_joint, gym, toy_store, salon, barber_shop : 66320
Saved path: noodle_house, clothing_store, dentist, pizzeria, craft_shop, pet_store, florist, bank, pharmacy, bakery, party_store, bike_shop, gym, burger_joint, toy_store : 63227
Saved path: bakery, bike_shop, jewelry_store, music_store, bank, florist, pet_store, craft_shop, gym, hardware_store, toy_store, tech_shop, clothing_store, noodle_house, barber_shop : 66916
Saved path: noodle_house, tech_shop, burger_joint, hardware_store, gym, craft_shop, pet_store, florist, gelateria, bank, pharmacy, party_store, jewelry_store, barber_shop, salon : 65649
Saved path: tech_shop, grocery_store, cafe, burger_joint, hardware_store, salon, barber_shop, jewelry_store, party_store, pharmacy, gelateria, bank, music_store, craft_shop, pizzeria : 65197
Saved path: tech_shop, dentist, pizzeria, craft_shop, pet_store, florist, gelateria, pharmacy, party_store, bike_shop, gym, burger_joint, salon, noodle_house, grocery_store : 58779
Saved path: clothing_store, salon, hardware_store, gym, music_store, bank, gelateria, pet_store, craft_shop, pizzeria, tech_shop, cafe, burger_joint, bookstore, grocery_store : 56062
Saved path: salon, hardware_store, gym, bike_shop, party_store, pharmacy, pet_store, craft_shop, pizzeria, dentist, bookstore, tech_shop, grocery_store, clothing_store, noodle_house : 58487
Saved path: pet_store, gym, hardware_store, bike_shop, party_store, jewelry_store, salon, clothing_store, cafe, pizzeria, craft_shop, florist, music_store, bank, gelateria : 70129
Saved path: clothing_store, tech_shop, pizzeria, cafe, burger_joint, hardware_store, gym, craft_shop, florist, bank, music_store, jewelry_store, barber_shop, salon, toy_store : 68367
Saved path: grocery_store, clothing_store, toy_store, salon, barber_shop, bike_shop, party_store, bakery, pharmacy, gelateria, music_store, craft_shop, gym, burger_joint, bookstore : 51222
Saved path: bookstore, burger_joint, hardware_store, gym, bank, pharmacy, party_store, jewelry_store, barber_shop, toy_store, noodle_house, clothing_store, tech_shop, pizzeria, cafe : 70319
Saved path: barber_shop, salon, toy_store, clothing_store, grocery_store, bookstore, cafe, pizzeria, craft_shop, florist, hardware_store, bakery, party_store, jewelry_store, bike_shop : 57336
Saved path: noodle_house, salon, barber_shop, jewelry_store, party_store, bike_shop, music_store, bank, gelateria, florist, gym, burger_joint, bookstore, dentist, grocery_store : 67357
Saved path: pet_store, craft_shop, pizzeria, dentist, clothing_store, noodle_house, toy_store, gym, hardware_store, barber_shop, bike_shop, jewelry_store, bakery, pharmacy, bank : 70755
Saved path: tech_shop, burger_joint, hardware_store, pet_store, florist, gelateria, pharmacy, bakery, bike_shop, barber_shop, salon, toy_store, noodle_house, clothing_store, grocery_store : 48597
Saved path: gelateria, florist, pet_store, dentist, cafe, tech_shop, grocery_store, clothing_store, noodle_house, salon, toy_store, hardware_store, bike_shop, jewelry_store, pharmacy : 56558
Saved path: bank, music_store, pharmacy, bike_shop, jewelry_store, barber_shop, noodle_house, clothing_store, tech_shop, bookstore, dentist, pizzeria, craft_shop, pet_store, gelateria : 68022
Saved path: pet_store, florist, music_store, pharmacy, bakery, jewelry_store, bike_shop, barber_shop, noodle_house, grocery_store, tech_shop, dentist, bookstore, burger_joint, gym : 60606
Saved path: gym, burger_joint, bookstore, cafe, grocery_store, clothing_store, noodle_house, salon, jewelry_store, party_store, bakery, pharmacy, gelateria, florist, pizzeria : 56293
Saved path: jewelry_store, party_store, bakery, pharmacy, music_store, florist, pet_store, craft_shop, bookstore, cafe, tech_shop, grocery_store, clothing_store, barber_shop, bike_shop : 54548
Saved path: florist, craft_shop, gym, hardware_store, bookstore, cafe, dentist, tech_shop, clothing_store, salon, barber_shop, bike_shop, bakery, bank, music_store : 60100
Saved path: cafe, pizzeria, florist, music_store, bank, gelateria, pharmacy, bakery, hardware_store, toy_store, salon, noodle_house, clothing_store, grocery_store, bookstore : 52953
Saved path: burger_joint, gym, craft_shop, gelateria, bike_shop, jewelry_store, party_store, hardware_store, salon, noodle_house, clothing_store, grocery_store, tech_shop, dentist, cafe : 56644
Saved path: cafe, pizzeria, tech_shop, clothing_store, barber_shop, jewelry_store, party_store, music_store, bank, gelateria, pet_store, craft_shop, gym, burger_joint, bookstore : 70508
Saved path: tech_shop, grocery_store, clothing_store, noodle_house, barber_shop, bike_shop, bakery, hardware_store, florist, music_store, bank, gelateria, pet_store, bookstore, cafe : 57127
Saved path: bike_shop, barber_shop, clothing_store, grocery_store, tech_shop, pizzeria, cafe, bookstore, burger_joint, gym, florist, gelateria, music_store, pharmacy, bakery : 51284
Saved path: pharmacy, music_store, florist, craft_shop, pizzeria, dentist, cafe, bookstore, clothing_store, noodle_house, toy_store, gym, hardware_store, bike_shop, party_store : 51701
Saved path: pet_store, florist, music_store, pharmacy, bakery, party_store, bike_shop, barber_shop, noodle_house, clothing_store, grocery_store, burger_joint, hardware_store, gym, pizzeria : 59712
Saved path: jewelry_store, bike_shop, pharmacy, music_store, bank, gelateria, pet_store, craft_shop, dentist, grocery_store, bookstore, burger_joint, toy_store, salon, barber_shop : 66916
Saved path: jewelry_store, pharmacy, gelateria, florist, pet_store, craft_shop, pizzeria, tech_shop, cafe, grocery_store, clothing_store, toy_store, burger_joint, gym, hardware_store : 54522
Saved path: music_store, pharmacy, party_store, barber_shop, hardware_store, gym, toy_store, noodle_house, clothing_store, tech_shop, dentist, craft_shop, pet_store, florist, gelateria : 59814
Saved path: clothing_store, tech_shop, cafe, dentist, pizzeria, craft_shop, pet_store, bank, music_store, pharmacy, bakery, jewelry_store, barber_shop, salon, toy_store : 64853
Saved path: pharmacy, bakery, bike_shop, party_store, jewelry_store, salon, toy_store, noodle_house, clothing_store, bookstore, cafe, pizzeria, craft_shop, music_store, bank : 65491
Saved path: cafe, tech_shop, grocery_store, clothing_store, noodle_house, salon, toy_store, hardware_store, party_store, bike_shop, bakery, bank, gelateria, craft_shop, burger_joint : 58093
Saved path: gelateria, bank, pet_store, pizzeria, grocery_store, clothing_store, noodle_house, salon, toy_store, bookstore, burger_joint, gym, jewelry_store, bakery, pharmacy : 67386
Saved path: jewelry_store, bike_shop, bank, gym, burger_joint, bookstore, dentist, tech_shop, grocery_store, clothing_store, noodle_house, salon, toy_store, hardware_store, party_store : 69058
Saved path: gym, craft_shop, pet_store, florist, music_store, bank, gelateria, barber_shop, salon, noodle_house, grocery_store, tech_shop, dentist, cafe, burger_joint : 56606
Saved path: pet_store, florist, gelateria, bakery, party_store, jewelry_store, bike_shop, barber_shop, salon, hardware_store, toy_store, noodle_house, clothing_store, cafe, pizzeria : 63647
Saved path: clothing_store, grocery_store, tech_shop, bookstore, dentist, pizzeria, craft_shop, music_store, pharmacy, bakery, bike_shop, hardware_store, toy_store, salon, noodle_house : 49089
Saved path: gelateria, pet_store, pizzeria, dentist, cafe, burger_joint, clothing_store, salon, hardware_store, gym, bakery, party_store, jewelry_store, bike_shop, music_store : 64237
Saved path: bike_shop, bakery, pharmacy, bank, gelateria, florist, craft_shop, dentist, cafe, tech_shop, grocery_store, noodle_house, burger_joint, hardware_store, barber_shop : 57029
Saved path: bank, pet_store, craft_shop, gym, burger_joint, bookstore, cafe, pizzeria, tech_shop, grocery_store, noodle_house, salon, hardware_store, jewelry_store, pharmacy : 67894
Saved path: cafe, burger_joint, gym, craft_shop, pet_store, pharmacy, party_store, jewelry_store, barber_shop, salon, noodle_house, clothing_store, grocery_store, tech_shop, dentist : 57817
Saved path: cafe, dentist, pizzeria, craft_shop, gym, pet_store, gelateria, bakery, bike_shop, party_store, jewelry_store, salon, noodle_house, grocery_store, tech_shop : 60333
Saved path: toy_store, noodle_house, clothing_store, tech_shop, burger_joint, bookstore, dentist, craft_shop, florist, gelateria, bank, music_store, pharmacy, bike_shop, party_store : 57382
