Saved path: pharmacy, bakery, bike_shop, jewelry_store, salon, burger_joint, cafe, tech_shop, dentist, pizzeria, craft_shop, florist, gelateria, bank, music_store : 63254
Saved path: bookstore, cafe, dentist, pizzeria, craft_shop, florist, gym, hardware_store, bakery, party_store, jewelry_store, barber_shop, noodle_house, clothing_store, grocery_store : 54450
Saved path: pizzeria, craft_shop, pet_store, gelateria, pharmacy, bike_shop, barber_shop, salon, noodle_house, clothing_store, grocery_store, cafe, burger_joint, hardware_store, gym : 52567
Saved path: bank, music_store, bakery, party_store, hardware_store, toy_store, salon, noodle_house, clothing_store, bookstore, cafe, dentist, craft_shop, pet_store, gelateria : 61063
Saved path: craft_shop, dentist, tech_shop, grocery_store, clothing_store, bookstore, hardware_store, bike_shop, jewelry_store, bakery, pharmacy, music_store, bank, florist, pet_store : 62005
Saved path: gym, hardware_store, burger_joint, bookstore, cafe, dentist, clothing_store, noodle_house, toy_store, salon, barber_shop, bakery, party_store, jewelry_store, music_store : 59320
Saved path: hardware_store, salon, clothing_store, tech_shop, pizzeria, cafe, bookstore, burger_joint, gym, craft_shop, pet_store, bank, pharmacy, bakery, jewelry_store : 67894
Saved path: tech_shop, grocery_store, noodle_house, toy_store, barber_shop, bike_shop, party_store, bakery, pharmacy, bank, craft_shop, gym, bookstore, dentist, pizzeria : 67638
Saved path: craft_shop, florist, pharmacy, bike_shop, jewelry_store, barber_shop, salon, toy_store, noodle_house, tech_shop, pizzeria, dentist, cafe, hardware_store, gym : 60149
Saved path: florist, gelateria, music_store, pharmacy, bakery, jewelry_store, bike_shop, barber_shop, salon, toy_store, noodle_house, clothing_store, bookstore, gym, pet_store : 58465
Saved path: dentist, craft_shop, pet_store, music_store, pharmacy, bike_shop, party_store, hardware_store, gym, toy_store, noodle_house, clothing_store, grocery_store, bookstore, burger_joint : 54541
Saved path: bank, pet_store, craft_shop, gym, hardware_store, burger_joint, dentist, pizzeria, tech_shop, noodle_house, barber_shop, bike_shop, jewelry_store, party_store, pharmacy : 72198
Saved path: gym, pizzeria, dentist, cafe, grocery_store, clothing_store, barber_shop, bike_shop, jewelry_store, party_store, bakery, gelateria, bank, music_store, florist : 67488
Saved path: bike_shop, party_store, pharmacy, music_store, bank, florist, gym, burger_joint, bookstore, cafe, dentist, tech_shop, grocery_store, clothing_store, salon : 62973
Saved path: salon, jewelry_store, party_store, bike_shop, gym, florist, bank, pet_store, craft_shop, pizzeria, tech_shop, grocery_store, bookstore, burger_joint, noodle_house : 71934
Saved path: pizzeria, gym, burger_joint, cafe, grocery_store, clothing_store, noodle_house, toy_store, barber_shop, bike_shop, jewelry_store, bakery, music_store, bank, pet_store : 69520
Saved path: pharmacy, music_store, bank, florist, gym, pizzeria, dentist, cafe, tech_shop, clothing_store, barber_shop, bike_shop, jewelry_store, party_store, bakery : 68649
Saved path: pizzeria, dentist, cafe, bookstore, grocery_store, clothing_store, toy_store, salon, barber_shop, bike_shop, party_store, bakery, pharmacy, gelateria, music_store : 55812
Saved path: bank, music_store, pharmacy, bakery, bike_shop, party_store, toy_store, clothing_store, grocery_store, cafe, burger_joint, bookstore, craft_shop, florist, gelateria : 50911
Saved path: pharmacy, music_store, florist, craft_shop, pizzeria, tech_shop, clothing_store, cafe, gym, hardware_store, salon, barber_shop, jewelry_store, party_store, bakery : 59248
Saved path: pet_store, florist, pharmacy, bike_shop, barber_shop, salon, hardware_store, toy_store, clothing_store, grocery_store, tech_shop, bookstore, cafe, dentist, pizzeria : 54686
Saved path: dentist, pizzeria, grocery_store, noodle_house, salon, hardware_store, bakery, pharmacy, music_store, bank, pet_store, gym, burger_joint, bookstore, cafe : 58452
Saved path: party_store, pharmacy, music_store, bank, gelateria, pizzeria, tech_shop, grocery_store, cafe, burger_joint, hardware_store, toy_store, barber_shop, bike_shop, jewelry_store : 67654
Saved path: pet_store, gelateria, music_store, bike_shop, party_store, bakery, gym, hardware_store, salon, toy_store, burger_joint, bookstore, tech_shop, dentist, craft_shop : 59287
Saved path: clothing_store, grocery_store, bookstore, gym, craft_shop, pet_store, gelateria, music_store, bakery, party_store, bike_shop, hardware_store, toy_store, salon, noodle_house : 53803
Saved path: music_store, bank, gelateria, craft_shop, pizzeria, dentist, cafe, burger_joint, noodle_house, salon, toy_store, gym, hardware_store, party_store, jewelry_store : 67140
Saved path: clothing_store, cafe, tech_shop, pizzeria, craft_shop, pet_store, music_store, bike_shop, jewelry_store, party_store, hardware_store, gym, burger_joint, toy_store, salon : 64308
Saved path: noodle_house, toy_store, salon, barber_shop, jewelry_store, party_store, bakery, pharmacy, gelateria, bank, gym, pizzeria, cafe, bookstore, clothing_store : 69047
Saved path: pet_store, florist, gelateria, pharmacy, jewelry_store, bike_shop, barber_shop, salon, toy_store, noodle_house, clothing_store, grocery_store, burger_joint, gym, craft_shop : 55215
Saved path: tech_shop, pizzeria, craft_shop, pet_store, gelateria, florist, gym, hardware_store, party_store, jewelry_store, barber_shop, noodle_house, burger_joint, cafe, grocery_store : 61427
Saved path: bakery, party_store, hardware_store, gym, florist, music_store, bank, gelateria, pet_store, craft_shop, pizzeria, tech_shop, grocery_store, salon, barber_shop : 64973
Saved path: craft_shop, dentist, cafe, tech_shop, grocery_store, toy_store, hardware_store, bike_shop, jewelry_store, party_store, pharmacy, gelateria, bank, music_store, florist : 58380
Saved path: dentist, pizzeria, craft_shop, florist, bank, music_store, pharmacy, party_store, jewelry_store, bike_shop, hardware_store, gym, noodle_house, clothing_store, grocery_store : 63111
Saved path: music_store, gelateria, pharmacy, bakery, party_store, jewelry_store, bike_shop, barber_shop, toy_store, noodle_house, grocery_store, tech_shop, bookstore, dentist, pizzeria : 61214
Saved path: gym, hardware_store, party_store, bike_shop, pharmacy, pet_store, craft_shop, dentist, cafe, burger_joint, bookstore, clothing_store, noodle_house, salon, toy_store : 56361
Saved path: bookstore, burger_joint, tech_shop, grocery_store, clothing_store, barber_shop, jewelry_store, party_store, bakery, gym, pet_store, florist, craft_shop, pizzeria, dentist : 60284
Saved path: clothing_store, noodle_house, salon, barber_shop, jewelry_store, bike_shop, bank, florist, craft_shop, pizzeria, gym, hardware_store, burger_joint, bookstore, cafe : 70038
Saved path: tech_shop, bookstore, dentist, craft_shop, florist, music_store, bank, gelateria, pet_store, gym, party_store, jewelry_store, barber_shop, salon, clothing_store : 70855
Saved path: pet_store, craft_shop, pizzeria, clothing_store, noodle_house, bookstore, cafe, burger_joint, gym, bike_shop, jewelry_store, pharmacy, bank, music_store, florist : 66665
Saved path: clothing_store, bookstore, gym, hardware_store, barber_shop, bike_shop, bakery, pharmacy, gelateria, bank, music_store, craft_shop, pizzeria, dentist, grocery_store : 61161
Saved path: clothing_store, toy_store, barber_shop, bike_shop, party_store, bakery, music_store, gelateria, florist, gym, hardware_store, burger_joint, cafe, dentist, grocery_store : 55180
Saved path: pet_store, florist, music_store, gelateria, jewelry_store, bike_shop, bakery, burger_joint, cafe, dentist, pizzeria, tech_shop, noodle_house, toy_store, gym : 60582
Saved path: music_store, gelateria, florist, craft_shop, gym, burger_joint, bookstore, cafe, tech_shop, grocery_store, clothing_store, salon, hardware_store, bakery, jewelry_store : 51709
Saved path: gym, pet_store, music_store, pharmacy, bakery, party_store, jewelry_store, barber_shop, salon, noodle_house, clothing_store, bookstore, cafe, dentist, pizzeria : 63529
Saved path: bakery, party_store, jewelry_store, bike_shop, hardware_store, salon, grocery_store, dentist, cafe, bookstore, burger_joint, gym, florist, gelateria, bank : 66222
Saved path: music_store, florist, craft_shop, dentist, cafe, burger_joint, toy_store, clothing_store, noodle_house, salon, barber_shop, bike_shop, party_store, bakery, pharmacy : 50996
Saved path: jewelry_store, bike_shop, hardware_store, salon, toy_store, clothing_store, grocery_store, tech_shop, pizzeria, dentist, bookstore, gym, pet_store, gelateria, pharmacy : 62288
Saved path: music_store, florist, pet_store, pizzeria, bookstore, burger_joint, gym, hardware_store, salon, barber_shop, bike_shop, party_store, bakery, pharmacy, bank : 69350
Saved path: bike_shop, jewelry_store, bakery, pharmacy, gelateria, florist, pet_store, pizzeria, tech_shop, cafe, bookstore, grocery_store, noodle_house, salon, barber_shop : 59221
Saved path: gelateria, pharmacy, bakery, jewelry_store, hardware_store, gym, burger_joint, bookstore, toy_store, salon, noodle_house, clothing_store, grocery_store, tech_shop, pizzeria : 56831
Saved path: craft_shop, dentist, cafe, clothing_store, noodle_house, bookstore, burger_joint, gym, hardware_store, party_store, jewelry_store, pharmacy, bank, music_store, florist : 61091
Saved path: gelateria, pharmacy, bakery, party_store, bike_shop, barber_shop, salon, noodle_house, clothing_store, dentist, burger_joint, gym, craft_shop, pet_store, florist : 56119
Saved path: burger_joint, salon, noodle_house, clothing_store, grocery_store, pizzeria, craft_shop, music_store, bank, pharmacy, bakery, party_store, jewelry_store, bike_shop, gym : 66654
Saved path: barber_shop, bakery, gym, florist, gelateria, bank, pet_store, pizzeria, dentist, bookstore, cafe, tech_shop, grocery_store, clothing_store, noodle_house : 59236
Saved path: bakery, pharmacy, gelateria, florist, pet_store, craft_shop, gym, hardware_store, burger_joint, cafe, tech_shop, toy_store, barber_shop, jewelry_store, party_store : 55541
Saved path: tech_shop, cafe, hardware_store, pet_store, florist, gelateria, bank, music_store, bakery, party_store, jewelry_store, bike_shop, barber_shop, salon, toy_store : 68225
Saved path: barber_shop, bakery, pharmacy, gelateria, bank, florist, craft_shop, gym, hardware_store, burger_joint, bookstore, dentist, tech_shop, clothing_store, toy_store : 56155
Saved path: jewelry_store, bakery, gelateria, bank, pet_store, craft_shop, pizzeria, dentist, tech_shop, cafe, bookstore, gym, hardware_store, toy_store, barber_shop : 70708
Saved path: bike_shop, party_store, pharmacy, music_store, bank, gelateria, pet_store, gym, pizzeria, tech_shop, cafe, clothing_store, toy_store, salon, barber_shop : 67388
Saved path: gym, bookstore, cafe, grocery_store, noodle_house, toy_store, barber_shop, jewelry_store, party_store, bakery, gelateria, bank, music_store, florist, pet_store : 64655
Saved path: cafe, tech_shop, pizzeria, craft_shop, florist, gelateria, bank, music_store, bakery, bike_shop, barber_shop, salon, toy_store, hardware_store, gym : 59940
Saved path: tech_shop, grocery_store, clothing_store, noodle_house, salon, barber_shop, bike_shop, bakery, florist, pet_store, craft_shop, pizzeria, dentist, cafe, burger_joint : 49549
Saved path: tech_shop, cafe, bookstore, pet_store, gelateria, florist, gym, hardware_store, party_store, jewelry_store, bike_shop, bakery, barber_shop, toy_store, grocery_store : 58246
Saved path: jewelry_store, party_store, hardware_store, salon, noodle_house, clothing_store, toy_store, burger_joint, bookstore, pizzeria, craft_shop, florist, gelateria, pharmacy, bakery : 55400
Saved path: dentist, pizzeria, craft_shop, pet_store, gym, hardware_store, jewelry_store, party_store, bakery, barber_shop, salon, noodle_house, toy_store, burger_joint, tech_shop : 57835
Saved path: gelateria, bank, music_store, craft_shop, dentist, cafe, tech_shop, grocery_store, clothing_store, noodle_house, toy_store, burger_joint, hardware_store, party_store, barber_shop : 62371
Saved path: bike_shop, gym, burger_joint, toy_store, salon, clothing_store, grocery_store, dentist, pizzeria, craft_shop, florist, gelateria, pharmacy, bakery, jewelry_store : 56634
Saved path: bike_shop, party_store, bakery, pharmacy, gelateria, florist, pet_store, pizzeria, dentist, tech_shop, grocery_store, noodle_house, salon, toy_store, hardware_store : 56004
Saved path: hardware_store, bakery, party_store, jewelry_store, gelateria, pet_store, gym, burger_joint, bookstore, dentist, pizzeria, tech_shop, clothing_store, toy_store, salon : 62091
Saved path: craft_shop, pizzeria, dentist, cafe, burger_joint, bookstore, clothing_store, toy_store, bakery, party_store, jewelry_store, gelateria, bank, florist, pet_store : 64431
Saved path: bank, music_store, florist, pet_store, pizzeria, dentist, grocery_store, clothing_store, noodle_house, salon, toy_store, hardware_store, jewelry_store, bike_shop, bakery : 67867
Saved path: bakery, bike_shop, barber_shop, noodle_house, clothing_store, pizzeria, dentist, cafe, burger_joint, hardware_store, gym, florist, music_store, gelateria, pharmacy : 52453
Saved path: gym, florist, music_store, pharmacy, party_store, jewelry_store, barber_shop, noodle_house, clothing_store, grocery_store, pizzeria, dentist, cafe, burger_joint, hardware_store : 58967
Saved path: party_store, jewelry_store, bike_shop, gelateria, florist, craft_shop, pizzeria, tech_shop, cafe, bookstore, gym, hardware_store, salon, barber_shop, bakery : 59915
Saved path: barber_shop, bike_shop, jewelry_store, party_store, bakery, pharmacy, music_store, bank, gelateria, pet_store, pizzeria, dentist, burger_joint, clothing_store, toy_store : 68784
Saved path: jewelry_store, party_store, pharmacy, gelateria, bank, music_store, florist, gym, noodle_house, grocery_store, tech_shop, cafe, burger_joint, bakery, bike_shop : 56869
Saved path: burger_joint, cafe, tech_shop, grocery_store, clothing_store, noodle_house, salon, toy_store, gym, craft_shop, pet_store, music_store, jewelry_store, bike_shop, hardware_store : 56169
Saved path: toy_store, salon, barber_shop, jewelry_store, bike_shop, bakery, pharmacy, music_store, florist, pet_store, pizzeria, tech_shop, bookstore, grocery_store, noodle_house : 61666
