Saved path: music_store, pharmacy, bike_shop, jewelry_store, hardware_store, gym, bookstore, noodle_house, clothing_store, tech_shop, cafe, dentist, pet_store, gelateria, bank : 65116
Saved path: toy_store, gym, bakery, party_store, jewelry_store, pharmacy, gelateria, bank, pet_store, craft_shop, pizzeria, bookstore, grocery_store, clothing_store, salon : 67893
Saved path: gym, burger_joint, bookstore, cafe, tech_shop, grocery_store, noodle_house, salon, jewelry_store, party_store, gelateria, bank, music_store, florist, pet_store : 63364
Saved path: music_store, florist, pet_store, pizzeria, cafe, burger_joint, clothing_store, salon, hardware_store, party_store, jewelry_store, bike_shop, bakery, pharmacy, gelateria : 61436
Saved path: toy_store, salon, noodle_house, clothing_store, grocery_store, tech_shop, pizzeria, craft_shop, gelateria, pharmacy, bakery, jewelry_store, hardware_store, burger_joint, bookstore : 54192
Saved path: bank, florist, gym, bakery, bike_shop, jewelry_store, party_store, hardware_store, noodle_house, clothing_store, grocery_store, tech_shop, dentist, craft_shop, pet_store : 64903
Saved path: tech_shop, pizzeria, pet_store, bank, gelateria, pharmacy, bakery, jewelry_store, bike_shop, barber_shop, salon, hardware_store, gym, bookstore, cafe : 69727
Saved path: noodle_house, clothing_store, grocery_store, tech_shop, burger_joint, pet_store, florist, music_store, bank, gelateria, jewelry_store, bike_shop, barber_shop, salon, toy_store : 65979
Saved path: burger_joint, cafe, dentist, pizzeria, tech_shop, noodle_house, barber_shop, jewelry_store, pharmacy, music_store, bank, florist, craft_shop, gym, hardware_store : 67423
Saved path: pharmacy, music_store, craft_shop, gym, burger_joint, cafe, dentist, tech_shop, grocery_store, clothing_store, noodle_house, salon, jewelry_store, bike_shop, bakery : 54496
Saved path: bike_shop, jewelry_store, bakery, pharmacy, gelateria, bank, music_store, florist, craft_shop, pizzeria, burger_joint, bookstore, clothing_store, toy_store, gym : 62407
Saved path: bike_shop, jewelry_store, party_store, bakery, pharmacy, bank, craft_shop, hardware_store, burger_joint, cafe, grocery_store, clothing_store, noodle_house, toy_store, barber_shop : 62718
Saved path: barber_shop, jewelry_store, party_store, pharmacy, music_store, bank, gelateria, hardware_store, burger_joint, cafe, dentist, pizzeria, tech_shop, noodle_house, salon : 67993
Saved path: noodle_house, toy_store, gym, hardware_store, bike_shop, jewelry_store, party_store, pharmacy, gelateria, florist, pet_store, dentist, bookstore, tech_shop, grocery_store : 58309
Saved path: pet_store, pizzeria, burger_joint, grocery_store, clothing_store, noodle_house, salon, hardware_store, party_store, bike_shop, bakery, pharmacy, music_store, bank, gelateria : 63016
Saved path: music_store, bank, gelateria, hardware_store, burger_joint, bookstore, cafe, tech_shop, grocery_store, clothing_store, toy_store, salon, barber_shop, party_store, jewelry_store : 61853
Saved path: pizzeria, craft_shop, pet_store, florist, bank, music_store, pharmacy, bakery, bike_shop, gym, toy_store, noodle_house, grocery_store, cafe, tech_shop : 56405
Saved path: bookstore, craft_shop, pet_store, florist, music_store, bank, gelateria, party_store, hardware_store, salon, noodle_house, clothing_store, grocery_store, tech_shop, burger_joint : 59226
Saved path: bank, pet_store, craft_shop, pizzeria, tech_shop, cafe, grocery_store, clothing_store, salon, barber_shop, bike_shop, party_store, hardware_store, gym, florist : 66986
Saved path: cafe, dentist, pizzeria, craft_shop, pet_store, bank, music_store, party_store, jewelry_store, bike_shop, gym, hardware_store, salon, toy_store, burger_joint : 69467
Saved path: pet_store, craft_shop, pizzeria, tech_shop, grocery_store, clothing_store, bookstore, hardware_store, toy_store, barber_shop, jewelry_store, bike_shop, bakery, pharmacy, gelateria : 60662
Saved path: burger_joint, noodle_house, barber_shop, bike_shop, jewelry_store, party_store, bakery, pharmacy, bank, florist, pet_store, craft_shop, pizzeria, tech_shop, grocery_store : 69081
Saved path: gym, craft_shop, florist, gelateria, pharmacy, jewelry_store, bike_shop, barber_shop, noodle_house, clothing_store, grocery_store, tech_shop, dentist, bookstore, hardware_store : 57629
Saved path: pharmacy, music_store, florist, gym, craft_shop, pizzeria, tech_shop, grocery_store, bookstore, burger_joint, salon, jewelry_store, party_store, bike_shop, bakery : 59384
Saved path: pharmacy, bakery, party_store, bike_shop, hardware_store, gym, burger_joint, salon, grocery_store, tech_shop, pizzeria, craft_shop, pet_store, bank, gelateria : 64289
Saved path: gym, bakery, barber_shop, salon, noodle_house, burger_joint, cafe, grocery_store, tech_shop, pizzeria, craft_shop, pet_store, bank, music_store, florist : 58942
Saved path: gym, hardware_store, jewelry_store, bike_shop, bakery, barber_shop, noodle_house, burger_joint, bookstore, dentist, pizzeria, craft_shop, florist, music_store, pet_store : 64865
Saved path: bookstore, cafe, tech_shop, grocery_store, clothing_store, noodle_house, toy_store, jewelry_store, pharmacy, music_store, gelateria, pet_store, craft_shop, gym, burger_joint : 50549
Saved path: cafe, burger_joint, bookstore, tech_shop, clothing_store, salon, barber_shop, jewelry_store, party_store, bakery, pharmacy, gelateria, music_store, pizzeria, dentist : 59840
Saved path: craft_shop, gym, burger_joint, cafe, grocery_store, noodle_house, salon, hardware_store, jewelry_store, party_store, bakery, pharmacy, gelateria, bank, pet_store : 59388
Saved path: jewelry_store, salon, noodle_house, clothing_store, burger_joint, cafe, tech_shop, pizzeria, craft_shop, florist, music_store, bank, pet_store, gym, hardware_store : 67965
Saved path: bakery, bike_shop, jewelry_store, party_store, hardware_store, gym, bookstore, cafe, grocery_store, clothing_store, dentist, pizzeria, pet_store, bank, pharmacy : 65040
Saved path: bakery, bike_shop, barber_shop, salon, toy_store, gym, burger_joint, bookstore, cafe, grocery_store, dentist, pizzeria, craft_shop, gelateria, pharmacy : 51993
Saved path: noodle_house, salon, barber_shop, bike_shop, bakery, music_store, florist, pet_store, pizzeria, dentist, tech_shop, cafe, burger_joint, hardware_store, toy_store : 55834
Saved path: barber_shop, salon, noodle_house, clothing_store, toy_store, burger_joint, cafe, dentist, pet_store, florist, gelateria, bike_shop, jewelry_store, party_store, bakery : 59119
Saved path: florist, bank, pharmacy, barber_shop, bike_shop, jewelry_store, party_store, hardware_store, burger_joint, noodle_house, grocery_store, cafe, dentist, pizzeria, craft_shop : 69168
Saved path: craft_shop, burger_joint, tech_shop, clothing_store, toy_store, salon, hardware_store, bakery, party_store, bike_shop, gelateria, bank, music_store, florist, pet_store : 61959
Saved path: jewelry_store, party_store, pharmacy, gelateria, pet_store, pizzeria, dentist, cafe, tech_shop, grocery_store, clothing_store, toy_store, burger_joint, hardware_store, bike_shop : 55218
Saved path: gym, hardware_store, burger_joint, cafe, tech_shop, toy_store, salon, barber_shop, bike_shop, bakery, pharmacy, music_store, bank, pet_store, craft_shop : 55648
Saved path: pizzeria, craft_shop, florist, music_store, pharmacy, bike_shop, hardware_store, salon, noodle_house, toy_store, burger_joint, bookstore, cafe, grocery_store, tech_shop : 48035
Saved path: jewelry_store, party_store, bakery, pharmacy, gelateria, bank, pizzeria, tech_shop, cafe, grocery_store, clothing_store, noodle_house, toy_store, burger_joint, hardware_store : 59869
Saved path: jewelry_store, bakery, music_store, bank, gelateria, pet_store, gym, hardware_store, burger_joint, bookstore, pizzeria, tech_shop, clothing_store, toy_store, barber_shop : 70826
Saved path: bike_shop, barber_shop, salon, toy_store, grocery_store, cafe, burger_joint, hardware_store, gym, craft_shop, pet_store, florist, bank, music_store, pharmacy : 57202
Saved path: clothing_store, grocery_store, tech_shop, cafe, bookstore, burger_joint, dentist, florist, bank, music_store, bike_shop, bakery, barber_shop, salon, toy_store : 56832
Saved path: bakery, party_store, bike_shop, barber_shop, salon, toy_store, hardware_store, burger_joint, tech_shop, pizzeria, pet_store, florist, bank, music_store, pharmacy : 67630
Saved path: burger_joint, bookstore, noodle_house, clothing_store, grocery_store, tech_shop, pizzeria, craft_shop, florist, music_store, bank, barber_shop, jewelry_store, party_store, hardware_store : 67509
Saved path: dentist, grocery_store, noodle_house, toy_store, salon, barber_shop, jewelry_store, party_store, bike_shop, gelateria, florist, craft_shop, gym, burger_joint, bookstore : 59534
Saved path: craft_shop, pizzeria, dentist, tech_shop, bookstore, burger_joint, gym, hardware_store, barber_shop, bike_shop, party_store, pharmacy, bank, music_store, florist : 66662
Saved path: craft_shop, pizzeria, dentist, tech_shop, clothing_store, bookstore, burger_joint, bakery, bike_shop, jewelry_store, pharmacy, music_store, bank, florist, pet_store : 64180
Saved path: pharmacy, gelateria, music_store, florist, pet_store, craft_shop, pizzeria, tech_shop, grocery_store, salon, toy_store, burger_joint, bakery, party_store, bike_shop : 56854
Saved path: gelateria, bakery, party_store, jewelry_store, bike_shop, barber_shop, clothing_store, grocery_store, cafe, bookstore, burger_joint, hardware_store, craft_shop, pet_store, bank : 64056
Saved path: noodle_house, clothing_store, grocery_store, dentist, pizzeria, craft_shop, music_store, bank, barber_shop, bike_shop, jewelry_store, party_store, hardware_store, burger_joint, toy_store : 69922
Saved path: music_store, florist, craft_shop, pizzeria, dentist, cafe, bookstore, grocery_store, clothing_store, barber_shop, bike_shop, gym, pet_store, gelateria, bank : 62904
Saved path: dentist, pizzeria, craft_shop, pet_store, florist, music_store, bank, gelateria, party_store, salon, noodle_house, clothing_store, grocery_store, bookstore, burger_joint : 64976
Saved path: pharmacy, bakery, jewelry_store, barber_shop, salon, toy_store, noodle_house, tech_shop, dentist, cafe, bookstore, burger_joint, hardware_store, gym, florist : 56251
Saved path: noodle_house, cafe, burger_joint, gym, craft_shop, pet_store, florist, music_store, bank, gelateria, bike_shop, jewelry_store, party_store, hardware_store, salon : 64200
Saved path: cafe, dentist, clothing_store, noodle_house, salon, barber_shop, jewelry_store, party_store, bakery, pharmacy, music_store, gelateria, gym, hardware_store, bookstore : 59364
Saved path: pet_store, florist, gelateria, bank, bakery, party_store, jewelry_store, barber_shop, noodle_house, grocery_store, bookstore, burger_joint, cafe, dentist, pizzeria : 68990
Saved path: toy_store, noodle_house, clothing_store, grocery_store, bookstore, burger_joint, cafe, dentist, pizzeria, craft_shop, pet_store, bank, music_store, pharmacy, bakery : 51310
Saved path: bakery, party_store, bike_shop, barber_shop, salon, noodle_house, grocery_store, tech_shop, dentist, pizzeria, craft_shop, florist, bank, pet_store, gym : 67055
Saved path: music_store, bank, florist, gym, burger_joint, bookstore, cafe, dentist, grocery_store, clothing_store, salon, hardware_store, party_store, bike_shop, bakery : 62134
Saved path: toy_store, salon, hardware_store, bakery, bike_shop, jewelry_store, music_store, florist, gym, burger_joint, cafe, pizzeria, tech_shop, grocery_store, clothing_store : 57882
Saved path: bike_shop, bakery, music_store, gelateria, pet_store, gym, hardware_store, bookstore, dentist, pizzeria, tech_shop, clothing_store, toy_store, salon, barber_shop : 58470
Saved path: pet_store, craft_shop, gym, burger_joint, cafe, dentist, tech_shop, grocery_store, clothing_store, salon, jewelry_store, bakery, pharmacy, music_store, gelateria : 57200
Saved path: grocery_store, noodle_house, bookstore, burger_joint, gym, bakery, party_store, jewelry_store, pharmacy, bank, gelateria, florist, dentist, cafe, tech_shop : 61037
Saved path: florist, pet_store, craft_shop, pizzeria, grocery_store, burger_joint, toy_store, noodle_house, salon, barber_shop, jewelry_store, party_store, bakery, pharmacy, bank : 69239
Saved path: hardware_store, salon, barber_shop, bike_shop, party_store, pharmacy, gelateria, pet_store, craft_shop, pizzeria, grocery_store, clothing_store, noodle_house, toy_store, burger_joint : 58244
Saved path: gym, craft_shop, music_store, gelateria, pharmacy, party_store, jewelry_store, barber_shop, salon, toy_store, noodle_house, tech_shop, cafe, bookstore, hardware_store : 57306
Saved path: toy_store, barber_shop, party_store, bakery, music_store, bank, gelateria, pet_store, gym, burger_joint, dentist, pizzeria, grocery_store, clothing_store, noodle_house : 66830
Saved path: jewelry_store, party_store, bakery, pharmacy, music_store, bank, gelateria, pet_store, craft_shop, gym, hardware_store, cafe, tech_shop, salon, barber_shop : 64331
Saved path: clothing_store, grocery_store, tech_shop, bookstore, burger_joint, dentist, gelateria, bank, bakery, party_store, jewelry_store, bike_shop, barber_shop, salon, noodle_house : 66057
Saved path: bank, gelateria, bakery, party_store, jewelry_store, hardware_store, salon, grocery_store, bookstore, burger_joint, cafe, dentist, craft_shop, pet_store, florist : 66519
Saved path: clothing_store, noodle_house, salon, barber_shop, jewelry_store, bakery, gym, florist, bank, pet_store, craft_shop, dentist, burger_joint, bookstore, grocery_store : 67870
Saved path: toy_store, salon, barber_shop, party_store, gym, pet_store, bank, music_store, florist, craft_shop, pizzeria, tech_shop, bookstore, grocery_store, clothing_store : 67582
