Saved path: clothing_store, noodle_house, salon, barber_shop, jewelry_store, bakery, pharmacy, gelateria, music_store, florist, craft_shop, pizzeria, dentist, cafe, grocery_store : 53725
Saved path: bakery, florist, pet_store, craft_shop, gym, burger_joint, bookstore, cafe, tech_shop, grocery_store, noodle_house, salon, barber_shop, bike_shop, jewelry_store : 54121
Saved path: toy_store, salon, barber_shop, bike_shop, jewelry_store, bakery, bank, florist, gym, hardware_store, burger_joint, cafe, pizzeria, tech_shop, grocery_store : 69386
Saved path: cafe, pizzeria, tech_shop, grocery_store, clothing_store, toy_store, barber_shop, bike_shop, party_store, pharmacy, bank, florist, gym, hardware_store, bookstore : 66708
Saved path: salon, barber_shop, bike_shop, jewelry_store, bakery, pharmacy, pet_store, pizzeria, dentist, cafe, burger_joint, hardware_store, toy_store, clothing_store, noodle_house : 61275
Saved path: gym, hardware_store, party_store, bakery, pharmacy, bank, gelateria, florist, pet_store, craft_shop, pizzeria, tech_shop, grocery_store, noodle_house, bookstore : 61506
Saved path: dentist, grocery_store, clothing_store, noodle_house, toy_store, hardware_store, bike_shop, party_store, pharmacy, gelateria, bank, pet_store, gym, burger_joint, cafe : 58896
Saved path: cafe, grocery_store, clothing_store, noodle_house, toy_store, salon, barber_shop, bike_shop, pharmacy, bank, florist, pizzeria, gym, hardware_store, burger_joint : 61469
Saved path: gelateria, florist, gym, hardware_store, bakery, party_store, jewelry_store, barber_shop, salon, toy_store, bookstore, cafe, pizzeria, craft_shop, pet_store : 61807
Saved path: tech_shop, grocery_store, clothing_store, noodle_house, barber_shop, jewelry_store, party_store, bakery, pharmacy, gelateria, music_store, florist, gym, bookstore, cafe : 52192
Saved path: music_store, pharmacy, bakery, jewelry_store, barber_shop, salon, clothing_store, grocery_store, pizzeria, dentist, hardware_store, gym, pet_store, gelateria, bank : 70675
Saved path: grocery_store, tech_shop, pizzeria, craft_shop, pet_store, florist, music_store, gelateria, pharmacy, bakery, bike_shop, barber_shop, hardware_store, gym, burger_joint : 54646
Saved path: tech_shop, grocery_store, toy_store, barber_shop, jewelry_store, bakery, pharmacy, music_store, bank, gelateria, craft_shop, gym, burger_joint, bookstore, cafe : 59664
Saved path: clothing_store, toy_store, salon, barber_shop, jewelry_store, bike_shop, gelateria, bank, music_store, florist, pet_store, pizzeria, dentist, bookstore, burger_joint : 71524
Saved path: salon, clothing_store, burger_joint, bookstore, dentist, craft_shop, florist, music_store, gelateria, pharmacy, bakery, bike_shop, jewelry_store, party_store, hardware_store : 56800
Saved path: gelateria, bakery, party_store, bike_shop, barber_shop, clothing_store, grocery_store, tech_shop, pizzeria, dentist, cafe, bookstore, gym, florist, bank : 65304
Saved path: clothing_store, grocery_store, tech_shop, dentist, pizzeria, craft_shop, pet_store, music_store, pharmacy, party_store, jewelry_store, bike_shop, gym, burger_joint, bookstore : 58914
Saved path: cafe, bookstore, grocery_store, clothing_store, salon, hardware_store, bike_shop, jewelry_store, bakery, pharmacy, music_store, bank, gelateria, pet_store, dentist : 64388
Saved path: pharmacy, gelateria, music_store, florist, craft_shop, pizzeria, tech_shop, grocery_store, cafe, bookstore, burger_joint, toy_store, salon, bike_shop, bakery : 48427
Saved path: bank, gelateria, pharmacy, party_store, barber_shop, salon, toy_store, noodle_house, clothing_store, grocery_store, tech_shop, cafe, burger_joint, craft_shop, pet_store : 58636
Saved path: jewelry_store, bike_shop, bakery, pharmacy, bank, music_store, florist, gym, burger_joint, bookstore, pizzeria, tech_shop, clothing_store, noodle_house, barber_shop : 67642
Saved path: music_store, gelateria, pet_store, pizzeria, tech_shop, grocery_store, cafe, burger_joint, noodle_house, salon, hardware_store, party_store, jewelry_store, bike_shop, pharmacy : 60671
Saved path: salon, noodle_house, clothing_store, grocery_store, tech_shop, pizzeria, dentist, bookstore, burger_joint, gym, pet_store, florist, pharmacy, bakery, bike_shop : 52120
Saved path: bank, music_store, florist, pet_store, craft_shop, pizzeria, tech_shop, grocery_store, noodle_house, cafe, bookstore, gym, jewelry_store, bakery, pharmacy : 64570
Saved path: jewelry_store, party_store, bike_shop, barber_shop, salon, noodle_house, clothing_store, tech_shop, bookstore, cafe, dentist, pizzeria, craft_shop, pet_store, music_store : 62943
Saved path: salon, barber_shop, jewelry_store, bakery, pharmacy, bank, music_store, florist, pet_store, gym, burger_joint, bookstore, dentist, clothing_store, toy_store : 68994
Saved path: clothing_store, noodle_house, toy_store, hardware_store, bakery, gelateria, bank, music_store, florist, craft_shop, pizzeria, tech_shop, cafe, bookstore, burger_joint : 50049
Saved path: bank, music_store, bike_shop, jewelry_store, party_store, gym, hardware_store, salon, noodle_house, grocery_store, tech_shop, cafe, dentist, pet_store, gelateria : 68374
Saved path: pizzeria, dentist, tech_shop, clothing_store, noodle_house, burger_joint, gym, hardware_store, party_store, bakery, pharmacy, music_store, bank, pet_store, craft_shop : 60010
Saved path: salon, noodle_house, grocery_store, tech_shop, pizzeria, dentist, bookstore, burger_joint, gym, pet_store, florist, music_store, pharmacy, party_store, barber_shop : 59886
Saved path: bakery, pharmacy, gelateria, bank, music_store, florist, pet_store, dentist, pizzeria, gym, hardware_store, toy_store, salon, barber_shop, jewelry_store : 70880
Saved path: music_store, florist, pet_store, pizzeria, tech_shop, cafe, grocery_store, clothing_store, noodle_house, salon, jewelry_store, party_store, bakery, pharmacy, gelateria : 57349
Saved path: gelateria, pharmacy, bakery, party_store, bike_shop, barber_shop, salon, hardware_store, burger_joint, clothing_store, grocery_store, tech_shop, pizzeria, pet_store, florist : 57593
Saved path: bakery, party_store, jewelry_store, bike_shop, hardware_store, salon, clothing_store, grocery_store, cafe, gym, pet_store, florist, gelateria, bank, music_store : 63840
Saved path: toy_store, salon, barber_shop, jewelry_store, party_store, pharmacy, gelateria, craft_shop, gym, burger_joint, bookstore, cafe, tech_shop, grocery_store, clothing_store : 52257
Saved path: grocery_store, clothing_store, toy_store, salon, barber_shop, jewelry_store, pharmacy, music_store, bank, gelateria, craft_shop, gym, hardware_store, cafe, dentist : 65310
Saved path: jewelry_store, party_store, bakery, pharmacy, florist, craft_shop, pizzeria, dentist, cafe, clothing_store, toy_store, gym, hardware_store, salon, barber_shop : 58149
Saved path: hardware_store, salon, noodle_house, grocery_store, tech_shop, pizzeria, craft_shop, pet_store, florist, gelateria, bank, music_store, bakery, bike_shop, party_store : 62078
Saved path: pizzeria, dentist, cafe, grocery_store, clothing_store, noodle_house, toy_store, hardware_store, barber_shop, party_store, bakery, pharmacy, gelateria, bank, florist : 62246
Saved path: hardware_store, toy_store, noodle_house, salon, barber_shop, bike_shop, jewelry_store, music_store, pet_store, craft_shop, pizzeria, tech_shop, cafe, bookstore, gym : 66258
Saved path: gelateria, pet_store, gym, bakery, jewelry_store, barber_shop, salon, toy_store, noodle_house, clothing_store, bookstore, cafe, tech_shop, pizzeria, florist : 62098
Saved path: bookstore, dentist, pet_store, gelateria, music_store, florist, gym, hardware_store, party_store, bakery, barber_shop, noodle_house, grocery_store, tech_shop, cafe : 58569
Saved path: noodle_house, clothing_store, grocery_store, tech_shop, dentist, cafe, hardware_store, gym, craft_shop, florist, gelateria, bank, pharmacy, bakery, barber_shop : 53787
Saved path: florist, pet_store, pizzeria, tech_shop, grocery_store, bookstore, gym, hardware_store, party_store, jewelry_store, bike_shop, bakery, pharmacy, music_store, bank : 65952
Saved path: pharmacy, gelateria, pet_store, craft_shop, pizzeria, dentist, cafe, grocery_store, noodle_house, toy_store, gym, hardware_store, bike_shop, jewelry_store, party_store : 56174
Saved path: music_store, pharmacy, party_store, bike_shop, salon, toy_store, grocery_store, tech_shop, dentist, cafe, burger_joint, gym, pet_store, florist, gelateria : 59125
Saved path: florist, music_store, pharmacy, bakery, party_store, jewelry_store, hardware_store, gym, burger_joint, toy_store, noodle_house, grocery_store, dentist, pizzeria, pet_store : 57470
Saved path: craft_shop, pizzeria, grocery_store, cafe, burger_joint, toy_store, noodle_house, salon, barber_shop, bike_shop, jewelry_store, party_store, bakery, music_store, pet_store : 62058
Saved path: pet_store, pizzeria, tech_shop, cafe, burger_joint, bookstore, grocery_store, clothing_store, noodle_house, salon, jewelry_store, party_store, music_store, bank, florist : 68225
Saved path: bakery, gelateria, music_store, florist, craft_shop, gym, hardware_store, cafe, tech_shop, grocery_store, clothing_store, noodle_house, toy_store, barber_shop, jewelry_store : 53186
Saved path: barber_shop, clothing_store, grocery_store, tech_shop, pizzeria, dentist, bookstore, gym, pet_store, gelateria, bank, music_store, pharmacy, bakery, bike_shop : 62362
Saved path: party_store, bike_shop, music_store, bank, florist, pet_store, dentist, bookstore, tech_shop, grocery_store, clothing_store, noodle_house, toy_store, barber_shop, bakery : 65731
Saved path: noodle_house, grocery_store, tech_shop, cafe, dentist, craft_shop, gym, pet_store, gelateria, bank, music_store, pharmacy, bike_shop, barber_shop, salon : 59175
Saved path: craft_shop, florist, music_store, bank, pharmacy, bakery, party_store, gym, toy_store, salon, clothing_store, grocery_store, bookstore, cafe, dentist : 60378
Saved path: bank, music_store, pharmacy, bakery, bike_shop, jewelry_store, hardware_store, salon, toy_store, burger_joint, grocery_store, pizzeria, craft_shop, pet_store, gelateria : 66269
Saved path: craft_shop, music_store, bank, gelateria, pharmacy, bakery, bike_shop, burger_joint, toy_store, salon, clothing_store, grocery_store, tech_shop, dentist, pizzeria : 56468
Saved path: jewelry_store, party_store, pharmacy, music_store, gelateria, florist, pet_store, dentist, cafe, grocery_store, noodle_house, toy_store, burger_joint, bakery, bike_shop : 55591
Saved path: bike_shop, hardware_store, gym, burger_joint, toy_store, noodle_house, clothing_store, grocery_store, cafe, tech_shop, pizzeria, florist, bank, pharmacy, jewelry_store : 62861
Saved path: burger_joint, cafe, clothing_store, toy_store, salon, barber_shop, bike_shop, bakery, pharmacy, music_store, bank, florist, pet_store, craft_shop, gym : 55583
Saved path: barber_shop, salon, toy_store, clothing_store, tech_shop, cafe, bookstore, burger_joint, gym, pet_store, bank, music_store, pharmacy, party_store, bakery : 59017
Saved path: salon, toy_store, noodle_house, tech_shop, bookstore, cafe, dentist, pet_store, bank, gelateria, pharmacy, bakery, party_store, jewelry_store, barber_shop : 66322
Saved path: pet_store, craft_shop, pizzeria, dentist, cafe, tech_shop, grocery_store, clothing_store, noodle_house, salon, barber_shop, hardware_store, bakery, music_store, bank : 57811
Saved path: jewelry_store, barber_shop, salon, toy_store, grocery_store, bookstore, burger_joint, hardware_store, gym, pizzeria, pet_store, gelateria, pharmacy, bakery, bike_shop : 63756
Saved path: pharmacy, music_store, florist, pet_store, gym, burger_joint, bookstore, dentist, pizzeria, tech_shop, clothing_store, noodle_house, toy_store, hardware_store, party_store : 56143
Saved path: grocery_store, dentist, pizzeria, craft_shop, music_store, gelateria, pharmacy, bakery, party_store, bike_shop, barber_shop, salon, toy_store, hardware_store, burger_joint : 58089
Saved path: grocery_store, clothing_store, noodle_house, toy_store, salon, jewelry_store, party_store, pharmacy, gelateria, pet_store, gym, burger_joint, bookstore, cafe, tech_shop : 53323
Saved path: clothing_store, noodle_house, salon, bike_shop, bakery, pharmacy, music_store, bank, pet_store, pizzeria, dentist, burger_joint, bookstore, tech_shop, grocery_store : 59387
Saved path: salon, bike_shop, party_store, bakery, pharmacy, gelateria, music_store, florist, pizzeria, dentist, bookstore, cafe, tech_shop, grocery_store, noodle_house : 55049
Saved path: craft_shop, pet_store, gelateria, bank, music_store, pharmacy, party_store, bakery, barber_shop, noodle_house, grocery_store, tech_shop, burger_joint, dentist, pizzeria : 62895
Saved path: florist, bank, pharmacy, party_store, bike_shop, hardware_store, gym, toy_store, burger_joint, bookstore, cafe, grocery_store, pizzeria, craft_shop, pet_store : 64079
Saved path: party_store, jewelry_store, bike_shop, music_store, bank, florist, pet_store, craft_shop, gym, burger_joint, bookstore, cafe, clothing_store, toy_store, hardware_store : 61999
Saved path: bookstore, dentist, pizzeria, music_store, bank, gelateria, jewelry_store, bakery, barber_shop, salon, noodle_house, clothing_store, grocery_store, tech_shop, burger_joint : 65764
Saved path: clothing_store, grocery_store, bookstore, cafe, dentist, craft_shop, pet_store, florist, bank, gelateria, pharmacy, party_store, barber_shop, salon, toy_store : 62477
Saved path: burger_joint, gym, hardware_store, bike_shop, jewelry_store, pharmacy, gelateria, bank, florist, craft_shop, dentist, cafe, tech_shop, noodle_house, bookstore : 62238
Saved path: clothing_store, grocery_store, tech_shop, cafe, bookstore, hardware_store, gym, craft_shop, florist, gelateria, bank, bakery, party_store, barber_shop, noodle_house : 57050
Saved path: bank, music_store, jewelry_store, party_store, hardware_store, salon, noodle_house, clothing_store, grocery_store, tech_shop, dentist, burger_joint, gym, craft_shop, gelateria : 64859
Saved path: bookstore, burger_joint, gym, pet_store, bank, gelateria, bike_shop, party_store, bakery, barber_shop, toy_store, grocery_store, tech_shop, pizzeria, cafe : 66858
Saved path: salon, clothing_store, grocery_store, burger_joint, cafe, tech_shop, pizzeria, pet_store, gelateria, bank, music_store, pharmacy, party_store, bike_shop, hardware_store : 63765
