Saved path: bike_shop, party_store, jewelry_store, barber_shop, salon, toy_store, clothing_store, grocery_store, cafe, dentist, pizzeria, craft_shop, pet_store, gelateria, music_store : 60761
Saved path: dentist, tech_shop, grocery_store, clothing_store, noodle_house, toy_store, party_store, pharmacy, gelateria, florist, pet_store, gym, burger_joint, bookstore, cafe : 51702
Saved path: cafe, tech_shop, grocery_store, clothing_store, noodle_house, toy_store, hardware_store, party_store, bakery, music_store, bank, gelateria, craft_shop, bookstore, burger_joint : 51917
Saved path: toy_store, grocery_store, tech_shop, cafe, dentist, pizzeria, florist, bank, music_store, pharmacy, bakery, party_store, jewelry_store, bike_shop, gym : 63037
Saved path: cafe, hardware_store, gym, pet_store, florist, bank, music_store, pharmacy, party_store, bakery, barber_shop, clothing_store, grocery_store, pizzeria, dentist : 68309
Saved path: pizzeria, tech_shop, grocery_store, cafe, bookstore, gym, hardware_store, toy_store, noodle_house, barber_shop, bakery, jewelry_store, gelateria, florist, craft_shop : 59219
Saved path: grocery_store, toy_store, hardware_store, jewelry_store, bakery, pharmacy, music_store, gelateria, pet_store, gym, burger_joint, bookstore, cafe, dentist, tech_shop : 55456
Saved path: jewelry_store, party_store, bakery, barber_shop, noodle_house, clothing_store, toy_store, hardware_store, bookstore, cafe, dentist, craft_shop, pet_store, gelateria, music_store : 61204
Saved path: dentist, craft_shop, florist, bank, music_store, jewelry_store, party_store, hardware_store, gym, toy_store, noodle_house, clothing_store, tech_shop, bookstore, cafe : 62193
Saved path: grocery_store, tech_shop, cafe, burger_joint, dentist, pizzeria, pet_store, florist, bank, music_store, bike_shop, party_store, jewelry_store, barber_shop, salon : 72119
Saved path: burger_joint, tech_shop, grocery_store, clothing_store, noodle_house, toy_store, bakery, bike_shop, party_store, pharmacy, bank, music_store, florist, pet_store, bookstore : 56790
Saved path: pizzeria, pet_store, florist, music_store, gelateria, bike_shop, barber_shop, salon, noodle_house, toy_store, hardware_store, burger_joint, bookstore, cafe, grocery_store : 57966
Saved path: bookstore, tech_shop, noodle_house, toy_store, salon, barber_shop, bike_shop, bakery, music_store, bank, gelateria, pet_store, craft_shop, gym, burger_joint : 57528
Saved path: burger_joint, bookstore, cafe, clothing_store, noodle_house, hardware_store, bike_shop, jewelry_store, party_store, pharmacy, gelateria, bank, music_store, florist, gym : 58058
Saved path: craft_shop, bank, pharmacy, bakery, jewelry_store, barber_shop, salon, toy_store, noodle_house, clothing_store, grocery_store, tech_shop, cafe, bookstore, dentist : 63119
Saved path: hardware_store, salon, toy_store, burger_joint, cafe, tech_shop, dentist, pizzeria, bank, music_store, pharmacy, bakery, jewelry_store, bike_shop, gym : 68364
Saved path: pet_store, gelateria, music_store, pharmacy, bakery, jewelry_store, barber_shop, hardware_store, gym, burger_joint, bookstore, cafe, tech_shop, dentist, craft_shop : 59875
Saved path: burger_joint, bookstore, cafe, pizzeria, craft_shop, gelateria, bank, music_store, pharmacy, barber_shop, salon, noodle_house, clothing_store, toy_store, gym : 56850
Saved path: jewelry_store, barber_shop, salon, toy_store, clothing_store, grocery_store, cafe, burger_joint, hardware_store, craft_shop, pet_store, florist, music_store, pharmacy, bakery : 54614
Saved path: bookstore, salon, hardware_store, gym, bike_shop, party_store, bakery, pharmacy, music_store, florist, pet_store, craft_shop, pizzeria, tech_shop, cafe : 58776
Saved path: pizzeria, craft_shop, florist, bank, pharmacy, bakery, jewelry_store, bike_shop, gym, toy_store, salon, noodle_house, clothing_store, bookstore, burger_joint : 67630
Saved path: bakery, pharmacy, bank, music_store, florist, craft_shop, pizzeria, dentist, cafe, grocery_store, salon, toy_store, burger_joint, gym, jewelry_store : 65401
Saved path: cafe, tech_shop, pizzeria, craft_shop, gelateria, music_store, bakery, bike_shop, jewelry_store, barber_shop, salon, noodle_house, toy_store, hardware_store, bookstore : 61271
Saved path: dentist, tech_shop, grocery_store, clothing_store, noodle_house, salon, barber_shop, hardware_store, bakery, pharmacy, gelateria, music_store, florist, pet_store, craft_shop : 49595
Saved path: noodle_house, clothing_store, grocery_store, cafe, burger_joint, bookstore, pet_store, florist, music_store, gelateria, pharmacy, bakery, bike_shop, hardware_store, toy_store : 42986
Saved path: cafe, bookstore, burger_joint, gym, pet_store, gelateria, bank, music_store, bakery, bike_shop, barber_shop, salon, grocery_store, tech_shop, dentist : 60748
Saved path: party_store, bike_shop, barber_shop, toy_store, noodle_house, clothing_store, grocery_store, tech_shop, cafe, dentist, craft_shop, gym, gelateria, bank, bakery : 62737
Saved path: burger_joint, cafe, bookstore, pet_store, craft_shop, pizzeria, tech_shop, grocery_store, clothing_store, toy_store, salon, jewelry_store, party_store, bakery, hardware_store : 54504
Saved path: bookstore, tech_shop, clothing_store, noodle_house, toy_store, salon, barber_shop, jewelry_store, gelateria, bank, florist, craft_shop, pizzeria, dentist, burger_joint : 67175
Saved path: clothing_store, noodle_house, toy_store, hardware_store, salon, barber_shop, jewelry_store, party_store, pharmacy, bank, florist, dentist, cafe, tech_shop, grocery_store : 66512
Saved path: barber_shop, bakery, party_store, jewelry_store, florist, pet_store, craft_shop, pizzeria, dentist, cafe, bookstore, tech_shop, grocery_store, clothing_store, noodle_house : 57197
Saved path: grocery_store, cafe, pizzeria, pet_store, florist, bank, music_store, pharmacy, bakery, bike_shop, barber_shop, hardware_store, burger_joint, noodle_house, clothing_store : 62377
