Saved path: bike_shop, party_store, jewelry_store, barber_shop, salon, toy_store, clothing_store, grocery_store, cafe, dentist, pizzeria, craft_shop, pet_store, gelateria, music_store : 60761
Saved path: jewelry_store, bike_shop, bakery, pharmacy, music_store, bank, gelateria, craft_shop, pizzeria, tech_shop, cafe, clothing_store, noodle_house, toy_store, hardware_store : 59129
Saved path: bookstore, burger_joint, toy_store, noodle_house, salon, jewelry_store, bike_shop, bakery, gelateria, florist, pet_store, pizzeria, dentist, tech_shop, cafe : 60675
Saved path: pet_store, florist, gelateria, music_store, pharmacy, bakery, party_store, bike_shop, toy_store, salon, noodle_house, grocery_store, bookstore, cafe, pizzeria : 58311
Saved path: florist, pet_store, craft_shop, gym, burger_joint, bookstore, cafe, tech_shop, grocery_store, clothing_store, toy_store, barber_shop, bakery, pharmacy, bank : 53310
Saved path: noodle_house, salon, barber_shop, bike_shop, jewelry_store, bakery, pharmacy, music_store, gelateria, pet_store, hardware_store, burger_joint, cafe, dentist, grocery_store : 61034
Saved path: florist, gelateria, bank, music_store, bike_shop, party_store, bakery, hardware_store, salon, noodle_house, tech_shop, bookstore, burger_joint, gym, pet_store : 62072
Saved path: bakery, jewelry_store, bike_shop, barber_shop, salon, hardware_store, burger_joint, clothing_store, dentist, craft_shop, pet_store, gelateria, bank, music_store, pharmacy : 67332
Saved path: bike_shop, jewelry_store, party_store, barber_shop, noodle_house, clothing_store, toy_store, gym, burger_joint, bookstore, cafe, pizzeria, pet_store, bank, gelateria : 72224
Saved path: florist, bank, gelateria, jewelry_store, party_store, gym, hardware_store, salon, toy_store, clothing_store, grocery_store, cafe, dentist, pizzeria, craft_shop : 65943
Saved path: bakery, bike_shop, party_store, hardware_store, salon, clothing_store, grocery_store, tech_shop, bookstore, burger_joint, gym, craft_shop, gelateria, bank, music_store : 58294
Saved path: music_store, pharmacy, bakery, bike_shop, jewelry_store, party_store, hardware_store, gym, toy_store, noodle_house, bookstore, dentist, craft_shop, florist, bank : 62087
Saved path: pharmacy, music_store, florist, craft_shop, pizzeria, tech_shop, cafe, gym, hardware_store, toy_store, noodle_house, salon, barber_shop, bike_shop, party_store : 57689
Saved path: bank, music_store, pharmacy, bakery, party_store, jewelry_store, hardware_store, toy_store, clothing_store, bookstore, dentist, pizzeria, craft_shop, florist, gelateria : 60130
Saved path: noodle_house, clothing_store, grocery_store, tech_shop, cafe, dentist, craft_shop, pet_store, florist, gelateria, pharmacy, party_store, jewelry_store, barber_shop, salon : 55295
Saved path: grocery_store, clothing_store, noodle_house, salon, hardware_store, bike_shop, jewelry_store, pharmacy, gelateria, music_store, florist, pet_store, burger_joint, cafe, tech_shop : 55922
Saved path: pizzeria, dentist, bookstore, tech_shop, grocery_store, toy_store, hardware_store, party_store, jewelry_store, bike_shop, bakery, pharmacy, music_store, florist, pet_store : 58260
Saved path: jewelry_store, party_store, bakery, burger_joint, bookstore, cafe, grocery_store, noodle_house, gym, pet_store, florist, bank, gelateria, pharmacy, bike_shop : 61172
Saved path: pharmacy, jewelry_store, barber_shop, salon, hardware_store, gym, toy_store, noodle_house, clothing_store, cafe, dentist, pizzeria, florist, bank, music_store : 69637
Saved path: pizzeria, tech_shop, cafe, bookstore, grocery_store, clothing_store, noodle_house, salon, hardware_store, bike_shop, jewelry_store, pharmacy, gelateria, florist, pet_store : 58457
Saved path: cafe, grocery_store, clothing_store, noodle_house, toy_store, gym, craft_shop, florist, gelateria, bank, music_store, pharmacy, bakery, hardware_store, burger_joint : 43262
Saved path: party_store, barber_shop, toy_store, hardware_store, burger_joint, bookstore, cafe, tech_shop, dentist, pizzeria, craft_shop, pet_store, florist, bank, pharmacy : 68071
Saved path: pizzeria, dentist, cafe, grocery_store, clothing_store, noodle_house, hardware_store, bike_shop, jewelry_store, party_store, pharmacy, gelateria, music_store, florist, pet_store : 57843
Saved path: pet_store, florist, bank, gelateria, pharmacy, bike_shop, jewelry_store, hardware_store, salon, noodle_house, clothing_store, grocery_store, burger_joint, dentist, craft_shop : 65369
Saved path: toy_store, clothing_store, grocery_store, tech_shop, pizzeria, dentist, bookstore, burger_joint, gym, florist, bank, gelateria, pharmacy, bike_shop, barber_shop : 60324
Saved path: florist, bank, gelateria, pharmacy, bike_shop, jewelry_store, hardware_store, salon, toy_store, burger_joint, bookstore, cafe, grocery_store, dentist, craft_shop : 63118
Saved path: bakery, bike_shop, jewelry_store, party_store, hardware_store, gym, burger_joint, noodle_house, grocery_store, tech_shop, dentist, pizzeria, florist, gelateria, bank : 64428
Saved path: gym, hardware_store, bookstore, cafe, dentist, pizzeria, tech_shop, grocery_store, noodle_house, toy_store, barber_shop, jewelry_store, bike_shop, bank, pet_store : 73188
Saved path: salon, noodle_house, clothing_store, grocery_store, tech_shop, bookstore, cafe, dentist, pet_store, florist, bank, pharmacy, bakery, bike_shop, barber_shop : 58763
Saved path: bank, florist, pet_store, gym, burger_joint, cafe, dentist, tech_shop, grocery_store, noodle_house, salon, barber_shop, jewelry_store, party_store, bakery : 69031
Saved path: grocery_store, noodle_house, toy_store, barber_shop, bike_shop, jewelry_store, party_store, bakery, gelateria, bank, pet_store, craft_shop, dentist, burger_joint, cafe : 65627
Saved path: noodle_house, barber_shop, bike_shop, jewelry_store, party_store, pharmacy, music_store, bank, gelateria, pet_store, dentist, cafe, burger_joint, tech_shop, grocery_store : 66427
Saved path: gym, florist, gelateria, pharmacy, party_store, bike_shop, barber_shop, toy_store, clothing_store, grocery_store, pizzeria, dentist, cafe, bookstore, burger_joint : 56514
Saved path: party_store, jewelry_store, bike_shop, barber_shop, toy_store, clothing_store, dentist, bookstore, burger_joint, gym, craft_shop, florist, bank, music_store, bakery : 67588
Saved path: noodle_house, toy_store, salon, barber_shop, bike_shop, pharmacy, gelateria, bank, florist, gym, hardware_store, dentist, pizzeria, tech_shop, grocery_store : 62517
Saved path: pet_store, florist, bank, pharmacy, bakery, jewelry_store, barber_shop, salon, toy_store, noodle_house, clothing_store, cafe, tech_shop, pizzeria, craft_shop : 66670
Saved path: pet_store, florist, music_store, pharmacy, jewelry_store, party_store, hardware_store, gym, burger_joint, toy_store, salon, noodle_house, clothing_store, grocery_store, pizzeria : 60877
Saved path: hardware_store, jewelry_store, party_store, bakery, pharmacy, bank, music_store, florist, craft_shop, pizzeria, tech_shop, grocery_store, toy_store, burger_joint, gym : 60444
Saved path: bakery, pharmacy, music_store, gelateria, florist, pet_store, pizzeria, dentist, clothing_store, noodle_house, salon, toy_store, hardware_store, jewelry_store, party_store : 60001
Saved path: pharmacy, bakery, bike_shop, hardware_store, salon, noodle_house, grocery_store, tech_shop, bookstore, cafe, dentist, craft_shop, pet_store, bank, gelateria : 55285
Saved path: gym, toy_store, noodle_house, salon, barber_shop, party_store, pharmacy, gelateria, bank, music_store, pizzeria, cafe, bookstore, burger_joint, hardware_store : 66018
Saved path: toy_store, salon, barber_shop, bike_shop, party_store, jewelry_store, gelateria, florist, pet_store, craft_shop, dentist, burger_joint, bookstore, grocery_store, noodle_house : 61220
Saved path: gelateria, music_store, party_store, hardware_store, gym, burger_joint, bookstore, noodle_house, grocery_store, tech_shop, cafe, dentist, pizzeria, craft_shop, pet_store : 55815
Saved path: salon, barber_shop, jewelry_store, bakery, pharmacy, gelateria, music_store, florist, pet_store, craft_shop, gym, bookstore, tech_shop, grocery_store, toy_store : 57486
Saved path: gelateria, pharmacy, bakery, bike_shop, jewelry_store, party_store, hardware_store, salon, toy_store, burger_joint, grocery_store, tech_shop, dentist, craft_shop, pet_store : 57242
Saved path: pizzeria, craft_shop, pet_store, florist, music_store, bank, gelateria, bakery, party_store, jewelry_store, salon, toy_store, noodle_house, clothing_store, grocery_store : 65151
Saved path: noodle_house, toy_store, salon, barber_shop, bakery, party_store, bike_shop, music_store, florist, pet_store, gym, bookstore, dentist, grocery_store, clothing_store : 59361
